new2kid,Population,Population_density,Households,Med_hh_inc
"143242",1283.05441089396,3.20763602723491,529.731171047876,44848
"143243",913.639210691712,2.28409802672928,395.50774942762,44312
"143244",940.986801617385,2.35246700404346,405.826528413162,44794
"143245",1001.73480606872,2.5043370151718,428.747934304079,45863
"143246",2153.18908851331,5.38297272128328,889.941710940661,42877
"143247",642.137432491429,1.60534358122857,285.624138007197,44070
"143248",534.868846622448,1.33717211655612,232.961047904269,44200
"143249",534.868846622448,1.33717211655612,232.961047904269,44200
"143250",537.734675023685,1.34433668755921,233.748567252495,44200
"143251",606.742116141487,1.51685529035372,252.711564139629,44200
"143252",634.979222607118,1.5874480565178,260.47101954525,44200
"143253",652.292596932689,1.63073149233172,270.113288862602,44200
"143254",1039.42748312303,2.59856870780758,439.97884030978,44821
"143255",13348.9613319502,33.3724033298754,6120.01646418101,45845
"143256",19263.1919305346,48.1579798263365,8830.84509351973,47542
"143257",21767.5461858008,54.4188654645021,8804.42961666096,45276
"143258",4228.10470676406,10.5702617669102,1791.58495431309,48475
"143259",48666.887414305,121.667218535762,21255.9517687233,40639
"143260",42373.7039972477,105.934259993119,17371.5572509064,39670
"143261",4561.38661275652,11.4034665318913,1922.05608076915,47942
"143262",1495.82326943384,3.7395581735846,576.019963168288,49500
"143263",5277.57062060213,13.1939265515053,1942.37671623438,47270
"143264",567.147183194502,1.41786795798626,235.353045822091,43515
"143265",468.853869479421,1.17213467369855,195.453456839234,44000
"143266",1807.56161755623,4.51890404389058,771.912612396443,39307
"143267",3799.99072667775,9.49997681669438,1629.31009838291,34900
"143268",6629.46177198172,16.5736544299543,2810.80341673439,34900
"143269",16693.3622163447,41.7334055408616,6704.75992666614,33863
"143270",19186.1706197578,47.9654265493944,8056.31273558949,31406
"143271",3851.18344060603,9.62795860151507,1605.40548021519,34649
"143272",2503.42625958935,6.25856564897337,1143.33622687423,34706
"143273",7651.52206692533,19.1288051673133,3316.97204237969,32548
"143274",49631.4356732218,124.078589183054,22327.042302519,32029
"143275",18342.9270788252,45.8573176970631,7741.69448456877,37872
"143276",38360.5731213507,95.9014328033768,16413.7141328002,34481
"143277",42027.6856240086,105.069214060022,18644.3037527851,32465
"143278",29777.3538580433,74.4433846451082,15835.2482896475,26695
"143279",39627.1652955036,99.067913238759,18284.720695142,35381
"143281",14283.6148354071,35.7090370885176,6420.87896460036,34100
"143691",4038.77909146608,10.0969477286652,1954.70696631479,42200
"143692",508.891114342862,1.27222778585715,228.767565163305,42200
"143693",508.891114342862,1.27222778585715,228.767565163305,42200
"143694",529.075031494658,1.32268757873665,237.539419622987,42200
"143695",508.891114342862,1.27222778585715,228.767565163305,42200
"143699",508.671326255583,1.27167831563896,220.610924646988,43900
"143700",2225.90662033457,5.56476655083642,963.289208853949,43924
"143701",21702.5415126574,54.2563537816435,9016.38817187154,43066
"143702",20844.0213778702,52.1100534446756,8268.38366762452,44078
"143703",31131.5961016988,77.828990254247,13971.7594808726,44957
"143706",111873.627693663,279.684069234157,45413.3190205063,38562
"143707",108526.326028347,271.315815070867,41802.7817476015,44484
"143708",21659.8737660183,54.1496844150458,9718.25647284001,50239
"143709",35439.3950289177,88.5984875722943,14991.5350285859,51373
"143710",57617.975633232,144.04493908308,24394.0891088362,62330
"143711",22046.7953952713,55.1169884881784,8956.65091826976,63550
"143712",1097.69320658183,2.74423301645456,422.524766025544,68400
"143713",1097.69320658183,2.74423301645456,422.524766025544,68400
"143714",1176.5643993683,2.94141099842075,466.263007198062,66199
"143715",1319.86089687502,3.29965224218756,545.728481799052,63200
"143716",1319.86089687502,3.29965224218756,545.728481799052,63200
"143717",1319.86089687502,3.29965224218756,545.728481799052,63200
"143718",1257.56751059975,3.14391877649937,533.431658263772,62236
"143719",1287.40530129062,3.21851325322656,522.849439429694,61901
"143720",1287.84893738496,3.21962234346241,522.547555567262,61900
"143721",1287.84893738496,3.21962234346241,522.547555567262,61900
"143722",1345.03842760879,3.36259606902198,549.832536814205,61599
"143723",1938.85452872879,4.84713632182199,833.140905533318,57235
"143724",1728.38137010633,4.32095342526583,744.611613845609,56000
"143725",801.981190941021,2.00495297735255,336.478782963299,56000
"143726",722.074330305921,1.8051858257648,300.908955197204,56110
"143727",634.532172167887,1.58633043041972,251.171375246602,59969
"143728",1047.61420269349,2.61903550673373,421.876809992165,57644
"143729",2001.70097723386,5.00425244308464,774.852587682349,62710
"143730",3147.64457499036,7.86911143747589,1197.12646728734,62800
"143731",4782.12727927291,11.9553181981823,1799.39085553795,61034
"143732",1867.27997638838,4.66819994097094,719.408536247013,56200
"143733",1301.26877957255,3.25317194893137,514.088097557528,56200
"143734",782.75622248726,1.95689055621815,325.997780112092,56200
"143735",781.132519479652,1.95283129869913,325.220520966709,56200
"143736",754.789212354538,1.88697303088635,312.610101273739,56200
"143737",783.191799800586,1.95797949950147,319.948292946572,59173
"143738",756.812120673848,1.89203030168462,304.766689324195,65100
"143739",541.341379872715,1.35335344968179,213.628519743158,65100
"143740",541.341379872715,1.35335344968179,213.628519743158,65100
"143741",631.407029230117,1.57851757307529,250.779918472971,63342
"143742",730.868062371813,1.82717015592953,291.806841908154,61400
"143743",730.868062371813,1.82717015592953,291.806841908154,61400
"143744",730.868062371813,1.82717015592953,291.806841908154,61400
"143745",807.634851438118,2.0190871285953,325.069608908315,61448
"143746",2031.31210010541,5.07828025026352,859.715353649295,64347
"143747",2104.90665723436,5.26226664308589,892.492196663907,64899
"143748",2157.86057358206,5.39465143395515,913.939755102157,64691
"143749",2220.49657907089,5.55124144767722,930.545809445062,65069
"143750",2571.71286145388,6.42928215363469,1034.99050289163,64509
"143751",1802.38657399679,4.50596643499198,738.252284907716,55079
"143752",1575.63164181178,3.93907910452945,645.078729622084,54204
"143753",1170.30541713553,2.92576354283883,471.513149299127,50720
"143754",12885.198192018,32.2129954800451,5435.98158163447,51651
"143755",3447.66962804576,8.61917407011439,1428.4618330738,56686
"143756",4000.85001492265,10.0021250373066,1593.77479452314,59455
"143757",4167.85312525942,10.4196328131485,1734.16781627486,57685
"143758",1473.29641152759,3.68324102881897,627.434016068989,56300
"143759",2280.30313275312,5.70075783188279,960.162368485895,56300
"143760",2173.73786796165,5.43434466990411,904.390202797003,56300
"143761",2147.23771853216,5.36809429633039,892.973422303515,56139
"143762",1824.63489344073,4.56158723360183,754.635426226033,53893
"143763",1796.66354193739,4.49165885484347,741.939805823382,53102
"143764",1793.79469279016,4.48448673197541,740.714256798325,53147
"143765",1599.40549395686,3.99851373489216,651.563008123755,55461
"143766",1472.96352703855,3.68240881759637,594.108944727133,58926
