new2kid,ha_2031,urban_ha,ha_change
"72177",5.87499998509884,5.875,-0
"72178",15.500000026077,15.5,0
"72179",22.6250000298023,22.625,0
"72180",16.499999910593,16.5,-0
"72181",5.81249985843897,5.8125,-0
"72182",100.812496989965,22.8125,78
"72183",97.937497543171,59.875,38.0625
"72184",4.81249974109232,4.8125,-0
"72185",2.06250001210719,2.0625,0
"72186",2.43750000372529,2.4375,0
"72187",4.24999995157123,4.25,-0
"72188",9.25000011920929,9.25,0
"72189",3.93749997019768,3.9375,-0
"72190",14.0625,14.0625,0
"72191",16.9375008437783,16.9375,0
"72192",11.3750003278255,11.375,0
"72193",3.81249999627471,3.8125,-0
"72194",8.06249994784594,8.0625,-0
"72195",12.3749993741512,12.375,-0
"72196",5.06250017788261,5.0625,0
"72197",15.812499448657,15.8125,-0
"72198",21.6874999925494,21.6875,-0
"72199",3.56250000186265,3.5625,0
"72200",8.68749991059303,8.6875,-0
"72201",34.7500002942979,34.75,0
"72202",192.749994620681,27.25,165.5
"72203",111.375003680587,47.125,64.25
"72204",19.5000004023314,19.5,0
"72205",12.2499998658895,12.25,-0
"72206",3.87500012293458,3.875,0
"72207",10.7500000856817,10.75,0
"72208",6.43750000745058,6.4375,0
"72209",3.56249995529652,3.5625,-0
"72210",8.68750009685755,8.6875,0
"72211",10.6875000055879,10.6875,0
"72212",12.9999996162951,13,-0
"72826",75.3124997019768,75.3125,-0
"72827",25.5624998360872,25.5625,-0
"72828",16.3124995306134,16.3125,-0
"72829",5.62500013038516,5.625,0
"72830",17.3750000074506,17.375,0
"72831",101.187503477558,38.375,62.8125
"72832",274.874998629093,164.3125,110.5625
"72833",22.06249962328,22.0625,-0
"72834",45.9375005215406,45.9375,0
"72835",0,0,0
"72836",0.749999983236194,0.75,-0
"72837",0.937500037252903,0.9375,0
"72838",2.93750003911555,2.9375,0
"72839",5.31249988125637,5.3125,-0
"72840",4.25000009126961,4.25,0
"72841",7.18749994412065,7.1875,-0
"72842",11.9374999310821,11.9375,-0
"72843",1.5625,1.5625,0
"72844",3.06249996647239,3.0625,-0
"72845",5.68750002421439,5.6875,0
