new2kid,urban_ha,farm_ha,wood_ha,sng_ha,water_ha
"131515",0,3.8125,28.875,367.3125,0
"131516",0,17.5,9.5,361,12
"131517",2.87500005215406,81.9375,21.875,289.9375,3.375
"131518",36.9375012814999,164.9375,58.0625,139.25,0.8125
"131519",200.499995425344,24.0625,38.6875,136.75,0
"131520",360.00000834465,0,14.3669250645995,25.6330749354005,0
"131521",115.937498211861,52.625,100.0625,131.375,0
"131522",29.0000007138588,253.1875,58.25,59.5625,0
"131523",110.187496803701,197.4375,17.8125,67.5625,7
"131524",8.74999999068677,286.9375,36.5625,67.6875,0.0625
"131525",8.18750001490116,248.5625,26.875,96.9375,19.4375
"131526",18.2499999180436,322.8125,23.3125,35.625,0
"131527",3.24999988079071,171.25,7.875,217.625,0
"131528",0,82.375,76.5625,241.0625,0
"131529",7.4375000782311,195.5,84.6875,112.375,0
"131530",4.31249997345731,266.4375,27.6875,101.5625,0
"131531",0.93749996740371,106.25,18.25,274.5625,0
"131532",0,17,1.0625,313.875,68.0625
"131533",0,0,0,400,0
"131534",0,0,0,400,0
"131535",0,0,0,400,0
"131536",0,0,0,400,0
"131537",0,0,0,399.0625,0.9375
"131538",0,0,5.25,347.5625,47.1875
"131539",0,0,0.9375,399.0625,0
"131540",5.37500008940697,101.125,16.875,276.625,0
"131541",7.31249996460974,188,24,180.6875,0
"131542",0,78.6875,3.875,317.4375,0
"131543",0.999999977648258,34.6875,11.375,352.9375,0
"131544",9.75000001490116,276.4375,45.375,68.4375,0
"131545",16.499999910593,295.0625,32.6875,55.75,0
"131546",0,74.3125,43,282.6875,0
"131547",0,0,0,400,0
"131548",7.249999884516,56.25,8.25,328.25,0
"131549",10.1250000298023,212.625,42.125,135.125,0
"131550",0,31.25,0.1875,368.5625,0
"131551",0,40.3125,3.1875,356.5,0
"131552",0,1.0625,1.125,397.8125,0
"131553",0,7.8125,6.75,385.4375,0
"131554",1.81250004097819,67.1875,44.8125,286.1875,0
"131555",0,288.75,45.1875,66.0625,0
"131556",7.87500021979213,354.1875,14.75,23.1875,0
"131557",12.3750004917383,296,54.5,37.125,0
"131558",276.374998688698,0,65.1222865412446,58.5027134587554,0
"131559",0,326.8125,5,68.1875,0
"131560",0,324.5625,11.75,63.6875,0
"131561",0.874999992083758,306.4375,17.25,75.4375,0
"131562",0,114.875,4,281.125,0
"131563",0,68.5,150.125,181.375,0
"131564",0,4.3125,348,46.625,1.0625
"131565",0,2.6875,52.1875,345.125,0
"131566",0,0,3.1875,396.8125,0
"131567",0,114.5,4.8125,280.6875,0
"131568",6.93750020582229,295,43,55.0625,0
"131569",0,120.4375,54.1875,225.375,0
"131570",0.749999983236194,31.625,70.25,297.375,0
"131571",0,23.625,19.1875,357.1875,0
"131572",0,49.375,32.375,318.25,0
"131573",0.312500004656613,22.0625,39.8125,326.8125,11
"131574",0.999999977648258,146.875,118.3125,133.8125,0
"131575",0,309.75,24.4375,65.8125,0
"131576",2.56249997764826,261.25,47.6875,83.625,4.875
"131577",0,216.9375,30.75,151.625,0.6875
"131578",0,261.375,84.3125,54.3125,0
"131579",4.56250011920929,281.25,61.5,52.6875,0
"131580",19.4999992847443,203.0625,108.1875,61,8.25
"131581",0.625000009313226,296.8125,73.375,23,6.1875
"131582",14.1249999403954,303.6875,35.625,45.125,1.4375
"131583",1.37499999254942,374.125,2.4375,22.0625,0
"131584",1.43750002607703,352.25,5.875,40.4375,0
"131585",0,362.6875,16.6875,20.625,0
"131586",0,322.0625,27.5625,50.375,0
"131587",0,293.375,26.6875,79.9375,0
"131588",0,307.5625,18.6875,73.75,0
"131589",1.74999996088445,363.625,21.9375,12.6875,0
"131590",1.25000001862645,325.75,16.75,56.25,0
"131591",2.12500002235174,301.25,9.1875,87.4375,0
"131592",1.93750001490116,338.625,34.75,24.6875,0
"131593",2.06250008195639,342.75,47.8125,7.375,0
"131594",0.812499970197678,214.1875,56.5,127.8125,0.6875
"131595",5.31249986961484,236.9375,50.4375,101.4375,5.875
"131596",2.49999994412065,208.1875,20.75,141.9375,26.625
"131597",1.31249995902181,290.375,24.5625,83.75,0
"131598",0,132.5625,48.6875,218.75,0
"131599",1.24999997206032,97.875,81.3125,219.5625,0
"131600",33.8124992325902,298.875,35.25,32.0625,0
"131601",24.125000089407,104.0625,150.5625,121.25,0
"131602",9.375,161.875,47.5,181.25,0
"131603",0,140.6875,130.0625,129.25,0
"131604",1.31249995902181,201.375,110.5,86.8125,0
"131605",2.87500005215406,283.6875,102.0625,11.375,0
"131606",0,347.375,31.375,21.25,0
"131607",1.93749994505197,378.8125,17.1875,2.0625,0
"131608",12.9374995827675,338.8125,25.125,23.125,0
"131609",0,324.8125,37.25,37.9375,0
"131610",4.12500002421439,335.125,24.0625,36.6875,0
"131611",7.8125,310.3125,44.75,34.5625,2.5625
"131612",2.81250004190952,334.0625,44.6875,18.4375,0
"131613",1.31249995902181,383.5625,7.3125,7.8125,0
"131614",10.9999996609986,352.8125,15.25,20.9375,0
"131615",0,370.1875,10,19.8125,0
"131616",0,362.4375,7.0625,30.5,0
"131617",0,279.0625,34.1875,86.75,0
"131618",7.31249991804361,120.375,184.4375,86.5,1.375
"131619",8.68749977089465,146.4375,233.125,11.75,0
"131620",5.24999963818118,356.9375,24.8125,13,0
"131621",15.3125001117587,349.25,27.5625,4.1875,3.6875
"131622",16.6250003385358,363.0625,0,0,20.3125
"131715",0,338.1875,2.75,3.625,55.4375
"131716",0,283,13.4375,99.5625,4
"131717",0,322.1875,0,76.25,1.5625
"131718",11.7500000633299,349.75,6.4375,29,3.0625
"131719",0,348.3125,5.375,44.5,1.8125
"131720",0,281.6875,35.5625,81.9375,0.8125
"131721",0,265.8125,5.125,127.5,1.5625
"131722",0,367.1875,1.25,31.375,0.1875
"131723",0,374.3125,22.4375,3.25,0
"131724",0,373.5625,13.25,10.6875,2.5
"131725",2.74999998509884,207.125,126.1875,63.8125,0.125
"131726",2.62499991804361,193.625,5.75,198,0
"131727",0.68749999627471,289.6875,41.9375,67.6875,0
"131728",26.562499802094,333,22.3125,18.125,0
"131729",1.43750002607703,272.25,106.75,10.625,8.9375
"131730",0.625000009313226,378.375,3.25,17.75,0
"131731",15.7499996828847,285.3125,4.3125,40.5,54.125
"131995",341.624999046326,0,26.6875,5.625,26.0625
"131996",324.437499046326,0,43.9064741750359,31.6560258249641,0
"131997",358.687508106232,0,16.6056097560976,24.7068902439024,0
"131998",182.124995440245,152.0625,33.5,32.3125,0
"131999",160.874996706843,96.5625,71.125,71.4375,0
"132000",294.437494874001,0,54.5742436305733,50.9882563694268,0
"132001",55.6250020861626,90.4375,82.5,164.375,7.0625
"132002",28.2500004395843,183.5625,44.3125,143.0625,0.8125
"132003",13.5624999180436,244.625,61.4375,80.375,0
"132004",41.9999998062849,172.25,138.875,45.875,1
"132005",8.81249997764826,235.125,133.75,21.125,1.1875
"132006",3.25000000884756,243.125,147.75,5.875,0
"132007",5.56250009685755,212.625,158.0625,22.625,1.125
"132008",7.87500008009374,267.375,83.0625,41.6875,0
"132009",18.7499995343387,361.375,5.4375,14.4375,0
"132010",2.31250002980232,381.1875,1.75,14.75,0
"132011",1.49999996647239,357.5,17.75,23.25,0
"132012",19.3124999292195,349.3125,22.75,8.625,0
"132013",1.06250001117587,386.5,3.1875,9.25,0
"132014",12.5625003129244,302.8125,63.25,21.375,0
"132015",3.43749994644895,376.5,9.4375,10.625,0
"132016",2.31250002980232,227.3125,160.625,9.75,0
"132017",11.3124998519197,293.125,78.8125,16.75,0
"132018",12.3750001192093,350.25,29.25,8.125,0
"132019",18.2499999646097,330.9375,26.5,24.3125,0
"132020",6.49999976158142,355.25,21.125,17.125,0
"132021",37.1250004158355,312.25,19.1875,31.4375,0
"132022",16.1250003846362,323.9375,25.3125,34.625,0
"132023",0.999999977648258,273.5625,24.125,101.3125,0
"132024",0,135.4375,2,262.5625,0
"132025",0,0.25,0,399.75,0
"132026",0,7.25,12.9375,379.8125,0
"132027",0,201.4375,42.75,155.8125,0
"132028",18.000000086613,346.0625,29.125,6.8125,0
"132029",16.8124994728714,349.1875,26,8,0
"132030",11.0625001601875,340.5625,38.75,9.625,0
"132031",4.25000004470348,333.0625,60.9375,1.75,0
"132032",0,355.8125,36.4375,7.75,0
"132033",2.37499997019768,352.25,36.375,9,0
"132034",2.5000000372529,290.875,30.25,76.375,0
"132035",3.93749997019768,379.6875,0,16.375,0
"132036",6.06250010896474,351.375,2.375,40.1875,0
"132037",17.6874999888241,368.8125,10.25,3.25,0
"132038",10.1249998435378,310.5,44.5,34.875,0
"132039",1.5625,364.0625,13.1875,20.3125,0.875
"132040",31.8125009536743,333.9375,15.375,18.875,0
"132041",277.624998986721,70.75,12.6875,38.9375,0
"132042",15.3749998658895,332.3125,23.125,27.6875,1.5
"132043",20.7499997573905,270.375,57.1875,51.6875,0
"132044",2.1874999627471,315.25,73.125,9.4375,0
"132045",0.87500000372529,378.25,6.875,14,0
"132046",10.4374999180436,290.3125,12.5625,67.5625,19.125
"132047",7.00000014621764,193.875,27.8125,57.3125,114
"132048",37.8124997019768,144.6875,66.1875,48.375,102.9375
"132049",20.2499997802079,327,13.25,38.5625,0.9375
"132050",7.68749999115244,303.8125,49.4375,39.0625,0
"132051",18.3125004172325,338.6875,36.875,6.125,0
"132052",9.93750030174851,302.0625,38.1875,49.8125,0
"132053",16.1250006407499,295.75,71.375,16.75,0
"132054",0,361.6875,20.25,18.0625,0
"132055",11.8749996647239,319.5625,33.4375,35.125,0
"132056",7.93749988079071,247.0625,133.0625,11.9375,0
"132057",5.00000005122274,354,35.3125,5.6875,0
"132058",13.3125000633299,337.375,41.875,7.4375,0
"132059",8.43750014901161,314.875,45.125,31.5625,0
"132060",0,349.4375,37.6875,12.875,0
"132061",11.374999769032,308.4375,50.5,27.8125,1.875
"132062",0.562500022351742,340.875,47.625,10.9375,0
"132063",3.43749998137355,231.5,151.5,13.5625,0
"132064",20.2500000596046,318.75,33.5,27.5,0
"132065",32.1875003981404,197.625,116.75,53.4375,0
"132066",3.50000001490116,248.25,124.5,23.75,0
"132067",21.000000461936,292.125,42.1875,44.6875,0
"132068",13.937500177417,331.75,34.875,19.4375,0
"132069",38.3749997243285,312.375,17.375,31.875,0
"132070",36.4374998956919,296.1875,37.5,29.875,0
"132071",128.375001251698,199,36.5625,36.0625,0
"132072",68.7499985098839,256.8125,40,31.6875,2.75
"132073",80.687502771616,236.6875,39.125,40.75,2.75
"132074",29.5625003054738,278.75,51.875,33,6.8125
"132075",36.2500002607703,310.1875,24.4375,27.25,1.875
"132076",60.8124997466803,288.6875,12.375,35.8125,2.3125
"132077",3.81249994970858,219.625,149.0625,23.875,3.625
"132078",5.12500000186265,300.9375,75.6875,17.125,1.125
"132079",11.875000083819,313.9375,51.25,22.25,0.6875
"132080",12.2500004246831,273.5625,86.3125,27.875,0
"132081",276.999992877245,61.4375,41.375,20.1875,0
"132082",269.187495112419,37.5,45.6875,47.625,0
"132083",222.250002622604,39.875,72,55.4375,10.4375
"132084",203.725388646126,75.8996,51.3125,69.0625,0
"132085",18.7500005587935,280.1875,37.875,63.1875,0
"132086",24.312499910593,269.6875,47.25,57.1875,1.5625
"132087",48.9999983459711,271.5,32.1875,46.375,0.9375
"132088",62.0624992996454,167.3125,80.0625,90.5625,0
"132089",359.999996423721,0,14.9106494920174,24.1518505079826,0.9375
"132090",365.687507390976,12.375,3.625,18.3125,0
"132091",338.874995708466,0,36.4292763157895,23.7582236842105,0.9375
"132092",359.999996423721,0,18.3146467124632,20.8103532875368,0.875
"132093",359.999990463257,0,0.496696617336152,33.0658033826638,6.4375
"132094",369.249987602234,0,5.40138674884438,25.3486132511556,0
"132095",371.250003576279,0,4.81459330143541,23.9354066985646,0
"132096",360.00000834465,7.5625,7.375,22.5625,2.5
"132097",383.187502622604,0,5.41333333333333,9.08666666666667,2.3125
"132098",196.87792211771,134.6846,20.1875,48.25,0
"132099",144.812497496605,141.25,36.5,77.4375,0
"132100",87.0625004172325,238.0625,17,57.875,0
"132101",80.4999992251396,260.125,27.75,31.625,0
"132102",84.2500001192093,254.375,13.5625,47.8125,0
"132103",32.8750004991889,315.5625,2.25,49.3125,0
"132104",191.749995201826,170.125,3.8125,34.3125,0
"132105",12.3124998062849,375.0625,2.9375,9.6875,0
"132106",6.93750008940697,349.5,14.6875,28.875,0
"132107",34.9375009536743,242.125,29.375,93.5625,0
"132108",60.9374975785613,214.75,54.375,53.875,16.0625
"132109",5.87500003166497,360.9375,10.3125,22.875,0
"132110",10.9375001862645,336.6875,12,40.375,0
"132111",8.93749981187284,260.125,5.9375,13.5625,111.4375
"132112",20.8125006407499,329.375,37.375,6.25,6.1875
"132113",15.6875003594905,231.875,149.875,2.5625,0
"132114",8.75000013038516,290.1875,100,1.0625,0
"132115",4.81250006705523,389.8125,5.375,0,0
"132116",29.7499999403954,352,11.25,7,0
"132117",81.0809184797108,292.4191,2.6875,23.8125,0
"132118",3.06250005960464,359.8125,21.9375,15.1875,0
"132119",2.06249998882413,388.375,6.6875,2.875,0
"132120",22.0625001937151,353.5,8,16.4375,0
"132121",55.6874981150031,138.6875,149.6875,55.9375,0
"132122",9.62500013411045,247.5,89.5,53.375,0
"132123",2.56249997764826,241,38.0625,118.375,0
"132124",27.5624995934777,209.1875,7.625,155.625,0
"132125",12.8124997019768,328.75,11.875,46.5625,0
"132126",6.18749991990626,342.75,7.3125,43.75,0
"132127",1.4375000493601,215.375,18.1875,165,0
"132128",6.25000005820766,88.125,33.5,272.125,0
"132129",1.12500004470348,109.625,39.125,250.125,0
"132130",0.187499995809048,129.1875,36.375,234.25,0
"132131",0,190.625,4.875,203.875,0.625
"132132",0,119.9375,20.1875,258.4375,1.4375
"132133",6.74999979091808,133.125,9.375,250.75,0
"132134",0,51.5625,0,348.4375,0
"132135",0,29.125,0,370.875,0
"132136",30.8125007897615,15.5,9.875,343.8125,0
"132137",5.31249977648258,0,1,393.6875,0
"132138",0,0,0,398.0625,1.9375
"132139",0.0624999986030161,0,13.75,386.1875,0
"132140",109.374997764826,33.375,66.5,190.0625,0.6875
"132141",1.31249995902181,75.4375,33.625,289.625,0
"132142",0,17.4375,0,382.5625,0
"132143",0,31.5625,21.1875,347.25,0
"132144",0,0,9.0625,388.4375,2.5
"132145",0,0,2.6875,397.3125,0
"132146",0,2.9375,17.75,379.3125,0
"132147",0.0624999986030161,19.75,9.8125,370.375,0
"132148",0,0,16.5625,383.4375,0
"132149",11.124999448657,23,34.375,288.8125,42.6875
"132150",0,0,14.9375,385.0625,0
"132151",0,8.125,1.875,390,0
"132152",0,0.25,0,395.875,3.875
"132153",0,6.5,13.875,375.5625,4.0625
"132154",0,7.125,2.9375,388.0625,1.875
"132155",0.312500004656613,26.5625,15.5625,344.3125,13.25
"132156",34.8125007003546,121.5,59.4375,184.25,0
"132157",37.5624984037131,177.375,41.75,138.875,4.4375
"132158",15.8749995753169,153.9375,87.5,138.4375,4.25
"132159",31.0624990612268,144.0625,103.4375,121.4375,0
"132160",10.0625004852191,159.9375,88.5625,141.4375,0
"132161",51.6250014305115,97.3125,105.625,145.4375,0
"132162",293.874996900558,0,32.2095435684647,52.1654564315353,21.75
"132163",223.375000059605,0,79.6301702195355,96.9948297804645,0
"132164",281.312493234873,0,36.6842201166181,78.7532798833819,3.25
"132165",10.4375001043081,156.9375,55.3125,166.75,10.5625
"132166",21.874999627471,119.4375,47.8125,202.25,8.625
"132167",53.4374997019768,137.8125,83.1875,119.9375,5.625
"132168",74.7499972581863,148.75,87.5,89,0
"132169",22.8749997913837,155.75,55.6875,165.6875,0
"132170",362.06248998642,0,18.4166255550074,19.5208744449926,0
"132171",184.812495298684,125.1875,37.75,52.25,0
"132172",1.49999996647239,183.25,68,147.25,0
"132173",0.0624999986030161,180.6875,33.25,186,0
"132174",48.999998299405,232.4375,24.4375,94.125,0
"132175",13.4999997913837,328.5625,23.3125,33.875,0.75
"132176",17.6875005941838,281.6875,56.5625,44.0625,0
"132177",1.49999996647239,184.4375,62.4375,150,1.625
"132178",5.06250001490116,70.5625,104.0625,220.3125,0
"132179",0.0624999986030161,49,49.1875,301.75,0
"132180",0,145.6875,19.4375,234.875,0
"132181",7.93749988079071,47.8125,10.125,334.125,0
"132182",4.12500002421439,5.4375,15.5,310.5,64.4375
"132183",0,0,2.6875,397.3125,0
"132184",0,0,0,400,0
"132185",0,0,0,400,0
"132186",0.812499993480742,0.0625,0,399.125,0
"132187",0.437500001862645,10.25,7.3125,382,0
"132188",0,3.1875,26.8125,346.5625,23.4375
"132189",0,0,1.625,398.375,0
"132190",0,0.3125,0,399.6875,0
"132191",3.31250010058284,231.6875,14,151,0
"132192",10.6249999254942,247.375,30.8125,111.1875,0
"132193",0,169.75,28.125,202.125,0
"132194",9.50000006705523,233.3125,91.625,65.5625,0
"132195",14.1249999403954,229.5,84,72.375,0
"132196",0,44.375,5.25,350.375,0
"132197",0,0,1.375,398.625,0
"132198",13.2499997969717,185.375,44.25,157.125,0
"132199",2.06250008195639,297.1875,26.4375,74.3125,0
"132200",0,106.375,0,293.625,0
"132201",5.6250000372529,87.25,9.9375,297.1875,0
"132202",0,9.125,0.125,390.75,0
"132203",0,112.375,3,284.625,0
"132204",0,51,6.9375,341.1875,0.875
"132205",1.37499999254942,303.3125,70.375,24.9375,0
"132206",1.1875000083819,325.0625,47.5625,26.1875,0
"132207",5.75000016251579,337.625,44.625,12,0
"132208",71.5391821460798,267.7733,21.8125,38.875,0
"132209",14.8125004023314,320.5,24.1875,40.5,0
"132210",0,292.125,24,83.875,0
"132211",1.75000000745058,318.25,25.6875,54.3125,0
"132212",1.81249994784594,240.4375,32.1875,125.5625,0
"132213",0,237.0625,3,159.9375,0
"132214",3.24999985750765,128.4375,121.4375,146.875,0
"132215",3.24999988079071,25.5625,194.9375,176.25,0
"132216",0,13.4375,28.3125,358.25,0
"132217",0,183.8125,17.375,198.8125,0
"132218",54.1874993592501,233,43.1875,69.625,0
"132219",1.31249995902181,210.625,74.4375,113.625,0
"132220",7.00000002980232,131.375,59.25,184.125,18.25
"132221",0,78.875,94.125,227,0
"132222",0,152.1875,52.6875,195.125,0
"132223",9.62499976158142,94.125,37.6875,258.5625,0
"132224",24.3749987334013,204.5625,110.875,60.1875,0
"132225",0,262.625,65.8125,71.5625,0
"132226",1.81249994784594,251.25,108.0625,38.875,0
"132227",0,263.9375,91.75,44.3125,0
"132228",6.93750007776544,253.875,48.9375,90.25,0
"132229",14.8750002495945,203.9375,49.75,131.4375,0
"132230",54.1250009089708,207.8125,79.5625,58.5,0
"132231",25.4375004442409,276.5,40.6875,44.375,13
"132232",6.18749998975545,316.4375,43.0625,34.3125,0
"132233",3.06250005960464,322.875,26.25,20.75,27.0625
"132234",8.50000008940697,315.1875,27.1875,30.75,18.375
"132235",6.37499988079071,305.25,42.5,45.875,0
"132236",4.12499979138374,351.25,5.0625,39.5625,0
"132237",0,340.375,33.5625,26.0625,0
"132238",0,290.8125,57.5625,51.625,0
"132239",0,338.125,37.5,24.375,0
"132240",0.812499970197678,341.125,25.8125,29.9375,2.3125
"132241",1.25000000698492,334.375,42.8125,21.5625,0
"132242",1.62499998696148,357.625,12,28.75,0
"132243",1.62499994039536,333.5625,50.1875,8.625,6
"132244",3.87500002980232,345.3125,26.1875,24.625,0
"132245",0,138.75,194.0625,67.1875,0
"132246",3.87500007636845,277.3125,80.9375,37.875,0
"132247",2.81249992549419,287.25,25.5625,84.375,0
"132248",0.187499995809048,324.4375,56.875,18.5,0
"132249",1.24999997206032,261.125,25.875,111.75,0
"132250",33.4374994039536,157.75,142.5625,63.9375,2.3125
"132251",2.06250003539026,61.5,222.4375,107.1875,6.8125
"132252",3.93749997019768,16.1875,22.6875,357.1875,0
"132253",0.812499970197678,8.375,150.875,239.9375,0
"132254",0,17.6875,281.375,100.9375,0
"132255",5.87499998509884,309.8125,72.3125,12,0
"132256",0.124999997206032,374.5625,10.9375,14.375,0
"132257",4.93750004097819,326.4375,31.125,37.5,0
"132258",10.7499998062849,295.5625,61.375,32.3125,0
"132259",2.1874999627471,347.75,17.5625,32.5,0
"132260",7.68749993294477,316.4375,40.25,35.625,0
"132261",7.50000001862645,243.3125,101.0625,48.125,0
"132262",3.81249999627471,177.4375,134.1875,84.5625,0
"132263",1.87500007450581,222.125,135.375,40.625,0
"132264",1.25000001862645,289.5,36.75,72.5,0
"132265",0,363.3125,11.6875,25,0
"132266",0,219.6875,54.0625,126.25,0
"132267",4.50000017881393,229.0625,124.875,36.8125,4.75
"132268",0.937500037252903,219.625,128.8125,50.625,0
"132269",0.374999991618097,310.25,79.625,9.75,0
"132270",2.93749996926636,393.5,1.9375,1.625,0
"132271",5.12500014156103,366.0625,3.0625,0.8125,24.9375
"132366",0,333.5,0,18.5,48
"132367",0,361.875,0,38.0625,0.0625
"132368",0,354.5625,5.9375,37.625,1.875
"132369",1.49999996647239,371.3125,2.4375,22.75,2
"132370",0.625000009313226,315.3125,4.5625,78,1.5
"132371",0,316.8125,4,78.625,0.5625
"132372",0,354.6875,15.5,29.4375,0.375
"132373",7.18749996740371,353.1875,25.25,14.375,0
"132374",0,360.375,25,10,4.625
"132375",0,390.625,1.3125,8.0625,0
"132376",0.812499970197678,350.9375,16.375,31.875,0
"132377",2.43749991059303,361.25,23.1875,12.375,0.75
"132378",15.3749996679835,272,12.125,97.25,3.25
"132379",16.6250001639128,31.4375,25.25,101.5,225.1875
"132645",223.499998450279,0,12.7422480620155,12.2577519379845,151.5
"132646",383.874994516373,0,11.2102941176471,3.91470588235294,1
"132647",378.374993801117,0,14.1112288135593,7.51377118644068,0
"132648",87.4374981969595,247.5,37.4375,27.625,0
"132649",184.937496483326,0.25,81.75,133.0625,0
"132650",238.062499463558,4.625,80,77.3125,0
"132651",187.352305650711,9.1477,124.6875,78.1875,0.625
"132652",117.000002413988,112.1875,69.4375,101.375,0
"132653",77.3750022053719,166.3125,60.875,94.5,0.9375
"132654",232.687495648861,35.1875,101.3125,30.8125,0
"132655",9.375,127.0625,204.4375,59.125,0
"132656",11.1875001341105,265.25,90.75,32.8125,0
"132657",0.124999997206032,325.75,51.1875,22.9375,0
"132658",0,375.375,13.1875,11.4375,0
"132659",0,347,24.8125,28.1875,0
"132660",0,393.0625,2.1875,4.75,0
"132661",0,375.25,8.125,16.625,0
"132662",0,284.25,18.375,97.375,0
"132663",1.06250001117587,378.625,10.625,9.6875,0
"132664",3.06249996647239,281.375,108.875,6.6875,0
"132665",90.9999988973141,243.9375,46.6875,18.375,0
"132666",25.8124995045364,330.6875,22.8125,20.6875,0
"132667",25.9374998509884,344.125,18.625,11.3125,0
"132668",0,381.0625,5.875,13.0625,0
"132669",0.937500037252903,348.25,31.375,19.4375,0
"132670",3.68749983608723,321.3125,14,61,0
"132671",11.2500003073365,345.125,27.25,16.375,0
"132672",0.999999977648258,341.25,16.1875,41.5625,0
"132673",0.87500000372529,200.75,37.25,161.125,0
"132674",0,73.375,21.1875,305.4375,0
"132675",0,6.625,0,393.375,0
"132676",0,84.375,5.6875,309.9375,0
"132677",0,257.625,87.6875,54.6875,0
"132678",8.81249979138374,373.3125,15,2.875,0
"132679",1.75000000745058,298.5,85.1875,14.5625,0
"132680",3.31249997252598,348.1875,45.8125,2.6875,0
"132681",5.00000007450581,343.125,33.75,18.125,0
"132682",1.06250001117587,322.375,19.0625,57.5,0
"132683",3.43750007450581,377.3125,9.1875,10.0625,0
"132684",13.812499679625,354,9.625,22.5625,0
"132685",10.3749997913837,356.25,10.9375,22.4375,0
"132686",2.1874999627471,374.6875,12.375,10.75,0
"132687",3.18750003352761,386.875,5.0625,4.875,0
"132688",16.3750004023314,335.625,23.6875,23.4375,0.875
"132689",2.12500006891787,348.4375,7.6875,41.75,0
"132690",4.68749995343387,343.625,9.875,41.8125,0
"132691",28.8124989718199,335.875,8.625,26.6875,0
"132692",34.2499991878867,319.625,20.6875,25.4375,0
"132693",74.312499165535,263,22.4375,39.6875,0.5625
"132694",25.6250005215406,322.625,13.4375,38.3125,0
"132695",1.87500007450581,333.0625,3,62.0625,0
"132696",47.7500010281801,277.375,12.8125,62.0625,0
"132697",27.3125001229346,319.4375,9.4375,43.8125,0
"132698",19.5000000763685,341.625,24.9375,13.9375,0
"132699",0.937500037252903,348.1875,34.5,16.375,0
"132700",19.9999991804361,289.9375,30.9375,59.125,0
"132701",14.9375003064051,332.4375,5.9375,46.6875,0
"132702",6.68750014156103,351.0625,28.0625,14.1875,0
"132703",9.43750035949051,338.6875,25.5,25.625,0.75
"132704",8.06249985471368,317.8125,43.9375,30.1875,0
"132705",6.12500011920929,337.9375,42.1875,13.75,0
"132706",18.3750001713634,287.5625,56.625,37.4375,0
"132707",0,337.375,48.625,14,0
"132708",1.31249995902181,344.4375,43,11.25,0
"132709",14.2500002868474,338.375,28,19.375,0
"132710",14.3124992027879,314.625,62.625,6.9375,1.5
"132711",7.12499991059303,292.5625,70.5625,28.6875,1.0625
"132712",6.12499993294477,331.5,36.75,25.625,0
"132713",6.87500014901161,332.75,55.9375,4.4375,0
"132714",13.8124999124557,213.625,78.375,93.25,0.9375
"132715",25.8124991320074,285.4375,65.8125,22,0.9375
"132716",14.9375000270084,280.75,89.9375,14.25,0.125
"132717",9.68750007450581,279.4375,90.4375,20.4375,0
"132718",55.1875003613532,246.5625,55.5,42.75,0
"132719",38.9374991878867,307.3125,23.3125,30.4375,0
"132720",20.1875001192093,312.625,12.625,54.5625,0
"132721",79.5625001192093,282.9375,7.6875,29.8125,0
"132722",71.0624989122152,278.5,16.125,34.3125,0
"132723",26.1250001378357,302.4375,39.875,31.5625,0
"132724",43.0625000037253,303.4375,27.9375,25.5625,0
"132725",52.187498472631,281.0625,27.8125,38.9375,0
"132726",64.3749989569187,271.4375,28.1875,36,0
"132727",10.2499998174608,316.625,48.9375,24.1875,0
"132728",196.437501162291,91.125,62.25,49.0625,1.125
"132729",182.562495395541,140.4375,23.625,53.375,0
"132730",13.5625001974404,287.1875,60.25,37.9375,1.0625
"132731",26.6874989494681,292,29.625,48.9375,2.75
"132732",5.68750025704503,302.625,60.3125,31.375,0
"132733",187.187495455146,97.5625,82.1875,33.0625,0
"132734",28.1874995678663,270.6875,62,39.125,0
"132735",50.8124999701977,228,51.0625,70.125,0
"132736",41.4374992251396,217.1875,93.25,48.125,0
"132737",129.562496766448,141.875,80.375,47,1.1875
"132738",206.124995648861,49.375,55.9375,88.5625,0
"132739",360.000002384186,0,23.8271604938272,16.1728395061728,0
"132740",360.00000834465,0,8.81168300653595,27.6258169934641,3.5625
"132741",367.062497138977,0,12.8292738970588,18.6082261029412,1.5
"132742",361.250001192093,3.25,3.75,29.75,2
"132743",359.999996423721,0,3.73557692307692,33.2644230769231,3
"132744",359.999990463257,0,1.85201421800948,38.0229857819905,0.125
"132745",360.624992847443,0,6.66789819376026,20.7696018062397,11.9375
"132746",364.99999165535,2.625,6.3125,19.125,6.9375
"132747",359.500002861023,6.6875,17.25,15.5,1.0625
"132748",294.625005125999,16,38.375,50.4375,0.5625
"132749",338.437503576279,0,46.5351208459215,11.5898791540785,3.4375
"132750",300.687491893768,25.5625,30.375,38.125,5.25
"132751",174.471355974674,159.2161,18.375,44.6875,3.25
"132752",286.374992132187,101.4375,9.8125,2.375,0
"132753",132.437497749925,229.125,5.4375,33,0
"132754",60.6249995529652,263.625,14.125,61.625,0
"132755",4.18749991804361,361.6875,10.4375,23.6875,0
"132756",15.625,350.25,12.3125,21.8125,0
"132757",71.749999281019,278.375,4.8125,45.0625,0
"132758",66.312500461936,272,25.1875,34,2.5
"132759",3.37499994784594,338.9375,32.875,24.8125,0
"132760",5.62499999068677,364.3125,13.0625,17,0
"132761",7.68750011920929,369,12.0625,11.25,0
