new2kid,urban_ha,farm_ha,wood_ha,sng_ha,water_ha
"85912",14.6875003818423,281.25,15.3125,88.75,0
"85913",5.49999995855615,287.8125,79.0625,27.625,0
"85914",4.87500000745058,299.5,66.625,29,0
"85915",0.812500016763806,328.25,61.5625,9.375,0
"85916",3.68749992921948,328.625,42.75,24.9375,0
"85917",4.12499997764826,335.5,51.875,8.5,0
"85918",8.18749981699511,354.75,27.125,9.9375,0
"85919",4.8125000204891,358.25,34.6875,2.25,0
"85920",5.49999997019768,337.5625,50.125,6.8125,0
"85921",18.8124995678663,317.25,36.9375,27,0
"85922",20.1874999329448,338.625,30.6875,10.5,0
"85923",3.24999988079071,252.3125,18.6875,125.75,0
"85924",2.31250002980232,71.1875,128.75,197.75,0
"85925",0,230.625,83.3125,86.0625,0
"85926",1.06250001117587,260.375,29.0625,109.5,0
"85927",4.87500000745058,325.25,55.6875,14.1875,0
"85928",3.81250004284084,362.5,25.625,8.0625,0
"85929",8.99999996181577,356.4375,17.5,17.0625,0
"85930",7.68750011920929,377.3125,4.4375,10.25,0.3125
"85931",10.4999998118728,314.4375,25.25,47.3125,2.5
"85932",16.062499769032,311.6875,24.75,47.5,0
"85933",23.9375004544854,307.5625,6,62.5,0
"85934",9.93750020861626,338.3125,15.8125,35.9375,0
"85935",8.49999990314245,264.3125,76.25,50.9375,0
"85936",1.06250001117587,272.4375,102.5,24,0
"85937",21.5625002980232,341.125,22.1875,15.125,0
"85938",0,349.3125,11.625,39.0625,0
"85939",10.0000001024455,339.8125,33.9375,16.25,0
"85940",14.5625001750886,374.5625,2.75,8.125,0
"85941",6.87500014901161,371.6875,9.75,11.6875,0
"85942",29.1874995455146,339,11.5625,20.25,0
"85943",2.93750008568168,342.125,14.25,40.6875,0
"85944",17.4999995622784,299.3125,43.75,39.4375,0
"85945",3.50000006146729,263.375,23.9375,109.1875,0
"85946",16.5625004097819,278.6875,39.375,64.375,1
"85948",0,100.0625,38.75,88.4375,172.75
"85949",0,95.25,48.9375,255.8125,0
"85950",0,0,3.9375,396.0625,0
"85951",0.749999983236194,5.125,57.3125,335.5625,1.25
"85952",0,212.625,106.125,76.6875,4.5625
"85953",0.68749999627471,239.5,82.5,69.1875,8.125
"85954",0,177.5,9.3125,213.1875,0
"85955",0,15.875,38.0625,344.5625,1.5
"85956",0,86.875,18.375,293.875,0.875
"85957",0.437500001862645,96.8125,166.5,69.625,66.625
"85959",0,47.0625,254.6875,97.0625,1.1875
"85960",0,42.125,2.375,355.5,0
"85961",0,0,0,389.75,10.25
"85962",0.562500022351742,0,1.1875,393.125,5.125
"85963",0.625000009313226,20.1875,20.8125,358.375,0
"85964",0,0,0.8125,396.8125,2.375
"85965",4.56250011920929,4.3125,6.1875,363.75,21.1875
"85966",4.62500001303852,0,0,395.375,0
"85967",2.99999993294477,0,0,393.8125,3.1875
"85968",0,33.8125,40.8125,325.375,0
"85969",1.12500004470348,54.125,267.875,66.125,10.75
"85970",0,57.8125,268.5625,67,6.625
"85971",0.0624999986030161,0,209.5625,189.0625,1.3125
"85972",4.62499996647239,18.3125,10.6875,349.3125,17.0625
"85973",2.43749995715916,2.3125,0,383.9375,11.3125
"85974",0,7.875,17.625,360.5,14
"85975",0,13.6875,146.0625,216.25,24
"85976",1.56250004656613,87.5,74.625,220.4375,15.875
"85977",4.06250008381903,15.375,1.0625,375.3125,4.1875
"85978",1.6875000204891,56.375,0,326.1875,15.75
"85979",1.93749996833503,5.75,0.6875,369.8125,21.8125
"85980",12.2500002384186,21.25,6.25,330.125,30.125
"85981",31.1875004321337,13.4375,1.875,350.3125,3.1875
"85982",0,2.875,0,395.3125,1.8125
"85983",0,0,2,398,0
"85984",0,0,2.3125,397.6875,0
"85985",0,31.6875,23.8125,344.5,0
"85986",1.24999997206032,171.4375,62.125,56.25,108.9375
"86073",3.06249987334013,272.75,46.6875,26.4375,51.0625
"86074",6.74999975599349,293.6875,21.625,60.9375,17
"86075",7.12500000372529,306.0625,5.75,81.0625,0
"86076",9.4374998472631,364.0625,3.3125,23.1875,0
"86077",5.68749997764826,350.875,16.75,26.6875,0
"86078",3.56249995529652,264.875,4.625,126.9375,0
"86079",7.74999987334013,52.5625,136.3125,203.375,0
"86080",0,6.0625,44.125,349.8125,0
"86081",0,0,167.25,232.75,0
"86082",0,8.1875,276.875,101.25,13.6875
"86083",0.187499995809048,27.375,222.0625,150.375,0
"86084",5.25000002235174,67.5,143.9375,183.3125,0
"86085",9.93749983608723,28.75,229.25,106,26.0625
"86086",10.5624997988343,22.3125,221.125,58.5625,87.4375
"86087",3.7499999627471,153.9375,59.375,95.5,87.4375
"86088",5.81250004470348,311.625,26.5625,51.5,4.5
"86089",14.9999996181577,302.25,31.75,51,0
"86090",8.81249979138374,286.625,54.9375,49.625,0
"86091",0,184.125,3.625,212.25,0
"86092",0,64.4375,96,209.4375,30.125
"86093",0,74,113.4375,212.375,0.1875
"86094",0,54.75,28.6875,316.5625,0
"86095",0,84.375,1.625,314,0
"86096",0,96.375,2.8125,300.8125,0
"86097",0,10,238.3125,151.6875,0
"86098",1.31249995902181,26.1875,117.0625,255.4375,0
"86099",0,81.0625,51.625,267.0625,0.25
"86100",0,25.6875,62,308.5,3.8125
"86101",0,0.9375,53.375,343,2.6875
"86102",0,5.125,7.3125,384,3.5625
"86103",0,0,0,400,0
"86104",0,0,0,400,0
"86105",0,0,0,397.3125,2.6875
"86106",0,155.0625,2.0625,241.875,1
"86107",0.249999994412065,111.8125,6.875,281.0625,0
"86108",0,0,4.4375,395.5625,0
"86109",1.25000000698492,36.375,23.8125,338.5625,0
"86110",0,0,34.75,365.25,0
"86111",0,0,23.9375,376.0625,0
"86112",0,103.9375,4.8125,291.25,0
"86113",4.43750005215406,169.375,14.875,211.3125,0
"86114",0,101.375,11.1875,287.4375,0
"86115",0,0,0,400,0
"86116",0,0,147.3125,252.6875,0
"86117",2.62499990640208,97.8125,46.6875,252.875,0
"86118",3.62499989569187,172.75,67.8125,155.8125,0
"86119",9.50000016018748,368.4375,5.3125,16.75,0
"86120",1.81249994784594,349.0625,19.5625,29.5625,0
"86121",2.12500002235174,295.0625,6.6875,96.125,0
"86122",5.93749992549419,69.6875,201.125,123.25,0
"86123",0,128.8125,66,205.1875,0
"86124",7.68749992130324,251.375,6.75,134.1875,0
"86125",30.9374995529652,226.8125,18.5625,123.6875,0
"86126",151.625004410744,86.5,69.5,92.375,0
"86127",322.81249165535,0,24.1559546970539,53.0315453029461,0
"86128",58.3750005112961,150.25,17.6875,173.6875,0
"86129",91.0624946467578,138.25,26.125,144.5625,0
"86130",192.9244145751,5.4506,17.5625,167.375,16.6875
"86131",270.12500166893,37.5,24.125,68.25,0
"86132",295.625007152557,27.875,9.6875,66.8125,0
"86133",117.249998450279,29.9375,10.625,214.4375,27.75
"86134",56.6875003278255,76.6875,48.75,216.5,1.375
"86135",72.749999538064,82.875,21.8125,200.4375,22.125
"86136",213.937506079674,41.8125,29.4375,114.8125,0
"86137",78.999999910593,138.625,40.875,141.5,0
"86138",43.5000003548339,109.875,62.5,181.875,2.25
"86139",1.43750002607703,91.875,2.5,304.1875,0
"86140",0,0,17.625,379.375,3
"86141",0,0,184.3125,214.3125,1.375
"86142",0,66.1875,135.25,194.8125,3.75
"86143",0,132.5,14.5,252.3125,0.6875
"86144",0,0,0.5,399.1875,0.3125
"86145",0,53.8125,6.4375,336.6875,3.0625
"86146",0,187.375,95.625,117,0
"86147",34.8124987445772,151,62.1875,151.1875,0.8125
"86148",5.37499994970858,212.5625,21.8125,160.25,0
"86149",4.18750010430813,147.0625,16.6875,232.0625,0
"86150",0,289.1875,2.0625,108.75,0
"86151",3.31250000745058,50.375,106.4375,239.875,0
"86152",14.6249999292195,89.875,125.3125,160.25,9.9375
"86153",17.624999047257,135.8125,99.25,140.25,7.0625
"86154",0,45.625,91.625,262.75,0
"86155",0,0,15.1875,384.8125,0
"86156",0,9.4375,3.5,387.0625,0
"86157",0,0,0.8125,399.1875,0
"86158",0,0,0,400,0
"86159",0,0,2.1875,397.8125,0
"86160",0,0,17.5,381.375,1.125
"86161",0,0,48.5625,220.8125,130.625
"86162",0,4.6875,98.4375,223.3125,73.5625
"86163",0,0,1.125,398.875,0
"86164",0,0,1.3125,398.6875,0
"86165",0,0,0,400,0
"86166",0,0,8.25,391.75,0
"86167",0,0,81.5,203.3125,115.1875
"86168",0.749999983236194,62.375,61.0625,143.6875,132.125
"86169",0,7.125,2.125,390.75,0
"86170",0,0,0,400,0
"86171",0,0,0,388.6875,11.3125
"86172",0,0,0,400,0
"86173",0,43.1875,137.5,219.3125,0
"86174",0,0.5625,168.25,231.1875,0
"86175",0,0,0,400,0
"86176",0,0,0,400,0
"86177",0,0,1.625,398.375,0
"86178",0,0.25,46.1875,275.3125,78.25
"86179",0,28.25,38.9375,170.125,162.6875
"86180",0,0,5.8125,394.1875,0
"86181",0,0,4,396,0
"86182",0,0,3.875,396.125,0
"86183",0,0,0,400,0
"86184",0,0,0,400,0
"86185",0,0,0.5625,399.25,0.1875
"86186",0,0,15.5625,381.6875,2.75
"86187",0,0,4.875,395.125,0
"86188",0,0,0,400,0
"86189",0,0,4,393.6875,2.3125
"86190",0,0,1.625,398.375,0
"86191",0,0,16.1875,383.8125,0
"86192",0,0,6.3125,393.6875,0
"86193",0,0,18.625,381.375,0
"86194",0,8,32.6875,359.3125,0
"86195",0,22.0625,10.1875,367.75,0
"86196",0,25.75,25.1875,349.0625,0
"86197",0,39.375,94.9375,265.6875,0
"86198",0,0,26.5,373.5,0
"86199",0,3.875,25.1875,370.9375,0
"86200",0,0,0,400,0
"86201",0,0,0,400,0
"86202",0,0,0,400,0
"86203",0,0,0,400,0
"86204",0,0,0,400,0
"86205",0,0,0,400,0
"86206",0,0,0,400,0
"86207",0,0,0,400,0
"86208",0,0,0,400,0
"86209",0,0,0,400,0
"86210",0,0,0,400,0
"86211",0,0,1,399,0
"86212",0,1.625,48.3125,350.0625,0
"86213",0,83.5,29.75,286.75,0
"86214",0,65.875,79,254,1.125
"86215",0,0,117.875,269.6875,12.4375
"86216",0,5.8125,235.1875,116.625,42.375
"86217",0,63.9375,225.3125,110.75,0
"86218",0,15,83.25,301.75,0
"86219",0,275.8125,59,65.1875,0
"86220",0.749999983236194,272.5,92.9375,26,7.8125
"86221",114.250002603512,130.25,94.3125,42.8125,18.375
"86222",351.625007390976,0,32.2402149944873,15.6972850055127,0.4375
"86224",25.062500545755,78.3125,218.6875,60.625,17.3125
"86225",0,162.5,180.25,57.25,0
"86226",12.1875002980232,210.875,105.0625,43.1875,28.6875
"86227",0,300.125,55.875,44,0
"86228",0,144.9375,163.9375,91.125,0
"86229",0,8.5,349.5625,41.9375,0
"86230",0,126.0625,206.6875,67.25,0
"86231",0,290.4375,34.1875,75.375,0
"86232",0,231.375,6.1875,19.125,143.3125
"86234",126.062502339482,140.125,50.125,69.9375,13.75
"86235",7.68750029383227,197.625,142.125,52.5625,0
"86236",0,159.875,152,84.625,3.5
"86237",0,0,274.625,125.375,0
"86238",0,0,116.875,283.125,0
"86239",0,0,256.625,143.375,0
"86240",0,1.6875,124.8125,273.5,0
"86241",0,1.8125,13.0625,385,0.125
"86242",0,0,53.3125,346.6875,0
"86243",2.12500002235174,94.3125,61.875,91.1875,150.5
"86244",4.25000004470348,73.9375,82.125,151,88.6875
"86245",0,0,143.4375,230.3125,26.25
"86246",1.5625,6,0.875,382.125,9.4375
"86247",0,0,17.3125,364,18.6875
"86248",0,0,252.75,147.25,0
"86249",0,0,10.3125,373.25,16.4375
"86250",0,0,2.375,381.6875,15.9375
"86251",0,0,0,400,0
"86252",0,34.5,1.1875,364.3125,0
"86253",0,0,7.8125,392.1875,0
"86254",0,0,0,400,0
"86255",0,0,0,400,0
"86256",0,0,0.8125,399.1875,0
"86257",0,0,0,400,0
"86258",0,0,0,398.5,1.5
"86259",0,0,0,400,0
"86260",0,0,0,399.1875,0.8125
"86261",0,0,0,400,0
"86262",0,0,0,400,0
"86263",0,0,0,400,0
"86264",0,0,16.9375,334.5625,48.5
"86265",0,0,19.6875,342.6875,37.625
"86266",0,0,0,400,0
"86267",0,0,2.25,392.875,4.875
"86268",0,0,72.75,323.875,3.375
"86269",0,0,34.125,292.4375,73.4375
"86270",0,0,0,394,6
"86271",0,0,0,399.625,0.375
"86272",0,0,6.375,369.75,23.875
"86273",0,0,0,400,0
"86274",0,0,0,393.9375,6.0625
"86275",0,0,134.875,265.0625,0.0625
"86276",0,1.5,139.4375,259.0625,0
"86277",0,0.1875,62.875,330.1875,6.75
"86278",0,0,77.6875,298.8125,23.5
"86279",0,0,4.4375,364.8125,30.75
"86280",0,3.3125,4.5,379.6875,12.5
"86281",0,38.0625,7.25,309.4375,45.25
"86471",59.9375005811453,178.8125,3.8125,43.8125,113.625
"86472",20.8749994635582,251.0625,44.3125,17.125,66.625
"86473",14.937499910593,324.6875,30.75,20.5,9.125
"86474",11.5624999627471,368.1875,8.9375,11.3125,0
"86475",11.6875000298023,345.9375,13.25,29.125,0
"86476",6.00000023841858,336,24.5,33.5,0
"86477",13.1249997764826,350.5,9.375,27,0
"86478",35.1874990388751,268.4375,63.1875,33.1875,0
"86479",1.37499999254942,89.5625,35.25,273.8125,0
"86480",0.187499995809048,98.875,36,264.9375,0
"86481",1.37499999254942,28.9375,11.3125,358.375,0
"86482",3.75000014901161,0,1.8125,381.9375,12.5
"86483",0,0,16.5,383.5,0
"86484",0,13.5625,7,379.4375,0
"86485",0,16.875,6.875,376.25,0
"86486",0.937500037252903,96.25,127.75,175.0625,0
"86487",11.5000001969747,106.8125,77.5625,204.125,0
"86488",15.2499997289851,86.5625,60.0625,238.125,0
"86489",19.9999997392297,63.375,141.5,175.125,0
"86490",0.437500001862645,0,43.6875,355.875,0
"86491",3.06250005960464,1.5,152.25,237.4375,5.75
"86492",9.31249973364174,71.3125,103,194.625,21.75
"86493",6.74999989569187,135.5,170,87.75,0
"86494",5.37499967031181,252.625,104.75,37.25,0
"86495",15.7500001601875,279.375,80.5625,24.3125,0
"86496",5.93749978579581,356,31.5,6.5625,0
"86497",8.87500001117587,323.5,53.5,14.125,0
"86498",9.37499981373549,310.75,54.625,25.25,0
"86499",8.56250012293458,344.5,44.5,2.4375,0
"86500",28.0625004321337,356.0625,1.8125,14.0625,0
"86501",5.6250001071021,294.9375,82.375,17.0625,0
"86502",11.4374999888241,342,24.0625,22.5,0
"86503",10.9999996842816,339.5,22.5,27,0
"86504",12.6249999273568,284.5,73.0625,29.8125,0
"86505",9.0625001816079,224.125,152.875,13.9375,0
"86506",6.3124998472631,308.0625,76.625,9,0
"86507",10.3124998044223,299.4375,73.3125,16.9375,0
"86508",16.8124996125698,302.6875,46.8125,33.6875,0
"86509",4.06250013038516,274.375,107.25,14.3125,0
"86510",8.43749995110556,279.1875,96.9375,15.4375,0
"86511",9.18749999254942,320.3125,66.375,4.125,0
"86512",9.81249990873039,361.25,15.8125,13.125,0
"86513",3.7499999627471,297.625,79.1875,19.4375,0
"86514",4.31250017136335,310.0625,66.5625,19.0625,0
"86515",3.24999997392297,335.875,33.75,27.125,0
"86516",2.93749999254942,338.4375,48.0625,10.5625,0
"86517",0,361.875,20.4375,17.6875,0
"86518",0,338.5,45.75,15.75,0
"86519",1.06250001117587,345.0625,24.125,29.75,0
"86520",0,346.1875,19.3125,34.5,0
"86521",0.937500037252903,329.375,38.875,30.8125,0
"86522",2.37500002840534,340.375,26.75,30.5,0
"86523",1.06250001117587,351.125,43.25,4.5625,0
"86524",3.68750002235174,179.25,62.3125,17.9375,136.8125
"86546",145.437500625849,0,2.61755485893417,80.8824451410658,171.0625
"86547",115.81250205636,42.0625,76.875,159.375,5.875
"86548",359.999990463257,0,4.85641891891892,28.2060810810811,6.9375
"86549",321.062499284744,2.4375,7,69.5,0
"86550",55.5624984204769,245.375,8.375,90.6875,0
"86551",17.0000001322478,287.375,34.75,52.6875,8.1875
"86552",1.37499995762482,144,7.375,244,3.25
"86553",1.06249998789281,88.375,54,244.1875,12.375
"86554",0.0624999986030161,30.8125,12.9375,356.1875,0
"86555",4.18749996460974,66.0625,7.8125,321.9375,0
"86556",50.3124997019768,202.25,77.1875,70.25,0
"86557",4.37500001862645,124.3125,19.375,248.0625,3.875
"86558",1.75000000745058,90.9375,22.5,284.8125,0
"86559",3.5625000949949,303.125,40.875,52.4375,0
"86560",1.87499998137355,226.5,64.8125,106.8125,0
"86561",6.81250002235174,281.6875,73.875,37.625,0
"86562",17.3750001005828,355.8125,8.6875,16.5625,1.5625
"86563",9.56250000745058,331.0625,42.8125,15.5,1.0625
"86564",6.31250012665987,309.625,63.8125,20.25,0
"86565",4.31249989196658,315.25,56.5,23.9375,0
"86566",3.56250007171184,316.375,46.9375,33.125,0
"86567",1.06250001117587,308.8125,42.3125,47.8125,0
"86568",2.37500006332994,349.6875,18.9375,29,0
"86569",10.1250000298023,353.4375,31.0625,5.375,0
"86570",1.24999997206032,268,88.5625,42.1875,0
"86571",4.62500005960464,233.1875,114.625,47.5625,0
"86572",3.06249996647239,306.5625,67.375,23,0
"86573",0.999999977648258,153.1875,52.1875,193.625,0
"86574",9.812499769032,102.125,66.375,221.6875,0
"86575",2.68750004470348,8.5,261.9375,126.875,0
"86576",4.25000013783574,7.125,178.4375,210.1875,0
"86577",11.1249999376014,225.9375,24,138.9375,0
"86578",12.4999998952262,324.5625,37.6875,25.25,0
"86579",23.3124995604157,309.9375,29.625,37.125,0
"86580",7.43750017136335,292.75,26,72.0625,1.75
"86581",3.00000011920929,207.25,9.25,179.4375,1.0625
"86582",3.56249995529652,324.5,2.875,64.4375,4.625
"86583",8.43750000931323,297.3125,20.8125,73.4375,0
"86584",3.06250001303852,238.0625,51.9375,106.9375,0
"86585",9.06249983236194,253.4375,104.625,32.875,0
"86586",8.37499992921948,251.6875,116.1875,23.75,0
"86587",2.74999993853271,356.4375,22.0625,18.75,0
"86588",5.37499990314245,349.25,19.5,25.875,0
"86589",1.18749998509884,265.6875,86.5625,35.125,11.4375
"86590",5.24999992921948,294.5,49.75,50.5,0
"86591",1.75000000745058,327.125,2.3125,67,1.8125
"86592",1.37500001583248,257.6875,32.6875,108.25,0
"86593",0,186.875,2.1875,209.625,1.3125
"86594",0,235.5625,39.5625,123.25,1.625
"86595",3.06250005960464,242.125,79.125,75.6875,0
"86596",7.74999987334013,217.25,84.5625,90.4375,0
"86597",24.4375000707805,174.75,31.1875,120.375,49.25
"86598",3.06249996647239,49.4375,58.1875,22.5,266.8125
"86599",0,164.75,131.5625,103.6875,0
"86600",0,69.625,105.125,225.25,0
"86601",0,1.125,1.3125,394.5625,3
"86602",0,9.4375,99.875,271.8125,18.875
"86603",0,136.125,177.5,78.6875,7.6875
"86604",0,218.1875,24.1875,157.625,0
"86605",0,40.5,20.0625,338.6875,0.75
"86606",0,5.125,0.4375,393.125,1.3125
"86607",0,52,67.1875,270.3125,10.5
"86608",3.56250004842877,36.8125,254.0625,39.5,66.0625
"86609",1.43750002607703,53.625,182.8125,106.4375,55.6875
"86610",0,27.9375,44.5625,327.5,0
"86611",0,0,46.4375,346.25,7.3125
"86612",0,0,30.9375,368.1875,0.875
"86613",2.12500002235174,0,9.5625,380.9375,7.375
"86614",0,0,159.5625,240.4375,0
"86615",1.6875000204891,0,90.5,307.625,0.1875
"86616",0,0,0,398.5625,1.4375
"86617",3.50000001490116,0,0.5,396,0
"86618",0.0624999986030161,2.625,56.875,308.25,32.1875
"86619",0,64.5,247.9375,87.5625,0
"86620",0,161.9375,152.25,85.8125,0
"86621",4.37500029802322,3.5,16.5625,366.0625,9.5
"86622",4.62499998975545,1.5,0,376,17.875
"86623",17.3749998211861,7.125,6.875,351.3125,17.3125
"86624",0,0.75,4.75,394.5,0
"86625",1.50000001303852,3.6875,0.625,393.0625,1.125
"86626",0,0.4375,3.1875,393.3125,3.0625
"86627",0.937500037252903,2.0625,0,392.9375,4.0625
"86628",0.499999988824129,74.875,0,323.375,1.25
"86629",5.49999997019768,6.3125,10.375,374.4375,3.375
"86630",3.31250000745058,0,1.1875,376.625,18.875
"86631",0,0.8125,1.6875,395.875,1.625
"86632",3.31250000745058,2.0625,6.125,384.125,4.375
"86633",0,3,4.0625,391.8125,1.125
"86634",0,0.1875,15.6875,380.8125,3.3125
"86635",0.87500000372529,29.875,211.6875,156.25,1.3125
"86636",1.81249994784594,148.6875,132.0625,117.25,0.1875
"86725",20.312499627471,207.5,46.5,54.25,71.4375
"86726",6.87500014901161,317.1875,36.4375,39.5,0
"86727",22.3124994896352,293.3125,24.1875,60.1875,0
"86728",5.43750002980232,319.25,27.8125,43.875,3.625
"86729",6.37500006705523,153.125,124.375,115.0625,1.0625
"86730",4.37499992549419,186.4375,12.4375,175,21.75
"86731",3.43750007450581,212.5,79.875,103.1875,1
"86732",12.3125001788139,58.125,223.0625,106.5,0
"86733",5.18749998882413,49.9375,230.3125,57.1875,57.375
"86734",10.3749999776483,119.6875,92.625,157.0625,20.25
"86735",0.499999988824129,100.1875,164.6875,98.75,35.875
"86736",7.81249990686774,107.4375,18.4375,217,49.3125
"86737",5.18749989569187,152.6875,95.75,146.375,0
"86738",1.75000000745058,294,30.375,73.875,0
"86739",6.81250013876706,239.25,14.4375,139.5,0
"86740",1.31249995902181,144.4375,78,169.8125,6.4375
"86741",0,117.75,28.125,252.0625,2.0625
"86742",0,15.625,136.0625,239.625,8.6875
"86743",0,30.6875,275.5625,93.5625,0.1875
"86744",0,58.8125,153.4375,187.75,0
"86745",0,118.9375,1.375,279.6875,0
"86746",0,27.9375,0,372.0625,0
"86747",0,8.9375,13.5625,377.5,0
"86748",0,42.4375,233.25,124.3125,0
"86749",0,7.9375,203.1875,188.875,0
"86750",0,23.9375,58.125,316.5625,1.375
"86751",0,7.1875,129.9375,261.1875,1.6875
"86752",0,4.4375,176.375,219.1875,0
"86753",0,0,39.9375,360.0625,0
"86754",0,1.625,40.5625,356.25,1.5625
"86755",0,0,184.375,215.625,0
"86756",0.999999977648258,151.0625,29.0625,218.875,0
"86757",0,2.3125,68,329.6875,0
"86758",0,0,80,320,0
"86759",0,0,0.0625,399.9375,0
"86760",0,0,0,400,0
"86761",0,0,1.125,398.875,0
"86762",0,63.4375,12.9375,323.625,0
"86763",3.24999997392297,114.25,122.3125,160.1875,0
"86764",0.87500000372529,88.3125,48.5,262.3125,0
"86765",0,0,0,400,0
"86766",0,0,239.6875,160.3125,0
"86767",0.562500022351742,10.4375,233.9375,129.6875,25.375
"86768",1.18749998509884,17.375,275,106.4375,0
"86769",0,343.9375,9.5625,46.5,0
"86770",7.50000011175871,372.6875,1.5,18.3125,0
"86771",5.56250000372529,372.5625,0.0625,21.8125,0
"86772",1.24999997206032,300.5625,36.25,61.9375,0
"86773",6.37499997392297,351.9375,4.75,36.9375,0
"86774",13.5625001974404,281.5625,3.0625,101.8125,0
"86775",5.93749992549419,231.8125,19.125,143.125,0
"86776",64.4375018775463,144.5,5.8125,185.25,0
"86777",16.4375006221235,132.5,51.3125,199.75,0
"86778",27.4999998509884,138.375,73.0625,161.0625,0
"86779",73.1250004842877,109.75,60.625,156.5,0
"86780",49.3750000372529,70.9375,45.5,221.5625,12.625
"86781",220.062503218651,12.8125,20.625,144.125,2.375
"86782",279.500007629395,11.9375,1.375,107.1875,0
"86783",59.06249769032,64.25,26.125,246.5,4.0625
"86784",81.437499076128,38.625,32.875,247.0625,0
"86785",39.3749999348074,88.1875,51,221.4375,0
"86786",119.812498241663,68.0625,45.375,166.75,0
"86787",115.562497079372,105.875,23.25,155.3125,0
"86788",0.68749999627471,236.5,19.0625,130.375,13.375
"86789",0,88.25,0,311.75,0
"86790",0,0,123.5625,259.1875,17.25
"86791",0,0,140.5625,253.75,5.6875
"86792",0.749999983236194,4.25,216.625,124.4375,53.9375
"86793",0,62.3125,23.25,298.8125,15.625
"86794",0,0,0,400,0
"86795",0,0,12.0625,387.9375,0
"86796",0,86.875,147.625,150.5,15
"86797",2.87500005215406,239,38.625,119.5,0
"86798",0,269.5625,11.8125,118.625,0
"86799",5.93749992549419,302.875,10.375,80.8125,0
"86800",2.99999993294477,224.5625,35.5,136.9375,0
"86801",0,180.4375,85.6875,124.875,9
"86802",6.31249994039536,118,96.25,171.5,7.9375
"86803",0,157.625,55.625,186.75,0
"86804",0,72.9375,5.5,321.5625,0
"86805",0,0,4.125,395.875,0
"86806",0,0,2.625,397.375,0
"86807",0,0,10.625,389.375,0
"86808",0,0,6.8125,393.1875,0
"86809",0,0,10.9375,388.1875,0.875
"86810",0,0,4.875,392.6875,2.4375
"86811",0,0,111.125,226.375,62.5
"86812",0,18.6875,16.5,231.4375,133.375
"86813",0,0,0.25,399.75,0
"86814",0,0,4.9375,392.8125,2.25
"86815",0,0,0,400,0
"86816",0,0,1.1875,398.8125,0
"86817",0.812499970197678,2.5625,144.8125,249,2.8125
"86818",0,20.875,15.0625,51.5,312.5625
"86819",3.37500013411045,115.625,18.375,231.8125,30.8125
"86820",0,31.8125,13.125,355.0625,0
"86821",0,0,0,400,0
"86822",0,0,0,400,0
"86823",0,26.375,88.25,285.375,0
"86824",0,20.875,141,238.125,0
"86825",0,0,0,400,0
"86826",0,0,0,400,0
"86827",0,0,13.1875,386.8125,0
"86828",0,23.25,73.625,303.125,0
"86829",0,109.5,60.6875,229.4375,0.375
"86830",0,0,0.5625,399.4375,0
"86831",0,0,0,400,0
"86832",0,0,8,305.625,86.375
"86833",0,0,0,400,0
"86834",0,0,3.5625,396.4375,0
"86835",0,0,2.625,397.375,0
"86836",0,0,4.0625,395.9375,0
"86837",0,0,0,400,0
"86838",0,0,0,400,0
"86839",0,0,0,400,0
"86840",0,0,0,400,0
"86841",0,0,0.875,399.125,0
"86842",0,0,1.375,398.625,0
"86843",0,0,9.1875,390.8125,0
"86844",0,6.375,11.125,382.5,0
"86845",1.25000001862645,0,32.3125,366.4375,0
"86846",0,0,70.25,329.75,0
"86847",0,9.0625,52.5,338.4375,0
"86848",0,0,18,382,0
"86849",0,0,15.375,384.625,0
"86850",0,0,10.6875,389.3125,0
"86851",0,0,0,400,0
"86852",0,0,0,400,0
"86853",0,0,0,400,0
"86854",0,0,0,400,0
"86855",0,0,0,400,0
"86856",0,0,0,400,0
"86857",0,0,0,400,0
"86858",0,0,0,400,0
"86859",0,0,0,400,0
"86860",0,0,0,400,0
"86861",0,0,0,400,0
"86862",0,0,139.625,260.375,0
"86863",0,14.125,298.25,87.625,0
"86864",0,109.4375,148.5,142.0625,0
"86865",0,67.4375,130.25,202.3125,0
"86866",1.18749998509884,122.625,145.5625,130.625,0
"86867",0,53.0625,241.5625,94.625,10.75
"86868",0,20.9375,189.9375,189.125,0
"86869",2.06250008195639,52.8125,56.25,288.875,0
"86870",13.1249999627471,301.5625,54.3125,31,0
"86871",280.437505245209,2.5625,83.9375,32.0625,1
"86872",358.562499284744,0,16.8829545454545,3.86704545454545,20.6875
"86873",189.124998450279,0,8.35882624768946,15.9536737523105,186.5625
"86875",0.312500004656613,113.625,106.25,169.125,10.6875
"86876",0,98.6875,123.1875,34.9375,143.1875
"86877",1.25000001862645,258.3125,108.125,32.3125,0
"86878",0,251.25,65.8125,82.9375,0
"86879",0,111.25,216.4375,72.3125,0
"86880",0,0,333.3125,66.6875,0
"86881",0.124999997206032,128.125,157.4375,114.3125,0
"86882",3.87500002980232,305.1875,17,73.9375,0
"86884",98.6249979585409,101.9375,21.25,32.25,145.9375
"86885",42.4374982714653,280.875,21.3125,53.5625,1.8125
"86886",0,107.125,200.1875,90.875,1.8125
"86887",0,0,250.3125,149.6875,0
"86888",0,0,267.75,128.3125,3.9375
"86889",0,0,303.5,94.1875,2.3125
"86890",0,12.25,138.5,249.1875,0.0625
