"","new2kid","sr_100_2000","sr_100_2031"
"17207",94438,0,0
"17208",94528,0,0
"17209",94529,21,21
"17210",94530,17,17
"17211",94531,21,21
"17212",94532,21,21
"17213",94533,20,20
"17214",94534,23,23
"17215",94535,20,20
"17216",94536,20,20
"17217",94537,19,19
"17218",94538,22,22
"17219",94539,21,21
"17220",94540,19,19
"17221",94541,18,18
"17222",94542,19,19
"17223",94543,23,23
"17224",94544,22,22
"17225",94545,22,22
"17226",94546,22,22
"17227",94547,22,22
"17228",94548,21,21
"17229",94549,15,15
"17230",94550,28,28
"17231",94551,30,30
"17232",94552,29,29
"17233",94553,30,30
"17234",94554,29,29
"17235",94555,32,32
"17236",94556,33,33
"17237",94557,33,33
"17238",94558,31,31
"17239",94559,32,32
"17240",94560,30,30
"17241",94561,23,23
"17242",94562,23,23
"17243",94563,35,35
"17244",94564,37,37
"17245",94565,32,32
"17246",94566,24,24
"17247",94567,27,27
"17248",94568,21,21
"17249",94569,21,21
"17250",94570,21,21
"17251",94571,23,23
"17252",94572,20,20
"17253",94573,21,21
"17254",94574,22,22
"17255",94575,20,20
"17256",94576,28,28
"17257",94577,24,24
"17258",94578,19,19
"17259",94579,18,18
"17260",94580,20,20
"17261",94581,21,21
"17262",94582,19,19
"17263",94583,21,21
"17264",94584,22,22
"17265",94585,20,20
"17266",94586,20,20
"17267",94587,21,21
"17268",94588,19,19
"17269",94589,21,21
"17270",94590,20,20
"17271",94591,0,0
"17272",94592,0,0
"17273",94593,0,0
"17274",94595,0,0
"17275",94596,0,0
"17276",94597,23,23
"17277",94598,20,20
"17278",94599,34,34
"17279",94600,30,30
"17280",94601,33,33
"17281",94602,37,37
"17282",94603,28,28
"17283",94604,22,22
"17284",94605,27,27
"17285",94606,19,19
"17286",94607,19,19
"17287",94608,21,21
"17288",94609,22,22
"17289",94610,20,20
"17290",94611,20,20
"17291",94612,24,24
"17292",94613,24,24
"17293",94614,22,22
"17294",94615,29,29
"17295",94616,36,36
"17296",94617,33,33
"17297",94618,23,23
"17298",94619,21,21
"17299",94620,25,25
"17300",94621,22,22
"17301",94622,21,21
"17302",94623,22,22
"17303",94624,20,20
"17304",94625,21,21
"17305",94626,23,23
"17306",94627,21,21
"17307",94628,31,31
"17308",94629,27,27
"17309",94630,24,24
"17310",94631,24,24
"17311",94632,23,23
"17312",94633,32,32
"17313",94634,31,31
"17314",94635,35,35
"17315",94636,35,35
"17316",94637,36,36
"17317",94638,36,36
"17318",94639,36,36
"17319",94640,35,35
"17320",94641,36,36
"17321",94642,37,37
"17322",94643,39,39
"17323",94644,37,37
"17324",94645,38,38
"17325",94646,40,40
"17326",94647,40,40
"17327",94648,40,40
"17328",94649,41,41
"17329",94650,35,35
"17330",94651,34,34
"17331",94652,34,34
"17332",94653,23,23
"17333",94654,24,24
"17334",94655,23,23
"17335",94656,25,25
"17336",94657,28,28
"17337",94658,26,26
"17338",94659,25,25
"17339",94660,25,25
"17340",94661,27,27
"17341",94662,36,36
"17342",94663,41,41
"17343",94664,38,38
"17344",94665,40,40
"17345",94666,37,37
"17346",94667,36,36
"17347",94668,37,37
"17348",94669,41,41
"17349",94670,26,26
"17350",94671,28,28
"17351",94672,26,26
"17352",94673,24,24
"17353",94674,23,23
"17354",94675,21,21
"17355",94676,22,22
"17356",94677,22,22
"17357",94678,0,0
"17358",94691,0,0
"17359",94702,0,0
"17360",94703,0,0
"17361",94704,0,0
"17362",94705,29,29
"17363",94706,29,29
"17364",94707,30,30
"17365",94708,31,31
"17366",94709,29,29
"17367",94710,28,28
"17368",94711,34,34
"17369",94712,34,34
"17370",94713,32,32
"17371",94714,30,30
"17372",94715,33,33
"17373",94716,32,32
"17374",94717,32,32
"17375",94718,33,33
"17376",94719,32,32
"17377",94720,30,30
"17378",94721,31,31
"17379",94722,27,27
"17380",94723,23,23
"17381",94724,24,24
"17382",94725,22,22
"17383",94726,32,32
"17384",94727,31,31
"17385",94728,30,30
"17386",94729,28,28
"17387",94730,27,27
"17388",94731,27,27
"17389",94732,0,0
"17390",94927,0,0
"17391",94931,0,0
"17392",94932,0,0
"17393",94934,0,0
"17394",94935,0,0
"17395",94936,0,0
"17396",94937,0,0
"17397",94938,23,23
"17398",94939,19,19
"17399",94940,28,28
"17400",94941,25,25
"17401",94942,22,22
"17402",94943,23,22
"17403",94944,23,23
"17404",94945,25,24
"17405",94946,20,20
"17406",94947,25,25
"17407",94948,31,31
"17408",94949,28,28
"17409",94950,18,18
"17410",94951,17,17
"17411",94952,19,19
"17412",94953,19,19
"17413",94954,19,19
"17414",94955,20,20
"17415",94956,20,20
"17416",94957,18,18
"17417",94958,22,22
"17418",94959,24,24
"17419",94960,21,21
"17420",94961,20,20
"17421",94962,18,18
"17422",94963,20,20
"17423",94964,20,20
"17424",94965,21,21
"17425",94966,20,20
"17426",94967,19,19
"17427",94968,18,18
"17428",94969,18,18
"17429",94970,19,19
"17430",94971,25,25
"17431",94972,20,20
"17432",94973,0,0
"17433",94974,0,0
"17434",94984,0,0
"17435",94985,0,0
"17436",94986,19,19
"17437",94987,19,19
"17438",94988,19,19
"17439",94989,17,17
"17440",94990,18,18
"17441",94991,24,24
"17442",94992,20,20
"17443",94993,18,18
"17444",94994,21,21
"17445",94995,24,24
"17446",94996,25,25
"17447",94997,30,30
"17448",94998,31,31
"17449",94999,24,24
"17450",95000,26,26
"17451",95001,22,22
"17452",95002,20,20
"17453",95003,21,21
"17454",95004,32,32
"17455",95005,28,28
"17456",95006,23,23
"17457",95007,27,27
"17458",95008,32,32
"17459",95009,33,33
"17460",95010,30,30
"17461",95011,20,20
"17462",95012,18,18
"17463",95013,20,20
"17464",95014,18,18
"17465",95015,21,21
"17466",95016,32,32
"17467",95017,29,29
"17468",95018,30,30
"17469",95019,37,37
"17470",95020,36,36
"17471",95021,33,33
"17472",95022,27,27
"17473",95023,19,19
"17474",95024,18,18
"17475",95025,16,16
"17476",95026,19,19
"17477",95027,24,24
"17478",95028,36,36
"17479",95029,38,38
"17480",95030,33,33
"17481",95031,31,31
"17482",95032,31,31
"17483",95033,34,34
"17484",95034,37,37
"17485",95035,37,37
"17486",95036,30,30
"17487",95037,33,33
"17488",95038,33,33
"17489",95039,35,35
"17490",95040,36,36
"17491",95041,35,35
"17492",95042,29,29
"17493",95043,30,30
"17494",95044,39,39
"17495",95045,28,28
"17496",95046,34,34
"17497",95047,35,35
"17498",95048,35,35
"17499",95049,24,24
"17500",95050,26,26
"17501",95051,31,31
"17502",95052,26,26
"17503",95053,26,26
"17504",95054,22,22
"17505",95055,20,20
"17506",95056,24,24
"17507",95057,26,26
"17508",95058,27,27
"17509",95059,29,29
"17510",95060,28,28
"17511",95061,29,29
"17512",95062,33,33
"17513",95063,32,32
"17514",95064,20,20
"17515",95065,21,21
"17516",95066,32,32
"17517",95067,25,25
"17518",95068,22,22
"17519",95069,30,30
"17520",95070,36,36
"17521",95071,32,32
"17522",95072,37,37
"17523",95073,38,38
"17524",95074,37,37
"17525",95075,36,36
"17526",95076,29,29
"17527",95077,29,29
"17528",95078,33,33
"17529",95079,32,32
"17530",95080,32,32
"17531",95081,30,30
"17532",95082,22,22
"17533",95083,31,31
"17534",95084,24,24
"17535",95085,22,22
"17536",95086,20,20
"17537",95087,18,18
"17538",95088,0,0
"17539",95177,0,0
"17540",95178,0,0
"17541",95179,21,21
"17542",95180,18,18
"17543",95181,19,19
"17544",95182,21,21
"17545",95183,23,23
"17546",95184,22,22
"17547",95185,23,23
"17548",95186,25,25
"17549",95187,20,20
"17550",95188,21,21
"17551",95189,20,20
"17552",95190,19,19
"17553",95191,19,19
"17554",95192,20,20
"17555",95193,23,23
"17556",95194,23,23
"17557",95195,20,20
"17558",95196,19,19
"17559",95197,19,19
"17560",95198,16,16
"17561",95199,20,20
"17562",95200,27,27
"17563",95201,28,28
"17564",95202,28,28
"17565",95203,29,29
"17566",95204,28,28
"17567",95205,30,30
"17568",95206,31,31
"17569",95207,32,32
"17570",95208,31,31
"17571",95209,32,32
"17572",95210,23,23
"17573",95211,23,23
"17574",95212,21,21
"17575",95213,22,22
"17576",95214,34,34
"17577",95215,25,25
"17578",95216,21,21
"17579",95217,26,26
"17580",95218,21,21
"17581",95219,23,23
"17582",95220,21,21
"17583",95221,21,21
"17584",95222,20,20
"17585",95223,22,22
"17586",95224,20,20
"17587",95225,19,19
"17588",95226,18,18
"17589",95227,19,19
"17590",95228,19,19
"17591",95229,19,19
"17592",95230,21,21
"17593",95231,27,29
"17594",95232,21,21
"17595",95233,20,20
"17596",95234,19,19
"17597",95235,18,18
"17598",95236,18,18
"17599",95237,19,19
"17600",95238,19,19
"17601",95239,22,22
"17602",95240,0,0
"17603",95241,0,0
"17604",95244,0,0
"17605",95245,0,0
"17606",95246,23,23
"17607",95247,21,21
"17608",95248,20,20
"17609",95249,35,35
"17610",95250,31,31
"17611",95251,33,33
"17612",95252,36,36
"17613",95253,29,29
"17614",95254,21,21
"17615",95255,21,21
"17616",95256,19,19
"17617",95257,20,20
"17618",95258,21,21
"17619",95259,21,21
"17620",95260,20,20
"17621",95261,19,19
"17622",95262,22,22
"17623",95263,24,24
"17624",95264,22,22
"17625",95265,33,33
"17626",95266,35,35
"17627",95267,37,37
"17628",95268,25,25
"17629",95269,20,20
"17630",95270,20,20
"17631",95271,26,26
"17632",95272,21,21
"17633",95273,25,25
"17634",95274,24,24
"17635",95275,23,23
"17636",95276,22,22
"17637",95277,23,23
"17638",95278,22,22
"17639",95279,23,23
"17640",95280,25,25
"17641",95281,31,31
"17642",95282,32,32
"17643",95283,35,35
"17644",95284,32,32
"17645",95285,35,35
"17646",95286,33,33
"17647",95287,35,35
"17648",95288,38,38
"17649",95289,38,38
"17650",95290,36,36
"17651",95291,36,36
"17652",95292,36,36
"17653",95293,38,38
"17654",95294,39,39
"17655",95295,39,39
"17656",95296,40,40
"17657",95297,38,38
"17658",95298,38,38
"17659",95299,38,38
"17660",95300,34,34
"17661",95301,33,33
"17662",95302,32,32
"17663",95303,23,23
"17664",95304,28,28
"17665",95305,26,26
"17666",95306,34,34
"17667",95307,27,27
"17668",95308,27,27
"17669",95309,21,21
"17670",95310,27,27
"17671",95311,28,28
"17672",95312,30,30
"17673",95313,36,36
"17674",95314,38,38
"17675",95315,40,40
"17676",95316,41,41
"17677",95317,40,40
"17678",95318,41,41
"17679",95319,40,40
"17680",95320,27,27
"17681",95321,29,29
"17682",95322,30,30
"17683",95323,36,36
"17684",95324,22,22
"17685",95325,22,22
"17686",95326,23,23
"17687",95327,22,22
"17688",95328,0,0
"17689",95329,0,0
"17690",95342,0,0
"17691",95354,0,0
"17692",95355,0,0
"17693",95356,28,28
"17694",95357,28,28
"17695",95358,26,26
"17696",95359,24,24
"17697",95360,33,33
"17698",95361,34,34
"17699",95362,33,33
"17700",95363,33,33
"17701",95364,32,32
"17702",95365,33,33
"17703",95366,32,32
"17704",95367,33,33
"17705",95368,32,32
"17706",95369,31,31
"17707",95370,27,27
"17708",95371,33,33
"17709",95372,25,25
"17710",95373,25,25
"17711",95374,29,29
"17712",95375,29,29
"17713",95376,31,31
"17714",95377,31,31
"17715",95378,30,30
"17716",95379,29,29
"17717",95380,27,27
"17718",95381,30,30
"17719",95382,0,0
"17720",95587,0,0
"17721",95588,0,0
"17722",95589,0,0
"17723",95590,25,25
"17724",95591,0,0
"17725",95592,0,0
"17726",95593,0,0
"17727",95594,0,0
"17728",95595,26,26
"17729",95596,24,24
"17730",95597,25,24
"17731",95598,28,28
"17732",95599,24,24
"17733",95600,17,17
"17734",95601,17,17
"17735",95602,18,18
"17736",95603,19,19
"17737",95604,20,20
"17738",95605,21,21
"17739",95606,21,21
"17740",95607,22,22
"17741",95608,23,23
"17742",95609,23,23
"17743",95610,20,20
"17744",95611,19,19
"17745",95612,17,17
"17746",95613,19,19
"17747",95614,22,22
"17748",95615,19,19
"17749",95616,19,19
"17750",95617,19,19
"17751",95618,19,19
"17752",95619,19,19
"17753",95620,19,19
"17754",95621,21,21
"17755",95622,0,0
"17756",95623,0,0
"17757",95634,0,0
"17758",95635,19,19
"17759",95636,18,18
"17760",95637,18,18
"17761",95638,18,18
"17762",95639,18,18
"17763",95640,19,19
"17764",95641,28,28
"17765",95642,21,21
"17766",95643,20,20
"17767",95644,20,20
"17768",95645,29,29
"17769",95646,27,27
"17770",95647,24,24
"17771",95648,22,22
"17772",95649,22,22
"17773",95650,25,25
"17774",95651,27,27
"17775",95652,24,24
"17776",95653,22,22
"17777",95654,27,27
"17778",95655,32,32
"17779",95656,33,33
"17780",95657,32,32
"17781",95658,33,33
"17782",95659,34,34
"17783",95660,37,37
"17784",95661,35,35
"17785",95662,28,28
"17786",95663,27,27
"17787",95664,18,18
"17788",95665,24,24
"17789",95666,25,25
"17790",95667,28,28
"17791",95668,37,37
"17792",95669,37,37
"17793",95670,37,37
"17794",95671,34,34
"17795",95672,35,35
"17796",95673,28,28
"17797",95674,18,18
"17798",95675,19,19
"17799",95676,19,19
"17800",95677,20,20
"17801",95678,24,24
"17802",95679,35,35
"17803",95680,36,36
"17804",95681,29,29
"17805",95682,31,31
"17806",95683,19,19
"17807",95684,25,25
"17808",95685,29,29
"17809",95686,35,35
"17810",95687,37,37
"17811",95688,33,33
"17812",95689,37,37
"17813",95690,30,30
"17814",95691,20,20
"17815",95692,24,24
"17816",95693,24,24
"17817",95694,32,32
"17818",95695,34,34
"17819",95696,39,39
"17820",95697,35,35
"17821",95698,22,22
"17822",95699,23,23
"17823",95700,31,31
"17824",95701,29,29
"17825",95702,28,28
"17826",95703,34,34
"17827",95704,27,27
"17828",95705,24,24
"17829",95706,26,26
"17830",95707,31,31
"17831",95708,23,23
"17832",95709,29,29
"17833",95710,29,29
"17834",95711,31,31
"17835",95712,34,34
"17836",95713,32,32
"17837",95714,28,28
"17838",95715,24,24
"17839",95716,27,27
"17840",95717,23,23
"17841",95718,24,24
"17842",95719,32,32
"17843",95720,37,37
"17844",95721,38,38
"17845",95722,37,37
"17846",95723,39,39
"17847",95724,37,37
"17848",95725,37,37
"17849",95726,25,25
"17850",95727,23,23
"17851",95728,29,29
"17852",95729,31,31
"17853",95730,33,33
"17854",95731,32,32
"17855",95732,23,23
"17856",95733,20,20
"17857",95734,25,25
"17858",95735,21,21
"17859",95736,24,24
"17860",95737,23,23
"17861",95738,0,0
"17862",95739,0,0
"17863",95806,0,0
"17864",95807,0,0
"17865",95827,0,0
"17866",95828,21,21
"17867",95829,28,28
"17868",95830,28,28
"17869",95831,31,31
"17870",95832,23,23
"17871",95833,22,22
"17872",95834,22,22
"17873",95835,22,22
"17874",95836,21,21
"17875",95837,19,19
"17876",95838,20,20
"17877",95839,20,20
"17878",95840,20,20
"17879",95841,20,20
"17880",95842,22,22
"17881",95843,28,28
"17882",95844,33,33
"17883",95845,20,20
"17884",95846,18,18
"17885",95847,19,19
"17886",95848,23,23
"17887",95849,27,27
"17888",95850,29,29
"17889",95851,28,28
"17890",95852,28,28
"17891",95853,28,28
"17892",95854,26,26
"17893",95855,21,21
"17894",95856,25,25
"17895",95857,29,29
"17896",95858,23,23
"17897",95859,29,29
"17898",95860,20,20
"17899",95861,32,32
"17900",95862,33,33
"17901",95863,20,20
"17902",95864,21,21
"17903",95865,21,21
"17904",95866,20,20
"17905",95867,40,40
"17906",95868,28,28
"17907",95869,21,21
"17908",95870,29,29
"17909",95871,22,22
"17910",95872,22,22
"17911",95873,23,23
"17912",95874,22,22
"17913",95875,20,20
"17914",95876,21,21
"17915",95877,19,19
"17916",95878,20,20
"17917",95879,21,21
"17918",95880,20,20
"17919",95881,20,20
"17920",95882,20,21
"17921",95883,21,21
"17922",95884,19,19
"17923",95885,19,19
"17924",95886,19,19
"17925",95887,19,19
"17926",95888,20,20
"17927",95889,21,21
"17928",95890,0,0
"17929",95893,0,0
"17930",95894,0,0
"17931",95895,21,21
"17932",95896,23,23
"17933",95897,23,23
"17934",95898,21,21
"17935",95899,28,28
"17936",95900,34,34
"17937",95901,31,31
"17938",95902,36,36
"17939",95903,36,36
"17940",95904,21,21
"17941",95905,20,20
"17942",95906,19,19
"17943",95907,20,20
"17944",95908,22,22
"17945",95909,21,21
"17946",95910,19,19
"17947",95911,19,19
"17948",95912,22,22
"17949",95913,22,22
"17950",95914,21,21
"17951",95915,27,27
"17952",95916,31,31
"17953",95917,35,35
"17954",95918,29,29
"17955",95919,20,20
"17956",95920,22,22
"17957",95921,26,26
"17958",95922,30,30
"17959",95923,35,35
"17960",95924,37,37
"17961",95925,29,29
"17962",95926,21,21
"17963",95927,22,22
"17964",95928,25,25
"17965",95929,22,22
"17966",95930,32,32
"17967",95931,35,35
"17968",95932,37,37
"17969",95933,36,36
"17970",95934,35,35
"17971",95935,36,36
"17972",95936,36,36
"17973",95937,35,35
"17974",95938,36,36
"17975",95939,36,36
"17976",95940,36,36
"17977",95941,37,37
"17978",95942,35,35
"17979",95943,37,37
"17980",95944,38,38
"17981",95945,39,39
"17982",95946,40,40
"17983",95947,37,37
"17984",95948,36,36
"17985",95949,36,36
"17986",95950,35,35
"17987",95951,35,35
"17988",95952,33,33
"17989",95953,24,24
"17990",95954,25,25
"17991",95955,26,26
"17992",95956,31,31
"17993",95957,36,36
"17994",95958,29,29
"17995",95959,23,23
"17996",95960,26,26
"17997",95961,30,30
"17998",95962,27,27
"17999",95963,38,38
"18000",95964,40,40
"18001",95965,42,42
"18002",95966,41,41
"18003",95967,42,42
"18004",95968,42,42
"18005",95969,39,39
"18006",95970,33,33
"18007",95971,24,24
"18008",95972,24,24
"18009",95973,26,26
"18010",95974,26,26
"18011",95975,23,23
"18012",95976,23,23
"18013",95977,23,23
"18014",95978,23,23
"18015",95979,0,0
"18016",95980,0,0
"18017",96005,0,0
"18018",96006,27,27
"18019",96007,28,28
"18020",96008,24,24
"18021",96009,24,24
"18022",96010,32,32
"18023",96011,32,32
"18024",96012,33,33
"18025",96013,33,33
"18026",96014,32,32
"18027",96015,32,32
"18028",96016,33,33
"18029",96017,33,33
"18030",96018,32,32
"18031",96019,32,32
"18032",96020,32,32
"18033",96021,32,32
"18034",96022,28,28
"18035",96023,24,24
"18036",96024,32,32
"18037",96025,30,30
"18038",96026,31,31
"18039",96027,30,30
"18040",96028,30,30
"18041",96029,30,30
"18042",96030,29,29
"18043",96031,30,30
"18044",96032,0,0
"18045",96239,0,0
"18046",96240,0,0
"18047",96241,0,0
"18048",96244,0,0
"18049",96245,24,24
"18050",96246,24,25
"18051",96247,24,24
"18052",96248,25,25
"18053",96249,22,22
"18054",96250,22,22
"18055",96251,18,18
"18056",96252,20,20
"18057",96253,22,22
"18058",96254,23,23
"18059",96255,23,22
"18060",96256,20,21
"18061",96257,20,19
"18062",96258,24,24
"18063",96259,25,25
"18064",96260,23,23
"18065",96261,23,23
"18066",96262,18,18
"18067",96263,18,18
"18068",96264,23,23
"18069",96265,22,22
"18070",96266,19,19
"18071",96267,19,19
"18072",96268,20,20
"18073",96269,20,20
"18074",96270,22,22
"18075",96271,25,25
"18076",96272,0,0
"18077",96283,0,0
"18078",96284,0,0
"18079",96285,18,18
"18080",96286,18,18
"18081",96287,18,18
"18082",96288,18,18
"18083",96289,19,19
"18084",96290,19,19
"18085",96291,23,23
"18086",96292,20,20
"18087",96293,20,20
"18088",96294,21,21
"18089",96295,32,32
"18090",96296,24,24
"18091",96297,20,20
"18092",96298,27,27
"18093",96299,30,30
"18094",96300,29,29
"18095",96301,26,26
"18096",96302,20,20
"18097",96303,28,28
"18098",96304,34,34
"18099",96305,33,33
"18100",96306,33,33
"18101",96307,32,32
"18102",96308,33,33
"18103",96309,34,34
"18104",96310,37,37
"18105",96311,33,33
"18106",96312,30,30
"18107",96313,30,30
"18108",96314,17,17
"18109",96315,22,22
"18110",96316,22,22
"18111",96317,37,37
"18112",96318,25,25
"18113",96319,34,34
"18114",96320,38,38
"18115",96321,37,37
"18116",96322,35,35
"18117",96323,34,34
"18118",96324,20,20
"18119",96325,18,18
"18120",96326,19,19
"18121",96327,17,17
"18122",96328,25,25
"18123",96329,37,37
"18124",96330,38,38
"18125",96331,27,27
"18126",96332,28,28
"18127",96333,20,20
"18128",96334,19,19
"18129",96335,29,29
"18130",96336,31,31
"18131",96337,27,27
"18132",96338,35,35
"18133",96339,37,37
"18134",96340,37,37
"18135",96341,39,39
"18136",96342,27,27
"18137",96343,20,20
"18138",96344,20,20
"18139",96345,19,19
"18140",96346,36,36
"18141",96347,29,29
"18142",96348,23,23
"18143",96349,25,25
"18144",96350,33,33
"18145",96351,28,28
"18146",96352,29,29
"18147",96353,25,25
"18148",96354,34,34
"18149",96355,25,25
"18150",96356,29,29
"18151",96357,31,31
"18152",96358,27,27
"18153",96359,33,33
"18154",96360,27,27
"18155",96361,29,29
"18156",96362,30,30
"18157",96363,29,29
"18158",96364,22,22
"18159",96365,20,20
"18160",96366,27,27
"18161",96367,28,28
"18162",96368,26,26
"18163",96369,33,33
"18164",96370,33,33
"18165",96371,38,38
"18166",96372,33,33
"18167",96373,39,39
"18168",96374,39,39
"18169",96375,34,34
"18170",96376,33,33
"18171",96377,23,23
"18172",96378,25,25
"18173",96379,24,24
"18174",96380,37,37
"18175",96381,37,37
"18176",96382,32,32
"18177",96383,29,29
"18178",96384,31,31
"18179",96385,19,19
"18180",96386,21,21
"18181",96387,23,23
"18182",96388,20,20
"18183",96389,0,0
"18184",96455,0,0
"18185",96456,0,0
"18186",96457,0,0
"18187",96458,0,0
"18188",96477,0,0
"18189",96478,0,0
"18190",96479,0,0
"18191",96480,0,0
"18192",96481,0,0
"18193",96482,0,0
"18194",96483,0,0
"18195",96484,22,22
"18196",96485,23,23
"18197",96486,25,25
"18198",96487,20,20
"18199",96488,22,22
"18200",96489,22,22
"18201",96490,19,19
"18202",96491,21,21
"18203",96492,20,20
"18204",96493,25,25
"18205",96494,23,23
"18206",96495,21,21
"18207",96496,18,18
"18208",96497,19,19
"18209",96498,22,22
"18210",96499,26,26
"18211",96500,28,28
"18212",96501,28,28
"18213",96502,27,27
"18214",96503,24,24
"18215",96504,23,23
"18216",96505,32,32
"18217",96506,25,25
"18218",96507,23,23
"18219",96508,21,21
"18220",96509,24,24
"18221",96510,27,27
"18222",96511,26,26
"18223",96512,27,27
"18224",96513,32,32
"18225",96514,28,28
"18226",96515,22,22
"18227",96516,20,20
"18228",96517,27,27
"18229",96518,22,22
"18230",96519,20,20
"18231",96520,22,22
"18232",96521,22,22
"18233",96522,23,23
"18234",96523,28,28
"18235",96524,28,28
"18236",96525,22,22
"18237",96526,21,21
"18238",96527,19,19
"18239",96528,18,18
"18240",96529,19,19
"18241",96530,20,20
"18242",96531,20,20
"18243",96532,20,20
"18244",96533,21,21
"18245",96534,20,20
"18246",96535,19,19
"18247",96536,20,20
"18248",96537,21,21
"18249",96538,21,21
"18250",96539,20,20
"18251",96540,0,0
"18252",96543,0,0
"18253",96544,22,22
"18254",96545,28,28
"18255",96546,22,22
"18256",96547,20,20
"18257",96548,21,21
"18258",96549,20,20
"18259",96550,29,29
"18260",96551,31,31
"18261",96552,27,27
"18262",96553,36,36
"18263",96554,30,30
"18264",96555,21,21
"18265",96556,21,21
"18266",96557,20,20
"18267",96558,20,20
"18268",96559,21,21
"18269",96560,19,19
"18270",96561,20,20
"18271",96562,21,21
"18272",96563,21,21
"18273",96564,21,21
"18274",96565,23,23
"18275",96566,28,28
"18276",96567,29,29
"18277",96568,27,27
"18278",96569,24,24
"18279",96570,21,21
"18280",96571,22,22
"18281",96572,22,22
"18282",96573,26,26
"18283",96574,31,31
"18284",96575,23,23
"18285",96576,23,23
"18286",96577,23,23
"18287",96578,24,24
"18288",96579,26,26
"18289",96580,34,34
"18290",96581,38,38
"18291",96582,39,39
"18292",96583,39,39
"18293",96584,36,36
"18294",96585,38,38
"18295",96586,37,37
"18296",96587,35,35
"18297",96588,34,34
"18298",96589,35,35
"18299",96590,37,37
"18300",96591,37,37
"18301",96592,36,36
"18302",96593,38,38
"18303",96594,37,37
"18304",96595,39,39
"18305",96596,39,39
"18306",96597,37,37
"18307",96598,35,35
"18308",96599,34,34
"18309",96600,37,37
"18310",96601,38,38
"18311",96602,35,35
"18312",96603,30,30
"18313",96604,24,24
"18314",96605,28,28
"18315",96606,41,41
"18316",96607,35,35
"18317",96608,27,27
"18318",96609,25,25
"18319",96610,26,26
"18320",96611,29,29
"18321",96612,28,28
"18322",96613,30,30
"18323",96614,43,43
"18324",96615,44,44
"18325",96616,45,45
"18326",96617,40,40
"18327",96618,33,33
"18328",96619,42,42
"18329",96620,39,39
"18330",96621,41,41
"18331",96622,26,26
"18332",96623,24,24
"18333",96624,26,26
"18334",96625,27,27
"18335",96626,23,23
"18336",96627,23,23
"18337",96628,21,21
"18338",96629,25,25
"18339",96630,0,0
"18340",96655,0,0
"18341",96656,0,0
"18342",96657,31,31
"18343",96658,30,30
"18344",96659,29,29
"18345",96660,32,32
"18346",96661,31,31
"18347",96662,31,31
"18348",96663,33,33
"18349",96664,33,33
"18350",96665,33,33
"18351",96666,32,32
"18352",96667,32,32
"18353",96668,32,32
"18354",96669,32,32
"18355",96670,31,31
"18356",96671,33,33
"18357",96672,25,25
"18358",96673,31,31
"18359",96674,30,30
"18360",96675,30,30
"18361",96676,29,29
"18362",96677,30,30
"18363",96678,30,30
"18364",96679,28,28
"18365",96680,21,21
"18366",96681,21,21
"18367",96682,0,0
"18368",96892,0,0
"18369",96893,0,0
"18370",96894,0,0
"18371",96895,25,25
"18372",96896,28,28
"18373",96897,23,23
"18374",96898,21,21
"18375",96899,26,26
"18376",96900,20,20
"18377",96901,19,19
"18378",96902,25,25
"18379",96903,24,24
"18380",96904,21,21
"18381",96905,23,23
"18382",96906,18,18
"18383",96907,17,17
"18384",96908,21,21
"18385",96909,26,26
"18386",96910,25,25
"18387",96911,24,24
"18388",96912,18,18
"18389",96913,18,18
"18390",96914,20,20
"18391",96915,18,18
"18392",96916,18,18
"18393",96917,19,19
"18394",96918,19,19
"18395",96919,23,23
"18396",96920,25,25
"18397",96921,0,0
"18398",96922,0,0
"18399",96933,0,0
"18400",96934,19,19
"18401",96935,18,18
"18402",96936,18,18
"18403",96937,17,17
"18404",96938,18,18
"18405",96939,19,19
"18406",96940,20,20
"18407",96941,19,19
"18408",96942,18,18
"18409",96943,20,20
"18410",96944,21,21
"18411",96945,20,20
"18412",96946,17,17
"18413",96947,20,20
"18414",96948,25,25
"18415",96949,27,27
"18416",96950,28,28
"18417",96951,21,22
"18418",96952,21,21
"18419",96953,31,31
"18420",96954,32,32
"18421",96955,32,32
"18422",96956,32,32
"18423",96957,31,31
"18424",96958,32,32
"18425",96959,35,35
"18426",96960,38,38
"18427",96961,36,36
"18428",96962,21,21
"18429",96963,21,21
"18430",96964,18,18
"18431",96965,18,18
"18432",96966,24,24
"18433",96967,22,22
"18434",96968,23,23
"18435",96969,30,30
"18436",96970,35,35
"18437",96971,38,38
"18438",96972,35,35
"18439",96973,32,32
"18440",96974,25,25
"18441",96975,19,19
"18442",96976,19,19
"18443",96977,19,19
"18444",96978,18,18
"18445",96979,20,20
"18446",96980,31,31
"18447",96981,22,22
"18448",96982,24,24
"18449",96983,33,33
"18450",96984,18,18
"18451",96985,31,31
"18452",96986,20,20
"18453",96987,20,20
"18454",96988,35,35
"18455",96989,36,36
"18456",96990,36,36
"18457",96991,38,38
"18458",96992,22,22
"18459",96993,20,20
"18460",96994,25,25
"18461",96995,18,18
"18462",96996,26,26
"18463",96997,22,22
"18464",96998,25,25
"18465",96999,32,32
"18466",97000,32,32
"18467",97001,31,31
"18468",97002,30,30
"18469",97003,25,25
"18470",97004,37,37
"18471",97005,24,24
"18472",97006,27,27
"18473",97007,27,27
"18474",97008,26,26
"18475",97009,32,32
"18476",97010,27,27
