"","new2kid","sr_100_2000","sr_100_2031"
"33276",123780,22,22
"33277",123781,20,20
"33278",123782,23,23
"33279",123783,24,24
"33280",123784,22,22
"33281",123785,30,30
"33282",123786,33,33
"33283",123787,23,23
"33284",123788,22,22
"33285",123789,22,22
"33286",123790,33,33
"33287",123791,24,24
"33288",123792,25,25
"33289",123793,30,30
"33290",123794,29,29
"33291",123795,27,27
"33292",123796,36,36
"33293",123797,31,31
"33294",123798,30,30
"33295",123799,25,25
"33296",123800,35,35
"33297",123801,34,34
"33298",123802,29,29
"33299",123803,30,30
"33300",123804,29,29
"33301",123805,37,37
"33302",123806,37,37
"33303",123807,35,35
"33304",123808,26,26
"33305",123809,24,24
"33306",123810,21,21
"33307",123811,19,19
"33308",123812,20,20
"33309",123813,19,19
"33310",123814,19,19
"33311",123815,24,24
"33312",123816,21,21
"33313",123817,19,19
"33314",123818,20,20
"33315",123819,22,22
"33316",123820,21,21
"33317",123821,21,21
"33318",123822,20,20
"33319",123823,19,19
"33320",123824,19,19
"33321",123825,20,20
"33322",123826,19,19
"33323",123827,20,20
"33324",123828,20,20
"33325",123829,19,19
"33326",123830,22,22
"33327",123831,22,22
"33328",123832,22,22
"33329",123833,25,25
"33330",123834,0,0
"33331",123835,0,0
"33332",123884,0,0
"33333",123885,0,0
"33334",123886,0,0
"33335",123887,22,22
"33336",123888,21,21
"33337",123889,22,22
"33338",123890,21,21
"33339",123891,21,21
"33340",123892,22,22
"33341",123893,22,22
"33342",123894,21,21
"33343",123895,26,26
"33344",123896,22,22
"33345",123897,21,21
"33346",123898,21,21
"33347",123899,22,22
"33348",123900,20,20
"33349",123901,20,20
"33350",123902,20,20
"33351",123903,21,21
"33352",123904,21,21
"33353",123905,21,21
"33354",123906,20,20
"33355",123907,20,20
"33356",123908,22,22
"33357",123909,20,20
"33358",123910,21,21
"33359",123911,20,20
"33360",123912,21,21
"33361",123913,22,22
"33362",123914,21,21
"33363",123915,21,21
"33364",123916,22,22
"33365",123917,21,21
"33366",123918,21,21
"33367",123919,23,23
"33368",123920,22,22
"33369",123921,22,22
"33370",123922,21,21
"33371",123923,22,22
"33372",123924,22,22
"33373",123925,22,22
"33374",123926,23,23
"33375",123927,22,22
"33376",123928,22,22
"33377",123929,22,22
"33378",123930,22,22
"33379",123931,0,0
"33380",123932,0,0
"33381",124190,0,0
"33382",124191,23,23
"33383",124192,24,24
"33384",124193,24,24
"33385",124194,25,25
"33386",124195,30,30
"33387",124196,24,24
"33388",124197,22,22
"33389",124198,21,21
"33390",124199,20,20
"33391",124200,21,21
"33392",124201,22,22
"33393",124202,20,20
"33394",124203,21,21
"33395",124204,24,24
"33396",124205,23,23
"33397",124206,22,22
"33398",124207,24,24
"33399",124208,22,22
"33400",124209,19,19
"33401",124210,20,20
"33402",124211,23,23
"33403",124212,21,21
"33404",124213,20,20
"33405",124214,19,19
"33406",124215,18,18
"33407",124216,22,22
"33408",124217,21,21
"33409",124218,20,20
"33410",124219,23,23
"33411",124220,21,21
"33412",124221,22,22
"33413",124222,21,21
"33414",124223,20,20
"33415",124224,23,23
"33416",124225,19,19
"33417",124226,19,19
"33418",124227,19,19
"33419",124228,18,18
"33420",124229,18,18
"33421",124230,18,18
"33422",124231,21,21
"33423",124232,20,20
"33424",124233,19,19
"33425",124234,19,19
"33426",124235,19,19
"33427",124236,20,20
"33428",124237,21,21
"33429",124238,20,20
"33430",124239,19,19
"33431",124240,19,19
"33432",124241,18,18
"33433",124242,18,18
"33434",124243,19,19
"33435",124244,19,19
"33436",124245,18,18
"33437",124246,19,19
"33438",124247,19,19
"33439",124248,20,20
"33440",124249,20,20
"33441",124250,21,21
"33442",124251,22,22
"33443",124252,19,18
"33444",124253,22,22
"33445",124254,23,23
"33446",124255,19,19
"33447",124256,18,18
"33448",124257,19,19
"33449",124258,19,19
"33450",124259,19,19
"33451",124260,19,19
"33452",124261,18,18
"33453",124262,20,20
"33454",124263,20,20
"33455",124264,21,21
"33456",124265,22,22
"33457",124266,20,20
"33458",124267,20,20
"33459",124268,21,21
"33460",124269,22,22
"33461",124270,22,22
"33462",124271,21,21
"33463",124272,22,22
"33464",124273,22,22
"33465",124274,25,25
"33466",124275,22,22
"33467",124276,21,20
"33468",124277,16,16
"33469",124278,20,20
"33470",124279,23,23
"33471",124280,21,21
"33472",124281,23,23
"33473",124282,23,23
"33474",124283,20,20
"33475",124284,22,22
"33476",124285,23,23
"33477",124286,23,23
"33478",124287,22,23
"33479",124288,21,20
"33480",124289,24,24
"33481",124290,23,23
"33482",124291,26,26
"33483",124292,24,24
"33484",124293,24,24
"33485",124294,21,21
"33486",124295,22,22
"33487",124296,20,20
"33488",124297,22,22
"33489",124298,20,20
"33490",124299,19,19
"33491",124300,22,22
"33492",124301,19,19
"33493",124302,18,18
"33494",124303,19,19
"33495",124304,20,20
"33496",124305,20,20
"33497",124306,20,20
"33498",124307,19,19
"33499",124308,20,20
"33500",124309,21,21
"33501",124310,20,20
"33502",124311,20,20
"33503",124312,20,20
"33504",124313,20,20
"33505",124314,21,21
"33506",124315,21,21
"33507",124316,21,21
"33508",124317,22,22
"33509",124318,25,25
"33510",124319,27,27
"33511",124320,28,28
"33512",124321,22,22
"33513",124322,23,23
"33514",124323,18,18
"33515",124324,17,17
"33516",124325,21,21
"33517",124326,22,22
"33518",124327,21,21
"33519",124328,20,20
"33520",124329,20,20
"33521",124330,19,19
"33522",124331,20,20
"33523",124332,21,21
"33524",124333,20,20
"33525",124334,23,23
"33526",124335,21,21
"33527",124336,22,22
"33528",124337,24,24
"33529",124338,19,19
"33530",124339,19,19
"33531",124340,22,22
"33532",124341,22,22
"33533",124342,22,20
"33534",124343,15,15
"33535",124344,17,15
"33536",124345,21,16
"33537",124346,19,16
"33538",124347,16,15
"33539",124348,16,15
"33540",124349,15,15
"33541",124350,16,15
"33542",124351,16,16
"33543",124352,21,21
"33544",124353,20,20
"33545",124354,20,20
"33546",124355,18,18
"33547",124356,21,21
"33548",124357,23,23
"33549",124358,30,30
"33550",124359,31,31
"33551",124360,22,22
"33552",124361,20,21
"33553",124362,25,25
"33554",124363,32,32
"33555",124364,31,31
"33556",124365,21,21
"33557",124366,19,19
"33558",124367,20,20
"33559",124368,18,18
"33560",124369,20,20
"33561",124370,24,24
"33562",124371,33,33
"33563",124372,19,19
"33564",124373,18,18
"33565",124374,19,19
"33566",124375,19,19
"33567",124376,18,18
"33568",124377,19,19
"33569",124378,17,17
"33570",124379,19,19
"33571",124380,24,24
"33572",124381,21,21
"33573",124382,28,28
"33574",124383,20,20
"33575",124384,25,25
"33576",124385,28,28
"33577",124386,26,26
"33578",124387,30,30
"33579",124388,32,32
"33580",124389,19,19
"33581",124390,23,23
"33582",124391,30,30
"33583",124392,31,31
"33584",124393,26,26
"33585",124394,29,29
"33586",124395,29,29
"33587",124396,23,23
"33588",124397,29,29
"33589",124398,34,34
"33590",124399,32,32
"33591",124400,34,34
"33592",124401,33,33
"33593",124402,32,32
"33594",124403,31,31
"33595",124404,24,24
"33596",124405,18,18
"33597",124406,19,19
"33598",124407,18,18
"33599",124408,28,28
"33600",124409,30,30
"33601",124410,30,30
"33602",124411,30,30
"33603",124412,31,31
"33604",124413,29,29
"33605",124414,32,32
"33606",124415,35,35
"33607",124416,35,35
"33608",124417,30,30
"33609",124418,33,33
"33610",124419,33,33
"33611",124420,30,30
"33612",124421,31,31
"33613",124422,34,34
"33614",124423,34,34
"33615",124424,37,37
"33616",124425,29,29
"33617",124426,24,24
"33618",124427,20,20
"33619",124428,19,19
"33620",124429,20,20
"33621",124430,24,24
"33622",124431,20,20
"33623",124432,22,22
"33624",124433,22,22
"33625",124434,22,22
"33626",124435,32,32
"33627",124436,31,31
"33628",124437,25,25
"33629",124438,20,20
"33630",124439,20,20
"33631",124440,24,24
"33632",124441,24,24
"33633",124442,24,24
"33634",124443,30,30
"33635",124444,35,35
"33636",124445,35,35
"33637",124446,36,36
"33638",124447,31,31
"33639",124448,21,21
"33640",124449,27,27
"33641",124450,26,26
"33642",124451,32,32
"33643",124452,30,30
"33644",124453,30,30
"33645",124454,33,33
"33646",124455,34,34
"33647",124456,37,37
"33648",124457,35,35
"33649",124458,26,26
"33650",124459,19,19
"33651",124460,22,22
"33652",124461,20,20
"33653",124462,19,19
"33654",124463,21,21
"33655",124464,19,19
"33656",124465,21,21
"33657",124466,22,22
"33658",124467,20,20
"33659",124468,20,20
"33660",124469,22,22
"33661",124470,24,24
"33662",124471,21,21
"33663",124472,20,20
"33664",124473,19,19
"33665",124474,19,19
"33666",124475,19,19
"33667",124476,19,19
"33668",124477,20,20
"33669",124478,20,20
"33670",124479,19,19
"33671",124480,21,21
"33672",124481,22,22
"33673",124482,24,24
"33674",124483,25,25
"33675",124484,0,0
"33676",124536,0,0
"33677",124537,0,0
"33678",124538,23,23
"33679",124539,21,21
"33680",124540,21,21
"33681",124541,22,22
"33682",124542,22,22
"33683",124543,22,22
"33684",124544,21,21
"33685",124545,24,24
"33686",124546,21,21
"33687",124547,20,20
"33688",124548,20,20
"33689",124549,21,21
"33690",124550,22,22
"33691",124551,20,20
"33692",124552,20,20
"33693",124553,21,22
"33694",124554,21,21
"33695",124555,20,20
"33696",124556,20,20
"33697",124557,21,21
"33698",124558,21,21
"33699",124559,20,20
"33700",124560,21,21
"33701",124561,21,21
"33702",124562,21,21
"33703",124563,21,21
"33704",124564,21,21
"33705",124565,20,20
"33706",124566,22,22
"33707",124567,22,22
"33708",124568,21,21
"33709",124569,22,22
"33710",124570,22,22
"33711",124571,22,22
"33712",124572,22,22
"33713",124573,22,22
"33714",124574,22,22
"33715",124575,22,22
"33716",124576,23,23
"33717",124577,22,22
"33718",124578,21,21
"33719",124579,35,35
"33720",124580,22,22
"33721",124581,22,22
"33722",124582,0,0
"33723",124840,0,0
"33724",124841,26,26
"33725",124842,25,25
"33726",124843,28,28
"33727",124844,26,26
"33728",124845,26,26
"33729",124846,25,25
"33730",124847,21,21
"33731",124848,21,21
"33732",124849,20,20
"33733",124850,20,20
"33734",124851,21,21
"33735",124852,23,23
"33736",124853,22,22
"33737",124854,22,22
"33738",124855,23,23
"33739",124856,22,22
"33740",124857,21,21
"33741",124858,23,23
"33742",124859,21,21
"33743",124860,21,21
"33744",124861,22,20
"33745",124862,20,20
"33746",124863,20,20
"33747",124864,19,19
"33748",124865,21,21
"33749",124866,20,20
"33750",124867,20,20
"33751",124868,20,20
"33752",124869,21,21
"33753",124870,21,21
"33754",124871,22,22
"33755",124872,22,22
"33756",124873,20,20
"33757",124874,20,20
"33758",124875,19,19
"33759",124876,21,21
"33760",124877,19,19
"33761",124878,17,17
"33762",124879,17,17
"33763",124880,20,20
"33764",124881,20,20
"33765",124882,19,19
"33766",124883,18,18
"33767",124884,18,18
"33768",124885,19,19
"33769",124886,19,19
"33770",124887,20,20
"33771",124888,20,20
"33772",124889,19,19
"33773",124890,20,20
"33774",124891,19,19
"33775",124892,18,18
"33776",124893,19,19
"33777",124894,19,19
"33778",124895,20,20
"33779",124896,19,19
"33780",124897,18,18
"33781",124898,18,18
"33782",124899,19,19
"33783",124900,20,20
"33784",124901,21,21
"33785",124902,19,17
"33786",124903,21,21
"33787",124904,23,23
"33788",124905,22,22
"33789",124906,20,20
"33790",124907,20,20
"33791",124908,18,18
"33792",124909,18,18
"33793",124910,19,19
"33794",124911,18,18
"33795",124912,20,20
"33796",124913,20,20
"33797",124914,20,20
"33798",124915,19,19
"33799",124916,20,20
"33800",124917,22,22
"33801",124918,22,22
"33802",124919,21,21
"33803",124920,20,20
"33804",124921,22,22
"33805",124922,22,22
"33806",124923,22,22
"33807",124924,20,20
"33808",124925,22,22
"33809",124926,20,20
"33810",124927,18,18
"33811",124928,18,18
"33812",124929,21,21
"33813",124930,22,22
"33814",124931,23,23
"33815",124932,24,24
"33816",124933,20,20
"33817",124934,21,21
"33818",124935,22,22
"33819",124936,24,24
"33820",124937,22,22
"33821",124938,21,21
"33822",124939,23,23
"33823",124940,22,22
"33824",124941,22,22
"33825",124942,24,24
"33826",124943,26,26
"33827",124944,23,23
"33828",124945,23,23
"33829",124946,21,21
"33830",124947,23,23
"33831",124948,23,23
"33832",124949,19,19
"33833",124950,19,19
"33834",124951,18,18
"33835",124952,21,21
"33836",124953,20,20
"33837",124954,19,19
"33838",124955,20,20
"33839",124956,19,19
"33840",124957,20,20
"33841",124958,21,21
"33842",124959,20,20
"33843",124960,20,20
"33844",124961,20,20
"33845",124962,20,20
"33846",124963,19,19
"33847",124964,20,20
"33848",124965,22,22
"33849",124966,23,23
"33850",124967,21,21
"33851",124968,24,24
"33852",124969,26,26
"33853",124970,26,26
"33854",124971,20,20
"33855",124972,16,16
"33856",124973,16,15
"33857",124974,15,15
"33858",124975,18,18
"33859",124976,19,19
"33860",124977,19,19
"33861",124978,21,21
"33862",124979,23,23
"33863",124980,19,19
"33864",124981,19,19
"33865",124982,20,20
"33866",124983,23,23
"33867",124984,22,22
"33868",124985,24,24
"33869",124986,25,25
"33870",124987,21,21
"33871",124988,22,22
"33872",124989,21,21
"33873",124990,19,17
"33874",124991,22,20
"33875",124992,20,20
"33876",124993,19,19
"33877",124994,18,17
"33878",124995,17,16
"33879",124996,16,16
"33880",124997,16,15
"33881",124998,15,15
"33882",124999,15,15
"33883",125000,16,15
"33884",125001,16,14
"33885",125002,18,17
"33886",125003,19,19
"33887",125004,19,18
"33888",125005,16,16
"33889",125006,21,21
"33890",125007,21,21
"33891",125008,32,32
"33892",125009,34,34
"33893",125010,20,20
"33894",125011,20,20
"33895",125012,27,27
"33896",125013,27,27
"33897",125014,30,30
"33898",125015,23,23
"33899",125016,19,19
"33900",125017,18,18
"33901",125018,18,18
"33902",125019,18,18
"33903",125020,20,20
"33904",125021,22,22
"33905",125022,21,21
"33906",125023,18,18
"33907",125024,18,18
"33908",125025,18,18
"33909",125026,19,19
"33910",125027,19,19
"33911",125028,17,17
"33912",125029,33,33
"33913",125030,25,25
"33914",125031,30,30
"33915",125032,35,35
"33916",125033,22,22
"33917",125034,28,28
"33918",125035,29,29
"33919",125036,28,28
"33920",125037,30,30
"33921",125038,33,33
"33922",125039,25,25
"33923",125040,26,26
"33924",125041,32,32
"33925",125042,32,32
"33926",125043,27,27
"33927",125044,22,22
"33928",125045,21,21
"33929",125046,34,34
"33930",125047,34,34
"33931",125048,35,35
"33932",125049,35,35
"33933",125050,33,33
"33934",125051,32,32
"33935",125052,35,35
"33936",125053,29,29
"33937",125054,19,19
"33938",125055,21,21
"33939",125056,17,17
"33940",125057,24,24
"33941",125058,30,30
"33942",125059,29,29
"33943",125060,30,30
"33944",125061,32,32
"33945",125062,31,31
"33946",125063,29,29
"33947",125064,30,30
"33948",125065,28,28
"33949",125066,35,35
"33950",125067,31,31
"33951",125068,31,31
"33952",125069,25,25
"33953",125070,31,31
"33954",125071,35,35
"33955",125072,29,29
"33956",125073,28,28
"33957",125074,18,18
"33958",125075,22,22
"33959",125076,21,21
"33960",125077,19,19
"33961",125078,19,19
"33962",125079,33,33
"33963",125080,29,29
"33964",125081,21,21
"33965",125082,22,22
"33966",125083,21,21
"33967",125084,20,20
"33968",125085,30,30
"33969",125086,21,21
"33970",125087,21,21
"33971",125088,20,20
"33972",125089,21,21
"33973",125090,20,20
"33974",125091,22,22
"33975",125092,27,27
"33976",125093,34,34
"33977",125094,34,34
"33978",125095,35,35
"33979",125096,33,33
"33980",125097,30,30
"33981",125098,28,28
"33982",125099,37,37
"33983",125100,34,34
"33984",125101,32,32
"33985",125102,30,30
"33986",125103,33,33
"33987",125104,36,36
"33988",125105,31,31
"33989",125106,36,36
"33990",125107,35,35
"33991",125108,27,27
"33992",125109,19,19
"33993",125110,23,23
"33994",125111,31,31
"33995",125112,29,29
"33996",125113,24,24
"33997",125114,20,20
"33998",125115,21,21
"33999",125116,22,22
"34000",125117,21,21
"34001",125118,21,21
"34002",125119,22,22
"34003",125120,22,22
"34004",125121,20,20
"34005",125122,20,20
"34006",125123,19,19
"34007",125124,19,19
"34008",125125,19,19
"34009",125126,19,19
"34010",125127,20,20
"34011",125128,21,21
"34012",125129,19,19
"34013",125130,20,20
"34014",125131,21,21
"34015",125132,24,24
"34016",125133,24,24
"34017",125134,0,0
"34018",125187,0,0
"34019",125188,0,0
"34020",125189,21,21
"34021",125190,24,24
"34022",125191,22,22
"34023",125192,21,21
"34024",125193,21,21
"34025",125194,21,21
"34026",125195,26,26
"34027",125196,21,21
"34028",125197,21,21
"34029",125198,20,20
"34030",125199,21,21
"34031",125200,22,22
"34032",125201,21,21
"34033",125202,20,20
"34034",125203,20,20
"34035",125204,20,20
"34036",125205,21,21
"34037",125206,21,21
"34038",125207,21,21
"34039",125208,21,21
"34040",125209,20,20
"34041",125210,22,22
"34042",125211,22,22
"34043",125212,21,21
"34044",125213,20,20
"34045",125214,20,20
"34046",125215,20,20
"34047",125216,21,21
"34048",125217,22,22
"34049",125218,21,21
"34050",125219,22,22
"34051",125220,23,23
"34052",125221,23,23
"34053",125222,23,23
"34054",125223,23,23
"34055",125224,22,22
"34056",125225,21,21
"34057",125226,22,22
"34058",125227,21,21
"34059",125228,21,21
"34060",125229,21,21
"34061",125230,27,27
"34062",125231,21,21
"34063",125232,0,0
"34064",125490,0,0
"34065",125491,28,28
"34066",125492,28,28
"34067",125493,28,28
"34068",125494,29,29
"34069",125495,25,25
"34070",125496,26,26
"34071",125497,27,27
"34072",125498,22,22
"34073",125499,22,22
"34074",125500,21,21
"34075",125501,21,21
"34076",125502,24,24
"34077",125503,23,23
"34078",125504,21,21
"34079",125505,21,21
"34080",125506,23,23
"34081",125507,23,23
"34082",125508,21,21
"34083",125509,22,22
"34084",125510,24,24
"34085",125511,20,19
"34086",125512,24,24
"34087",125513,22,22
"34088",125514,20,20
"34089",125515,23,23
"34090",125516,22,22
"34091",125517,20,20
"34092",125518,19,19
"34093",125519,20,20
"34094",125520,22,22
"34095",125521,23,23
"34096",125522,19,19
"34097",125523,21,21
"34098",125524,21,21
"34099",125525,20,20
"34100",125526,22,22
"34101",125527,21,21
"34102",125528,18,18
"34103",125529,19,19
"34104",125530,20,20
"34105",125531,19,19
"34106",125532,19,19
"34107",125533,19,19
"34108",125534,18,18
"34109",125535,18,18
"34110",125536,19,19
"34111",125537,18,18
"34112",125538,18,18
"34113",125539,19,19
"34114",125540,19,19
"34115",125541,20,20
"34116",125542,18,18
"34117",125543,19,19
"34118",125544,19,19
"34119",125545,18,18
"34120",125546,18,18
"34121",125547,18,18
"34122",125548,18,18
"34123",125549,21,21
"34124",125550,21,21
"34125",125551,21,21
"34126",125552,22,22
"34127",125553,22,22
"34128",125554,22,22
"34129",125555,23,23
"34130",125556,24,24
"34131",125557,20,20
"34132",125558,18,18
"34133",125559,19,19
"34134",125560,19,18
"34135",125561,20,20
"34136",125562,19,19
"34137",125563,19,19
"34138",125564,20,20
"34139",125565,20,20
"34140",125566,20,20
"34141",125567,21,21
"34142",125568,23,23
"34143",125569,22,22
"34144",125570,19,19
"34145",125571,20,20
"34146",125572,20,20
"34147",125573,21,21
"34148",125574,21,21
"34149",125575,19,19
"34150",125576,20,20
"34151",125577,22,22
"34152",125578,20,20
"34153",125579,20,20
"34154",125580,21,21
"34155",125581,24,24
"34156",125582,21,21
"34157",125583,20,20
"34158",125584,22,22
"34159",125585,22,22
"34160",125586,22,22
"34161",125587,23,23
"34162",125588,23,23
"34163",125589,23,23
"34164",125590,22,22
"34165",125591,23,23
"34166",125592,23,23
"34167",125593,24,24
"34168",125594,23,23
"34169",125595,23,23
"34170",125596,21,22
"34171",125597,23,23
"34172",125598,22,22
"34173",125599,19,19
"34174",125600,20,20
"34175",125601,18,18
"34176",125602,18,18
"34177",125603,19,19
"34178",125604,19,19
"34179",125605,22,22
"34180",125606,19,19
"34181",125607,19,19
"34182",125608,21,21
"34183",125609,20,20
"34184",125610,20,20
"34185",125611,20,20
"34186",125612,20,20
"34187",125613,19,19
"34188",125614,19,19
"34189",125615,20,20
"34190",125616,19,19
"34191",125617,20,20
"34192",125618,24,24
"34193",125619,24,24
"34194",125620,22,22
"34195",125621,18,18
"34196",125622,15,15
"34197",125623,15,15
"34198",125624,15,15
"34199",125625,17,17
"34200",125626,19,19
"34201",125627,19,19
"34202",125628,20,20
"34203",125629,23,23
"34204",125630,20,20
"34205",125631,19,19
"34206",125632,21,21
"34207",125633,21,21
"34208",125634,23,23
"34209",125635,24,24
"34210",125636,24,24
"34211",125637,22,22
"34212",125638,22,22
"34213",125639,21,21
"34214",125640,19,19
"34215",125641,21,21
"34216",125642,19,18
"34217",125643,16,16
"34218",125644,16,16
"34219",125645,17,16
"34220",125646,17,17
"34221",125647,16,15
"34222",125648,15,15
"34223",125649,17,15
"34224",125650,16,15
"34225",125651,18,15
"34226",125652,16,15
"34227",125653,17,16
"34228",125654,21,21
"34229",125655,17,17
"34230",125656,17,17
"34231",125657,17,16
"34232",125658,30,30
"34233",125659,33,33
"34234",125660,30,30
"34235",125661,20,20
"34236",125662,21,21
"34237",125663,30,30
"34238",125664,22,22
"34239",125665,20,20
"34240",125666,20,20
"34241",125667,19,19
"34242",125668,19,19
"34243",125669,19,20
"34244",125670,19,19
"34245",125671,21,21
"34246",125672,25,25
"34247",125673,17,17
"34248",125674,17,17
"34249",125675,18,18
"34250",125676,18,18
"34251",125677,18,18
"34252",125678,18,18
"34253",125679,22,22
"34254",125680,28,28
"34255",125681,34,34
"34256",125682,34,34
"34257",125683,24,24
"34258",125684,36,36
"34259",125685,36,36
"34260",125686,33,33
"34261",125687,31,31
"34262",125688,29,29
"34263",125689,31,31
"34264",125690,28,28
"34265",125691,33,33
"34266",125692,31,31
"34267",125693,30,30
"34268",125694,19,19
"34269",125695,21,21
"34270",125696,36,36
"34271",125697,32,32
"34272",125698,30,30
"34273",125699,35,35
"34274",125700,28,28
"34275",125701,34,34
"34276",125702,34,34
"34277",125703,31,31
"34278",125704,29,29
"34279",125705,29,29
"34280",125706,27,27
"34281",125707,31,31
"34282",125708,30,30
"34283",125709,29,29
"34284",125710,30,30
"34285",125711,34,34
"34286",125712,31,31
"34287",125713,30,30
"34288",125714,24,24
"34289",125715,30,30
"34290",125716,34,34
"34291",125717,32,32
"34292",125718,31,31
"34293",125719,20,20
"34294",125720,37,37
"34295",125721,36,36
"34296",125722,34,34
"34297",125723,32,32
"34298",125724,31,31
"34299",125725,34,34
"34300",125726,35,35
"34301",125727,36,36
"34302",125728,37,37
"34303",125729,36,36
"34304",125730,25,25
"34305",125731,19,19
"34306",125732,21,21
"34307",125733,23,23
"34308",125734,19,19
"34309",125735,21,21
"34310",125736,20,20
"34311",125737,20,20
"34312",125738,20,20
"34313",125739,20,20
"34314",125740,20,20
"34315",125741,21,21
"34316",125742,22,22
"34317",125743,38,38
"34318",125744,37,37
"34319",125745,27,27
"34320",125746,19,19
"34321",125747,28,28
"34322",125748,34,34
"34323",125749,33,33
"34324",125750,28,28
"34325",125751,31,31
"34326",125752,32,32
"34327",125753,33,33
"34328",125754,33,33
"34329",125755,35,35
"34330",125756,30,30
"34331",125757,26,26
"34332",125758,28,28
"34333",125759,25,25
"34334",125760,29,29
"34335",125761,34,34
"34336",125762,35,35
"34337",125763,23,23
"34338",125764,24,24
"34339",125765,22,22
"34340",125766,20,20
"34341",125767,20,20
"34342",125768,20,20
"34343",125769,20,20
"34344",125770,21,21
"34345",125771,21,21
"34346",125772,21,21
"34347",125773,20,20
"34348",125774,19,19
"34349",125775,20,20
"34350",125776,19,19
"34351",125777,21,21
"34352",125778,22,22
"34353",125779,21,21
"34354",125780,19,19
"34355",125781,19,19
"34356",125782,25,25
"34357",125783,24,24
"34358",125784,0,0
"34359",125838,0,0
"34360",125839,0,0
"34361",125840,0,0
"34362",125841,0,0
"34363",125842,0,0
"34364",125843,0,0
"34365",125844,0,0
"34366",125845,22,22
"34367",125846,21,21
"34368",125847,20,20
"34369",125848,20,20
"34370",125849,21,21
"34371",125850,22,22
"34372",125851,22,22
"34373",125852,20,20
"34374",125853,20,20
"34375",125854,20,20
"34376",125855,20,20
"34377",125856,19,19
"34378",125857,20,20
"34379",125858,22,22
"34380",125859,19,19
"34381",125860,22,22
"34382",125861,22,22
"34383",125862,21,21
"34384",125863,20,20
"34385",125864,20,20
"34386",125865,20,20
"34387",125866,22,22
"34388",125867,23,23
"34389",125868,23,23
"34390",125869,21,21
"34391",125870,23,23
"34392",125871,23,23
"34393",125872,23,23
"34394",125873,22,22
"34395",125874,22,22
"34396",125875,20,20
"34397",125876,22,22
"34398",125877,21,21
"34399",125878,22,22
"34400",125879,21,21
"34401",125880,20,20
"34402",125881,20,20
"34403",125882,0,0
"34404",126140,0,0
"34405",126141,31,31
"34406",126142,24,24
"34407",126143,26,26
"34408",126144,27,27
"34409",126145,29,29
"34410",126146,31,31
"34411",126147,25,25
"34412",126148,23,23
"34413",126149,23,23
"34414",126150,20,20
"34415",126151,20,20
"34416",126152,22,22
"34417",126153,21,21
"34418",126154,22,22
"34419",126155,24,24
"34420",126156,24,24
"34421",126157,24,24
"34422",126158,24,24
"34423",126159,24,24
"34424",126160,22,22
"34425",126161,22,22
"34426",126162,26,26
"34427",126163,24,24
"34428",126164,22,22
"34429",126165,22,22
"34430",126166,22,22
"34431",126167,20,20
"34432",126168,20,20
"34433",126169,22,22
"34434",126170,23,23
"34435",126171,24,24
"34436",126172,20,20
"34437",126173,21,21
"34438",126174,27,27
"34439",126175,28,28
"34440",126176,21,21
"34441",126177,20,20
"34442",126178,21,21
"34443",126179,18,18
"34444",126180,21,21
"34445",126181,20,20
"34446",126182,19,19
"34447",126183,19,19
"34448",126184,20,20
"34449",126185,20,20
"34450",126186,18,18
"34451",126187,18,18
"34452",126188,19,19
"34453",126189,19,19
"34454",126190,19,19
"34455",126191,20,20
"34456",126192,18,18
"34457",126193,19,19
"34458",126194,18,18
"34459",126195,18,18
"34460",126196,19,19
"34461",126197,18,18
"34462",126198,18,18
"34463",126199,19,19
"34464",126200,20,20
"34465",126201,21,21
"34466",126202,22,22
"34467",126203,22,22
"34468",126204,23,23
"34469",126205,23,23
"34470",126206,25,25
"34471",126207,24,24
"34472",126208,19,18
"34473",126209,21,21
"34474",126210,21,21
"34475",126211,20,20
"34476",126212,20,20
"34477",126213,20,20
"34478",126214,19,19
"34479",126215,19,19
"34480",126216,20,20
"34481",126217,21,21
"34482",126218,24,24
"34483",126219,22,22
"34484",126220,21,21
"34485",126221,19,19
"34486",126222,19,19
"34487",126223,18,18
"34488",126224,18,18
"34489",126225,19,19
"34490",126226,20,20
"34491",126227,21,21
"34492",126228,22,22
"34493",126229,21,21
"34494",126230,21,21
"34495",126231,22,21
"34496",126232,21,21
"34497",126233,21,21
"34498",126234,23,23
"34499",126235,22,22
"34500",126236,20,20
"34501",126237,19,19
"34502",126238,23,23
"34503",126239,25,25
"34504",126240,23,23
"34505",126241,21,21
"34506",126242,16,16
"34507",126243,17,17
"34508",126244,16,16
"34509",126245,24,24
"34510",126246,24,24
"34511",126247,23,23
"34512",126248,17,17
"34513",126249,16,15
"34514",126250,18,18
"34515",126251,19,19
"34516",126252,19,19
"34517",126253,19,19
"34518",126254,18,18
"34519",126255,19,19
"34520",126256,19,19
"34521",126257,20,20
"34522",126258,20,20
"34523",126259,20,20
"34524",126260,20,20
"34525",126261,20,20
"34526",126262,20,20
"34527",126263,19,19
"34528",126264,19,19
"34529",126265,20,20
"34530",126266,19,19
"34531",126267,21,20
"34532",126268,21,21
"34533",126269,19,19
"34534",126270,19,19
"34535",126271,16,15
"34536",126272,16,16
"34537",126273,16,16
"34538",126274,18,17
"34539",126275,19,19
"34540",126276,20,20
"34541",126277,22,22
"34542",126278,19,18
"34543",126279,20,20
"34544",126280,22,22
"34545",126281,23,23
