new2kid,tot_es,tot_es_ha
89398,3288220.89674545,18389.2115861333
89399,3175836.7701614,18812.8057469761
89400,3668775.51947109,19322.0567187417
89401,3433123.71289328,19513.3141763028
89402,1458965.96682726,18734.7154648766
89403,291827.900242704,16795.8503736808
89404,0,0
89405,0,0
89406,0,0
89407,0,0
89408,22380.7661827031,9947.0071923125
89409,489676.391115929,14782.6835053865
89410,1087965.2224089,19939.7978906557
89411,1785511.09215841,21431.4909786455
89412,290281.46279001,12865.6604006652
89413,275175.921967057,10952.2755011764
89414,0,0
89415,0,0
89416,0,0
89417,0,0
89418,0,0
89419,0,0
89420,0,0
89421,1017370.97666935,12717.1372083668
89422,30319.4405334481,12127.7762133793
89423,2243593.1225711,14628.1540183935
89424,245583.528179376,9774.46878325873
89425,0,0
89426,0,0
89427,0,0
89428,0,0
89429,388368.00017238,12865.1925522942
89430,0,0
89431,0,0
89432,437965.603677056,10764.1315803885
89433,0,0
89434,251199.736542574,8185.73479568468
89435,0,0
89436,0,0
89437,0,0
89438,0,0
89439,0,0
89440,0,0
89441,0,0
89442,0,0
89443,0,0
89444,0,0
89445,0,0
89446,0,0
89447,0,0
89448,13749.8782355124,8799.92207072794
89449,944315.393611543,10391.3660920115
89450,397035.504148796,9654.35876349656
89451,31206.4686362829,7801.61715907073
89452,0,0
89453,0,0
89454,0,0
89455,0,0
89456,0,0
89457,0,0
89458,0,0
89459,362.625630175172,2901.00504140138
89460,29373.1983593871,3112.39187914035
89461,121324.977106866,3747.48964036653
89462,34435.2650437305,3880.02986408231
89463,0,0
89464,0,0
89465,0,0
89466,0,0
89467,59130.3320572322,6143.41112282932
89468,24434.0490364656,5584.92549404928
89469,196127.591928649,6648.39294673387
89470,70516.5896083438,7521.76955822334
89471,1951951.01115331,10885.7498007853
89472,2904957.19567372,13015.7701290337
89473,1024173.95486851,13398.8416008963
89474,3442051.76139416,13184.7805080935
89475,2860578.62764528,12515.5203834631
89480,1182455.808281,12166.7478665569
89481,2920599.82330222,12213.6950268781
89482,3181214.53518915,12378.2666738877
89486,2624812.18374249,11125.0317721536
89487,2181892.74486224,11866.1740033297
89488,997929.008580544,12310.6122878093
89489,92935.317796308,11180.1886070746
89490,448593.341509595,11708.7984733336
89491,751548.649822157,12738.1127088501
89494,2287651.65734429,12107.9809849516
89495,848144.7588097,12148.8953813386
89496,872287.897178482,10415.377876758
89497,55221.4407412834,9709.26430615972
89498,0,0
89499,1168330.6062215,13108.8988075344
89500,1143250.94032565,11748.2434458641
89501,68324.0076898096,8281.6979017951
89502,237940.314190755,7981.22647180728
89503,456672.888860523,7707.55930566283
89504,278371.612241793,7561.87741234072
89505,0,0
89506,0,0
89507,21257.4224645515,6540.74537370816
89508,25710.7094260335,6328.7900125621
89509,0,0
89510,0,0
89511,0,0
89512,0,0
89513,0,0
89514,0,0
89515,0,0
89516,12507.45032014,6900.66224559451
89517,0,0
89518,0,0
89519,0,0
89520,67808.2376412902,6164.38524011729
89521,0,0
89522,0,0
89523,0,0
89524,0,0
89525,0,0
89526,0,0
89527,0,0
89528,9883.1369299765,7906.5095439812
89529,12694.9306259144,8124.75560058523
89530,0,0
89531,177458.38575456,8425.32395273876
89532,44264.9446064941,8140.67946786099
89718,4692657.95598937,14762.5889295773
89719,3375296.60457728,12701.0220303943
89720,4680653.23645912,14114.29547368
89721,4740161.27051358,14432.4605762545
89722,5430138.13683681,15589.8457185338
89723,4965541.22462951,15569.0103065005
89724,5659211.89518381,17834.8218087337
89725,5832461.04854881,18194.4583304311
89726,5271307.65995991,18212.2484472811
89727,6150132.88627976,17637.9505611178
89728,6077064.78812104,17850.7502496671
89729,5849598.07146864,17239.5596138328
89730,6281412.83110056,18420.5654870984
89731,5268435.0168423,17284.182954578
89732,5711944.69691971,17253.3726922249
89733,5422088.51523213,16858.4174589417
89734,6437535.04485352,17792.4616890061
89735,4328655.51255615,18370.9517774266
89736,4884666.37580921,16982.7601071159
89737,3510159.02149032,15093.4007911435
89738,1316947.93798299,12617.4652740886
89739,1936201.99987992,17783.7152687019
89740,1754767.05889319,16332.9103794596
89741,3484603.40050928,16174.5443597762
89742,4135394.2703462,15521.0669306918
89743,2539077.27285029,13632.6296528875
89744,2284122.55975096,14314.9083258971
89745,4511215.14292872,14940.8905582404
89746,3880765.76891081,12818.3840426451
89747,5570339.85263223,20059.742885914
89748,3260943.42252189,11065.7677116331
89749,3875354.02220369,11259.4269757144
89750,5014226.16634184,15246.6017980748
89751,5063823.42536026,15056.899239131
89752,4756479.31972644,13493.5583538339
89753,4737465.54122809,14621.8072260126
89754,5243940.57376151,15830.7639962612
89755,5724366.48869508,16839.4675159259
89756,5565743.32063817,17138.5475616264
89757,5405243.12578586,18322.8580535114
89758,6243676.47529631,18959.7311832873
89759,6015970.1591981,19109.6927828409
89760,5679007.76420715,19005.2550151254
89761,6665161.42458162,19407.2034200739
89762,6530211.76234786,20209.5528428561
89763,5866678.3007514,18970.6654834322
89764,5830668.63628945,17215.4822256193
89765,5477869.55001913,14765.147035092
89766,2291243.73687006,11248.8185915683
89767,4533941.68662564,25963.8750844704
89768,6611496.81629584,46683.1196208003
89769,4725505.87600737,39626.8836562463
89770,5124309.40835478,26036.5038214279
89771,0,0
89772,0,0
89773,2380681.8102567,13464.4429000026
89774,4316426.65647424,15821.9533799743
89793,667842.247807354,15853.821906406
89794,0,0
89795,571390.215348825,13079.0321109888
89796,1243718.25566489,14203.7773666226
89797,4000017.6872915,15786.9469651366
89798,2252936.43030113,15741.040561056
89799,1454092.86511322,16535.5265400224
89800,2965618.04643049,15577.7704343033
89801,1628042.34351204,12321.9855705736
89802,143431.664864335,11033.2049895643
89803,790037.941597994,12224.9584773384
89804,1736292.65191949,15695.3008083118
89805,3112381.52168187,16863.5639508669
89806,1878566.67258328,15549.4396075181
89807,404443.369093587,12373.028499995
89808,0,0
89809,0,0
89810,46901.9186802376,11725.4796700594
89811,2441811.60319555,14181.1200185586
89812,5550125.39845851,16023.4583860224
89813,5485250.33222781,15555.4777234394
89814,6259607.30020255,19420.9262755945
89815,6872746.87363571,21905.1693183608
89816,6423048.11845578,22827.3589283191
89817,6053513.05674238,25124.8272134574
89818,6793188.18947628,20217.8219924889
89819,5859358.35157222,19156.0550930028
89820,7178333.04482211,23406.0176721324
89821,4446836.61739244,20247.4063398632
