new2kid,rec,rec_ha
101550,0,0
101551,0,0
101552,0,0
101553,0,0
101554,0,0
101555,0,0
101556,0,0
101557,0,0
101558,-4280.28819999282,-34.0888919506081
101559,-1112.10965544226,-5.64343481520087
101560,0,0
101561,0,0
101562,0,0
101563,0,0
101564,0,0
101565,0,0
101566,0,0
101567,0,0
101568,0,0
101569,0,0
101570,-3293.07235943741,-3099.2163751705
101571,0,0
101572,-2519.75646909546,-177.603354285656
101573,0,0
101574,0,0
101575,0,0
101576,0,0
101577,0,0
101578,0,0
101579,-55580.4373365168,-213.411765455929
101580,-24795.3700673852,-68.3538802684636
101581,64.227185992743,0.195590973712198
101582,-861.901025956325,-3.54327246025211
101583,-3580.45864670036,-67.1597709488734
101584,-478.889996815281,-4.7473605632246
101585,0,0
101586,-1022.87908458324,-4.13806878454532
101587,0,0
101588,-2101.38738430823,-9.06991931292048
101589,-6911.77812203246,-27.7930202860274
101590,-12351.3574349828,-54.5013014229799
101591,-197488.711145227,-2404.73316462985
101640,18559.135395039,72.8702105581488
101641,26274.6539086065,158.879237542594
101642,2236.40065311373,795.15054065305
101643,0,0
101644,18880.9560900977,350.865292391787
101645,13002.0652917041,259.716400616911
101646,772.492464110988,6.44078909491638
101647,-14507.9519256696,-94.2456985035136
101648,0,0
101649,-15294.9424010058,-119.14268666801
101650,0,0
101651,-21137.85504191,-174.153285618208
101652,-18858.0094864675,-88.353757276859
101653,-1327.41574466633,-238.634393338725
101654,454.513199839519,161.601820355023
101655,0,0
101656,0,0
101657,-30308.6367090731,-5913.88033347768
101658,-5445.37690657718,-156.983612465486
101659,-20324.7100486194,-429.017626356083
101660,0,0
101661,891.614365795506,9.46637178475824
101662,6056.70675781536,34.2670820809921
101663,1748.83754701291,5.48439842261988
101664,291778.088086306,883.84123615693
101665,112964.678065902,561.66403015986
101666,-20914.5337977317,-79.4851640768902
101667,0,0
101668,8465.09383784226,24.9569709673667
101669,0,0
101670,0,0
101671,0,0
101672,0,0
101673,0,0
101674,0,0
101675,4490.03404948135,12.3991275097863
101676,17199.7405159022,47.7190584496597
101677,396.608283766403,1.84147781203205
101683,0,0
101684,0,0
101685,0,0
101686,0,0
101687,0,0
101688,0,0
101689,0,0
101690,0,0
101691,0,0
101692,0,0
101693,0,0
101694,0,0
101695,0,0
101696,0,0
101697,0,0
101698,0,0
101699,0,0
101700,0,0
101701,0,0
101702,0,0
101703,0,0
101704,0,0
101705,0,0
101706,0,0
101707,0,0
101708,0,0
101709,0,0
101710,0,0
101711,0,0
101712,0,0
101713,0,0
101714,0,0
101715,0,0
101716,0,0
101717,0,0
101718,0,0
101719,0,0
101720,0,0
101721,0,0
101722,0,0
101723,0,0
101724,0,0
101725,0,0
101726,0,0
101727,0,0
101728,0,0
101729,0,0
101730,0,0
101731,0,0
101732,0,0
101733,0,0
101734,0,0
101735,0,0
101736,0,0
101737,0,0
101738,0,0
101741,0,0
101742,0,0
101743,0,0
101744,0,0
101745,0,0
101746,0,0
101747,0,0
101748,0,0
101749,0,0
101750,0,0
101751,0,0
101752,0,0
101753,0,0
101754,0,0
101755,0,0
101756,0,0
101757,0,0
101758,0,0
101759,0,0
101760,0,0
101761,0,0
101762,0,0
101763,0,0
101764,0,0
101765,0,0
101766,0,0
101767,0,0
101768,0,0
101769,0,0
101770,0,0
101771,0,0
101772,0,0
101773,0,0
101774,0,0
101775,0,0
101776,0,0
101777,0,0
101778,0,0
101779,0,0
101780,0,0
101781,0,0
101782,0,0
101783,0,0
101784,0,0
101785,0,0
101786,0,0
101787,0,0
101788,0,0
101789,0,0
101790,0,0
101791,0,0
101792,0,0
101793,0,0
101794,0,0
101795,0,0
101796,0,0
101797,0,0
101798,0,0
101799,0,0
101800,0,0
101801,0,0
101802,0,0
101803,0,0
101804,0,0
101805,0,0
101806,0,0
101807,0,0
101808,0,0
101809,0,0
101810,0,0
101811,0,0
101812,0,0
101813,0,0
101814,0,0
101815,0,0
101816,0,0
101817,0,0
101818,0,0
101819,0,0
101820,0,0
101821,0,0
101822,0,0
101823,0,0
101824,0,0
101825,0,0
101826,0,0
101827,0,0
101828,0,0
101829,0,0
101830,0,0
101831,0,0
101832,0,0
101833,0,0
101834,0,0
101862,0,0
101863,0,0
101864,0,0
101865,0,0
101866,0,0
101867,0,0
101868,0,0
101869,0,0
101870,0,0
101871,0,0
101872,0,0
101873,0,0
101874,0,0
101875,0,0
101876,0,0
101877,0,0
101878,0,0
101879,0,0
101880,0,0
101881,0,0
101882,0,0
101883,0,0
101884,0,0
102094,263967.740992826,777.375894346494
102095,43570.3119043871,173.371015113997
102096,30885.5857117438,115.784763680389
102097,9579.8031307599,35.2360574924502
102098,5436.12605039023,22.5331649757108
102099,-43122.3408169167,-370.347373479747
102100,0,0
102101,0,0
102102,4325.7952567079,14.4796493948382
102103,34972.933244217,121.486524513129
102104,-22835.1344071895,-99.6351433888511
102105,0,0
102106,0,0
102107,36620.1220227871,123.84735854718
102108,3669.46798307079,16.0151357689942
102109,4887.45117389979,21.0779565451204
102110,37667.8448523187,241.267220831505
102111,9440.67541459612,29.3701697720012
102112,0,0
102113,0,0
102114,0,0
102115,0,0
102116,33638.5378824183,97.6445221550604
102117,0,0
102118,-66244.4278164014,-500.666246825425
102119,-667652.479118685,-71693.841012256
102120,0,0
102121,1135.7854718382,3.76789644103132
102134,15699.1981414483,83.2296786822974
102135,0,0
102136,-35976.4950974245,-185.445851017652
102137,-111655.989279253,-525.131048932405
102138,0,0
102139,0,0
102140,0,0
102141,-516223.351563887,-4015.34779423624
102142,-438497.592400863,-3912.97175015974
102143,0,0
102144,-17408.4650523973,-216.758962981468
102145,-32484.3524456105,-276.168777433458
102146,-49063.7287517047,-307.007983739104
102147,-49986.4246001623,-3570.45890001159
102148,-81673.4674296974,-1792.55698879227
102149,1411.91966595667,15.4202746205372
102150,-45886.5722887786,-368.937264633395
102151,-8274.04553433591,-312.228133371166
102152,0,0
102153,-27174.9066102355,-1256.64308024211
102154,-22802.4851301258,-6080.66270136689
102155,1291.47603926944,72.2504077912973
102156,-33154.6013881397,-1353.2490362506
102157,0,0
102158,-36074.5430160097,-766.523340023219
102159,-102527.833376792,-427.867849251089
102160,-39832.8882860908,-143.47731035062
102161,-5944.05569391326,-35.8345482677514
102162,-3300.12838258341,-21.9825371029703
102163,-519.434643444676,-2.64933126415359
102164,0,0
102165,3126.33167543097,9.87392554419571
102166,41913.8375394789,133.616515986939
102167,6626.24136449184,20.2405234501469
102168,0,0
102169,11129.7675042659,30.5972989807996
102170,1540.41446264923,5.31979865023715
102171,22480.8262600636,97.3459113083325
102172,32092.5620648952,305.825341499732
102173,0,0
102174,0,0
102175,-487.314718806631,-51.9802366727073
102176,0,0
102177,-199.129178479849,-93.7078486963996
102178,34.4429797638953,0.816425219380961
102179,3599.39935983019,19.5287806491212
102180,4156.96679547458,21.4899681859834
102181,687.924140838176,2.99830668884921
102182,281.552287762656,2.56685729385565
102183,276.601524749552,0.905591093005924
102184,0,0
102185,0,0
102186,0,0
102187,0,0
102188,0,0
102189,0,0
102190,0,0
102191,-1168.7841922997,-1558.37892306626
102192,0,0
102193,0,0
102194,0,0
102195,0,0
102196,708.429502560741,2.56561159822812
102197,-23606.7600987155,-115.365962608261
102198,-8353.96852634971,-56.3030734716072
102199,85.0955246945876,0.390794602500976
102200,0,0
102201,0,0
102202,0,0
102203,0,0
102204,0,0
102205,0,0
102206,0,0
102207,0,0
102208,-2802.54179605739,-12.3630159488573
102209,-27332.3197210734,-165.337233749485
102210,-2893.68594493798,-30.1621830548933
102211,-1017.30012315937,-31.8527915622637
102212,0,0
102213,-325.290045342618,-1.10244436422927
102214,-94.1174407346746,-4.73546871621005
102215,0,0
102216,0,0
102217,0,0
102218,0,0
102219,0,0
102220,0,0
102221,0,0
102222,-5147.56366962644,-271.817825939809
102223,0,0
102224,31.49462508303,1.92333588293313
102225,0,0
102226,0,0
102227,0,0
102228,10090.692153886,33.6426437899689
102229,1188.29090160658,5.05924811753734
102230,0,0
102231,-1163.3491128082,-45.1786063226486
102232,-210.858950410854,-187.430178142981
102233,-377.631269210229,-16.3300008307126
102234,-3199.40524721059,-15.8337368661862
102235,-19658.6354988291,-97.986968218463
102236,-784.021457472683,-2.77284335092019
102237,892.520107565671,5.02828229614463
102238,0,0
102239,-28251.1580683402,-115.813076208809
102240,-71926.688444328,-705.163612199294
102289,124504.748168659,484.218758069652
102290,-6425.77694954199,-26.525395044549
102291,207.957868245011,0.779233229957886
102292,48963.7475538812,382.156078469317
102293,7129.2966623049,140.999547338987
102294,28.4422282334794,26.7678963187421
102295,0,0
102296,605.066673284823,248.227389503732
102297,-461.066348692461,-19.9919934565978
102298,-2525.81502085835,-112.885587524396
102299,-8205.80690745302,-51.3263919152652
102300,-116671.598446509,-1179.24487160344
102301,0,0
102302,-1649.13202818417,-26.021807150835
102303,-45.381077291036,-2.48663437211156
102304,-24.2417188965696,-27.7048215960796
102305,-682.175728022786,-36.9992611829004
102306,-17616.6181946103,-17616.6181946103
102307,0,0
102308,-1215.95663971779,-93.0872333286983
102309,-826.241525365318,-69.5782337149741
102310,-35298.6847780121,-194.818489338876
102311,2045.26972388075,11.5592745795381
102312,0,0
102313,10246.6475793951,33.4243291602158
102314,-39848.2006065652,-123.369042125589
102315,23336.6323079475,77.4820616189067
102316,12143.143298643,49.5511994739425
102317,0,0
102318,649.673641122848,1.93860094329831
102319,0,0
102320,0,0
102321,0,0
102322,0,0
102323,0,0
102324,0,0
102325,0,0
102326,11423.8610098405,29.5859139134749
102327,-172.500435116013,-1.36905107234931
102333,0,0
102334,0,0
102335,0,0
102336,0,0
102337,0,0
102338,0,0
102339,0,0
102340,0,0
102341,0,0
102342,0,0
102343,0,0
102344,0,0
102345,0,0
102346,0,0
102347,0,0
102348,0,0
102349,0,0
102350,0,0
102351,0,0
102352,0,0
102353,0,0
102354,0,0
102355,0,0
102356,0,0
102357,0,0
102358,0,0
102359,0,0
102360,0,0
102361,0,0
102362,0,0
102363,0,0
102364,0,0
102365,0,0
102366,0,0
102367,0,0
102368,0,0
102369,0,0
102370,0,0
102371,0,0
102372,0,0
102373,0,0
102374,0,0
102375,0,0
102376,0,0
102377,0,0
102378,0,0
102379,0,0
102380,0,0
102381,0,0
102382,0,0
102383,0,0
102384,0,0
102385,0,0
102386,0,0
102387,0,0
102388,0,0
102391,0,0
102392,0,0
102393,0,0
102394,0,0
102395,0,0
102396,0,0
102397,0,0
102398,0,0
102399,0,0
102400,0,0
102401,0,0
102402,0,0
102403,0,0
102404,0,0
102405,0,0
102406,0,0
102407,0,0
102408,0,0
102409,0,0
102410,0,0
102411,0,0
102412,0,0
102413,0,0
102414,0,0
102415,0,0
102416,0,0
102417,0,0
102418,0,0
102419,0,0
102420,0,0
102421,0,0
102422,0,0
102423,0,0
102424,0,0
102425,0,0
102426,0,0
102427,0,0
102428,0,0
102429,0,0
102430,0,0
102431,0,0
102432,0,0
102433,0,0
102434,0,0
102435,0,0
102436,0,0
102437,0,0
102438,0,0
102439,0,0
102440,0,0
102441,0,0
102442,0,0
102443,0,0
102444,0,0
102445,0,0
102446,0,0
102447,0,0
102448,0,0
102449,0,0
102450,0,0
102451,0,0
102452,0,0
102453,0,0
102454,0,0
102455,0,0
102456,0,0
102457,0,0
102458,0,0
102459,0,0
102460,0,0
102461,0,0
102462,0,0
102463,0,0
102464,0,0
102465,0,0
102466,0,0
102467,0,0
102468,0,0
102469,0,0
102470,0,0
102471,0,0
102472,0,0
102473,0,0
102474,0,0
102475,0,0
102476,0,0
102477,0,0
102478,0,0
102479,0,0
102480,0,0
102481,0,0
102482,0,0
102483,0,0
102484,0,0
102514,0,0
102515,0,0
102516,0,0
102517,0,0
102518,0,0
102519,0,0
102520,0,0
102521,0,0
102522,0,0
102523,0,0
102524,0,0
102525,0,0
102526,0,0
102527,0,0
102528,0,0
102529,0,0
102530,0,0
102531,0,0
102532,0,0
102533,0,0
102534,0,0
102744,193420.837643351,509.253413673011
102745,0,0
102746,34445.8572587489,114.295669046035
102747,5040.00978358601,18.7360958497621
102748,1267.52953232461,4.11285119182981
102749,-7168.51087500732,-34.5158430296246
102750,52911.3490109904,307.847848791217
102751,0,0
102752,0,0
102753,906.959730270921,2.96452570229094
102754,196.563123736347,0.589836830416646
102755,0,0
102756,0,0
102757,8253.57075633035,26.4643551305181
102758,0,0
102759,0,0
102760,0,0
102761,44326.2520559752,164.171303911019
102762,194900.657631315,598.773141724469
102763,99109.9799500106,293.496102980434
102764,0,0
102765,0,0
102766,-12156.1766521589,-38.0475012587134
102767,-174258.945662094,-4733.68309617492
102768,-41276.6210177207,-868.981495109908
102769,-573275.300608309,-8596.43667533609
102770,0,0
102771,0,0
102772,1668.34994892938,7.84644302847447
102784,-2581.61621481009,-10.7791908760338
102785,-33714.9690158633,-669.279781952621
102786,0,0
102787,-1618.63576542869,-17.8239215331878
102788,0,0
102789,0,0
102790,0,0
102791,-29743.5484090201,-676.950544785044
102792,-82440.8498535808,-554.224200696341
102793,-488691.690229445,-4538.05189392316
102794,-47397.1059256035,-435.584920357105
102795,-32421.1370228158,-184.867495497168
102796,-40069.2281732679,-208.490238692714
102797,-74701.7770337644,-541.071978127047
102798,0,0
102799,-36761.6983231715,-165.967035319059
102800,-40725.6075424202,-219.323307041426
102801,-23831.1674527278,-404.346082467421
102802,-13594.6432355006,-407.330134397021
102803,-591.260406132199,-31.9600219530918
102804,0,0
102805,0,0
102806,-25358.1100446187,-2617.59784926206
102807,0,0
102808,-221.99700480947,-7.30854336821301
102809,-90985.8354830602,-549.970883170478
102810,-10172.7343582248,-51.9679916128983
102811,0,0
102812,-515.50730918604,-9.14425382148187
102813,-2203.12978589305,-21.5860742837902
102814,-1942.41442716529,-37.8545682716078
102815,-2729.00410798928,-11.6967737397293
102816,-5169.73294648596,-18.4550930709004
102817,-397.930450576465,-1.56127690270315
102818,525.305184781039,1.66829753007079
102819,9933.27787075654,33.6578665675783
102820,702.725643189674,2.28528664451927
102821,24668.2309736629,79.462780754657
102822,68299.9060787018,336.245691464378
102823,0,0
102824,34.680113512825,0.420683456905561
102825,0,0
102826,0,0
102827,0,0
102828,0,0
102829,0,0
102830,0,0
102831,0,0
102832,0,0
102833,138.787958403298,2.15383667447471
102834,0,0
102835,0,0
102836,0,0
102837,0,0
102838,0,0
102839,0,0
102840,-893.234373536499,-649.624998935635
102841,0,0
102842,0,0
102843,0,0
102844,0,0
102845,0,0
102846,0,0
102847,454.262704924903,1.78799553466224
102848,503.749840853543,2.12328700043643
102849,-749.760520212229,-2.81072359967096
102850,-619.943968894331,-3.02780937188928
102851,0,0
102852,0,0
102853,0,0
102854,-3535.58915178623,-21.7157040522136
102855,0,0
102856,0,0
102857,0,0
102858,0,0
102859,0,0
102860,-3059.95218759609,-21.1122113461701
102861,-2435.19656069988,-21.1067957590456
102862,0,0
102863,0,0
102864,-561.886045061089,-24.1022987644462
102865,-675.31354962913,-831.103993143966
102866,-4515.47627090368,-776.849450052675
102867,0,0
102868,0,0
102869,0,0
102870,-18232.0994008279,-13259.7086551475
102871,-8213.21402024613,-83.8083063290422
102872,-16526.1398455378,-284.93344561272
102873,0,0
102874,0,0
102875,0,0
102876,-91.1898104488173,-28.6081192291312
102877,82.6977071115953,16.7487330987221
102878,362.150432631125,77.257934876668
102879,-5761.98805351749,-365.840511334444
102880,-18082.2319831485,-3571.76363357369
102881,-2281.82814036526,-1738.46949858311
102882,-5269.20227846766,-39.5808621856726
102883,-927.330679682219,-4.86308980152202
102884,-11869.5661877339,-46.8573948970703
102885,-6384.01249101624,-27.7038724418666
102886,-11837.9161223612,-46.8712250583516
102887,-5461.55089679055,-37.8617046571268
102888,11041.2397516354,43.9233804142633
102889,10096.8208651341,40.4885047223421
102939,24277.8216021813,120.298869431962
102940,252490.583395534,765.848098891007
102941,-52018.6612310846,-261.564607070193
102942,18965.5402995299,71.1485551872529
102943,85650.5746900391,326.988531006872
102944,68911.8112424977,836.562200212415
102945,0,0
102946,-142.18960206764,-16.2502402363017
102947,0,0
102948,-348.482893953431,-97.8183868165867
102949,-13183.9741173066,-538.121392543128
102950,-10007.0543654134,-205.009866630884
102951,-781.177238315606,-43.5498291748654
102952,-86.26681050281,-60.0096069721471
102953,0,0
102954,0,0
102955,0,0
102956,0,0
102957,0,0
102958,-19263.9176827507,-332.853869248392
102959,0,0
102960,-135.30475373098,-26.4009275572644
102961,-54065.6840682607,-12357.8706441739
102962,1302.35634830279,8.62130520306182
102963,-58457.2547254328,-1001.40907452562
102964,38152.4586806427,206.090256208738
102965,7414.17259069293,33.2753814392095
102966,409.266132043028,1.61446205934133
102967,245.425173288971,1.03746418564126
102968,1001.30293034922,3.05624702128722
102969,35539.4431837994,96.4271686957869
102970,1517.51183659764,4.07522480455894
102971,0,0
102972,0,0
102973,0,0
102974,0,0
102975,0,0
102976,0,0
102979,1618.01315031711,11.7780757074949
102982,0,0
102983,0,0
102984,0,0
102985,0,0
102986,0,0
102987,0,0
102988,0,0
102989,0,0
102990,0,0
102991,0,0
102992,0,0
102993,0,0
102994,0,0
102995,0,0
102996,0,0
102997,0,0
102998,0,0
102999,0,0
103000,0,0
103001,0,0
103002,0,0
103003,0,0
103004,0,0
103005,0,0
103006,0,0
103007,0,0
103008,0,0
103009,0,0
103010,0,0
103011,0,0
103012,0,0
103013,0,0
103014,0,0
103015,0,0
103016,0,0
103017,0,0
103018,0,0
103019,0,0
103020,0,0
103021,0,0
103022,0,0
103023,0,0
103024,0,0
103025,0,0
103026,0,0
103027,0,0
103028,0,0
103029,0,0
103030,0,0
103031,0,0
103032,0,0
103033,0,0
103034,0,0
103035,0,0
103036,0,0
103037,0,0
103038,0,0
103042,0,0
103043,0,0
103044,0,0
103045,0,0
103046,0,0
103047,0,0
103048,0,0
103049,0,0
103050,0,0
103051,0,0
103052,0,0
103053,0,0
103054,0,0
103055,0,0
103056,0,0
103057,0,0
103058,0,0
103059,0,0
103060,0,0
103061,0,0
103062,0,0
103063,0,0
103064,0,0
103065,0,0
103066,0,0
103067,0,0
103068,0,0
103069,0,0
103070,0,0
103071,0,0
103072,0,0
103073,0,0
103074,0,0
103075,0,0
103076,0,0
103077,0,0
103078,0,0
103079,0,0
103080,0,0
103081,0,0
103082,0,0
103083,0,0
103084,0,0
103085,0,0
103086,0,0
103087,0,0
103088,0,0
103089,0,0
103090,0,0
103091,0,0
103092,0,0
103093,0,0
103094,0,0
103095,0,0
103096,0,0
103097,0,0
103098,0,0
103099,0,0
103100,0,0
103101,0,0
103102,0,0
103103,0,0
103104,0,0
103105,0,0
103106,0,0
103107,0,0
103108,0,0
103109,0,0
103110,0,0
103111,0,0
103112,0,0
103113,0,0
103114,0,0
103115,0,0
103116,0,0
103117,0,0
103118,0,0
103119,0,0
103120,0,0
103121,0,0
103122,0,0
103123,0,0
103124,0,0
103125,0,0
103126,0,0
103127,0,0
103128,0,0
103129,0,0
103130,0,0
103131,0,0
103132,0,0
103133,0,0
103134,0,0
103165,0,0
103166,0,0
103167,0,0
103168,0,0
103169,0,0
103170,0,0
103171,0,0
103172,0,0
103173,0,0
103174,0,0
103175,0,0
103176,0,0
103177,0,0
103178,0,0
103179,0,0
103180,0,0
103181,0,0
103182,0,0
103183,0,0
103184,0,0
103394,196734.428097756,591.905011200468
103395,28873.0832915117,91.0643129928518
103396,-226.752400031103,-0.875491892011979
103397,0,0
103398,3959.09886279145,12.4085351376758
103399,-3623.2614753375,-15.3528028615996
103400,51747.5705208777,153.696121287757
103401,0,0
103402,0,0
103403,26094.8370451851,88.2700618864612
103404,3567.22605741409,11.4357058244962
103405,0,0
103406,0,0
103407,0,0
103408,0,0
103409,0,0
103410,0,0
103411,123375.72154761,402.673578787164
103412,114362.106036401,475.271090021408
103413,0,0
103414,0,0
103415,29771.4723654401,89.7914205492753
103416,-94278.6185595214,-516.241580065826
103417,-523051.435031023,-2467.95074790202
103418,-57148.7098586777,-306.632916746762
103419,15129.919608289,48.0887393191545
103420,300796.746741991,887.960875991118
103421,4145.71182663751,14.0950678338717
103422,7309.20982418916,25.5399294070939
103437,0,0
103438,0,0
103439,0,0
103440,0,0
103441,-52893.0494024784,-572.977882232463
103442,-78767.8648014671,-379.718449246374
103443,-683396.881198987,-4529.55679336528
103444,-67091.1317132114,-349.888561737739
103445,-26112.9413458122,-173.363925947301
103446,-8775.89211566629,-41.2376625141059
103447,0,0
103448,0,0
103449,-82428.6227653668,-548.153767350735
103450,-3158.109194989,-22.5881667632054
103451,-22661.6558518308,-444.890966523337
103452,0,0
103453,0,0
103454,-5.62268677066131,-0.181743117042601
103455,406.052161199955,35.3088835826048
103456,-661.941857951098,-179.507222397282
103457,0,0
103458,-69252.428674394,-354.45900793036
103459,-130862.350688568,-588.641310122023
103460,-99110.0437507466,-353.885386499361
103461,0,0
103462,0,0
103463,-1013.83302254528,-4.91704286968479
103464,-159055.305899877,-1495.23201786018
103465,-31049.4691417965,-1971.39486614581
103466,-18235.2694955353,-262.142050507569
103467,-12045.3130194194,-119.482276952814
103468,3228.80468327134,12.1412139175958
103469,7206.80018860786,25.5390437622349
103470,-15452.0411885689,-57.0054446420904
103471,-11324.893624906,-32.2474234206366
103472,513.640607505863,1.95579479297806
103473,0,0
103474,132.881823647911,0.978420798725235
103475,413.781325944145,6.49068746579051
103476,63.8321490023515,1.32294609331298
103477,0,0
103478,-93.3166258731072,-93.3166258731072
103479,-3637.07155334671,-34.8045124722173
103480,-442.620892877733,-17.8836724395044
103481,0,0
103482,0,0
103483,-844.487305367437,-67.2226025263531
103484,-581.964359560771,-21.6544877976101
103485,-1633.87655423634,-72.0164387179901
103486,-694.484507289004,-179.221808332646
103487,0,0
103488,0,0
103489,-89.721106856233,-7.25019045302893
103490,0,0
103491,0,0
103492,0,0
103493,0,0
103494,-1281.40185679948,-59.4271946870606
103495,-1638.55139801052,-5.44821744974404
103496,0,0
103497,-81.6354062607244,-0.29418164418279
103498,0,0
103499,2461.81499946978,7.9654264143934
103500,9494.55415160336,30.3522162125636
103501,0,0
103502,0,0
103503,0,0
103504,-1861.73060641578,-9.91930794778759
103505,0,0
103506,-3029.05189263078,-11.9577647954307
103507,0,0
103508,0,0
103509,0,0
103510,0,0
103511,0,0
103512,-193.90719229805,-0.864210327790754
103513,-248.03817632759,-1.03027279886849
103514,-1508.51561196508,-27.6158464432966
103515,-140.466663951314,-17.5583329939142
103516,-655.763754679808,-129.532301839944
103517,-5419.90114062359,-484.458271974077
103518,-30514.4338310127,-30514.4338310127
103519,0,0
103520,-16512.4295149027,-15540.3788197286
103521,-50286.6350616981,-455.340009459627
103522,0,0
103523,-5687.67457047344,-372.962266916291
103524,-1597.34201347778,-440.646072683525
103525,0,0
103526,-2934.01785846642,-19.3984651799433
103527,-2518.4666314811,-11.8376809940357
103528,0,0
103529,-23909.8729439941,-224.505849239382
103530,-26612.4380871137,-175.081829520485
103531,-10990.9278658301,-75.344835412717
103532,-39759.950295766,-227.037546299877
103533,0,0
103534,-8716.72640398483,-32.5706731582805
103535,50839.0715193228,555.997744026636
103536,-38738.5918904211,-443.360136084934
103537,-25226.3223867266,-276.074663603028
103538,9075.8980975985,52.3672295953091
103584,2199.02477538028,214.539002476124
103585,28112.2827271138,811.907082371516
103586,0,0
103587,0,0
103591,282115.856424928,1462.21332459611
103592,32943.419711614,133.848327929361
103593,14477.9288152931,44.3004065030341
103594,-19022.1124349805,-176.744366410969
103595,-42225.0205140139,-1816.12991458124
103596,-6200.68864944029,-135.719438872084
103597,-1089.43146640873,-43.0391827930701
103598,0,0
103599,0,0
103600,-6679.31524512507,-183.308571655478
103601,200.731652727451,16.1391634789369
103602,0,0
103603,-2633.16760778369,-55.8762357089376
103604,-139.155495995245,-6.72653339787673
103605,0,0
103606,0,0
103607,-7133.62345007326,-167.849963531135
103608,-1339.82753549519,-47.2185915593018
103609,0,0
103610,-456.709043872999,-21.3041622700821
103611,0,0
103612,-14210.1845058414,-514.395819215977
103613,-40610.8867702587,-2225.25406960322
103614,-37835.1299144048,-299.68419734182
103615,-3131.16074285631,-15.3019462082166
103616,8122.78879133627,30.7099765267912
103617,0,0
103618,0,0
103619,8861.36288042773,25.6154987523838
103620,6486.29461811051,18.6120362069168
103621,0,0
103622,0,0
103623,0,0
103624,0,0
103625,0,0
103626,0,0
103627,2984.59911997534,16.0300681757472
103629,289.149081195242,2.81924621799324
103630,3398.54351551575,24.0285802144887
103632,0,0
103633,0,0
103634,0,0
103635,0,0
103636,0,0
103637,0,0
103638,0,0
103639,0,0
103640,0,0
103641,0,0
103642,0,0
103643,0,0
103644,0,0
103645,0,0
103646,0,0
103647,0,0
103648,0,0
103649,0,0
103650,0,0
103651,0,0
103652,0,0
103653,0,0
103654,0,0
103655,0,0
103656,0,0
103657,0,0
103658,0,0
103659,0,0
103660,0,0
103661,0,0
103662,0,0
103663,0,0
103664,0,0
103665,0,0
103666,0,0
103667,0,0
103668,0,0
103669,0,0
103670,0,0
103671,0,0
103672,0,0
103673,0,0
103674,0,0
103675,0,0
103676,0,0
103677,0,0
103678,0,0
103679,0,0
103680,0,0
103681,0,0
103682,0,0
103683,0,0
103684,0,0
103685,0,0
103686,0,0
103687,0,0
103688,0,0
103692,0,0
103693,0,0
103694,0,0
103695,0,0
103696,0,0
103697,0,0
103698,0,0
103699,0,0
103700,0,0
103701,0,0
103702,0,0
103703,0,0
103704,0,0
103705,0,0
103706,0,0
103707,0,0
103708,0,0
103710,0,0
103711,0,0
103712,0,0
103713,0,0
103714,0,0
103715,0,0
103716,0,0
103717,0,0
103718,0,0
103719,0,0
103720,0,0
103721,0,0
103722,0,0
103723,0,0
103724,0,0
103725,0,0
103726,0,0
103727,0,0
103728,0,0
103729,0,0
103730,0,0
103731,0,0
103732,0,0
103733,0,0
103734,0,0
103735,0,0
103736,0,0
103737,0,0
103738,0,0
103739,0,0
103740,0,0
103741,0,0
103742,0,0
103743,0,0
103744,0,0
103745,0,0
103746,0,0
103747,0,0
103748,0,0
103749,0,0
103750,0,0
103751,0,0
103752,0,0
103753,0,0
103754,0,0
103755,0,0
103756,0,0
103757,0,0
103758,0,0
103759,0,0
103760,0,0
103761,0,0
103762,0,0
103763,0,0
103764,0,0
103765,0,0
103766,0,0
103767,0,0
103768,0,0
103769,0,0
103770,0,0
103771,0,0
103772,0,0
103773,0,0
103774,0,0
103775,0,0
103776,0,0
103777,0,0
103778,0,0
103779,0,0
103780,0,0
103781,0,0
103782,0,0
103783,0,0
103784,0,0
103785,0,0
103816,0,0
103817,0,0
103818,0,0
103819,0,0
103820,0,0
103821,0,0
103822,0,0
103823,0,0
103824,0,0
103825,0,0
103826,0,0
103827,0,0
103828,0,0
103829,0,0
103830,0,0
103831,0,0
103832,0,0
103833,0,0
103834,0,0
103836,0,0
103837,0,0
103849,0,0
103850,0,0
103851,0,0
104044,63572.3896431782,180.251300742479
104045,0,0
104046,-2772.47562849253,-10.9529901372544
104047,27561.5073171057,78.7330930346753
104048,8113.45909660794,25.1775301679067
104049,30161.5385273727,98.890290253681
104050,13609.6220170875,45.7658579809585
104051,2025.56296464527,6.00500326668922
104052,0,0
104053,6030.85846625417,18.4289028762541
104054,59344.1055047423,175.056358421069
104055,0,0
104056,0,0
104057,0,0
104058,0,0
104059,335.261746764823,0.972654065297173
104060,86450.758699288,370.040700692512
104061,34678.6203301356,415.001939626491
104062,3558.40310981909,2033.37320561091
104063,302402.232789974,1299.95586368608
104064,0,0
104065,49615.6049458236,155.382570919382
104066,-52224.944482105,-227.559670945991
104067,10433.2118870618,41.6391511303736
104068,-10693.1974955693,-38.7259302691509
104069,0,0
104070,107028.849765366,347.990513686944
104071,79268.6859539161,264.118903636539
104072,30184.4373630106,86.7680556608281
104087,0,0
104088,0,0
