new2kid,net_es,net_es_ha
125192,-2880867.35593319,-10055.3483441007
125193,-2155261.29972132,-10033.2210635848
125194,-2109852.41105047,-9405.86196065967
125195,-831947.718162505,-8649.2290387265
125196,-1998469.95460669,-8381.52536663358
125197,-2479119.55201737,-8263.7318400579
125198,-1899632.03662229,-8590.76104747219
125199,-2318077.06619606,-8393.12809665919
125200,-1468724.08445401,-8841.07801025743
125201,-2136587.84934349,-8756.50757927659
125202,-1874367.10709558,-8595.54993222391
125203,-2703408.47213986,-8279.96469261826
125204,-1679913.90420515,-8093.53281158757
125205,-1105608.35887575,-8599.7733310705
125206,-796174.787021287,-8277.32072276841
125207,-2686950.20570016,-8700.91141291288
125208,-2571896.72007235,-9053.98185283995
125209,-2673344.60213327,-9808.18932220414
125210,-3022449.79403612,-9650.60800330832
125211,-3231756.14204827,-9459.95211722875
125212,-3231932.35173055,-9537.24043299314
125213,-3476444.49437499,-9586.88588590137
125214,-3644008.59979187,-9543.97407049761
125215,-3384682.62719344,-9682.62507332292
125216,-2879488.3012844,-9812.95267743352
125217,-2899662.5887119,-9542.28741657555
125218,-2687139.93653755,-9192.69595565552
125219,-2771412.22597564,-8852.58447107411
125220,-2526462.38134778,-8620.89957380346
125221,-2738300.22107778,-8342.11796215622
125222,-2971704.85634512,-8234.72076576411
125223,-2989537.05322723,-7977.41708666371
125224,-2918808.78240527,-7883.34579987919
125225,-2962712.30469156,-7849.54410913479
125226,-2881686.53857835,-7689.62385211033
125227,-2085614.4869905,-7625.64711879524
125228,-1356058.3662152,-7729.5809973079
125229,-1272254.91379089,-7661.30170141296
125230,-461821.451859581,-7578.60844077261
125231,-1580015.17850374,-7430.99437273951
125232,-2362232.47294015,-7756.15012662474
125490,-1754192.43179896,-9260.00623846364
125491,-1718288.62382528,-11032.3507147691
125492,-1311936.45130284,-22119.0550272344
125493,-4575934.66192284,-16723.3793035097
125494,-1827920.57055673,-20045.736208984
125495,-3284355.99113097,-23078.4786377231
125496,-2375674.42851585,-16700.6989702344
125497,-1068543.28082792,-9775.12435291405
125498,-3483480.30912406,-9364.19437936575
125499,-3913104.42482198,-9958.59246018001
125500,-3355756.96019784,-9684.72427185524
125501,-3592945.18446968,-10977.1095954774
125502,-2704519.81196744,-10673.9805109717
125503,-2682590.90842509,-9885.18068512239
125504,-3253212.17632893,-10017.5894575179
125505,-2323100.28393267,-7942.22319293222
125506,-2310255.93595054,-9521.92039546847
125507,-2880999.12400416,-10630.9930775061
125508,-3088473.73145985,-10146.936284057
125509,-2155017.56739395,-6929.31693695805
125510,-3584522.1801745,-10676.1643489933
125511,-1069583.35228923,-9651.60687217768
125512,-2508729.89901149,-8353.73119337854
125513,-3555778.57440435,-10500.6380934791
125514,-4152173.20908108,-11143.0344423511
125515,-2574222.30312593,-11661.2561863009
125516,-3944307.55763344,-12043.6871988807
125517,-4564116.21236965,-12098.3862488261
125518,-3833232.23972572,-11604.8658156313
125519,-3834590.54645225,-11892.5079944245
125520,-3709050.39881323,-12792.5859842664
125521,-2064780.63959753,-11411.568301748
125522,-141222.842995509,-12148.2015480008
125523,-3483601.73045599,-12027.9731737799
125524,-2499958.32397904,-8206.67484277074
125525,0,0
125526,-1599526.82017822,-8684.23112414372
125527,-2637127.03703924,-10617.5220414262
125528,-1758634.94915446,-8155.98816999172
125529,-1294458.24566632,-8291.16570482829
125530,-2304042.13550068,-7007.16102794351
125531,-3062462.64419974,-9951.13775532002
125532,-3774786.89130306,-11135.0645761152
125533,-3639349.65260846,-10506.963991652
125534,-1161812.38254959,-8403.70620289034
125535,-1801700.85144369,-9845.35984395462
125536,-3630795.98009772,-11413.1111358671
125537,-3968489.20954114,-11332.4696328143
125538,-3504691.73831007,-10806.5268477474
125539,-3589639.23171925,-11493.7417865735
125540,-3752312.53246868,-11257.641199981
125541,-4111281.40700177,-11490.0441069045
125542,-3540589.47614884,-10199.7536223229
125543,-3557892.52084343,-11825.151710323
125544,-2992771.27243736,-11309.4804815772
125545,-3430617.79702099,-10893.0114610708
125546,-3625881.51727353,-11556.5944773658
125547,-3671859.34178641,-10703.1789886286
125548,-3615226.85531524,-10540.0199863418
125549,-2566139.08274871,-10450.044623054
125550,-2053204.61338349,-9693.50068283735
125551,-302521.993279801,-1659.92863253663
125552,-1430671.46572931,-5273.1498391313
125553,-1918085.4625232,-7728.3725510882
125554,-2310080.38537781,-9371.52286157326
125555,-2213811.64776885,-9075.32317814543
125556,-2250642.44228145,-9068.31505326194
125557,-868717.089761058,-6590.55165299996
125558,17459.8863304274,3365.76122032335
125559,606773.398662167,2657.64423175326
125560,-107065.508550068,-10509.4977717858
125561,-3208721.83890807,-9283.82448870329
125562,-3629816.93698127,-11828.3240308962
125563,-3064475.69648829,-10176.7561527216
125564,-2908846.80197803,-10409.6508234508
125565,-2966334.97603675,-9814.17692650704
125566,-2928288.88693606,-9748.77698522201
125567,-3289913.12292282,-9935.56247013309
125568,-3148068.75701374,-10482.6431034797
125569,-3488492.24429743,-11638.0058191741
125570,-3091278.49397788,-9805.80013950159
125571,-3816021.623771,-11028.964230552
125572,-3919528.07124473,-11273.1348444932
125573,-3277101.3453278,-10333.7842974467
125574,-2272229.99879259,-7917.17769614141
125575,-2323246.32906043,-9033.4331029544
125576,-1383873.33152717,-8860.33345515595
125577,-244829.434239107,-10732.2491721253
125578,-149994.612577968,-4188.3312412696
125579,-1806076.14416884,-10631.7948148276
125580,-2705170.46833357,-9431.84299266444
125581,-2531433.19369566,-9509.96269056833
125582,-2951110.58627562,-9794.18572503837
125583,-3494004.50664053,-10506.3093603173
125584,-2722338.23402729,-10993.7939789088
125585,-3614963.32120825,-12097.7647227216
125586,-5311290.23787355,-16894.7601999954
125587,-2979026.15841567,-11038.5406518413
125588,-2581783.41248741,-10366.0061730988
125589,-2268956.09497879,-9854.31528763861
125590,-2513347.33837901,-9477.62371295409
125591,-2232748.94203278,-9763.31868612312
125592,-1525047.04105159,-8376.50280014603
125593,-1810286.64400225,-9825.16496066349
125594,-1590280.8312888,-9704.23085454645
125595,-2000676.69794591,-11057.2805413245
125596,-319837.115322135,-10661.2371774045
125597,-2518631.60940382,-10604.764671174
125598,-2457368.80276443,-11249.7570369759
125599,-576350.909163513,-11137.2156360099
125600,-1853593.45145487,-10262.1090737986
125601,-1118644.3819231,-11845.3409071936
125602,-3171684.83666998,-11106.7974144714
125603,-2294288.37669181,-9980.59108946954
125604,-2827084.18497275,-10465.8368717177
125605,-3171789.29984753,-10344.1966566573
125606,-3814232.17961315,-11942.8013451684
125607,-4155432.70519755,-11958.0797271872
125608,-4540224.41936044,-12339.6620876112
125609,-4242308.41261768,-11400.2241521469
125610,-3739362.76383308,-10149.245839072
125611,-4416079.92614692,-11411.0592406897
125612,-3940872.88787387,-11334.5256527021
125613,-4502099.89927361,-13573.3179552247
125614,-4066255.38567295,-12647.761697272
125615,-4647878.66246924,-13334.419687916
125616,-3332110.6418764,-12532.6211260043
125617,-4288976.02177806,-12302.5486461902
125618,-2719602.34929945,-10429.922720228
125619,-2241648.05723211,-9210.67511959778
125620,-1323373.46315927,-12260.5532197732
125621,-1541817.65504228,-11713.7143782889
125622,0,0
125623,0,0
125624,0,0
125625,-1330215.434722,-14179.5116292818
125626,-2242922.56024635,-13947.439162045
125627,-3742358.04541918,-13799.8913866575
125628,-3280870.11829039,-11944.0095318877
125629,-3144577.50926135,-10464.4842238314
125630,-3465004.48326667,-11528.3991957303
125631,-643240.788905045,-14577.6949326922
125632,-3693470.22708221,-13937.6234984234
125633,-4891682.89617806,-14173.6556209433
125634,-3849678.51305433,-12170.4912485416
125635,-3394442.84113844,-10816.7865879735
125636,-4407660.84002649,-14564.7611401123
125637,-4072585.29594388,-15904.6533402739
125638,-3837339.21789959,-15527.9280441056
125639,-3999041.11187772,-14668.6514878596
125640,-3010219.79558148,-12471.1332805033
125641,-1532145.23754095,-8674.56610072722
125642,-1984772.88979798,-42856.0947864612
125643,-2140207.00572942,-49341.9482588915
125644,0,0
125645,0,0
125646,0,0
125647,0,0
125648,0,0
125649,0,0
125650,0,0
125651,0,0
125652,0,0
125653,0,0
125654,-1627742.18997613,-18968.590706204
125655,-1070524.9034764,-19354.1225487258
125656,-231609.382036402,-20936.4413140251
125657,-710869.366038831,-18645.7538633136
125658,-167892.993140564,-4762.92179122167
125659,-121037.481685357,-9830.45536530819
125660,-294071.582078194,-13069.8480923642
125661,-861892.196958155,-13901.4870477122
125662,-1431137.47507693,-12678.9588046683
125663,-240809.476939092,-11298.978390104
125664,-2132744.34841002,-13262.304537334
125665,-4883203.23420634,-19140.4340390253
125666,-4283861.444477,-20165.2789384031
125667,-3060098.58281314,-17325.3989118932
125668,-1934386.97917514,-17280.9557045238
125669,0,0
125670,-4898280.18480226,-22677.2230777882
125671,-2922368.07999999,-13068.1635774175
125672,-1264426.52773299,-8503.91948033955
125673,-3941992.93514609,-19448.6237935052
125674,-7005067.79305151,-19404.6199253504
125675,-6687419.20349859,-19313.8460750862
125676,-7052389.36189796,-19398.0109661969
125677,-6623196.85261005,-19225.5351309435
125678,-6476315.81108389,-19238.9626768181
125679,-3077538.85689314,-15518.6327482793
125680,-808859.080342427,-12650.7774051601
125681,0,0
125682,0,0
125683,-728837.878677259,-9661.47975048563
125684,0,0
125685,0,0
125686,-42622.1248089482,-8316.51215784356
125687,-56234.5655950786,-8105.88332902034
125688,-455964.847376527,-9017.84617802772
125689,0,0
125690,-246915.770781284,-8938.12744909627
125691,-21440.1580701411,-7623.16731382794
125692,0,0
125693,-254744.337347751,-8456.24356341083
125694,-2525199.63678894,-11663.7396618427
125695,-2468585.70941381,-9876.81204066539
125696,-183724.272474866,-8827.59267146501
125697,0,0
125698,0,0
125699,0,0
125700,-425077.329749267,-9265.99083922109
125701,-42158.1140052655,-9919.55623653306
125702,-15750.1398407777,-8689.7323259463
125703,0,0
125704,0,0
125705,0,0
125706,-250062.989875126,-7478.51932336824
125707,0,0
125708,0,0
125709,0,0
125710,-62528.0469262291,-6714.42114644071
125711,0,0
125712,0,0
125713,-100315.017163668,-6420.16109847475
125714,-823273.412656324,-8942.54894942376
125715,-460149.658935206,-7882.64940360096
125716,0,0
125717,-75805.8556656783,-5974.84576675297
125718,-376085.095880736,-9172.80721660331
125719,-1765072.45286225,-9671.62987869727
125720,-24791.4196444675,-8814.72698469957
125721,0,0
125722,-73454.2637296208,-8161.58485884676
125723,-37657.7017154079,-6342.34976259501
125724,-72537.5098070055,-6376.9239390774
125725,0,0
125726,0,0
125727,-303009.50126786,-10271.5085175546
125728,-8011.23602935556,-9859.98280536069
125729,-366883.284427945,-10770.8854143984
125730,-1925704.84130473,-12021.5674837595
125731,-3884532.15174451,-12622.3628001446
125732,-3244985.6643747,-12361.8501499989
125733,-3766677.46759684,-14018.8042525121
125734,-2885059.13358751,-10059.0425228591
125735,-2931113.23610936,-11144.9172475641
125736,-3974105.40375486,-13482.9699872938
125737,-3853815.63371452,-13769.774484018
125738,-4170583.54173881,-14128.5912910906
125739,-4246762.1649769,-14108.8444019166
125740,-3110291.72008977,-14649.5930295662
125741,-3286470.23010535,-13590.9857021674
125742,-3066323.17643992,-14017.4773780111
125743,-270452.865329189,-12398.9852299915
125744,0,0
125745,-1808857.96366847,-13968.0151634631
125746,-4223062.94870242,-14030.1094641276
125747,-1343643.93157448,-14125.0347603099
125748,-523862.764243482,-13178.9374652448
125749,-630265.804457033,-12449.694902855
125750,-648429.576593636,-9509.50799770685
125751,-144305.682012588,-7722.04318462011
125752,-73818.2636547712,-8034.64094201592
125753,-65777.0028242241,-9396.71468917488
125754,-338756.386707503,-8562.56269718806
125755,-295505.684619902,-8054.66942745901
125756,0,0
125757,0,0
125758,-10150.0564089384,-3314.30413353092
125759,-92280.3501871097,-3000.98699795479
125760,-22743.8990051219,-3567.67043217598
125761,-55078.9683484694,-7532.1666117565
125762,-19354.1373822016,-8847.60566043503
125763,-1626480.21727301,-11059.7889827319
125764,-1609608.31814021,-11989.6336546757
125765,-4423596.98447125,-13872.5111233908
125766,-5112815.63667347,-13785.8190405756
125767,-4195081.39047641,-12322.6183674725
125768,-4805769.45442499,-13008.3422890881
125769,-5147600.79160823,-13381.2530732302
125770,-4370420.28348312,-12583.5386963703
125771,-4058691.7188921,-12179.1199366605
125772,-3679251.03921886,-10633.6735237539
125773,-3822091.08454301,-10044.9174363811
125774,-3862909.14020485,-9747.12919780438
125775,-3821028.95380554,-9718.08349402139
125776,-3572369.26207742,-9695.9979971567
125777,-3260090.05801176,-10656.0655624491
125778,-3721041.48998928,-10375.8563680426
125779,-3728977.21516081,-10679.0111764047
125780,-4141472.80584917,-11385.4922497572
125781,-3637068.19514874,-10852.8704070085
125782,-2441679.07467143,-10423.3898598567
125783,-3084250.96991789,-9963.25772636507
125784,-2730065.36150862,-10097.3291225469
125838,-1213038.39071201,-9622.51574189001
125839,-2508861.46511473,-9594.11650139477
125840,-3299271.06217535,-9538.91163621352
125841,-3430490.09838639,-9694.07304383297
125842,-1067634.40609924,-10054.2380798045
125843,-2088246.505049,-10060.8082146293
125844,-2176082.38977734,-9913.81498759606
125845,-2510254.47066937,-9115.76748313889
125846,-2690509.90486785,-8814.11926246633
125847,-3151792.57937743,-8750.42187576591
125848,-2341980.88097118,-8706.24862814565
125849,-1302050.43993601,-8316.48983591863
125850,-2074101.14849791,-8435.59185967629
125851,-1383767.42979253,-8806.7935070328
125852,-2109303.88307108,-8600.62745390858
125853,-1934356.9920305,-8708.41639631063
125854,-2639019.73685224,-8540.51694774189
125855,-2592859.15482631,-8889.16787598478
125856,-1939395.81774115,-8924.45587686465
125857,-2814484.587877,-8840.15575304909
125858,-1942533.68618528,-9920.37630991526
125859,-3539243.35929878,-9821.00134387451
125860,-2778685.13265453,-9715.68228200885
125861,-2900358.74232197,-9464.76440488507
125862,-3693802.41846413,-9653.84493554819
125863,-3506705.00734275,-9635.45940537248
125864,-3607962.2947507,-9664.72404420077
125865,-3368581.68254067,-9767.54384208965
125866,-2706069.62213459,-9860.42221684205
125867,-1857375.63859745,-9925.85511608523
125868,-1793959.34602556,-10103.2557326325
125869,-2997409.68158229,-9433.23267217085
125870,-2912708.65769244,-8296.83790690386
125871,-2577432.29539875,-8161.27384254503
125872,-3280395.69215872,-8549.6548419188
125873,-3051272.15479255,-8176.24426003697
125874,-3005340.96626481,-8368.50947793891
125875,-3209557.50195932,-8766.28884113164
125876,-2917766.82135528,-8312.72598676719
125877,-1906901.05401531,-7323.67183491236
125878,-2277810.23847475,-6857.00165862576
125879,-1935078.76979818,-7193.60137471441
125880,-2588490.27786405,-8368.52787347441
125881,-2544293.54691946,-7833.11463357924
125882,-2040760.72123628,-7845.30791441147
126140,-2748610.0505798,-9595.84569261986
126141,-1093005.51434685,-10044.8525155369
126142,-3320804.50918926,-22542.5847038728
126143,-4910129.4326782,-19863.9875911128
126144,-4210592.283186,-20678.1695920737
126145,-2027225.29227752,-22140.3444890377
126146,-944839.28697394,-15410.222825263
126147,-3104427.86513881,-9962.06294468931
126148,-3371866.59977254,-9023.22555550438
126149,-3767036.07685889,-10397.2015231572
126150,-3783681.76966879,-10116.796175585
126151,-3381757.29497023,-9970.17076092199
126152,-2083526.26677168,-9497.55563200766
126153,0,0
126154,-3040531.29836075,-9737.4901468719
126155,-2388033.49325162,-10010.0958585344
126156,-1930126.44102102,-8662.55906208592
126157,-2142229.00653133,-9478.88940943066
126158,-1584551.16628165,-8165.15898889093
126159,-1777174.57610889,-6216.61417090997
126160,-3299037.18793148,-10333.7108470837
126161,-2588332.93941513,-8755.46026017802
126162,-2473754.46147627,-9020.07096253882
126163,-4009145.87847647,-11377.4980588193
126164,-4076618.8337955,-11493.5508970446
126165,-3543881.30373249,-11175.0297319117
126166,-4609936.57837111,-12117.4610241396
126167,-4219238.17735653,-11438.1245065579
126168,-3489019.35449627,-11227.7372630612
126169,-2848032.77928195,-10671.7855898153
126170,-3176472.23525244,-11715.8957501243
126171,-3035913.44623335,-12558.0700981731
126172,-523909.491807078,-9943.7151469908
126173,-3045103.19793875,-10502.6193505109
126174,-1219096.1901502,-7349.48720512556
126175,-583015.601281906,-3339.86739008611
126176,-3479333.76163072,-11023.6317200181
126177,-3815591.8962761,-10251.8002250911
126178,-3369577.32620306,-9978.38926878568
126179,-2827096.83355218,-7959.44911786642
126180,-2526768.53843295,-7741.91815682252
126181,-3371321.65507754,-10415.3594287007
126182,-3129512.44443862,-9594.21328051695
126183,-3644190.47931248,-11120.9322275414
126184,-4350262.97113794,-12930.3747981064
126185,-3464183.34613261,-10258.547758305
126186,-1755795.47723811,-9781.59040244075
126187,-3793736.14315868,-11238.6184577928
126188,-3170071.91968913,-10406.473269394
126189,-3475974.8117136,-11661.8991376426
126190,-3587792.97230377,-11176.9251473638
126191,-3490402.43816902,-11571.993164257
126192,-3316541.25082888,-10885.0584642589
126193,-3145004.15820726,-10031.9111904538
126194,-3010784.52901512,-10065.3055713
126195,-3147502.8438102,-9899.75339118599
126196,0,0
126197,-1733272.21606965,-11974.246743141
126198,-3996438.40827985,-11253.6104421819
126199,-3692439.41653691,-11575.0451929057
126200,-3052829.82101585,-9323.39704834006
126201,-1484542.62122175,-8615.40875573012
126202,-1791401.65742377,-6782.40097462855
126203,-2663375.42473582,-8239.36712988651
126204,-2031884.96886419,-7803.68687033775
126205,-2686270.30943971,-10072.7267286232
126206,-2046036.3228586,-9600.17042983507
126207,-1925327.32548606,-8516.79215033923
126208,-1257246.67028816,-9680.43634485591
126209,-2798063.07369726,-9535.46521387778
126210,-1967406.30691863,-8257.73895873506
126211,-2884310.98721834,-9858.78568585631
126212,-3193627.01762632,-9425.94212913135
126213,-3069886.06391943,-10077.5906899284
126214,-3190405.68668067,-10180.7919798346
126215,-2254393.87403549,-9686.53537861758
126216,-969603.309125068,-6956.79504304982
126217,-2807234.94471983,-9251.44369011683
126218,-2959344.88922879,-11052.6419765781
126219,-3345918.20835675,-10600.9289769719
126220,-3351901.40417401,-10749.7339079543
126221,-3253842.06549082,-10575.1519495944
126222,-3101301.55812549,-10629.9967716384
126223,-3188984.0804255,-9833.059411603
126224,-3619504.15896033,-10663.241860314
126225,-3163507.62769327,-10141.4790709462
126226,-3394022.12508789,-10806.8366171953
126227,-2672360.15475829,-9649.68685988099
126228,-2306241.83426533,-9606.83919506515
126229,-2486181.82370055,-8440.25231894948
126230,-1998459.2296361,-10405.2546938423
126231,0,0
126232,-1170238.18132354,-9049.69110738362
126233,-2984384.13551049,-9605.7425403677
126234,-2669127.11165318,-10373.0954059876
126235,-3001998.47972495,-10813.1417549751
126236,-3245749.05336465,-11418.6422281958
126237,-3173269.82324026,-11035.061328373
126238,-2397338.19329426,-10869.2012164092
126239,-1824595.64619155,-10860.6883701878
126240,-1309742.20636639,-8362.28064719162
126241,-384102.09134797,-10559.5076659236
126242,0,0
126243,-70660.0500292624,-11083.9294163549
126244,-116573.800100934,-11304.1260703936
126245,-1309764.05284633,-10664.7454684689
126246,-1873696.86413665,-9793.90716307952
126247,-1240316.68384772,-10068.5271139338
126248,-160248.389857154,-10683.2259904769
126249,-273140.468754343,-11622.9986703976
126250,-1092246.60374969,-12127.6513948612
126251,-2391928.06344764,-11625.4097858938
126252,-3402675.83463818,-10960.9046414759
126253,-3563501.11611036,-11186.1914572819
126254,-3551766.02298167,-11814.6063134525
126255,-3968022.49290527,-11990.2473817723
126256,-3344723.86752385,-11118.9656929943
126257,-3878094.80565983,-11928.0117052206
126258,-4390946.73045534,-12169.6081218232
126259,-4301751.399179,-11184.2740310146
126260,-4038066.47988037,-10629.987442923
126261,-3416631.10716038,-10048.9150210599
126262,-3015730.08102559,-10136.9078353801
126263,-3909505.3712042,-12214.8185782596
126264,-4710466.90700475,-12620.1390676618
126265,-4544156.01336602,-12424.2132969679
126266,-3599093.59141639,-13132.382545647
126267,-3722354.95307242,-15975.7723307829
126268,-4014546.48161796,-15174.283889886
126269,-3681771.20869809,-14339.9073367014
126270,-1406375.1141032,-14277.919940134
126271,-935831.32168099,-19147.4439218617
126272,-542787.942978912,-15129.9775046387
126273,-865132.609046518,-14836.1433491364
126274,-839977.036247904,-16928.3314707878
126275,-2059553.20274808,-14346.0388524028
126276,-3621876.64864378,-13457.971755295
126277,-3569356.7094844,-13210.6655914296
126278,-1848792.1751055,-12340.707051184
126279,-2320956.32351856,-12912.1353186012
126280,-3755901.30529259,-12254.1641281977
126281,-4320596.01460671,-13462.4218566129
126282,-5250561.68171563,-14224.3459037335
126283,-5512564.46231376,-15180.900412568
126284,-4775730.72116772,-13382.0825812055
126285,-4504074.9787711,-13925.6424464421
126286,-2531584.66583256,-17192.4255744147
126287,-2235880.90306548,-17771.5322648027
126288,-2944434.41900115,-17396.9537311737
126289,-3974695.46864339,-16348.3618247543
126290,-3938991.40293978,-13579.8022941255
126291,-2454155.96514239,-12853.1899974724
126292,-737681.119864885,-14051.0689498073
126293,-262422.186261178,-279916.99867859
126294,0,0
126295,0,0
126296,0,0
126297,0,0
126298,0,0
126299,0,0
126300,0,0
126301,0,0
126302,0,0
126303,-1167078.23900217,-13842.2919377574
126304,-3273434.3674401,-18638.7721989472
126305,-230760.993349098,-20066.1733347041
126306,0,0
126307,0,0
126308,-7380.40470681374,-172.137719109358
126309,-97989.8350979117,-9618.63412004042
126310,-405066.693928585,-10353.1423368329
126311,-804330.096708102,-9999.44176171689
126312,-424619.774744867,-9462.27910294969
126313,-126430.850873038,-9497.15311722348
126314,-461047.795425459,-9457.39067539403
126315,-971192.695661089,-11925.6202076573
126316,-1117419.68053713,-11322.808669154
126317,-2433814.43553691,-11558.6319289375
126318,-4085655.04749027,-14813.161287071
126319,-3326529.63824951,-18774.064977775
126320,-820667.125183749,-18731.3466518402
126321,-4241440.16987848,-18793.4208579495
126322,-4674020.79434229,-16432.5055393269
126323,-4328772.91779161,-18713.9601958027
126324,-6053672.11942929,-18851.4507417027
126325,-5526988.4428586,-18695.9439927564
126326,-6744212.20059147,-18675.5616492668
126327,-5753925.62730281,-19159.7939722882
126328,-6027377.04621349,-19400.1272861428
126329,-4947693.10848917,-18988.507972134
126330,-4688291.25380578,-15902.6203224279
126331,-1149842.09458657,-10898.9771998727
126332,-183411.121733977,-9914.11468832306
126333,-369017.325223236,-9111.53889440089
126334,-681773.945387098,-8575.77289795092
126335,-450082.418094503,-8363.90091697101
126336,-2618.8594632231,-8380.35028231392
126337,-1052111.88537128,-9663.48459583266
126338,-118561.086265609,-8320.07622916558
126339,-199677.527461614,-9233.64288839834
126340,0,0
126341,0,0
126342,-436027.912101335,-9622.68495671912
126343,-142199.200784982,-9681.64771302004
126344,-1506512.58287831,-10507.4983984538
126345,-3157709.3396494,-11227.4109854201
126346,-3671.20263658526,-8391.32031219488
126347,0,0
126348,-176280.612707922,-6483.88460534884
126349,-714580.840095276,-9705.68203864552
126350,-1206901.63432738,-10255.1386878588
126351,-80126.9980637822,-9357.89758409135
126352,0,0
126353,0,0
126354,-4343.79514298691,-5346.20940675312
126355,0,0
126356,0,0
126357,-779.828651766323,-6238.62921413059
126358,0,0
126359,0,0
126360,-55933.8670165208,-8860.81061647855
126361,-14479.5896228694,-9266.93735863643
126362,-147719.637290268,-8264.03565260241
126363,-336974.194057965,-9311.8948271631
126364,-1467426.42535423,-10016.5626304043
126365,0,0
126366,-90354.6535830249,-5759.65919254342
126367,-137362.185691509,-7738.71468684556
126368,-720427.505974977,-10752.6493429101
126369,-1992998.54924252,-11014.8451771607
126370,-16338.6725385574,-9682.17631914514
126371,-50333.2427929197,-8567.36047539059
126372,-2712.42638492833,-8679.76443177065
126373,0,0
126374,-40456.41002129,-8630.70080454186
126375,-47318.5495766006,-10371.188948296
126376,0,0
126377,-1078310.30108239,-11166.9675192999
126378,-1695719.77196372,-11428.6084041363
126379,-3002004.10561018,-11686.6339877769
126380,-1867397.97571821,-10940.4495098833
126381,-3671594.45655526,-11189.6212009303
126382,-3061657.55634782,-11062.8999326028
126383,-3179521.95256365,-12205.4585511081
126384,-3192541.68307398,-11271.1092076751
126385,-2372744.33402253,-9086.62262909537
126386,-4069661.90561867,-12922.1255189321
126387,-4168795.17710154,-13210.679903669
126388,-4641945.24919758,-13700.6316154144
126389,-3488553.47603304,-12691.4178300429
126390,-3427373.78107158,-13078.4594555558
126391,-3546550.24920016,-14049.2210911618
126392,-3766005.1453481,-14157.914080256
126393,-3376207.95732672,-14432.093859799
126394,-1971349.93409417,-14376.2985166394
126395,-2390171.26626513,-13977.6097442406
126396,-2973922.55808488,-14332.1569064332
126397,-1106861.92878342,-14022.0038484043
126398,-372935.309759331,-12431.1769919777
126399,-139990.923969782,-11088.3900174085
126400,-146722.909225141,-7646.7965719943
126401,-553107.807576018,-7642.24950018677
126402,-388132.636702477,-9409.27604127216
126403,-1858794.498059,-9031.49467626602
126404,-457643.464559085,-8584.16815116689
126405,-114290.358628784,-7950.63364374149
126406,0,0
126407,0,0
126408,0,0
126409,0,0
126410,-3408.94195157636,-4958.4610204747
126411,-382522.78262435,-6402.05493931966
126412,-808495.807763752,-8135.80687057864
126413,-1182619.47861639,-9036.2519856076
126414,-3897603.8500969,-13736.0488109142
126415,-3030122.96036677,-12440.84356322
126416,-4329370.5810858,-13326.2657363164
126417,-4570098.17545229,-12633.3052534963
126418,-4836873.27317826,-12376.4548809935
126419,-4873565.86592773,-13561.2267573641
126420,-4861605.72549319,-12501.7183554952
126421,-3925907.18346552,-12938.1081226464
126422,-4113067.20732672,-12527.9031633786
126423,-3936227.26186316,-11804.9927253628
126424,-3712768.0742401,-9690.74864401984
126425,-3774609.82896287,-9687.8019350988
126426,-3702883.61828881,-9701.34892625201
126427,-3225957.67963,-9746.09570885197
126428,-3882899.15976685,-10681.9784312706
126429,-4010936.13010909,-11007.7149368345
126430,-3606618.79131442,-10822.5620144469
126431,-4040511.44214112,-10912.9275952495
126432,-3538961.63685474,-10361.0953686506
126433,-3572501.6596988,-10404.0820085877
126434,-2135771.46134749,-10380.4202252612
126494,-2096949.27337474,-10345.7256780746
126495,-2938840.78159238,-9426.91509732922
126496,-3421351.20241938,-9218.86480948299
126497,-3093009.99001981,-9035.6326164537
126498,-2286804.69326982,-8870.0303254102
126499,-1860135.70100591,-7921.79164655166
126500,-2341499.07610991,-8100.32112816402
126501,-1119256.98520319,-8900.65196980666
126502,-1365877.62394145,-9468.82234968074
126503,-1703924.35849228,-9761.11340346452
126504,-1674790.47291345,-9291.48667358365
126505,-1493469.46668089,-9058.19236804178
126506,-1085456.4741905,-8897.1842146762
126507,-2612130.55734817,-8738.04911510992
126508,-3310440.579543,-9913.35378489388
126509,-3132612.13856072,-9800.89836076876
126510,-3443604.46159731,-9527.52401617793
126511,-3638152.97787107,-9534.88085928537
126512,-3729710.70835719,-9634.38348945997
126513,-3230770.30279996,-9760.63535589112
126514,-3654168.38134964,-9721.7648988351
126515,-3717341.80327169,-9860.32308560131
126516,-3840977.28019295,-9804.66440381099
126517,-2554412.25936552,-10074.0932092306
126518,-3570446.84157154,-10098.4885036494
126519,-3225373.036106,-9820.35558091266
126520,-2582451.94772889,-8849.69611558412
126521,-3198898.98864743,-8966.7806269024
126522,-3353579.20531854,-9040.82009858409
126523,-3165545.84918602,-9039.57408298703
126524,-3440330.28213958,-9041.60389524201
126525,-3309097.32588534,-9025.83655202275
126526,-3231824.00328699,-8628.26364968993
126527,-1344985.53006793,-5547.76191830029
126528,-886692.432697693,-5695.33477445327
126529,-1788394.1827589,-6558.40177037416
126530,-3043416.67762491,-8504.13322424006
126531,-2981947.31126146,-8133.50783842197
126532,-1167616.29427668,-8215.41807758441
126789,-2554128.66939099,-10609.0495094122
126790,-2821724.46153558,-9394.00569799612
126791,-1483745.34221097,-9830.19688421348
126792,-3113809.31637865,-21860.8815542161
