new2kid,net_es,net_es_ha
96901,-3761014.89538891,-11422.9761439299
96902,-3304404.998191,-10041.8765377124
96903,-3370944.78541048,-9905.43922251013
96904,-4043826.65500071,-11537.3085734685
96905,-3456060.50415166,-10587.204301441
96906,-3616812.86146535,-12195.5148444843
96907,-4257615.98471739,-12916.5445118465
96908,-2307894.44267714,-12628.6973607504
96909,-1860775.3693443,-11889.9384622639
96910,-2265315.27682448,-12659.812933703
96911,-2917870.48804744,-14151.5391963501
96912,-5434737.27108114,-15701.6605881723
96913,-4314188.46784042,-12154.7834980537
96914,-3095605.40736775,-11575.0611165889
96915,-4082666.44005197,-11189.2194314545
96916,-3956950.23313386,-11124.7941890954
96917,-3292762.96109234,-10029.3560589144
96918,-2489268.52261023,-10514.3337808246
96919,-861911.135168461,-7486.74167355884
96920,-960236.518225076,-6747.38001387844
96921,-2120138.8883419,-11129.3379965454
96922,-2634517.02162606,-14676.9750508416
96933,-3134965.5423266,-11835.6415000533
96934,-3756554.06492333,-12459.5491373908
96935,-4258862.6025858,-12981.8635247424
96936,-4311297.83245995,-13425.6063291863
96937,-2051174.80710255,-13694.8218296122
96938,-5446173.47116974,-16397.9630294911
96939,-5234680.37105989,-15838.6698065352
96940,-3694454.01258565,-14900.7472148653
96941,-1776525.65530482,-11804.1571781051
96942,-3219575.55736782,-10192.5621127592
96943,-2380871.50772273,-10182.8238769216
96944,-1372286.13719062,-9121.96850646029
96945,-858477.021792981,-9018.7999663084
96946,-317778.753138868,-11273.7473397381
96947,-407727.372628015,-8663.52983007735
96948,-495777.936707297,-7107.92740798992
96949,-341416.435592533,-8116.88405569172
96950,-366875.708873969,-8290.97647172812
96951,-676434.555884465,-11945.86412158
96952,-1805894.70300435,-15703.4322000379
96953,-546688.043950177,-11631.6605095782
96954,0,0
96955,0,0
96956,-719.458454936011,-11511.3352789762
96957,-9182.74119025746,-11301.8353110861
96958,-9323.26978331878,-11474.7935794693
96959,0,0
96960,0,0
96961,-251223.304527434,-11927.5159419553
96962,-3365453.0130791,-16258.2271163242
96963,-2752464.16775181,-13205.2253925124
96964,-4358784.49697664,-17047.3116479164
96965,-4469902.68711413,-14761.2885436174
96966,-2139487.76956399,-13814.2874548119
96967,-2413113.39021509,-13523.5776684559
96968,-2856338.1674196,-14053.3243169476
96969,-1538310.40579779,-13827.5092655981
96970,-212532.193932014,-12929.7152201985
96971,0,0
96972,0,0
96973,-454424.948755877,-13590.2788412973
96974,-1585741.62361531,-12616.5420078791
96975,-5107433.16484821,-17680.4263603573
96976,-5000970.69609038,-16556.0792752837
96977,-4728011.15904824,-17294.9653737476
96978,-4480093.04300834,-15785.397200646
96979,-3149672.90205347,-13402.8634129935
96980,-1077473.74741399,-12235.3299919261
96981,-4340311.44469075,-18075.2168441051
96982,-2867074.21228377,-15544.9635366114
96983,-1145815.26751796,-13671.1739599458
96984,-5539905.53975863,-15887.8810962786
96985,-1292996.61506682,-15078.6777267267
96986,-4432717.15631316,-15229.4340779494
96987,-3859458.94448516,-14804.9252245894
96988,-67226.8213432087,-15149.7062181879
96989,-95155.0127880814,-14639.2327366279
96990,-95295.6480756365,-13613.6640108052
96991,-189868.816980671,-14129.7724264686
96992,-3816341.13250375,-17391.4719795101
96993,-5480723.97727044,-17140.6535645674
96994,-2818069.14081805,-15243.1055622342
96995,-6634192.2779681,-17504.4651133723
96996,-2684387.24143434,-15241.375394943
96997,-2223536.68088816,-15074.824955174
96998,-1701394.8149838,-13503.1334522524
96999,0,0
97000,0,0
97001,0,0
97002,0,0
97003,-1774260.68112951,-14491.1541082553
97004,-303711.210235301,-13805.0550106955
97005,-2453795.22034136,-16379.1086881359
97006,-1130136.47444924,-14282.9254274786
97007,0,0
97008,0,0
97009,-88389.5707798816,-11687.8771279182
97010,-62542.5115913642,-12508.5023182728
97011,0,0
97012,0,0
97013,0,0
97014,0,0
97015,0,0
97016,0,0
97017,-25669.5240988187,-12834.7620494093
97018,-2193534.34075871,-18728.1480534362
97019,-213078.769414349,-15219.9121010249
97020,-775603.048559255,-15133.7180206684
97021,-1404602.09857306,-15639.271800396
97022,-825256.275494926,-15300.2322223856
97023,0,0
97024,-217883.162123957,-15223.2777029839
97025,0,0
97026,0,0
97027,0,0
97028,0,0
97029,0,0
97030,-105170.807747824,-14891.4418050016
97031,-810143.113075496,-15486.6067015626
97032,-1402544.79453028,-15433.7804074859
97033,-1745989.76923473,-14907.0631311397
97034,-3165232.61326253,-14624.2338470114
97035,-4847751.81460985,-14805.1210219045
97036,-4094436.28734829,-13733.9581965561
97037,-1646697.04544887,-12864.8206675693
97038,-3728832.71075238,-11714.3772574196
97039,-2352856.98617197,-10412.7007539465
97104,-4848259.08901993,-20376.1873980349
97105,-6370275.6425829,-19996.9413932365
97106,-6477914.09204125,-19369.5805405831
97107,-5046268.92319811,-18608.0439666213
97108,-4741516.81874642,-19859.7563088855
97109,-2723536.61391278,-19531.8907628184
97110,-4574656.55349483,-18957.3957150783
97111,-4621468.93329931,-19286.2553293659
97112,-2676618.15422608,-17926.2831593208
97113,-1619368.00209568,-18401.9091147236
97114,59859.9690548054,22803.797735164
97128,-2257166.30891624,-15413.8544356209
97129,-3206159.96488268,-15554.4449478844
97133,-1840938.93077186,-14120.3369570229
97134,-2278639.0777231,-14208.1937815938
97135,-3630252.12823115,-13915.676581624
97136,-3911976.76295209,-13428.7981564543
97137,-1619938.06889184,-11377.9671212772
97138,-2188363.55661984,-10423.8811866381
97139,-2214424.32713956,-14344.4490826854
97140,-3400065.34108626,-14683.143173382
97141,-4652700.45304338,-14576.7000682777
97142,-4679378.69171814,-13955.2766202219
97143,-2575010.29481987,-12759.4192372617
97144,-2530253.60272046,-11616.6592951298
97145,-26282.1193429167,-7377.43700853802
97146,-38632.5361599937,-4545.00425411691
97147,-27822.1568671455,-4542.39295790131
97148,-11702.1995252617,-3983.72749796142
97149,-1134.98483362092,-3631.95146758695
97150,-4219.93637617189,-3553.63063256581
97151,-7304.12949825408,-3437.2374109431
97152,-46940.6005140067,-3851.53645243132
97153,0,0
97154,0,0
97155,0,0
97156,0,0
97157,-59427.8860447908,-6134.49146268808
97158,0,0
97159,0,0
97160,-74064.9738465096,-6140.101458778
97161,-13693.7659263756,-5921.62850870294
97162,0,0
97163,-9900.75145291285,-5657.57225880734
97164,-121616.514795115,-6686.81868289291
97165,-1332927.0022763,-7823.48937506266
97166,-2992460.28767154,-8749.88388208053
97167,-2861441.84088313,-9782.70714831839
97168,-3348878.02045025,-10629.2498169419
97169,-3666740.34834836,-10927.1457577899
97170,-3522691.9117165,-11130.1482202733
97171,-3538859.55693585,-10932.9509385931
97172,-3512179.90435184,-11046.7620345252
97173,-2959373.32913711,-10508.2053409218
97174,-2993635.72679672,-10309.5505012371
97175,-2107823.7452607,-7054.00123910714
97176,-1861125.54874568,-5847.99858207598
97177,-1095149.70886278,-5492.91390025221
97178,-174812.801456689,-4932.98910636159
97179,-100481.920627964,-5288.52213831391
97180,-1918351.99350522,-6953.7000217679
97181,-2631173.82205682,-12202.5452617128
97182,-2362300.64254392,-12594.7385140629
97183,-596748.657639096,-12481.0176761118
97184,-2005924.83801226,-11257.3824651688
97185,-2313703.93994974,-11103.5582001187
97186,-2306633.82072617,-11675.463818924
97187,-3167354.04294375,-12540.8722314031
97188,-632088.63871063,-12769.4674486996
97189,-3605079.18021755,-10453.2922949403
97190,-77921.759781284,-10841.288317396
97193,-3947288.19356738,-11824.8663353451
97194,-3877507.50984991,-12658.6656106098
97195,-2543613.66477788,-12899.4670796976
97196,-4031872.36845712,-13655.791256417
97197,-3894679.23245766,-14438.106515135
97198,-3943452.19443251,-14965.6629769735
97199,-3808838.94067976,-12867.6991239181
97200,-1313802.04295888,-8465.90120311804
97201,-250613.603443232,-6761.91847401637
97202,-278810.897171579,-6077.62173671017
97203,-17219.9816615433,-5198.48502989987
97204,-348044.358660388,-5723.23714138357
97205,-192904.717278581,-6470.59848313899
97206,-1726456.12379974,-9207.76599359863
97207,-3966925.2789622,-12513.9598705432
97208,-4312256.91541506,-12581.3476744422
97209,-3291475.17984256,-12699.2049379023
97210,-3102159.48719442,-11706.262215828
97211,-4230412.2353895,-12430.9634097763
97212,-4578767.2031832,-13415.1758379292
97213,-1236361.12952805,-11636.3400426169
97214,-2217433.9556614,-11338.7482552197
97215,-926303.022975292,-9993.82897343538
97216,-1250265.6264824,-8978.56823326679
97217,-210530.819161621,-8506.29572370187
97218,0,0
97219,-70200.2771304586,-8844.1294022625
97220,-1789467.5337276,-9601.43545930303
97221,0,0
97222,-182623.080418653,-8348.48367628126
97223,-987282.359041296,-9319.47949537507
97224,-1672931.00926749,-9957.92267421125
97225,-2296997.92067434,-9709.89873997081
97226,-1977704.1614477,-9174.6206387832
97227,-759473.17552028,-7854.9261850837
97228,-8322.05526525538,-7008.04653916242
97229,0,0
97230,-10573.0794746613,-5457.07327724454
97231,-75760.2950798589,-4772.30205227457
97232,0,0
97233,0,0
97234,0,0
97235,0,0
97236,0,0
97237,0,0
97238,0,0
97239,0,0
97240,0,0
97241,0,0
97242,0,0
97243,0,0
97244,0,0
97245,0,0
97246,0,0
97247,0,0
97248,0,0
97249,0,0
97250,0,0
97251,0,0
97252,0,0
97253,0,0
97254,0,0
97255,0,0
97256,0,0
97257,-69889.4950166929,-5854.61738359731
97258,-292092.931136169,-6933.9568222236
97259,0,0
97260,-1064181.50421112,-6083.20974182848
97261,-640872.407180718,-6349.20031881826
97262,-908989.864798577,-7744.32259679299
97263,-150429.35581273,-7227.83691592698
97264,0,0
97265,0,0
97266,-6023.99090858384,-4819.19272686707
97267,-18732.7920651892,-4995.4112173838
97268,-91579.7958130336,-5289.80770039183
97269,-85411.7276595234,-4191.98663359624
97270,-199240.686550616,-4606.72107631482
97271,-154224.462936877,-4935.18281398005
97272,-117058.285089893,-5444.57139952991
97273,-294286.519342203,-7860.74175204549
97274,-1088111.56919698,-8859.94153035711
97275,-176601.438665264,-9356.36761140469
97276,-923727.714114917,-9761.98376871775
97277,-1580573.17635459,-10015.5131967023
97278,-1825908.22000798,-9670.48378686783
97279,-2280142.2848428,-10379.0260476486
97280,-835957.863677833,-10954.4028000371
97281,-7324.25639594729,-9765.67519459639
97306,-273093.085906929,-3693.56667329743
97307,-4217.5070340213,-3374.00562721704
97308,-420.098533125441,-3360.78826500353
97309,-146018.117159875,-3893.81645759667
97310,0,0
97311,0,0
97312,0,0
97313,0,0
97314,-3468.63436581834,-2219.92599412374
97315,0,0
97316,0,0
97317,0,0
97318,0,0
97319,0,0
97320,0,0
97321,-415.27020253785,-3322.1616203028
97322,0,0
97323,0,0
97324,-2839.20435125749,-3244.8049728657
97325,0,0
97326,0,0
97327,0,0
97328,0,0
97329,0,0
97330,0,0
97331,-52560.0274196119,-5096.72993159873
97332,-1399787.78666117,-5391.5754902693
97333,-1361656.37763022,-6305.78930306323
97540,-26058.6951532381,-16036.1200943004
97541,0,0
97542,-3221939.39415347,-11079.095273255
97543,-2957396.15598486,-10447.855706725
97544,-3052947.28055875,-10908.2529006119
97545,-3485050.19648496,-10931.3474110487
97546,-2491521.29755692,-10954.7515144025
97547,-3749795.3985072,-10816.0674916378
97548,-3703758.21130884,-10354.7320253261
97549,-2650952.53828451,-10962.8432702383
97550,-2752366.7946114,-11668.7516464712
97551,-3776565.67780118,-10861.9541335285
97552,-3469287.62162674,-11188.9945466696
97553,-3582577.49407825,-10486.8715523695
97554,-4359943.35515255,-11831.5966218522
97555,-4248339.40229547,-11503.3728950292
97556,-4261469.78168917,-12169.1087822643
97557,-4551726.52914498,-13042.1963585816
97558,-4494765.90955284,-13123.4041154827
97559,-3847000.59587363,-13110.1191765662
97560,-3807956.03272954,-14136.2636945876
97561,-3047699.18304661,-14521.4970008177
97562,-3273189.09065498,-14499.1764813067
97563,-3350634.9626547,-11272.1108920259
97564,-3487772.10080115,-12171.0694902548
97565,-3405156.9438106,-11641.5622010619
97566,-3265753.10106737,-10562.3710566157
97567,-3081879.02520945,-10067.3875874543
97568,-2685374.51167837,-10677.4334460373
97569,-4345350.45145906,-11828.1060264282
97570,-3390610.18295673,-10981.7333860947
97571,-3280406.90921737,-11689.6460016655
97583,-3315081.32773657,-12451.0096816397
97584,-3448128.59555145,-12290.0551411947
97585,-4420171.83084041,-12952.8844859792
97586,-4068445.8352882,-13244.1776937154
97587,-4003290.36521011,-13513.2164226502
97588,-5778200.66808261,-16386.2479066504
97589,-5589063.75604507,-15849.8794925064
97590,-3024933.83194341,-14395.8778438711
97591,-1997165.69934297,-11461.4961224847
97592,-2153701.97780634,-10111.2768911096
97593,-1894304.63617357,-10855.6139608801
97594,-1141348.16316229,-10340.6402098509
97595,-856407.993966248,-8623.36557801131
97596,-1093622.37360266,-8288.94267060282
97597,-546448.726363793,-7328.73396632078
97598,-180892.154281681,-7822.36342839701
97599,-127435.351592333,-8254.92156063699
97600,-791757.602662418,-11506.0142076282
97601,-1031178.64297827,-13413.7059249206
97602,-1159875.01379851,-10903.6429029237
97603,-212622.198163274,-11690.5675966061
97604,-235950.515937259,-11202.3983827779
97605,-834054.409605417,-12649.1664015987
97606,-435756.655388096,-12125.4025847122
97607,-242674.90785016,-11947.0723864694
97608,0,0
97609,0,0
97610,0,0
97611,0,0
97612,-2663706.20047772,-14681.1227032874
97613,-5020382.02555937,-17116.1543594609
97614,-3713452.01963159,-16207.1010131221
97615,-5130882.64324915,-16062.2426710989
97616,-2061824.77679954,-13111.7632864835
97617,-1712154.65138329,-13745.3459217926
97618,-1196969.33084231,-13420.8194067813
97619,-2693414.96946741,-14417.7449017995
97620,-1554454.32396832,-14179.7429780463
97621,-61299.3657283606,-13813.9415725883
97622,-52534.6718291556,-13779.586053549
97623,-2165676.54652332,-13642.0569859737
97624,-1764833.68555701,-11990.3774814914
97625,-5202721.78973704,-16549.4132476725
97626,-4458419.32052007,-15504.1749898546
97627,-3846153.96411599,-15815.5907031241
97628,-4273189.05069425,-16423.4986334634
97629,-4515047.39906575,-16614.7098401684
97630,-3057858.52720066,-14462.2336491902
97631,-809885.475486923,-12483.7838225345
97632,-3433336.30923268,-15945.8290124014
97633,-4638027.25907399,-15914.3118475625
97634,-3600137.3915156,-15517.833584119
97635,-639166.92490511,-14799.8130224049
97636,-45736.4390375871,-14635.6604920279
97637,-812651.837060698,-13921.2306134595
97638,0,0
97639,0,0
97640,0,0
97641,-749647.036569012,-12214.2083351366
97642,-1950615.39472812,-14408.9779850646
97643,-2758069.24452688,-16453.8060821887
97644,-2917947.9509117,-15588.3696876752
97645,-5294342.34545256,-16606.4453101825
97646,-5294488.14067501,-16293.8661763416
97647,-2309324.63292733,-14827.1244489716
97648,-59211.3804694926,-12631.7611668251
97649,0,0
97650,0,0
97651,0,0
97652,0,0
97653,-829899.026308349,-12967.172286068
97654,-3310738.94639667,-17465.1576466689
97655,-6528453.1020597,-19671.4217764511
97656,-866437.437162407,-14088.4136123969
97657,-228733.65544666,-13504.5700632714
97658,-1113990.96935011,-13492.6990988659
97659,-44152.1922393027,-13082.1310338675
97660,-17457.8006854458,-13301.1814746254
97661,0,0
97662,0,0
97663,-122003.375232394,-10328.3280620016
97664,0,0
97665,0,0
97666,0,0
97667,0,0
97668,-2022064.57707029,-17412.8273590552
97669,-61050.06123073,-13954.2997098811
97670,-967146.225096009,-14994.5151177676
97671,-1502180.06125593,-16328.0441440862
97672,-1427830.06629265,-16798.0007799135
97673,-408071.777796169,-15290.7457722218
97674,-648519.171350883,-15440.9326512115
97675,0,0
97676,0,0
97677,0,0
97678,0,0
97679,0,0
97680,-2184449.0227207,-16509.7706015735
97681,-3472743.78970519,-16512.303309148
97682,-4797638.31854597,-16270.0748403424
97683,-4626800.1337404,-15631.0815329068
97684,-4364781.19431947,-14805.2785900173
97685,-3273797.76762736,-13570.1461870564
97686,-4454623.89962469,-13659.2530459937
97687,-3915560.21854955,-13120.2017794331
97688,-3900941.40971407,-11927.2047688563
97689,-4036519.8810154,-15596.3096102986
97690,0,0
97752,-1968076.26443148,-19779.6609490601
97753,-6149337.70785246,-20244.733194576
97754,-5187747.42915742,-20829.0988372694
97755,-3817095.46989851,-18230.9037368287
97756,-5340764.43600882,-18520.2061066626
97757,-4507730.85780833,-17799.5295471207
97758,-3611889.64136682,-20121.9478627678
97759,-2326867.43660748,-19656.7470885531
97760,-3953821.49490503,-19304.5907593776
97761,-4745890.54637536,-19175.3153388904
97762,-4980721.48086058,-19179.6735725077
97763,-4084450.09490359,-18629.1908547484
97764,-2564658.46039788,-16277.0866189473
97765,-3160547.54786352,-18694.5511149044
97783,-3782134.72674015,-13946.5673260757
97784,-4262862.35727644,-13857.3339529506
97785,-3886490.41469273,-12083.9188952747
97786,-2035081.82605501,-10810.5276284463
97787,-1726047.60811553,-11042.2877768287
97788,-2746779.53147575,-12967.9765428185
97789,-2673450.34714713,-14397.5784430677
97790,-4717004.52642843,-14167.8378867758
97791,-3714135.01061115,-12516.0404738371
97792,-3811635.08217821,-13112.4836196197
97793,-3926287.13758868,-13454.828486061
97794,-2285430.49842976,-12004.887713354
97795,-125818.035538485,-7539.65756035864
97796,-10618.6199803867,-4719.38665794963
97797,0,0
97798,-9932.63104630017,-4074.92555745648
97799,0,0
97800,-67324.0023386934,-4175.13192798099
97801,-69019.2126654373,-4105.23198010036
97802,0,0
97803,-42088.4904027499,-5658.9566928067
97804,0,0
97805,0,0
97806,-4207.32356174671,-6119.74336254067
97807,0,0
97808,0,0
97809,0,0
97810,0,0
97811,0,0
97812,0,0
97813,0,0
97814,-96594.125405492,-5422.8280929399
97815,-76749.4705461855,-6497.30967586756
97816,-1918656.75439541,-8314.87217506136
97817,-2587952.89918827,-8815.67945220616
97818,-3346485.22268985,-10786.4148998867
97819,-1183222.85178152,-9783.75484677226
97820,-2938764.52448869,-10306.9338868521
97821,-2026754.56465512,-10363.7178122345
97822,-3648228.70088659,-11023.9205314798
97823,-2939499.82316503,-10657.6018968141
97824,-1050537.52583102,-8718.15374133629
97825,-919911.688143116,-5760.69941694319
97826,-252086.305218804,-5190.966388032
97827,-1147524.84976983,-5245.82788466207
97828,-774400.492142021,-5156.22466678
97829,-392554.130398555,-5419.21146365563
97830,-2261530.84685696,-6380.61956439981
97831,-2669351.26425512,-12283.4685729312
97832,-3357412.52529515,-13089.3275839967
97833,-2981871.27336522,-12801.1645757562
97834,-1695228.84879681,-11525.7005340323
97835,-3477279.17617736,-11715.4067843415
97836,-3782221.7031103,-11957.2312289596
97837,-3661913.45767268,-12701.1956043275
97838,-1367364.90753465,-13227.2300607947
97839,-3576232.16575351,-11095.5428838581
97840,-1241582.09709943,-11191.725945685
97843,-2428528.40331032,-11756.8697285825
97844,-3294786.35397269,-12718.1137909682
97845,-3239202.61685171,-13114.1806350272
97846,-4911563.22384587,-13772.3469298167
97847,-4458236.43043686,-14091.6204834037
97848,-4254412.62468792,-14151.8923066542
97849,-3092598.60273974,-12214.6575274836
97850,-3398669.36070732,-12255.7380597965
97851,-837879.854614102,-8280.46798877432
97852,-164712.729005838,-6953.57167306966
97853,-21017.0383013606,-5699.53581053846
97854,-459996.20405306,-5878.54573869726
97855,-425156.872103014,-6748.52177941292
97856,-2312555.3515961,-10396.4275430002
97857,-3794140.12418029,-12615.5947603667
97858,-3986130.41816999,-12960.3915242267
97859,-2393873.92948333,-12699.5964428824
97860,-3705696.68939583,-11548.723613232
97861,-2909639.13377096,-11803.8098733102
97862,-3991602.14418174,-12915.1939953302
97863,-2301081.55448947,-11755.205897775
97864,-2532222.25564143,-11625.697586876
97865,-2797032.51642194,-10867.5377034364
97866,-2483621.85980133,-10529.3984517279
97867,-626017.257323651,-10006.2698473311
97868,-217744.133505689,-8956.05690511831
97869,-53046.759992324,-9536.49617839532
97870,-789673.805303873,-11644.9593408866
97871,-454307.849737647,-10489.0701238129
97872,-223429.774024799,-9432.39151555879
97873,-846613.668404343,-9439.59490903797
97874,-989874.294399972,-8750.27000574561
97875,-805932.075924283,-8009.26286632828
97876,-985146.949147562,-7484.49723948765
97877,-209005.989149526,-6824.68535998452
97878,-7064.30115922757,-5948.88518671795
97879,0,0
97880,0,0
97881,-205566.060516255,-5123.14169510915
97882,-122574.556674695,-4508.48944090833
97883,0,0
97884,0,0
97885,0,0
97886,0,0
97887,0,0
97888,0,0
97889,0,0
97890,0,0
97891,0,0
97892,0,0
97893,0,0
97894,0,0
97895,0,0
97896,0,0
97897,0,0
97898,0,0
97899,0,0
97900,0,0
97901,0,0
97902,0,0
97903,0,0
97904,0,0
97905,0,0
97906,0,0
97907,0,0
97908,0,0
97909,-355915.953875181,-6819.94642156036
97910,-406400.152990343,-5214.4366061311
97911,-772801.704848345,-4957.82970231496
97912,-1070308.81408862,-6647.88083284857
97913,-475621.693370776,-7226.92031712481
97914,-465986.051785244,-6455.21803338867
97915,0,0
97916,-33018.8123193361,-4983.97167084318
97917,-48415.0080877343,-5130.06708214404
97918,-33696.3250488239,-4608.04445112122
97919,0,0
97920,0,0
97921,-1326.79217338537,-5307.16869354148
97922,-405483.473454487,-6931.34142657243
97923,-1050253.59194473,-8253.46634141242
97924,-918397.209450845,-8377.62562782983
97925,-1138206.56980561,-9078.41730652528
97926,-500031.86489517,-9744.8353694552
97927,-372158.003242856,-9974.08383900453
97928,-1594037.38186685,-9453.14978127118
97929,-2359075.12945495,-10234.5992601083
97930,-3054715.2685733,-11642.5546205748
97931,-43696.0761978296,-10755.9572179273
97957,-415227.492880379,-4085.87938873681
97958,-161180.167247651,-3919.27458352951
97959,-4268.79086589492,-3594.77125549046
97960,0,0
97961,0,0
97962,-2938.12717087113,-2474.2123544178
97963,-1254.18436546576,-2229.66109416135
97964,-3378.29848204976,-2162.11102851185
97965,0,0
97966,0,0
97967,0,0
97968,0,0
97969,0,0
97970,0,0
97971,-2645.71530261161,-3527.62040348215
97972,-3105.42179113393,-3549.05347558163
97973,-7661.97086083057,-3405.32038259137
97974,0,0
97975,0,0
97976,0,0
97977,0,0
97978,0,0
97979,0,0
97980,0,0
97981,-299112.945442267,-4888.46488976126
97982,-903166.009850231,-5173.88333605574
97983,-1972707.97241309,-7820.44785892207
97984,-1914038.31586225,-8923.25555180537
98190,-1004284.70758996,-12514.4511849216
98191,-395868.796711258,-10166.7748754095
98192,-1154143.02502667,-11621.3268725153
98193,-2276901.78813346,-10320.2347337494
98194,-3065818.51602489,-10944.46592066
98195,-3389033.88463829,-10686.7446106056
98196,-3548388.7695071,-10884.6281273224
98197,-3681030.37878047,-10679.3265748844
98198,-3863037.17422492,-10933.7687577567
98199,-3893328.05817565,-10781.1091953635
98200,-3897809.2472754,-11176.5139706822
98201,-3945008.27092111,-11545.6616672284
98202,-3396742.92150674,-11622.7302703396
98203,-6031787.90014148,-21094.7773556861
98204,-3559971.59274203,-11530.2723651564
98205,-2933400.94671535,-11325.8723811403
98206,-4138908.50459464,-11766.6197714133
98207,-3919747.88525952,-12097.9873001837
98208,-4430963.70873051,-13010.7211120734
98209,-4373801.69012309,-12503.2744402304
98210,-3648218.66490271,-13391.0297404091
98211,-4413217.78868865,-14001.8807493592
98212,-4420819.19701091,-13216.200887925
98213,-3953757.35700424,-11769.324225501
98214,-3842067.98126713,-12336.561850346
98215,-3708801.7962372,-12477.0455718661
98216,-3593101.43889538,-11281.3231990436
98217,-2329520.29666616,-10914.2971439703
98218,-3806371.75281774,-12028.8263964219
98219,-4233001.82930082,-12699.7992253541
98220,-4153354.73400775,-12524.2509883385
98221,-2677963.29340978,-11444.2875786743
98233,-2717418.26220422,-12418.9352171572
98234,-3962962.90741479,-12545.9846692989
98235,-4048464.66958723,-12970.6517247488
98236,-4771483.88762975,-13346.808077286
98237,-2987313.15695919,-13214.5453445803
98238,-3775304.01902224,-16082.2322429062
98239,-4145734.84271376,-16225.9680732437
98240,-2006905.27011536,-15408.1018818838
98241,-1665200.71509813,-12334.820111838
98242,-2182832.18356747,-10890.3383028
98243,-2839680.02120555,-11163.3612627245
98244,-1132110.52387202,-7848.25319841955
98245,-534415.023127715,-8159.00798668266
98246,-838914.099653589,-8254.99729056422
98247,-516040.434437682,-8142.64985306007
98248,-471907.816729497,-7558.08315082277
98249,-194920.624750467,-8785.15491833089
98250,-586168.93438149,-11977.9092593919
98251,-189654.527672559,-9279.73224085917
98252,-536314.76020384,-11261.2023139914
98253,-1139431.93683296,-17979.2021591
98254,-665691.699047914,-12413.8312176767
98255,-98567.0445575697,-11511.4796563585
98256,0,0
98257,0,0
98258,0,0
98259,0,0
98260,0,0
98261,-117507.18727092,-11975.2547537243
98262,-2762514.01187211,-13570.8394811034
98263,-4614659.65106654,-16776.7676475948
98264,-3981646.04874431,-14753.6676192471
98265,-4390862.02673068,-14064.823308847
98266,-3299093.94856583,-15120.4535024501
98267,-3250283.31050248,-14534.5257037562
98268,-2891141.98396866,-14051.7228868465
98269,-125792.992762426,-13329.0588357537
98270,-7297.64692260587,-12973.5945290771
98271,-52011.1584206222,-14104.7209276264
98272,0,0
98273,-1184586.76446094,-13134.7111790541
98274,-4041894.20987823,-14282.3116956828
98275,-3849222.60560119,-16059.3381198485
98276,-4092229.3025616,-14321.0124324115
98277,-3969470.5507717,-14613.7894183956
98278,-4187320.33322132,-15008.316606528
98279,-5190502.56161432,-15964.6368677103
98280,-4978485.87576618,-14610.3767447283
98281,-2369884.04740537,-12685.8965401425
98282,-3230537.37492922,-14434.1239873967
98283,-3158563.18194151,-15040.7770568643
98284,-2683271.37459576,-14881.2277273941
98285,-105355.284636965,-14407.5602922345
98286,-263556.388105776,-14900.7145218814
98287,0,0
98288,0,0
98289,0,0
98290,0,0
98291,0,0
98292,0,0
98293,-588235.061519654,-12286.8942353975
98294,-4406011.68443881,-17061.032659976
98295,-4906105.5113131,-15165.7048263156
98296,-5444733.04393285,-14545.955702609
98297,-2816756.23554261,-15083.0320510983
98298,-4092.17333856194,-13094.9546833982
98299,0,0
98300,-290192.545128938,-14419.5053480217
98301,-57762.5313594071,-14440.6328398518
98302,0,0
98303,-16248.8824331477,-12999.1059465182
98304,-3318222.22959662,-16617.0753281834
98305,-5238089.70496933,-18093.5741104295
98306,-963796.625838585,-15222.84897672
98307,-2914288.94279338,-17595.7068244128
98308,-438507.100893803,-13920.860345835
98309,-720705.91322697,-13315.5826924151
98310,0,0
98311,0,0
98312,-504050.515815873,-9981.19833298759
98313,-363860.465444962,-11415.2302884694
98314,-313643.344306001,-11251.7791679283
98315,0,0
98316,-294586.742469289,-11142.7609444648
98317,-1003085.06962285,-12707.3326318017
98318,-4512081.24609499,-18411.9612184442
98319,-4101206.79733459,-18641.8490787936
98320,-1108846.4126709,-14883.8444653813
98321,-4732613.40476662,-18285.8764733799
98322,-1729330.51120393,-16588.3022657451
98323,-2078522.56595941,-16143.864589976
98324,-252187.133188674,-14780.1982821201
98325,0,0
98326,0,0
98327,0,0
98328,-85824.5171217877,-15429.1266735798
98329,-156417.045001981,-15940.5905734503
98330,-576620.119903459,-15427.96307434
98331,-3131816.45995192,-15184.5646543124
98332,-4368515.60893367,-15109.4357420966
98333,-4650889.01234505,-13982.3795936717
98334,-4009101.12274195,-13896.3643769218
98335,-3494101.43922993,-13962.4433136061
98336,-3805699.95040909,-13937.1021301317
98337,-3049260.18579958,-13041.4763359511
98338,-5053473.9082515,-14738.53126723
98339,-6093995.79668275,-23574.4518246915
98340,-4356796.47928567,-27607.4232350775
98401,-1781449.1939138,-19168.2495646408
98402,-2896080.35158052,-19912.8859584393
98403,-6142142.87595948,-20482.3438964885
98404,-5263052.35621877,-18544.1175290686
98405,-3056359.81449697,-15846.3243784678
98406,-1140374.66775153,-14678.9981367856
98407,-3048191.36389471,-17486.9350384781
98408,-4574199.96543849,-19204.1982280283
98409,-4366027.94000092,-18967.2677274001
98410,-4218493.0647553,-19055.8692930787
