new2kid,ghg,rec,flooding,totn,totp,hectares_chg
82031,8760945.82190293,0,0,0,0,326.875
82032,7747539.14462403,0,0,0,0,306.6875
82033,8532732.28314512,752.363451588404,0,0,0,329.5625
82034,6450899.31257456,-776.148291109973,0,0,0,238.3125
82069,4911283.0951468,0,0,0,0,215.375
82070,6033168.41624059,0,1197.74553361818,4836.69639590716,1164.88738440315,285.5625
82071,4888066.55478561,726.851991407762,6622.59988329845,26908.0940043951,6465.36328467213,251.25
82072,3076560.35308839,610.509655298157,740.767629355203,4412.48905275419,1040.0859700379,167.875
82073,2507566.33356419,-1567.48253148759,0,1792.55319932304,408.862292701143,172.625
82074,358941.532840294,-709.937596175409,0,372.428508301721,84.0459193386305,37.5
82075,14489.1967474431,0,0,16.3073033371979,3.87798144189989,1.75
82076,1402750.21389764,-3777.75079921907,0,800.0375883967,201.29284086876,85.5
82077,102177.640572052,-2996.18109229126,0,39.8073956316988,24.7729041504301,7.75
82078,1555008.17184878,0,0,-823.421345015678,384.049978419508,83.625
82079,2758825.23997319,0,0,-1918.3549149961,648.83594777962,133.625
82080,2360633.40600181,-16640.6369541527,0,-1072.69997784706,458.541871848948,121.3125
82081,6438669.51283587,218.659797080274,0,88.9861772802066,382.380867967095,279.875
82082,7174691.19134755,0,0,-22.1715644740324,199.617321979824,292.5
82083,6345624.71408876,-30329.4599677055,0,0,0,257.125
82084,3906178.01699129,-48622.4579393812,0,0,0,152.375
82085,2415654.52027421,1570.1111521278,0,0,0,98.9375
82086,7379581.59804358,0,0,0,0,320.375
82087,8170549.29006505,0,0,0,0,353.75
82088,8119979.24328662,0,12648.1371361833,3718.47328541924,1277.81188642142,345.25
82089,5043480.55963856,-32871.2145645418,0,0,0,201.8125
82176,5351117.06081724,0,2671.52068473671,0,0,243.75
82177,832449.748343029,0,1848.44306289358,330.028500122259,76.9021824265369,63
82178,158868.586134538,0,767.851747887368,210.904768734678,49.1682303984943,13.4375
82179,152722.332925911,0,1183.2952191817,222.359848064658,51.8874818138125,13.375
82180,95160.0909038978,0,1021.69976216991,40.8480914489839,9.53021279456502,8.5
82181,0,0,0,0,0,0
82182,0,0,0,0,0,0
82183,0,0,0,0,0,0
82184,0,0,0,0,0,0
82185,0,0,0,0,0,0
82186,-3394.71734472484,0,0,294.241136017968,73.7144351060945,2.5
82187,-2384.36481876436,0,0,917.735362361486,232.075887190052,2.25
82188,0,0,0,0,0,0
82189,0,0,0,0,0,0
82190,0,0,0,0,0,0
82191,-11392.0665381938,0,66.998123796838,4679.27768667866,1053.69634209019,3.8125
82192,0,0,0,0,0,0
82193,-5259.16857396158,0,89.8802846037422,4155.95259172038,966.086709083857,2.25
82194,0,0,0,0,0,0
82195,-33244.0351477563,0,287.095183269913,11863.2309617814,2475.11264394227,14.75
82196,-19065.8222238484,0,291.256770008671,12756.0184034191,2602.84218352076,10.5625
82197,-11968.9004815813,0,284.14688744611,5975.84920626354,1261.40058441005,14.9375
82198,4687.56938290416,0,325.947096964404,6663.94597916909,1416.98993142637,17.875
82199,-18475.0912426195,0,284.369601513048,7317.29544693578,1593.77752579638,20
82200,-102001.321960121,0,2089.78522129444,18983.2121045758,4704.93677277319,53.625
82201,0,0,0,0,0,0
82202,0,0,0,0,0,0
