new2kid,farm_oc,farm_oc_ha
97840,1241582.09709943,11191.7209015291
97843,2428528.40331032,11756.8668827448
97844,3294786.35397269,12718.1113363266
97845,3239202.61685171,13114.1806350272
97846,4911563.22384587,13772.3469298167
97847,4458236.43043686,14091.6204834037
97848,4254412.62468792,14151.8923066542
97849,3092598.60273974,12214.6551153078
97850,3398669.36070732,12255.7358500628
97851,837879.854614102,8280.46389713064
97852,164712.729005838,6953.55699537679
97853,21017.0383013606,5699.45852974484
97854,459996.20405306,5878.54573869726
97855,425156.872103014,6748.52177941292
97856,2312555.3515961,10396.4252060684
97857,3794140.12418029,12615.5947603667
97858,3986130.41816999,12960.3894172746
97859,2393873.92948333,12699.5964428824
97860,3705696.68939583,11548.723613232
97861,2909639.13377096,11803.8098733102
97862,3991602.14418174,12915.1919059159
97863,2301081.55448947,11755.205897775
97864,2532222.25564143,11625.6949181369
97865,2797032.51642194,10867.5377034364
97866,2483621.85980133,10529.3984517279
97867,626017.257323651,10006.2618503186
97868,217744.133505689,8956.03848653016
97869,53046.759992324,9536.41045785188
97870,789673.805303873,11644.9507547478
97871,454307.849737647,10489.0580152322
97872,223429.774024799,9432.37160553957
97873,846613.668404343,9439.58964654897
97874,989874.294399972,8750.27000574561
97875,805932.075924283,8009.26286632828
97876,985146.949147562,7484.49723948765
97877,209005.989149526,6824.68535998452
97878,7064.30115922757,5948.63471788772
97879,0,0
97880,0,0
97881,205566.060516255,5123.14169510915
97882,122574.556674695,4508.48114944875
97883,0,0
97884,0,0
97885,0,0
97886,0,0
97887,0,0
97888,0,0
97889,0,0
97890,0,0
97891,0,0
97892,0,0
97893,0,0
97894,0,0
97895,0,0
97896,0,0
97897,0,0
97898,0,0
97899,0,0
97900,0,0
97901,0,0
97902,0,0
97903,0,0
97904,0,0
97905,0,0
97906,0,0
97907,0,0
97908,0,0
97909,355915.953875181,6819.93988748621
97910,406400.152990343,5214.43326086517
97911,772801.704848345,4957.82970231496
97912,1070308.81408862,6647.88083284857
97913,475621.693370776,7226.91482659122
97914,465986.051785244,6455.21356224507
97915,0,0
97916,33018.8123193361,4983.97167084318
97917,48415.0080877343,5130.03990312468
97918,33696.3250488239,4608.01294334041
97919,0,0
97920,0,0
97921,1326.79217338537,5307.16869354148
97922,405483.473454487,6931.34142657243
97923,1050253.59194473,8253.46634141242
97924,918397.209450845,8377.62562782983
97925,1138206.56980561,9078.41730652528
97926,500031.86489517,9744.82587388796
97927,372158.003242856,9974.07047341595
97928,1594037.38186685,9453.14978127118
97929,2359075.12945495,10234.5992601083
97930,3054715.2685733,11642.5546205748
97931,43696.0761978296,10755.8248385447
97957,415227.492880379,4085.87938873681
97958,161180.167247651,3919.27458352951
97959,4268.79086589492,3594.61990307349
97960,0,0
97961,0,0
97962,2938.12717087113,2474.10818144174
97963,1254.18436546576,2229.4629196796
97964,3378.29848204976,2162.04184317287
97965,0,0
97966,0,0
97967,0,0
97968,0,0
97969,0,0
97970,0,0
97971,2645.71530261161,3527.62040348215
97972,3105.42179113393,3549.05347558163
97973,7661.97086083057,3405.32038259137
97974,0,0
97975,0,0
97976,0,0
97977,0,0
97978,0,0
97979,0,0
97980,0,0
97981,299112.945442267,4888.46089510475
97982,903166.009850231,5173.88185409889
97983,1972707.97241309,7820.44785892207
97984,1914038.31586225,8923.25555180537
98190,829252.627558721,10333.3660754981
98191,395868.796711258,10166.7618201776
98192,998496.058648299,10054.0773411648
98193,2276901.78813346,10320.2347337494
98194,3065818.51602489,10944.46592066
98195,3469320.667449,10939.915388093
98196,3568996.14319198,10947.8409300367
98197,3774559.87883765,10950.6707707826
98198,3863037.17422492,10933.7672104343
98199,3980966.9270224,11023.7921135961
98200,4044189.67974554,11596.2428093062
98201,3945008.27092111,11545.6599777227
98202,3396742.92150674,11622.7302703396
98203,3404245.93902216,11905.5574863188
98204,3559971.59274203,11530.2723651564
98205,2995556.26305964,11565.8542975276
98206,4211730.73078459,11973.6481330052
98207,4040459.82283216,12470.5550087412
98208,4486428.79225018,13173.5823338479
98209,4373801.69012309,12503.2726530912
98210,3648218.66490271,13391.0272827762
98211,4419594.18000977,14022.1089951357
98212,4429819.21268711,13243.106764386
98213,3959940.1833399,11787.7271633966
98214,3842067.98126713,12336.5598697624
98215,3680093.0554575,12380.4644422456
98216,3593101.43889538,11281.3231990436
98217,2329520.29666616,10914.294587181
98218,3888895.52124383,12289.6145582085
98219,4233001.82930082,12699.7973202654
98220,4153354.73400775,12524.2509883385
98221,2779614.13726132,11878.6928942791
98233,2683711.14857114,12264.8867652753
98234,3987360.64147622,12623.2232417134
98235,4060171.25197567,13008.157795677
98236,4771483.88762975,13346.808077286
98237,3021096.62630936,13363.9854381425
98238,3775304.01902224,16082.2322429062
98239,4145734.84271376,16225.9680732437
98240,1934582.21304586,14852.8384878761
98241,1600899.27944638,11858.5131810843
98242,2231115.72436236,11131.2262815144
98243,2839680.02120555,11163.3612627245
98244,1164786.17408208,8074.77417041303
98245,583365.385166896,8906.34175827323
98246,838914.099653589,8254.99729056422
98247,533711.989042068,8421.49095135412
98248,553587.408408655,8866.25769923155
98249,211849.674505641,9548.13282699716
98250,609282.438324913,12450.2031328686
98251,189654.527672559,9279.70953820586
98252,536314.76020384,11261.2023139914
98253,917315.005840142,14474.3985142429
98254,665691.699047914,12413.8312176767
98255,99909.2720195856,11668.1680129851
98256,0,0
98257,0,0
98258,0,0
98259,0,0
98260,0,0
98261,117507.18727092,11975.1937336288
98262,2875598.05106477,14126.3609198488
98263,4615785.50711977,16780.8576889866
98264,4495823.94240138,16658.9122460449
98265,4792167.50455977,15350.2838423882
98266,3299281.63457968,15121.3102424024
98267,3250772.95859312,14536.7152983482
98268,2892851.66251067,14060.0323815828
98269,125792.992762426,13328.9882185976
98270,7297.64692260587,12972.4414231728
98271,52141.2833958769,14139.8173301723
98272,0,0
98273,1186150.78085289,13152.0457186484
98274,4044419.67659527,14291.2356063437
98275,3854219.77880588,16080.1834672092
98276,4080330.64837835,14279.3723477807
98277,3969470.5507717,14613.7894183956
98278,4187320.33322132,15008.316606528
98279,5190502.56161432,15964.6368677103
98280,4978485.87576618,14610.3767447283
98281,2382173.05530789,12751.6757054486
98282,3230537.37492922,14434.1207627956
98283,3158563.18194151,15040.7770568643
98284,2683271.37459576,14881.223600885
98285,105355.284636965,14407.4617796754
98286,263823.770903371,14915.7894057329
98287,0,0
98288,0,0
98289,0,0
98290,0,0
98291,0,0
98292,0,0
98293,588235.061519654,12286.8942353975
98294,4417935.53563064,17107.2043974081
98295,4916385.47396813,15197.4821451874
98296,5446223.94867647,14549.9368072924
98297,2816756.23554261,15083.0320510983
98298,4092.17333856194,13092.8598258261
98299,0,0
98300,290425.556277548,14431.0835417415
98301,57840.2784788857,14460.0696197214
98302,0,0
98303,16267.2052186017,13013.7641748813
98304,3321116.81983196,16631.5667643374
98305,5238089.70496933,18093.5741104295
98306,965053.037288517,15242.6815424196
98307,2914584.70362418,17597.4925501837
98308,438507.100893803,13920.860345835
98309,721199.648547141,13324.7048230419
98310,0,0
98311,0,0
98312,507454.752967388,10048.6089696512
98313,364885.190421877,11447.3785230393
98314,313643.344306001,11251.7791679283
98315,0,0
98316,294929.222355969,11155.6941681801
98317,1025030.58241654,12985.3356535203
98318,4521099.91884755,18448.7589754026
98319,4101206.79733459,18641.8490787936
98320,1110756.18590672,14909.4790054593
98321,4732613.40476662,18285.8729407311
98322,1730906.19290669,16603.4167185294
98323,2079433.35393221,16150.9386713181
98324,252403.661339555,14792.8452276802
98325,0,0
98326,0,0
98327,0,0
98328,85886.3504900357,15440.1039972739
98329,156905.210201053,15990.2584140771
98330,576620.119903459,15427.96307434
98331,3131816.45995192,15184.5646543124
98332,4479745.48604766,15494.1478116651
98333,4650889.01234505,13982.3795936717
98334,4009101.12274195,13896.3643769218
98335,3536107.63756536,14130.3002500114
98336,3805699.95040909,13937.0995781336
98337,3164109.57796118,13532.6764023624
98338,5167511.01049864,15071.1221596752
98339,6253419.88518989,24191.1794398061
98340,4543773.28594483,28792.2176401359
98401,1781308.11359449,19166.7212401714
98402,2910080.41164924,20009.1407731307
98403,6142142.87595948,20482.3438964885
98404,5338337.51158859,18809.3779207036
98405,3302321.80895255,17121.5647904215
98406,1114223.50531649,14342.3689550834
98407,3252865.63292921,18661.1097877302
98408,4600592.46722032,19314.9997437747
98409,4410038.88321894,19158.4596265912
98410,4258486.00524249,19236.5262800338
98411,5057664.3439441,19868.061283736
98412,4403797.77947478,19960.5565075344
98413,6394940.112174,19323.7065790026
98414,5773166.4650181,18154.6115252142
98415,5472919.0571614,17984.5328664933
98416,4481983.32362232,18444.3758173758
98417,2505592.77790949,18280.6519936298
98432,1187669.95746356,13830.2178452816
98433,3942562.02216858,13866.9996177396
98434,1883344.88233545,10606.6559774877
98435,952410.857984252,10516.6082225407
98436,926728.178825116,11336.1245116222
98437,3962880.27754608,14068.354378978
98438,4396767.23997685,14197.4297642151
98439,4570489.65176379,13921.1542530549
98440,4314102.70574425,13241.0574907082
98441,3872568.36347731,12462.005996709
98442,4217852.80814909,13219.5170136673
98443,2800444.39974665,13467.7185517799
98444,3582267.79710788,13249.2567623038
98445,241584.472729084,9736.38230367632
98446,9774.5590091757,7819.64720734056
98447,0,0
98448,121335.590357418,5918.80928572771
98449,25848.2366727704,4646.83223930937
98450,154304.165596932,4927.86967516001
98451,257970.889273374,4816.25481373411
98452,38696.3550432525,5840.95925181171
98453,549396.094904937,7418.00133677462
98454,75395.016255619,7096.00152994061
98455,152086.756583224,6454.59666221286
98456,87859.3772833027,5832.96834090527
98457,0,0
98458,0,0
98459,0,0
98460,0,0
98461,0,0
98462,0,0
98463,0,0
98464,0,0
98465,188582.156100724,6406.17701203815
98466,1213570.41121723,7880.3273455664
98467,2873545.50454942,8784.24304027334
98468,3033419.34644837,10109.2900345224
98469,2488015.83347585,10267.7960075772
98470,3184316.705522,10206.1432869295
98471,3065123.24581499,10141.0198372704
98472,3274836.5370093,10843.829592746
98473,1583685.06770527,10192.6633480629
98474,163689.069994986,6580.46512542655
98475,55854.9321994929,5319.51735233266
98476,621396.424261313,5263.28140685859
98477,254182.314594827,5083.64629189653
98478,166439.470902023,5005.69837299317
98479,115308.540240257,5347.63004562339
98480,1857601.01888844,6199.75308765438
98481,3357487.04782624,11565.0771825959
98482,3754448.90587695,12819.2877708133
98483,2562532.51845084,12596.1628934818
98484,0,0
98485,2755828.72899167,11411.2990848516
98486,3894017.79062713,11608.7712619745
98487,4524844.84280052,12597.443432548
98488,4302388.22692634,12828.5895696648
98489,4308902.05133307,11921.567228787
98493,3910997.74160197,11983.1412994315
98494,3036670.72662474,13015.4624199373
98495,3798995.01667569,13312.2909038132
98496,2519324.41698739,12444.9461919856
98497,4189158.58918342,13456.4398036103
98498,4544031.7904597,13228.622388529
98499,3803850.85269401,11952.3985944823
98500,3436662.96206352,12551.1521004553
98501,1229318.66670393,8641.95899264628
98502,649043.283670413,6527.14476242037
98503,113430.113433841,5483.01337924699
98504,75641.7295454756,6081.72264999743
98505,747233.767724647,7172.00632632831
98506,2812728.19870986,10624.0914021147
98507,4236327.35108476,12815.5090499053
98508,4648175.36818427,12979.1982357676
98509,3099082.96530864,12855.9287425967
98510,1294341.03197244,11505.2536175328
98511,4376786.46558653,11915.7008536369
98512,3795451.69453253,11676.0657126837
98513,2995169.64155639,11665.7045435497
98514,1504094.954085,11448.8673955091
98515,2655983.02153315,11245.228724093
98516,2638277.83243015,11111.4599709698
98517,3171324.55946552,11037.8908246978
98518,3049751.33946497,10661.1345646781
98519,221516.995261101,9087.87672866055
98520,105117.824305839,10712.5899287993
98521,1368220.01185955,11956.0407563737
98522,20408.2312902674,10533.0088463613
98523,22686.4421590336,8642.45415582233
98524,0,0
98525,0,0
98526,0,0
98527,0,0
98528,0,0
98529,78490.3943803472,5682.54191878742
98530,0,0
98531,229222.827759122,5506.85472093986
98532,56276.6225791831,4641.37093436562
98533,0,0
98534,0,0
98535,0,0
98536,0,0
98537,0,0
98538,0,0
98539,0,0
98540,0,0
98541,0,0
98542,0,0
98543,0,0
98544,0,0
98545,0,0
98546,0,0
98547,0,0
98548,0,0
98549,0,0
98550,0,0
98551,0,0
98552,0,0
98553,0,0
98554,0,0
98555,0,0
98556,0,0
98557,0,0
98558,322533.023515727,6491.22412990229
98559,691636.785541758,6415.17880378266
98560,129230.012056385,6099.33720776516
98561,63400.1529133525,6002.35292740413
98562,385468.277734873,6968.91171596452
98563,349109.815549996,7254.22993350642
98564,617324.775918007,6673.78136127575
98565,481764.808773155,5980.00943084789
98566,317224.72491629,5434.25652961524
98567,0,0
98568,0,0
98569,0,0
98570,26081.0560866606,5419.38392051212
98571,122429.147770131,6008.79252859538
98572,397756.502909423,7191.0715182978
98573,800547.509266936,7583.63178292809
98574,309392.046659769,7511.7856405581
98575,365092.190215721,8192.80293016717
98576,620402.614734198,8966.96898118517
98577,1139290.08891184,9055.45662107511
98578,1339527.60092027,9338.7512608816
98579,1299045.54822431,9383.62133846133
98580,2530636.79029647,10569.0890601598
98608,392433.269120999,4133.59381110002
98609,0,0
98610,0,0
98611,0,0
98612,0,0
98613,0,0
98614,0,0
98615,0,0
98616,0,0
98617,0,0
98618,0,0
98619,0,0
98620,0,0
98621,0,0
98622,8855.11300883467,3542.04520353387
98623,0,0
98624,0,0
98625,0,0
98626,0,0
98627,0,0
98628,77203.5082453084,3872.26656461342
98629,66485.5165186678,4155.34478241674
98630,241809.093810033,4627.92524038341
98631,724379.568714382,5500.74451771927
98632,1353792.04639554,5783.89001741432
98633,2705238.29246179,8381.83824155475
98634,2535521.12879797,9001.18279561154
98841,1455974.76310323,10715.5456346144
98842,1846288.29358217,10656.786687343
98843,1569624.90927362,10033.5559414835
98844,1909596.25852274,10256.3047772138
98845,2506429.67778581,10489.8944422332
98846,2984796.26909248,10456.9152485105
98847,2689486.93701184,10495.5587785828
98848,2956541.92631842,10373.8313204155
98849,3796112.86336597,10795.9128712861
98850,4037187.77400857,11257.4075259911
98851,4011161.30236819,11387.257068469
98852,4191901.4346642,11492.5330628216
98853,3968199.901318,11742.4059602669
98854,3944428.84816809,11785.406562533
98855,3711163.28405358,11804.893150071
98856,3425363.74737564,11898.788527575
98857,4142926.50546993,12353.1166767646
98858,4079002.02694371,12809.4253549674
98859,4144405.90342454,12774.1252620868
98860,4173089.69409087,12104.6836666885
98861,4245234.0466198,12458.5005036531
98862,3848920.87624658,12132.1383018017
98863,2608510.73700019,10523.4926354017
98864,3601356.77389446,12969.0970081102
98865,3944984.0990923,13171.9001639142
98866,3896068.52524391,11373.3054744131
98867,2787738.06945595,10382.6371301898
98868,3045809.50974959,11210.7069674322
98869,4455655.4089085,12048.4159039722
98870,3924788.98407215,12050.7799087566
98871,2825228.76759539,11177.9575374694
98883,3772970.9044304,12277.3082467032
98884,4121839.1566836,12588.1688177902
98885,4171185.52865219,12986.7596943038
98886,4443565.91124428,13286.683601301
98887,3872987.97248278,15117.7837193212
98888,3986651.03990293,15871.2127249258
98889,4096626.63421547,16132.4177311133
98890,3129863.98850985,15147.5571131753
98891,1023838.78619645,12316.8575783031
98892,1972364.69260983,12146.9727027549
98893,3150149.63716845,10933.2742287842
98894,1782731.61648019,8560.53597349432
98895,988738.981622436,8188.31454759781
98896,2511226.50145658,8708.1976643488
98897,1482678.59337232,9511.97172973421
98898,998357.97565492,9446.31582106804
98899,371084.165309212,10814.8233025296
98900,429763.668099388,8804.36830485989
98901,211344.368981789,10216.0173138815
98902,862200.810283241,17396.2156967961
98903,941862.950090375,15997.6721883716
98904,931906.457456721,13045.0506415285
98905,935951.041148368,12406.9649816089
98906,0,0
98907,0,0
98908,0,0
98909,0,0
98910,0,0
98911,378570.064599714,12778.7363577963
98912,5164867.97699864,16389.9023466835
98913,4276114.19337519,14719.8423179869
98914,2717990.01208435,16196.5837005894
98915,5594504.89351169,16551.7896257742
98916,4763744.67131775,14595.9239259065
98917,2429838.18324688,13187.7241967266
98918,484086.926255374,13061.3496981555
98919,413300.345792508,12815.5145982173
98920,728150.86803507,13952.5781155672
98921,1965706.28266883,13692.3332907421
98922,202704.945495294,12669.0590934559
98923,36652.1052590612,11728.6736828996
98924,3705092.70531424,15474.1505888038
98925,3596632.84754282,16588.6746295029
98926,2112091.0663049,12651.9831296488
98927,3582792.73518921,14377.8962279183
98928,3899902.66829405,14494.4090818066
98929,4503825.43371491,15823.7169388315
98930,4188547.7019826,16502.5240161789
98931,4417732.36033257,16252.8638222649
98932,4980098.54590687,16064.8340190544
98933,3380990.40357791,14232.0008081152
98934,142539.855284304,13415.5157914639
98935,698823.316813189,13154.32125766
98936,867559.17748791,14941.802891673
98937,33526.3047053254,14900.5798690335
98938,0,0
98939,0,0
98940,0,0
98941,0,0
98942,0,0
98943,0,0
98944,462013.825825504,13014.4739669156
98945,3108131.77409751,15424.9715836105
98946,5408720.09263443,14571.3941446431
98947,5409460.17836147,16931.0177726494
98948,719655.084448376,14393.1016889675
98949,10067.5854264827,13423.4472353103
98950,3044441.41564978,15764.0979451121
98951,1433007.85569113,15164.1042930278
98952,113278.269091441,13627.3789741344
98953,1867054.88404122,15125.501794561
98954,2150746.40068086,14987.7797956854
98955,4402222.60676469,17858.9152404247
98956,1978857.94980863,15854.6392154365
98957,4584370.44559886,18039.8246752538
98958,2209853.86069359,16137.6763400075
98959,5902.24003061803,13489.2927222444
98960,0,0
98961,469695.721296197,12979.4838638205
98962,470281.313537411,12457.7831400639
98963,714324.308834169,11868.306798236
98964,27963.0428317109,12091.8651841953
98965,0,0
98966,0,0
98967,0,0
98968,184042.378453406,12320.7874419437
98969,2825811.69427978,16876.8098570469
98970,4095902.18620797,19061.7902790365
98971,4313334.31746342,18204.5197878657
98972,2322938.77606433,16756.9974828807
98973,40667.259495593,14459.2129902021
98974,488785.638954002,15274.5512173126
98975,0,0
98976,0,0
98977,12553.7214826217,15449.7833765574
98978,1487337.43611122,17231.9950703718
98979,899449.542803542,15625.6028060526
98980,1869243.79045589,15266.9159947736
98981,4636302.1889366,14800.6454555039
98982,3924209.31136116,13682.1394717949
98983,2888457.78173779,13280.2656631623
98984,4527453.09452683,13547.6414202948
98985,4113535.86813835,13902.9518145783
98986,4263951.49765483,13760.2307306328
98987,9213617.63454404,27340.1116752049
98988,11049171.3649948,31841.992406325
98989,6119915.09624522,21716.2617358426
98990,4876087.9413764,20644.9829441747
98991,325813.604448104,29318.5041211658
99049,672814.340461915,18464.8622221284
99050,5141449.50426008,19708.4791730142
99051,4897882.94228481,19955.7196618236
99052,4493802.33433539,18951.1959276137
99053,4105804.62909354,17411.3066886963
99054,3616735.20925047,15585.1739509476
99055,2242507.70924259,13448.3220944084
99056,815499.247326257,10052.3790117258
99057,3159070.63409333,14545.3578443761
99058,4547437.87800467,17608.6655489048
99059,5841928.65718758,18436.0667682448
99060,3790086.88153491,18539.0936329207
99061,5647706.18286177,19593.0830281414
99062,6655001.16446836,20289.6376965499
99063,6652079.96174747,19994.9771542322
99064,5385164.36096916,19189.8952729413
99065,2754502.39240139,17828.4944491999
99066,3119410.21237407,17574.1420415441
99067,4451282.60697902,17904.3167619137
99068,3379735.99284374,17315.3256590584
99082,1605884.42463881,13566.0775048685
99083,3705651.51365286,13721.456431678
99084,508899.127135113,12098.6275709655
99085,1355584.15604053,12316.4887242802
99086,3774240.61216218,13542.910733408
99087,4983522.37465283,14038.0911962052
99088,4750636.18389291,13143.7261676129
99089,3941448.96310958,12820.3238775146
99090,4317420.10044982,13821.2728305716
99091,3398015.9299424,13081.8707601247
99092,4543186.90345869,13441.3813711795
99093,4070805.01547438,13349.6350825747
99094,3988662.81409477,13512.3002785679
99095,2745274.09193537,13186.5430566591
99096,311976.878144471,12264.4231910884
99097,98611.0957116342,10660.6589958523
99098,517627.378039741,10301.0423490496
99099,796290.400353115,9333.80142022615
99100,711148.385686481,9023.28862200856
99101,918927.672338333,9299.70608326911
99102,405558.01352121,9787.21023615562
99103,321769.98962743,9881.59679224846
99104,45180.8457888477,8309.04465960731
99105,33311.4517012175,6833.11829768564
99106,0,0
99107,0,0
99108,0,0
99109,0,0
99110,0,0
99111,0,0
99112,0,0
99113,0,0
99114,0,0
99115,12881.1095772329,5152.44383089317
99116,472977.743749962,6451.52492649569
99117,1727970.53811309,8126.84556431789
99118,3259930.46048879,10243.3007399491
99119,2598333.17272122,10703.7411852573
99120,2141073.57025911,10165.3344582035
99121,3540626.39000563,10062.1709129822
99122,3092661.59744267,10183.6957011991
99123,2234742.3547243,10457.9904384897
99124,816291.425697875,5733.39017171466
99125,0,0
99126,0,0
99127,25677.1176445957,4833.29430209517
99128,406191.055211351,4953.54945379697
99129,1001.48409350257,5339.82454546823
99130,430850.778198161,5947.89274620913
99131,1871514.09857904,7802.03897271094
99132,69916.7426889792,12429.6431447074
99133,0,0
99134,0,0
99135,1987673.42774557,11683.6057472186
99136,3699052.01764864,10933.8303224301
99137,3547891.09597609,11080.6653662083
99138,3651172.71367364,11993.174671369
99139,3857202.3651265,11770.9762397946
99142,3639218.46151024,12503.2178186793
99143,3661928.24222051,12896.9494954806
99144,4029648.93299118,13277.2617231999
99145,3229064.6239294,13122.9422109516
99146,2818182.7544358,11383.7200111075
99147,2245437.12146766,11185.2409537617
99148,2377623.33733489,12212.5083875928
99149,3730237.6145794,11515.2985956071
99150,3252398.83409103,11628.6864899458
99151,3954378.99605411,11649.7983091562
99152,2781536.69648653,8757.29774572698
99153,507353.077535826,6273.29925855736
99154,300163.287576132,6412.02599679214
99155,298985.892990434,7097.5879641646
99156,1158580.57962166,9918.28857106243
99157,3806869.99743357,12327.4458807894
99158,4108368.33328077,12213.6553943687
99159,2754349.06873947,12456.0726681265
99160,3384807.42310179,11900.0020324384
99161,3970572.25924969,12011.5610774714
99162,2572527.03230473,11760.1235762502
99163,2615685.02739057,12617.1089371607
99164,2472756.64206443,11916.8994798286
99165,2862136.05853609,11352.0517938963
99166,2787775.82538224,11275.1297285429
99167,3650642.30559781,11459.7346913434
99168,3345716.51678145,11416.3905172512
99169,1306558.74488932,11646.2008920716
99170,1129860.42983146,11256.3928252201
99171,520301.062183582,11189.2701544856
99172,1120221.38675975,11279.7565540282
99173,350972.589605284,8706.28599791589
99174,241939.056981644,8081.45813473862
99175,0,0
99176,0,0
99177,0,0
99178,8876.06950676051,6455.32327764401
99179,55937.5924284697,6532.81936204398
99180,0,0
99181,507125.169834756,6146.9717555728
99182,237452.829303353,5141.05704466579
99183,0,0
99184,0,0
99185,0,0
99186,0,0
99187,0,0
99188,0,0
99189,0,0
99190,0,0
99191,0,0
99192,0,0
99193,0,0
99194,0,0
99195,0,0
99196,0,0
99197,0,0
99198,0,0
99199,0,0
99200,0,0
99201,0,0
99202,0,0
99203,0,0
99204,0,0
99205,0,0
99206,0,0
99207,119753.843604663,4296.10201272334
99208,152240.402651133,5664.75916841425
99209,151248.971979379,5873.74648463609
99210,165551.14393322,5647.79058571227
99211,52088.2079384016,5482.96925667385
99212,305807.43459377,5341.61457805711
99213,338555.303300085,7007.60575254433
99214,401720.261106312,6859.67843111873
99215,515920.421409298,6510.0368632088
99216,364848.001100881,5734.34972260717
99217,109779.971563997,5076.53047694783
99218,0,0
99219,3267.63371479909,4356.84495306546
99220,25389.1228690841,4103.25942725054
99221,93663.4971105715,3793.95675595883
99222,216299.988189621,5332.50469188009
99223,250470.530970091,6746.68096889133
99224,341499.449127364,6599.02317154327
99225,867286.712608394,7628.6868052693
99226,384216.677339742,8352.53646390743
99227,1137138.26243214,8971.5050290504
99228,2207095.44820657,9239.54138443355
99229,1551084.73937466,9357.97731146102
99230,1631066.9864862,9836.81263261554
99258,244287.025507758,3656.30447435038
99259,0,0
99260,0,0
99261,0,0
99262,0,0
99263,0,0
99264,27393.293731517,4174.18438435014
99265,13040.0563185971,3161.22577420535
99266,0,0
99267,0,0
99268,0,0
99269,0,0
99270,9398.91753929973,3580.54001497133
99271,4213.5083474193,3745.3407532616
99272,0,0
99273,0,0
99274,4972.77837681711,3459.20376808954
99275,0,0
99276,0,0
99277,5825.55242469161,3883.70161646108
99278,51432.8725792072,4033.95079052605
99279,83401.0208939043,4276.97543045663
99280,91547.4449258207,5527.37621476286
99281,1766448.76206329,8479.80000275207
99282,2508205.26508699,8654.5778127517
99283,2226867.56089646,8734.95317145888
99284,2607226.50497467,8798.90677925952
99285,1423017.27863721,8886.91508906924
99491,1417914.22129415,10751.9561804296
99492,3140953.84696165,10880.1153598818
99493,3150040.48118399,11413.1901492173
99494,3436460.46886537,11629.3078472601
99495,2464251.08201783,10664.8657777638
99496,824842.724833121,10230.6074397907
99497,614361.058158654,10144.2402633088
99498,3350918.0748532,10169.7058417396
99499,2909357.37961573,10782.8838192135
99500,3604505.56939885,10699.8310037814
99501,3631647.19949499,10456.4237586433
99502,3414717.07782545,10874.8951523103
99503,3765435.56754368,12585.5356198601
99504,3968656.75250619,12586.4217980102
99505,3333900.81528083,11904.1293285405
99506,2791469.59626356,12087.5517916578
99507,3444239.27347411,12124.9326019009
99508,3595865.58881994,12314.6081808902
99509,4209628.92800588,12526.3256141033
99510,4726854.18937802,13082.4522684806
99511,4735161.52268539,12393.68140815
99512,4464547.59351832,12859.1811357243
99513,4102992.89593542,12163.7718369371
99514,4605533.09070912,13953.5160553935
99515,4105611.74758255,12718.2532016879
99516,3429070.13412556,11187.8307801813
99517,1822418.82406986,9639.2375119761
99518,2537258.29807274,11615.4859733262
99519,4059162.58205358,12029.3742710424
99520,3782807.50292518,12227.2565751117
99521,1824205.63818033,11144.4373025335
99533,3746708.93490992,12142.4616659083
99534,3960007.48457967,12702.509974594
99535,3999794.93062187,12946.9367858387
99536,4143797.92228389,13402.2146825895
99537,4697475.13273441,15430.0122725807
99538,4613024.02927471,15519.0043036996
99539,4581964.8293988,15728.6901281761
99540,4337420.23673939,15655.0217152747
99541,3211483.01162369,12874.8979919972
99542,326162.602607515,12308.0227399062
99543,2474224.32922007,11359.4204246728
99544,1391627.23936779,10204.416054026
99545,382518.666098552,10166.6090657422
99546,929322.06356876,10628.4092311457
99547,912933.864336167,9244.89989201182
99548,744411.057784624,9247.34233272825
99549,496093.454326824,8839.08159156925
99550,783933.013302118,10702.1571781859
99551,689490.513203264,12479.4663023215
99552,496577.291153151,12571.576991219
99553,392653.048749277,12514.8382071483
99554,204502.714193541,11985.4719367
99555,34202.6502992033,12160.7261379187
99556,0,0
99557,0,0
99558,373403.461110105,11336.7102626062
99559,0,0
99560,0,0
99561,76080.2073149506,12680.0345524918
99562,4812826.23546584,18067.8601049867
99563,4818192.27472648,16398.8647684603
99564,4923855.22880294,15787.912557284
99565,4994407.65858178,14341.443384298
99566,4478824.72024512,14103.7560009678
99567,2551298.49392413,13575.2461066143
99568,437757.939063395,12970.6056018784
99569,2484946.72150074,13872.6962819302
99570,1563900.62232275,12851.7717903167
99571,3882067.83526114,14087.7918108289
99572,2182068.79779477,14094.9089579286
99573,2847397.42792457,14322.02055617
99574,2637600.54452695,13978.6676149378
99575,3088593.38367208,14862.4006763407
99576,3090068.01621964,13954.5800439882
99577,849821.914462666,11813.3285671067
99578,2443436.97538426,13636.1983596754
99579,3336085.06592529,13428.2642294826
99580,1811362.90298171,13078.4325125033
99581,3878672.13556311,15015.4227332861
99582,5709984.35394869,16461.2161555278
99583,4895663.43214225,15017.3724912339
99584,3843068.06113621,15303.4069134344
99585,2713897.47327545,14957.749778232
99586,2138594.08242895,15330.4235299566
99587,234069.77507863,15040.5797943544
99588,0,0
99589,0,0
99590,0,0
99591,0,0
99592,33859.3449364291,13890.7283692351
99593,897923.102404349,15028.0017138803
99594,3080580.08283948,15672.2635254756
99595,3169102.29238838,15654.7157006612
99596,3484430.61485959,14870.8663486424
99597,3471877.61959857,15921.475831584
