new2kid,ghg,rec,flooding,totn,totp,hectares_chg
87196,9795.53609988157,-1465.15331130853,314.632119771506,0,0,7.68755
87197,110700.432778536,0,18048.9806733537,0,0,86.06255
87198,2154.96302815291,-46984.7647561341,57.773694930761,0,0,1.625
87199,190696.426867501,-1202921.55222247,0,0,0,142
87200,130515.496475792,-301034.620269775,0,0,0,96.125
87201,263096.144957079,-244948.250920231,134721.294227855,0,0,227.875
87202,219796.565536202,-11754.16160471,132315.058484718,0,0,206.31255
87203,165219.455775499,0,295535.27593271,0,0,163.875
87204,125041.386792817,29397.6335117984,365277.635988938,0,0,132.93755
87205,85118.2684980519,33506.8992040228,991231.685558694,0,0,91.5
87206,210432.327790968,9755.05679978173,1807729.52620778,0,0,170.875
87207,109413.631588029,2435.10366013379,771515.595645311,0,0,110.81255
87208,5651.99031663565,-49.6762969507044,120637.96107844,-326.495215654666,-27.493284743165,7.18755
87209,157714.92735252,-3405.52221502526,58109.1881869307,9398.5274463019,1658.64476238542,159
87210,342466.974317483,348.399061131875,48979.6938418833,23627.1427353288,4052.6165963891,349.68755
87211,263801.892411264,1687.24689581467,68772.3029502544,25927.7052479652,4494.89799470391,277.81255
87212,355208.833370147,1073.61269988291,89898.8257049163,28262.4271229574,5017.33332514671,265.5
87213,547916.576177866,8101.49732305853,183231.957056377,45560.2112028162,8511.41840290652,372.25
87214,408383.132417051,490.518906414823,207234.165176893,20326.1301533768,3709.64120165468,267.375
87215,487611.718044523,6122.91296509392,224202.835296973,17115.5131879811,2949.39274311046,312.56255
87216,425297.813433255,993.529592572122,156690.769041391,11517.8940614638,1961.80450222203,303.5
87217,323189.702307901,215.591741765209,101671.024672286,9765.81901691475,1631.84313321581,282.43755
87218,343016.884194197,-853.713127647008,135346.577978203,9381.18417860209,1554.68966186912,274.68755
87219,344383.447960713,-857.605361252892,104664.002907631,8907.98258965728,1515.92700627903,276.375
87220,86496.6143110684,-156695.889856636,0,2220.48796133853,416.461545110118,83.125
87221,307259.056822225,-314.412951068199,15335.786670102,6032.75680403562,1245.8359377298,259.18755
87222,227740.411563967,-1096.98674113598,29870.7580761463,4696.11231764425,965.337444788347,201.56255
87223,49323.2108268134,-2076.47795154832,12831.1225233332,1202.11637125869,247.050012915707,50.625
87224,29080.983967708,-153.289603660007,7475.07149012856,736.863525945798,151.621372384339,30.25
87225,2906.48777720683,-867.604657265506,1506.18635889036,63.9468891139508,14.4915061539614,3.625
87226,4469.19951439301,-4402.84331359545,25058.5394675727,-512.578192057494,-45.7856907410547,5.81255
87227,41801.1298992619,0,15668.093529303,77.4373074587568,11.281985518254,49.06255
87228,83957.3496435882,-1079.72336639368,49371.234258766,260.146670017512,35.6985661590594,90.5
87229,430496.148402072,-3375.72828189361,189897.055948355,852.657647945472,128.765092132086,327.68755
87230,449516.542179032,0,116388.994039363,1527.10451437226,211.554299024112,329.31255
87231,190706.606822474,0,68046.8833191838,640.268628600146,87.8259953000418,117.18755
87232,215356.184332644,358.781222118507,72265.2811006911,815.371119532184,113.535750945043,161.75
87233,312316.536343207,1379.8451632224,101076.132841535,1628.37483941873,217.78889040736,324.375
87234,435947.841995428,2605.12436608551,13653.5712080798,201.094960509722,27.2021286341714,296.43755
87235,296379.505056718,-30.4616640649973,-1178.24857583111,0,0,206.56255
87236,253655.38932529,-250.911865482118,-285.706735796473,0,0,196.56255
87237,342697.679332902,0,4443.52663221911,0,0,279.625
87238,369094.869371869,0,2096.06354619404,0,0,304.5
87239,269346.000515493,-10014.436683189,1549.55415573372,0,0,227.5
87240,340832.119256888,-11331.9884580972,11969.4985248531,0,0,270.56255
87241,201449.575451071,-11797.7223655002,1020.618146,0,0,190.25
87242,206217.83386116,-1277.47051789769,0,1695.5072112157,413.454712646955,196.06255
87243,354128.834736022,-3423.67580951183,0,6379.83065914872,1531.14840168585,306.31255
87244,212005.378873155,-77.8338145728515,4141.15997705388,2665.55794547459,628.664394898162,189.75
87245,78216.7615457576,0,19925.1993398636,0,0,82.81255
87246,36453.2203027868,-187.820265359537,0,0,0,45.43755
87247,142348.994275052,-1723.78684523526,0,0,0,135.06255
87248,120744.694573658,-355.746204216915,0,0,0,88.5
87249,353265.156761516,-207.458654028105,0,0,0,264.56255
87250,225336.442122527,-2921.48021539531,0,0,0,221.56255
87251,7284.46185302629,-3891.49020129409,218.039636299874,7.3213412587681,1.78810691023202,10.75
87252,813.497303694896,-18016.639223561,10.2642745036306,0.723295938405409,0.180250317979847,1.06255
87253,57072.8160497232,0,0,26.7375119254597,6.7874557907255,69.875
87254,50353.170210037,-3044.68968699342,0,8.51658815612902,2.16227390525543,65.18755
87255,3686.37996275339,-1957.94886645276,0,0,0,5.125
87256,1235.33106410498,-159.104998056129,0,0,0,1.81255
87257,132600.554711779,-22120.2494955052,0,0,0,131.43755
87258,41259.3579513974,-14355.1582328664,0,0,0,44.81255
87259,128796.053121592,-5191.69012527473,0,0,0,122.875
87260,104273.790323966,-12775.8864529289,0,0,0,108.18755
87261,6705.94736329052,-10950.2951559187,0,0,0,8.75
87262,0,0,0,0,0,0
87263,0,0,0,0,0,0
87264,0,0,0,0,0,0
87265,0,0,0,0,0,0
87266,2229.92404184839,-4024.40066757181,0,0,0,10.18755
87267,35708.564076304,0,0,0,0,45.75
87268,5048.85556593257,-19664.4770110879,0,0,0,5.125
87269,101211.546214315,-15233.6480415671,0,0,0,95.06255
87270,172622.583368921,-4465.98832217646,2.48556990953038,30.742892554651,7.18662249685689,166.375
87271,53477.332980531,-21179.3196732409,38.2185070030518,468.767412589346,109.24425339282,55.93755
87272,22218.9658049207,-24909.2369916261,0,0,0,25.06255
87273,1027.26059093467,-103.552055262981,0,0,0,1.93755
87274,2114.55523496033,-294.640999123209,0,0,0,3.375
87275,47001.9106492908,-14220.1711302084,0,0,0,72.06255
87276,0,0,0,0,0,0
87277,16161.7295875489,-397.947041183187,13305.5239013153,24.8520901714679,5.46394709479544,29.5
