new2kid,tot_es,tot_es_ha
20549,0,0
21199,7691.30217426331,317.985995864125
21200,46035.1518418624,518.705936246337
21849,-4644.55292844013,-147.153919073083
21850,-8649.7365174189,-138.534207658995
21851,-737.71335762324,-12.4508583565104
21852,9969.02594195541,186.119330426864
22499,-6136.53293872583,-129.360241806877
22500,0,0
22501,-522.099472280855,-81.1022007255641
22502,-2038.98533925611,-122.186021270714
23150,237.369264604439,15.2525945043993
23151,-256.474662614318,-33.3623407476138
23184,17078.6587066365,656.871488716787
23185,90228.8651139423,473.48686882046
23809,48546.1410797509,620.893493654052
23810,27450.5361173131,755.951760956284
23811,10943.2028143841,653.325541157262
23812,25618.4325295552,434.670808840124
23813,14589.2959538678,273.335755575977
23814,13854.0225045956,461.800750153185
23815,28713.9401750648,634.562213813586
23833,57842.7744157616,707.015909121053
23834,101452.014802492,745.627763131681
23835,24190.4204379207,107.93271807215
23836,6648.16190695152,81.6350922510749
23837,3736.02765269145,89.085501005458
24457,10187.8186953605,128.148662834723
24458,24831.032683278,112.357613951484
24459,9659.54331137937,130.755239409535
24460,12068.109453414,105.74466114711
24461,18.6110881226817,99.2326746077406
24462,1018.75320628506,122.556039516762
24463,8526.99236325624,279.001338672861
24464,1657.95041560043,80.6296113857684
24465,3763.66651218989,75.1792809633127
24466,4799.69759555441,86.093230413532
24467,24408.2957678703,278.355316893565
24468,29372.9996410946,496.269902050255
24471,19099.8346263771,573.352524090083
24472,93385.8278973257,907.208573521768
24484,14214.3988306181,174.543546934039
24485,1678.91032882551,105.343062693169
24486,865.650323321403,64.7215195006657
24487,924.687913386702,124.326950862408
25107,340.496595787035,23.5840981182427
25108,9.22222669744548,49.1720964939775
25110,274.742376041044,107.214445002456
25111,0,0
25112,0,0
25113,0,0
25114,0,0
25115,0,0
25116,0,0
25117,640.782540093536,49.7695176771679
25118,8745.18472137695,101.762090278079
25119,14301.4535071807,130.383562283784
25120,13524.6404656959,128.043933403038
25121,18001.9939964891,383.530755152092
25122,21438.2893346165,501.480452271731
25123,52976.1147163488,445.177434591166
25125,23743.7827556307,151.415066942223
25126,13232.1666816086,195.128581385135
25127,16985.1828376206,184.37104844093
25133,9076.79624497656,214.201681297382
25134,4787.04967237376,186.811694531659
25135,200.076413336277,97.0043942383345
25136,0,0
25757,91.0987048282687,33.8965618605305
25758,782.914658377903,50.7149553120737
25760,92.901349376973,59.4549610425094
25761,0,0
25762,0,0
25763,0,0
25764,51.2577095968422,10.514401968583
25765,0,0
25766,0,0
25767,0,0
25768,0,0
25769,0,0
25770,376.415111978179,136.87822253752
25771,209.333020872078,159.485749778734
25772,2717.05858509761,149.90668055711
25773,7949.89525942852,122.42370184013
25775,9890.69759155619,150.428860708079
25776,1981.22103302753,214.186057624598
25777,16710.3929875069,198.490073502636
25778,1004.80549239893,182.691907708897
25782,26356.6687804631,239.878669219232
25783,0,0
25784,4185.16795795575,167.40671831823
25785,0,0
25786,4053.34147256909,133.994759423771
26407,0,0
26408,0,0
26409,0,0
26410,0,0
26411,0,0
26412,0,0
26414,0,0
26415,0,0
26416,0,0
26417,0,0
26418,0,0
26419,0,0
26420,0,0
26421,0,0
26422,39.2977117911549,157.19084716462
26424,4153.53837624424,169.100454808
26425,2518.82702308231,188.323515744472
26426,7718.0593204499,384.699817343752
26427,25705.844163804,667.68426399491
26431,16679.6795130037,267.141800294914
26432,6967.03061711379,241.28244561433
26433,0,0
26434,0,0
26435,0,0
26436,161.163031822728,117.209477689256
26437,15865.0460068617,101.576892696388
27057,0,0
27060,0,0
27064,0,0
27065,0,0
27066,0,0
27067,0,0
27068,0,0
27069,308.143305837184,170.005409967826
27070,0,0
27074,1568.13648258427,174.237386953808
27075,0,0
27076,16.2630457372872,260.000731211626
27077,1114.28565995696,336.383046280646
27080,398.385488841978,265.590325894652
27081,986.009718421631,258.622108148518
27082,1972.27744640112,252.449897459999
27083,0,0
27084,0,0
27085,0,0
27086,1711.47153029305,212.274222211713
27087,15541.1827796787,234.362617327771
27716,0,0
27717,661.695908944422,557.194146725967
27718,0,0
27724,0,0
27726,0,0
27728,12306.9655142039,222.247684229415
27730,0,0
27731,4586.15038996181,262.065736569246
27733,0,0
27734,0,0
27735,0,0
27736,6916.3201227211,242.677899042846
28367,0,0
28374,482.035765374262,151.224534634519
28379,0,0
28380,0,0
28381,9789.45118598544,378.336277719244
28382,0,0
28383,0,0
28384,0,0
28385,0,0
28386,192.079570178529,236.39107769187
28387,17632.678658989,174.797310126285
29029,0,0
29030,0,0
29031,4229.87859281413,479.983499987419
29032,0,0
29033,185.467525183316,197.821476383463
29034,0,0
29035,3659.25211055217,387.733268756422
29036,0,0
29037,3583.00378891057,186.130066956393
29038,8530.13884599263,149.651558701625
29679,0,0
29680,0,0
29681,0,0
29682,0,0
29683,180.012224629857,192.002799455877
29684,12862.5465798076,205.389965346229
29688,0,0
30332,0,0
30333,0,0
30336,0,0
30920,35581.6866240275,533.558162266083
30921,239211.926322454,918.720792405007
30922,303338.201751651,1119.58715855979
30923,189513.802598252,1114.37704890496
30985,0,0
30986,328.371251627468,145.942778501097
31569,22223.8739082606,110.600900171524
31570,96637.1988773447,279.955632459354
31571,167644.066575498,1008.00611003498
31572,156809.362462042,1125.08959614021
31573,194773.923207831,1094.61956291873
31636,2.26856191062553,5.18469183093483
31646,0,0
32221,141355.535307797,1009.68239505569
32222,137116.688119926,847.70749996863
32223,233407.097557417,870.110335721964
32294,-834.161098299483,-187.977847753712
32295,-1593.5609147508,-149.104417265959
32312,-7249.20623316965,-246.257118312144
