new2kid,percent_frm,percent_grs,percent_wod,percent_urban,percent_water
"34243",0,0.996875,0,0,0.003125
"34244",0,0.76109375,0,0,0.23890625
"34245",0,0.8303125,0,0,0.1696875
"34246",0,0.9975,0,0,0.0025
"34247",0.00484375,0.99515625,0,0,0
"34248",0.0175,0.63859375,0,0,0.34390625
"34254",0,0.92546875,0,0,0.07453125
"34255",0,1,0,0,0
"34256",0,0.99546875,0,0,0.00453125
"34257",0,0.9365625,0.004375,0,0.0590625
"34258",0,0.71203125,0,0,0.28796875
"34259",0,0.9259375,0,0,0.0740625
"34260",0.00359375,0.9759375,0,0,0.02046875
"34261",0,0.96015625,0,0,0.03984375
"34262",0,0.989375,0,0,0.010625
"34263",0,0.97609375,0,0,0.02390625
"34264",0,0.95390625,0,0,0.04609375
"34265",0,0.911875,0,0,0.088125
"34266",0.06359375,0.66703125,0,0,0.269375
"34267",0.09171875,0.85796875,0,0,0.0503125
"34268",0.0109375,0.93453125,0,0,0.05453125
"34892",0.00671875,0.559375,0,0,0.43390625
"34893",0,0.91203125,0,0,0.08796875
"34894",0,0.9196875,0,0,0.0803125
"34895",0,0.98609375,0,0,0.01390625
"34896",0,1,0,0,0
"34897",0,0.98765625,0,0,0.01234375
"34898",0.03953125,0.65046875,0,0,0.31
"34903",0,0.7784375,0,0,0.2215625
"34904",0,0.9615625,0,0,0.0384375
"34905",0,0.910625,0,0,0.089375
"34906",0,0.96875,0,0,0.03125
"34907",0,0.9565625,0.0090625,0,0.034375
"34909",0,0.91453125,0,0,0.08546875
"34910",0,0.82640625,0,0,0.17359375
"34911",0,0.99484375,0,0,0.00515625
"34912",0,0.89375,0,0,0.10625
"34913",0,0.8665625,0,0,0.1334375
"34914",0,0.6384375,0,0,0.3615625
"34915",0,0.77671875,0,0,0.22328125
"34916",0,0.9703125,0,0,0.0296875
"34917",0.00703125,0.95765625,0,0,0.0353125
"34918",0,0.7384375,0,0,0.2615625
"35544",0,0.88359375,0,0,0.11640625
"35545",0,0.9690625,0,0,0.0309375
"35546",0,0.99671875,0,0,0.00328125
"35547",0,0.9978125,0,0,0.0021875
"35548",0.0046875,0.753125,0,0,0.2421875
"35549",0,0.99890625,0,0,0.00109375
"35550",0,0.85484375,0,0,0.14515625
"35553",0,0.99546875,0,0,0.00453125
"35554",0,0.99484375,0,0,0.00515625
"35555",0,1,0,0,0
"35556",0,0.99671875,0,0,0.00328125
"35557",0,0.97390625,0.0053125,0,0.02078125
"35558",0,0.88328125,0,0,0.11671875
"35559",0,0.7865625,0,0,0.2134375
"35560",0,0.885,0,0,0.115
"35561",0,0.988125,0,0,0.011875
"35562",0,0.96078125,0,0,0.03921875
"35563",0,0.7815625,0,0,0.2184375
"35564",0,0.893125,0,0,0.106875
"35565",0,0.93359375,0,0,0.06640625
"35566",0,0.93015625,0,0,0.06984375
"35567",0.04125,0.8159375,0,0,0.1428125
"36195",0,0.83609375,0,0,0.16390625
"36196",0,0.958125,0,0,0.041875
"36197",0,0.98640625,0,0,0.01359375
"36198",0,0.995,0,0,0.005
"36199",0,1,0,0,0
"36202",0,0.856875,0,0,0.143125
"36203",0,0.9959375,0,0,0.0040625
"36204",0,0.97921875,0,0,0.02078125
"36205",0,0.98765625,0,0,0.01234375
"36206",0,0.92625,0,0,0.07375
"36207",0,1,0,0,0
"36208",0,0.9675,0,0,0.0325
"36209",0,0.91625,0,0,0.08375
"36210",0,0.98109375,0,0,0.01890625
"36211",0,0.9815625,0,0,0.0184375
"36212",0,0.99234375,0,0,0.00765625
"36213",0,0.89640625,0,0,0.10359375
"36214",0,0.9365625,0,0,0.0634375
"36215",0,0.97640625,0,0,0.02359375
"36776",0,0.52671875,0,0,0.47328125
"36846",0,0.86234375,0,0,0.13765625
"36847",0,0.95859375,0,0,0.04140625
"36848",0,0.96203125,0,0,0.03796875
"36849",0,0.9684375,0,0,0.0315625
"36851",0.00375,0.69484375,0,0,0.30140625
"36852",0,0.99046875,0,0,0.00953125
"36853",0,0.9846875,0,0,0.0153125
"36854",0,0.9996875,0,0,0.0003125
"36855",0,0.97984375,0.0015625,0,0.01859375
"36856",0,0.97390625,0.00265625,0,0.0234375
"36857",0,1,0,0,0
"36858",0,1,0,0,0
"36859",0,0.97515625,0,0,0.02484375
"36860",0,0.95265625,0,0,0.04734375
"36861",0,0.9278125,0,0,0.0721875
"36862",0,0.8125,0,0,0.1875
"36863",0,0.7478125,0,0,0.2521875
"36864",0,0.79640625,0,0,0.20359375
"37426",0.3065625,0.24390625,0,0,0.44953125
"37427",0.26171875,0.419375,0,0,0.31890625
"37473",0.00203125,0.62453125,0.0196875,0,0.35375
"37474",0.0959375,0.86390625,0,0.0021875,0.03796875
"37496",0,0.8496875,0,0,0.1503125
"37497",0,0.965625,0,0,0.034375
"37498",0.00359375,0.65625,0,0,0.34015625
"37499",0.00046875,0.86109375,0,0.01296875,0.12546875
"37500",0.008125,0.88703125,0,0.03859375,0.06625
"37501",0,0.98921875,0,0,0.01078125
"37502",0,0.9653125,0,0,0.0346875
"37503",0,0.9978125,0,0,0.0021875
"37504",0,0.986875,0.001875,0,0.01125
"37505",0,0.984375,0.00515625,0,0.01046875
"37506",0,0.85703125,0,0,0.14296875
"37507",0,0.6775,0,0,0.3225
"37508",0,0.83109375,0,0,0.16890625
"37509",0,0.98125,0,0,0.01875
"37510",0,0.9709375,0,0,0.0290625
"37511",0,0.9975,0,0,0.0025
"37512",0,0.9875,0,0,0.0125
"37513",0,0.975,0,0,0.025
"37514",0,0.913125,0,0,0.086875
"37515",0,0.94015625,0,0,0.05984375
"38026",0.0053125,0.7090625,0.13671875,0.000625,0.14828125
"38077",0.55171875,0.44359375,0,0,0.0046875
"38078",0.13359375,0.64359375,0,0,0.2228125
"38120",0,0.49078125,0.00046875,0.00640625,0.50234375
"38121",0.00640625,0.9890625,0.00265625,0,0.001875
"38122",0.03421875,0.93765625,0.01515625,0.00703125,0.0059375
"38123",0,0.9921875,0.00671875,0,0.00109375
"38124",0.1025,0.87265625,0.01265625,0,0.0121875
"38125",0.13203125,0.70296875,0.005625,0,0.159375
"38126",0,1,0,0,0
"38127",0.031875,0.89765625,0.04390625,0.01609375,0.01046875
"38146",0.01484375,0.8071875,0,0,0.17796875
"38147",0.00578125,0.65109375,0,0,0.343125
"38150",0.0003125,0.99,0,0.008125,0.0015625
"38151",0,0.99828125,0,0,0.00171875
"38152",0,0.9871875,0,0,0.0128125
"38153",0,1,0,0,0
"38154",0,0.974375,0.01703125,0,0.00859375
"38155",0,1,0,0,0
"38156",0,0.99984375,0,0,0.00015625
"38157",0.00515625,0.924375,0,0,0.07046875
"38158",0,0.61546875,0,0,0.38453125
"38159",0,0.73453125,0,0,0.26546875
"38160",0,0.7571875,0,0,0.2428125
"38161",0,0.955625,0,0,0.044375
"38162",0,0.93296875,0,0,0.06703125
"38163",0,0.958125,0,0,0.041875
"38164",0,0.928125,0,0,0.071875
"38165",0,0.9503125,0,0,0.0496875
"38166",0,0.881875,0,0,0.118125
"38676",0.0225,0.4228125,0.43828125,0.00703125,0.109375
"38677",0.00859375,0.7140625,0.2765625,0,0.00078125
"38678",0.044375,0.93734375,0.00625,0,0.01203125
"38679",0.02703125,0.66,0,0,0.31296875
"38727",0.243125,0.7421875,0,0,0.0146875
"38728",0,0.97265625,0,0,0.02734375
"38729",0.01546875,0.884375,0,0,0.10015625
"38770",0,0.95015625,0,0,0.04984375
"38771",0,0.9915625,0.0021875,0,0.00625
"38772",0,1,0,0,0
"38773",0.02453125,0.97546875,0,0,0
"38774",0.20375,0.78078125,0.01546875,0,0
"38775",0.02921875,0.93375,0.03703125,0,0
"38776",0.17609375,0.583125,0.00328125,0.005625,0.231875
"38799",0,0.67234375,0,0,0.32765625
"38800",0,0.91296875,0,0,0.08703125
"38801",0,0.92484375,0,0,0.07515625
"38802",0,0.96671875,0,0,0.03328125
"38803",0,0.99296875,0,0,0.00703125
"38804",0,0.998125,0,0,0.001875
"38805",0,0.70859375,0,0,0.29140625
"38806",0,0.9925,0.0075,0,0
"38807",0,0.8634375,0.1365625,0,0
"38808",0,1,0,0,0
"38809",0,0.78546875,0,0,0.21453125
"38810",0,0.57734375,0,0,0.42265625
"38811",0,0.91046875,0,0,0.08953125
"38812",0,0.91078125,0,0,0.08921875
"38813",0,0.8596875,0,0,0.1403125
"38814",0,0.910625,0,0,0.089375
"38815",0,0.97125,0,0,0.02875
"38819",0.044375,0.67390625,0,0,0.28171875
"38820",0,0.905,0,0,0.095
"38821",0.10375,0.6690625,0,0,0.2271875
"39327",0.0378125,0.3596875,0.60234375,0,0.00015625
"39328",0.12234375,0.50875,0.36890625,0,0
"39329",0.02046875,0.55609375,0.4203125,0,0.003125
"39330",0.08078125,0.8159375,0.05828125,0,0.045
"39331",0.3090625,0.34234375,0.07203125,0,0.2765625
"39332",0.24359375,0.74328125,0.013125,0,0
"39333",0.27078125,0.35578125,0,0,0.3734375
"39334",0.1025,0.34921875,0.04578125,0,0.5025
"39377",0,0.64296875,0,0,0.35703125
"39378",0.0128125,0.9503125,0,0,0.036875
"39379",0.14,0.82671875,0,0,0.03328125
"39380",0.11765625,0.57203125,0,0,0.3103125
"39419",0,0.59625,0.02796875,0.00796875,0.3678125
"39420",0,0.97078125,0.02921875,0,0
"39421",0,0.998125,0.001875,0,0
"39422",0,1,0,0,0
"39423",0,1,0,0,0
"39424",0.073125,0.67875,0.05734375,0,0.19078125
"39449",0.02453125,0.9271875,0,0,0.04828125
"39450",0,0.899375,0,0,0.100625
"39451",0,0.97421875,0,0,0.02578125
"39452",0,0.79703125,0,0,0.20296875
"39456",0,0.60375,0.130625,0,0.265625
"39457",0,0.540625,0.43890625,0,0.02046875
"39458",0,0.98578125,0,0,0.01421875
"39459",0,0.99625,0,0,0.00375
"39460",0,0.64140625,0,0,0.35859375
"39461",0,0.6809375,0,0,0.3190625
"39462",0,0.78703125,0,0,0.21296875
"39463",0,0.83921875,0,0,0.16078125
"39464",0.00265625,0.87953125,0,0,0.1178125
"39465",0.04265625,0.67828125,0,0,0.2790625
"39468",0,0.856875,0,0,0.143125
"39469",0.0028125,0.9171875,0,0,0.08
"39470",0,0.90171875,0,0,0.09828125
"39471",0.09609375,0.86640625,0,0,0.0375
"39472",0.0303125,0.6525,0,0,0.3171875
"39978",0.1478125,0.78734375,0.048125,0,0.01671875
"39979",0.05859375,0.546875,0.383125,0,0.01140625
"39980",0.02140625,0.86921875,0.109375,0,0
"39981",0.06484375,0.64765625,0.2875,0,0
"39982",0.02484375,0.93140625,0.04046875,0,0.00328125
"39983",0.2028125,0.7971875,0,0,0
"39984",0.21046875,0.7459375,0.04359375,0,0
"39985",0.0721875,0.5846875,0.0596875,0,0.2834375
"40029",0.00796875,0.96515625,0,0,0.026875
"40030",0.0075,0.96921875,0,0,0.02328125
"40069",0,0.98375,0,0.0040625,0.0121875
"40070",0,0.87109375,0.12640625,0,0.0025
"40071",0,0.93203125,0.06796875,0,0
"40072",0,1,0,0,0
"40073",0.019375,0.95453125,0.00234375,0,0.02375
"40076",0.16296875,0.3875,0.033125,0,0.41640625
"40080",0.25734375,0.4628125,0.028125,0.01359375,0.238125
"40081",0.014375,0.60171875,0.03046875,0.01203125,0.34140625
"40099",0,0.686875,0,0,0.313125
"40102",0,0.5475,0,0,0.4525
"40103",0,0.9359375,0,0,0.0640625
"40104",0,1,0,0,0
"40105",0,0.98640625,0,0,0.01359375
"40106",0,0.85921875,0,0,0.14078125
"40107",0,0.75609375,0.03671875,0,0.2071875
"40108",0.13421875,0.81375,0,0,0.05203125
"40109",0.00875,0.9890625,0,0,0.0021875
"40110",0,0.91078125,0,0,0.08921875
"40111",0,0.7815625,0,0,0.2184375
"40112",0,0.82203125,0,0,0.17796875
"40113",0,0.85609375,0,0,0.14390625
"40114",0.00140625,0.95484375,0,0,0.04375
"40115",0.01875,0.6896875,0,0,0.2915625
"40116",0.02015625,0.895,0,0,0.08484375
"40117",0.03265625,0.9034375,0,0,0.06390625
"40118",0,0.94328125,0,0,0.05671875
"40119",0,0.79625,0,0,0.20375
"40120",0,0.98984375,0,0,0.01015625
"40121",0,0.98859375,0,0,0.01140625
"40122",0.045625,0.9021875,0,0,0.0521875
"40629",0.2515625,0.46625,0.10078125,0,0.18140625
"40630",0.1471875,0.70953125,0.1365625,0,0.00671875
"40631",0.07703125,0.8609375,0.06203125,0,0
"40632",0.10671875,0.89328125,0,0,0
"40633",0.0390625,0.9609375,0,0,0
"40634",0.0634375,0.92125,0.01390625,0,0.00140625
"40635",0.0128125,0.74953125,0.02734375,0,0.2103125
"40679",0.01421875,0.608125,0,0,0.37765625
"40680",0,0.9334375,0,0,0.0665625
"40681",0.09265625,0.8503125,0,0,0.05703125
"40719",0,0.744375,0.03421875,0,0.22140625
"40720",0,0.51421875,0.23859375,0,0.2471875
"40721",0.079375,0.62578125,0.1875,0,0.10734375
"40722",0.01171875,0.98828125,0,0,0
"40723",0.104375,0.6803125,0.00984375,0.00546875,0.2
"40724",0.210625,0.29265625,0.27375,0.00078125,0.2221875
"40725",0.095,0.6309375,0.25546875,0,0.01859375
"40726",0.00453125,0.82984375,0.165625,0,0
"40727",0.019375,0.44234375,0.225,0,0.31328125
"40729",0.233125,0.52890625,0.01546875,0.0059375,0.2165625
"40730",0.04625,0.86625,0.0875,0,0
"40731",0.00734375,0.93109375,0.05390625,0,0.00765625
"40732",0.04078125,0.71796875,0.01625,0.06734375,0.15765625
"40751",0,0.93859375,0,0,0.06140625
"40752",0,0.89171875,0,0,0.10828125
"40753",0,0.9578125,0,0,0.0421875
"40754",0,1,0,0,0
"40755",0,0.99421875,0,0,0.00578125
"40756",0,0.998125,0,0,0.001875
"40757",0.00859375,0.80984375,0,0,0.1815625
"40758",0.13515625,0.6521875,0,0,0.21265625
"40759",0.0175,0.87671875,0,0,0.10578125
"40760",0.01203125,0.90375,0,0,0.08421875
"40761",0,0.7959375,0,0,0.2040625
"40762",0,0.806875,0,0,0.193125
"40763",0,0.86921875,0,0,0.13078125
"40764",0,0.91296875,0,0,0.08703125
"40765",0,0.9075,0.05171875,0,0.04078125
"40766",0,0.7165625,0.20125,0,0.0821875
"40767",0,0.87515625,0,0,0.12484375
"40768",0,0.88875,0,0,0.11125
"40769",0,0.85375,0.00421875,0,0.14203125
"40770",0,0.93,0,0,0.07
"40771",0,0.94,0,0,0.06
"40772",0.0746875,0.90765625,0,0,0.01765625
"40773",0.5628125,0.2303125,0.004375,0,0.2025
"41281",0.1646875,0.59546875,0.00171875,0,0.238125
"41282",0,1,0,0,0
"41283",0.1828125,0.80984375,0.00734375,0,0
"41284",0.1065625,0.85265625,0.02796875,0,0.0128125
"41285",0.00734375,0.93140625,0.00875,0,0.0525
"41286",0.02390625,0.59875,0,0,0.37734375
"41331",0.02015625,0.58140625,0,0,0.3984375
"41372",0.10046875,0.83515625,0.00140625,0,0.06296875
"41373",0.00359375,0.99109375,0,0.0053125,0
"41374",0.00734375,0.85453125,0.13140625,0,0.00671875
"41375",0,0.7940625,0.2040625,0,0.001875
"41376",0.045625,0.7053125,0.24296875,0,0.00609375
"41377",0.075,0.54140625,0.040625,0,0.34296875
"41378",0.21859375,0.524375,0.2021875,0,0.05484375
"41379",0.00046875,0.6490625,0.2859375,0.004375,0.06015625
"41380",0.168125,0.22734375,0.03421875,0,0.5703125
"41402",0,0.6840625,0,0,0.3159375
"41403",0,0.9646875,0,0,0.0353125
"41404",0,1,0,0,0
"41405",0,1,0,0,0
"41406",0,0.9996875,0,0,0.0003125
"41407",0,0.99046875,0,0,0.00953125
"41408",0.00515625,0.7478125,0,0,0.24703125
"41409",0.10625,0.78171875,0,0,0.11203125
"41410",0.23140625,0.6484375,0,0,0.12015625
"41411",0,0.64796875,0,0,0.35203125
"41412",0,0.8175,0,0,0.1825
"41413",0,0.87953125,0,0,0.12046875
"41414",0,0.85625,0,0,0.14375
"41415",0,0.69,0.24875,0,0.06125
"41416",0,0.92984375,0.04453125,0,0.025625
"41417",0,0.943125,0,0,0.056875
"41418",0,0.95953125,0,0,0.04046875
"41419",0,0.87890625,0,0,0.12109375
"41420",0,0.9946875,0,0,0.0053125
"41421",0,1,0,0,0
"41422",0.133125,0.8396875,0,0,0.0271875
