new2kid,tot_benefits,tot_benefits_ha
64458,7911418.38473731,24545.8006895088
64459,6906228.33764247,24539.1191210925
64460,5283179.40223422,24594.3760360045
64461,7803573.72763877,23451.7617660068
64462,9306657.11957098,25541.4260571416
64463,8780727.50284536,24164.3687728802
64464,9103057.79626834,25574.8770395599
64465,6508769.83214232,23732.9802448216
64466,5500332.83761686,21908.2214094772
64467,7348851.35043613,24045.3213920201
64468,5603161.22066989,24806.4691562585
64660,2563133.236442,16869.6551966565
64661,109622.432449757,13491.991686124
64662,93951.3183478428,8492.77453991799
64663,0,NaN
64664,6233.61265573405,127.868977553519
64665,-20038.4009864539,-2374.92159839454
64666,-2231.07773746948,-1552.05407823964
64667,145078.096020871,6029.21957489333
64668,452248.359632032,5074.31539559082
64669,-433370.591320001,-4228.00576897562
64670,-57065.2932225083,-5016.72907450622
64671,0,NaN
64672,0,NaN
64673,0,NaN
64674,-4442.25483423607,-3740.84617619879
64683,564317.086742201,21497.7937806553
64687,-7606.84253140055,-881.952757263832
64688,-1604.5934357738,-2567.34949723809
64689,0,NaN
64690,0,NaN
64691,122461.988094091,3355.12296148193
64692,775467.628231887,6379.16814997953
64693,-23845.6428505677,-1367.492063115
64694,0,NaN
64695,0,NaN
64699,71147.4750970242,8623.93637539688
64700,0,NaN
64701,0,NaN
64702,0,NaN
64703,0,NaN
64704,0,NaN
64705,-42244.5562122706,-889.359078153064
64706,40080.5505098337,494.059174235238
64707,11912.6421032978,6353.40912175882
64708,129646.618907727,10583.3974618552
64709,322128.928104725,8871.02039531084
64710,218.434047202569,183.944460802163
64711,0,NaN
64712,0,NaN
64713,-4763.44406392121,-2005.66065849314
64714,-49789.8006515143,-876.388130279679
64715,75496.6260161422,1948.30002622302
64716,2642.82799203233,1174.59021868104
64717,-41631.0169065458,-846.373914237273
64718,-3663.15970698543,-2254.25212737565
64719,-8466.90499587586,-2945.01043334813
64720,0,NaN
64721,0,NaN
64722,-1675.54787106177,-3829.82370528405
64723,0,NaN
64724,0,NaN
64725,0,NaN
64726,0,NaN
64727,-37725.797238452,-438.035381578543
64728,-32205.7208594408,-1105.77582350011
64731,477259.892693433,10518.1243568801
64732,4285.63726327512,2211.94181330329
64733,0,NaN
64734,0,NaN
64735,0,NaN
64736,0,NaN
64737,0,NaN
64738,0,NaN
64739,-757.43190068282,-605.945520546256
64740,0,NaN
64741,0,NaN
64742,0,NaN
64743,0,NaN
64744,0,NaN
64745,0,NaN
64746,0,NaN
64747,0,NaN
64748,0,NaN
64749,0,NaN
64750,0,NaN
64751,0,NaN
64752,0,NaN
64753,0,NaN
64754,0,NaN
64755,0,NaN
64756,0,NaN
64757,0,NaN
64758,0,NaN
64759,0,NaN
64760,0,NaN
64761,0,NaN
64762,0,NaN
64763,0,NaN
64764,0,NaN
64765,0,NaN
64766,0,NaN
64767,0,NaN
64768,0,NaN
64769,0,NaN
64770,0,NaN
64771,0,NaN
64772,3473.63522201762,3473.63522201762
64773,3002.81239677401,1334.58328745512
64774,-4216.32078162025,-4216.32078162025
64775,0,NaN
64776,0,NaN
64777,0,NaN
64778,0,NaN
64779,0,NaN
64780,0,NaN
64781,0,NaN
64782,0,NaN
64783,0,NaN
64784,0,NaN
64785,0,NaN
64786,0,NaN
64787,0,NaN
64788,0,NaN
64789,0,NaN
64790,0,NaN
64791,0,NaN
64792,0,NaN
64793,0,NaN
64794,0,NaN
64795,0,NaN
64796,0,NaN
64797,5790.06081241528,1403.65110604007
64805,13432.4333312799,1761.63060082359
64806,6559.67689442181,3279.8384472109
64807,0,NaN
64808,2422.89486525204,3230.52648700272
65021,5703821.67659644,18128.9524881889
65022,3509846.15630011,18103.6552226956
65023,5300573.42734939,19456.1080150471
65024,5324503.08546114,20429.748049731
65025,3774354.90684678,21761.6322505822
65026,436126.041077081,18124.7185902163
65027,2111283.99908871,18368.9744347033
65028,686296.255507978,18001.2132592256
65029,2057704.34070866,21919.6201407047
65030,5284076.73343214,22086.0051554113
65031,6784240.04191155,21614.4644903594
65032,7178291.84829083,22542.2315157318
65033,5539377.03280975,20775.9101089911
65034,3262963.31305442,19151.6555425058
65035,3605766.80939143,19059.2233069914
65036,3474628.44962496,20575.1499607695
65037,7282354.42291098,20777.0454291326
65038,7039998.13795771,19757.9319781307
65039,6658363.86030394,19003.5358124979
65040,3353826.82167777,19233.4154648188
65098,2552669.61099571,21568.0525997025
65099,6248544.76445417,21828.9773430713
65100,6905648.15551445,21780.0848587091
65101,6889339.30198758,22041.4774708661
65102,4924845.28324096,22065.9547834935
65104,5907171.57643885,23670.1089964993
65105,3996374.72633675,24764.521929275
65106,5581543.09769337,24820.6474605597
65107,7164774.6957851,24823.8187814122
65108,8362195.93052634,24906.0191527218
65109,6480346.79227661,24692.9146645453
65110,7070625.75360964,24934.9817187027
65111,8040707.70922098,25048.9336735856
65112,8775012.9994788,24290.6934241628
65113,7946233.71514821,23862.5637091538
65114,8375006.85887079,24109.4116124384
65115,7860044.85912166,24254.7189481093
65116,5589546.96420425,20083.7079333636
65117,7270362.22408039,22422.0885862155
65118,3267150.77333633,21078.3920860409
65119,5279735.36195435,25277.009512648
65276,2474367.61958666,20035.3653407827
65277,6204075.88698121,21333.5942814742
65278,4856019.19049155,19165.3446097348
65279,1989535.43970424,11512.682472068
65280,6074933.99673785,18652.6470826723
65281,4430180.2979902,21171.7099067632
65282,7224858.47255211,23018.2667385173
65283,8248843.56597921,23639.8884212193
65284,6473838.30362621,23632.5377271319
65285,6106406.45299749,22215.2121982628
65286,5158406.7616318,22913.5225391751
65310,261373.67263539,6833.29863099059
65311,0,NaN
65312,-1027.73866074254,-1027.73866074254
65313,0,NaN
65314,7189.73710005429,4108.42120003102
65315,244156.696311617,5257.74850738342
65316,0,NaN
65317,169791.240973061,2356.1663968508
65318,1124022.79442385,7182.25427746871
65319,-524543.701268307,-3252.98419391198
65320,-16358.6464656918,-4089.66161642294
65321,0,NaN
65322,-18300.1344152406,-1600.01175215219
65323,-12900.2453864603,-1250.93288595978
65334,76918.0951555735,1207.74241657426
65335,-4837.82999085465,-1248.47225570443
65336,-1130.52087231768,-516.809541630942
65339,6532.66324623133,1583.67593848032
65340,370818.979517256,7558.09385003325
65341,69771.4630836039,4939.57260768877
65342,3580.42732776492,2727.94463067804
65343,705435.380552786,8518.46497271289
65344,-1428.85367287187,-408.24390653482
65345,0,NaN
65346,0,NaN
65347,28363.414110149,832.68738671997
65348,56076.073650837,951.449818041773
65350,186145.476244224,7578.44178093532
65351,-31704.8819661362,-1565.6731835129
65352,0,NaN
65353,0,NaN
65354,0,NaN
65355,0,NaN
65356,-12893.7640122491,-271.805301970996
65357,-32834.539870016,-560.67517387434
65358,91622.9144797555,3346.95578008239
65359,234218.097992512,9162.56618063617
65360,416177.190201942,11305.3226540426
65361,5150.16819480295,2227.09975991479
65362,-2337.25598539044,-934.902394156176
65363,-7219.41372333953,-807.766570443584
65364,16206.4893705165,1147.3620793286
65365,153261.831769269,1490.69258863727
65367,0,NaN
65368,0,NaN
65369,0,NaN
65370,0,NaN
65371,0,NaN
65372,-37657.3903486705,-3138.11586238921
65373,-218610.263416464,-3360.00404866804
65374,-3057.35006032193,-3762.89238193468
65375,0,NaN
65376,0,NaN
65377,-5485.07124443892,-2831.0045132588
65378,-25935.4968682466,-3807.04541185271
65382,84345.4651007941,7711.58538064403
65383,0,NaN
65384,-3178.5024453972,-2211.13213592849
65385,0,NaN
65386,0,NaN
65387,0,NaN
65388,33141.2040918677,2071.32525574173
65389,50654.038396244,1709.840958523
65390,0,NaN
65391,0,NaN
65392,0,NaN
65393,0,NaN
65394,0,NaN
65395,0,NaN
65396,0,NaN
65397,0,NaN
65398,0,NaN
65399,0,NaN
65400,0,NaN
65401,0,NaN
65402,0,NaN
65403,0,NaN
65404,0,NaN
65405,0,NaN
65406,0,NaN
65407,0,NaN
65408,0,NaN
65409,0,NaN
65410,0,NaN
65411,0,NaN
65412,0,NaN
65413,0,NaN
65414,0,NaN
65415,0,NaN
65416,0,NaN
65417,0,NaN
65418,0,NaN
65419,0,NaN
65420,0,NaN
65421,0,NaN
65422,0,NaN
65423,0,NaN
65424,0,NaN
65425,0,NaN
65426,0,NaN
65427,0,NaN
65428,0,NaN
65429,0,NaN
65430,0,NaN
65431,0,NaN
65432,0,NaN
65433,0,NaN
65434,0,NaN
65435,0,NaN
65436,0,NaN
65437,0,NaN
65438,0,NaN
65439,0,NaN
65440,0,NaN
65441,186.159274530393,744.637098121572
65442,0,NaN
65443,0,NaN
65444,0,NaN
65445,0,NaN
65446,232377.665133024,11131.8641979892
65448,13112.7856110727,1279.29615717783
65455,3620.83617164682,3049.12519717627
65456,55446.8605795833,3791.23833022792
65466,147766.63819436,2988.9585475471
65674,5081562.80490095,20751.6602548278
65675,834999.762542168,20777.5990679233
65676,0,NaN
65677,2831943.67167072,18615.8992385914
65678,3346341.13018663,19844.8695637458
65679,4853731.8389697,22037.374978296
65680,6009272.14983201,21841.9705582263
65681,6282785.50111965,21315.6420733491
65682,7040212.44760832,22274.7477084701
65683,6529507.82058264,21679.2125190542
65684,6253518.22286062,20954.1971865487
65685,5524344.00070985,20975.2026605025
65686,7217624.27619235,21369.7239857656
65687,7362784.21418452,21707.1213242956
65688,6942302.14689582,20906.6129023778
65689,6861819.09387322,20617.6723947364
65690,6420672.38056463,20657.7032151687
65749,6408298.35068996,21899.3536119264
65750,6582471.12905543,22139.9070979371
65751,6142583.45943058,22469.4410953108
65752,4639676.21414841,22827.4352479626
65753,4664035.14282071,23607.8969582826
65754,6895681.13568576,24073.9467970701
65755,8021997.99739019,24735.3956365857
65756,4100404.80096307,24636.3037233981
65757,6037805.91599597,24681.8841737188
65758,7272875.21291204,24853.9093136678
65759,5989908.65702273,24957.9527375947
65760,6442082.85795962,25096.9870288176
65761,7415557.34125862,25444.7603388672
65762,6986413.50645678,24305.8525991103
65763,6334817.43087725,24213.3489952308
65764,4997905.07547898,20152.8430462862
65765,5027612.31414698,22050.931202399
65766,6796018.52564692,22359.9211207795
65767,7227472.14881857,22410.7663529258
65768,2303425.80957053,20520.4971899379
65769,5225680.79347897,26953.8661172352
65925,3495817.75477856,19598.1373778756
65926,5799973.49058115,19627.6598666029
65927,6565047.1726558,19928.0506094655
65928,4225135.05528742,19760.9356575851
65929,5031983.0569031,19948.3966576931
65930,7396338.2161486,22303.3191591364
65931,7129526.98852876,23964.7966000967
65932,5107063.08048682,23927.6747548431
65933,5572337.27778175,23599.0991118338
65934,6466844.38565908,24023.568648838
65935,4428225.71688457,23570.0636959924
65960,690902.026990328,6548.83437905525
65961,74333.4842840399,1846.79464059727
65962,-3791.24585112529,-430.212295163153
65963,62527.3358393808,5716.7849910291
65964,76891.517773025,15772.6190303641
65966,452348.325377861,8719.96771812743
65967,-29673.8829615058,-406.491547417888
65983,3829390.43323207,14413.1373633764
65984,461131.171228861,2903.62012580156
65985,-31116.4725451423,-1616.44013221518
65986,-310.827317532219,-20.8085233494373
65988,-2452.69526860393,-1509.3509345255
65989,0,NaN
65990,-3836.84221665442,-944.453468714935
65991,-1696.96132341717,-1044.28389133364
65992,0,NaN
65993,0,NaN
65994,197439.069116718,6664.60992799049
65995,76464.4961132302,908.26424484906
65996,0,NaN
65997,-395.210630975245,-1580.84252390098
65998,63782.0418660113,1241.49959836518
66000,142911.413546945,7857.67222251244
66001,325940.31013646,5542.02440189517
66002,0,NaN
66003,-2193.94436274456,-2925.25915032608
66004,0,NaN
66005,0,NaN
66006,0,NaN
66007,-847.781366986692,-968.892990841934
66008,-10072.8463240428,-1732.96280843748
66009,-386.950377119067,-221.114501210895
66010,421283.680576259,11722.6763290785
66011,1004933.11101266,12561.6638876582
66012,252586.028366944,1764.02289562248
66013,-22101.9508622809,-505.910177105143
66014,65798.7254091673,1590.30152046326
66015,7620.21014516088,638.342211112953
66016,-6435.88796166742,-903.282520935778
66017,0,NaN
66018,0,NaN
66019,0,NaN
66020,0,NaN
66021,0,NaN
66022,0,NaN
66023,-24744.1576182459,-2604.64817034167
66024,-201604.88152038,-3490.99361940052
66025,0,NaN
66026,0,NaN
66027,0,NaN
66028,0,NaN
66029,0,NaN
66031,23466.7874484118,1822.66310278926
66034,-23298.2472920343,-2082.524897612
66035,0,NaN
66036,0,NaN
66037,0,NaN
66038,19039.8096403142,1664.68281008212
66039,32517.7827541702,2024.45340103783
66040,0,NaN
66041,0,NaN
66042,0,NaN
66043,0,NaN
66044,0,NaN
66045,0,NaN
66046,0,NaN
66047,0,NaN
66048,0,NaN
66049,0,NaN
66050,0,NaN
66051,0,NaN
66052,0,NaN
66053,0,NaN
66054,0,NaN
66055,0,NaN
66056,0,NaN
66057,0,NaN
66058,0,NaN
66059,0,NaN
66060,0,NaN
66061,0,NaN
66062,0,NaN
66063,0,NaN
66064,-5075.31531013443,-4776.76735071476
66065,0,NaN
66066,0,NaN
66067,0,NaN
66068,0,NaN
66069,0,NaN
66070,0,NaN
66071,0,NaN
66072,0,NaN
66073,0,NaN
66074,1762.23556242725,687.701682898438
66075,0,NaN
66076,0,NaN
66077,0,NaN
66078,0,NaN
66079,0,NaN
66080,-4270.12962336135,-2070.36587799338
66081,-27769.3108937916,-668.13379594085
66082,0,NaN
66083,0,NaN
66084,0,NaN
66085,0,NaN
66086,0,NaN
66087,0,NaN
66088,0,NaN
66089,0,NaN
66090,0,NaN
66091,-3322.58366331966,-3127.13756547733
66092,0,NaN
66093,0,NaN
66094,0,NaN
66097,-15986.3751218134,-1728.25676992577
66103,139510.052550309,6323.40181531147
66104,164889.246520123,4702.72360841705
66105,0,NaN
66106,0,NaN
66115,383612.305570416,3487.38459609469
66116,217822.454222146,3226.99932180957
66326,-223061.245283494,-21895.5823591159
66327,1300280.43160681,16459.2459697064
66328,4825660.30067614,21495.1461054617
66329,5657247.65603942,21597.7004286878
66330,5494011.4848057,21367.0840439697
66331,6988020.61497722,21008.7053437872
66332,7981951.91560888,23296.4667365454
66333,4567975.40745208,18616.3032397436
66334,2453476.43604005,19328.2240160713
66335,5135939.59556588,21200.9890425836
66336,7868250.97972618,21326.7856472334
66337,7055954.27512835,21479.3128618824
66338,6133061.32178485,20768.0383383191
66339,7086177.35151668,21633.0543072442
66340,8019862.53326794,21361.3784804873
66341,7265178.76832079,21286.0026173105
66342,6286118.25883954,22320.8815227325
66343,4088522.80732202,23304.7256562709
66399,6272719.29994726,22209.2296523913
66400,6648711.79821661,22306.4350537777
66401,7060135.1971076,23086.4833749687
66402,7188470.47605542,23724.3250034832
66403,6776238.15492661,24093.2912175168
66404,6178490.64067852,25039.4757474307
66405,7158942.73125062,24750.0180855683
66406,4146606.74673593,24427.727521272
66407,5977255.52961285,25394.6066048342
66408,7588387.26647415,24977.2055674936
66409,6676714.47352401,25147.7004652505
66410,8151399.55447384,25369.0707783663
66411,7393267.43360932,25243.7641779234
66412,8244512.65042184,24569.2312174985
66413,5872307.60554765,24178.3123234077
66414,4283462.07019572,20643.1906997384
66415,4696831.75738619,19559.9448511658
66416,6115627.41523518,20084.1622832026
66417,4240375.47450387,23053.3495046082
66418,596614.852997022,18357.3800922161
66419,3969159.96268452,25597.1621938542
66574,3312430.76707272,19223.3921919345
66575,6245420.4229758,19358.1415667596
66576,6873191.64054385,19581.742565652
66577,6843117.98469575,20038.412839519
66578,6855269.19475563,21866.8873835905
66579,7650050.73574488,22700.4472870768
66580,4494537.73750188,24593.9137483003
66586,241304.718131323,3472.01033282479
66587,384661.192982313,7674.03876273941
66611,12122.8953616638,1426.22298372515
66629,3143701.99007266,19912.6016790034
66630,3841690.02016852,20326.4022231139
66631,5875466.06386429,20756.7800887235
66632,4429493.37397741,19066.960985644
66633,4698795.33268996,16803.9171486454
66634,201826.401478394,11574.2739199079
66635,85863.7346284272,3763.88973713653
66636,79725.2958589985,1598.5021726115
66637,-26414.4313260338,-2561.39940131237
66638,0,NaN
66639,-5141.5512476105,-3290.59279847072
66640,-4667.02165214371,-2666.86951551069
66641,-5095.54137613345,-488.195580946917
66642,-101695.53609752,-2288.50714143504
66643,-7074.89451574631,-2632.51888958002
66644,0,NaN
66645,-27184.3161637579,-1123.8993762794
66646,-28346.1040426431,-3310.49390279043
66647,0,NaN
66648,-31172.1195415746,-1222.43606045391
66650,46581.4103211643,9201.26623627937
66651,4747.62857917445,10851.7224666845
66652,126761.996039658,5828.13774894979
66653,0,NaN
66654,0,NaN
66655,0,NaN
66656,0,NaN
66657,0,NaN
66658,0,NaN
66659,-6577.35081690276,-1783.68835712617
66660,154113.367412864,1955.44320270089
66661,2069642.53174336,12183.3261618447
66662,609535.701404355,7388.311532174
66663,-26277.5457898142,-866.888108529953
66664,-12415.9967790001,-2091.1152469895
66665,0,NaN
66666,1475.99442939441,1816.60852848542
66669,0,NaN
66670,0,NaN
66671,0,NaN
66672,0,NaN
66673,-27112.6124911236,-4518.76874852059
66674,-120839.881663624,-3169.57066658685
66675,-63762.1473225261,-1914.06070761805
66676,0,NaN
66677,0,NaN
66678,0,NaN
66679,-97359.9893903761,-4221.57135568026
66680,-37396.3401055789,-2310.19861656086
66681,0,NaN
66682,0,NaN
66685,0,NaN
66686,0,NaN
66687,0,NaN
66688,7896.47844381419,2037.80088872624
66689,3448.5453133362,557.340656700799
66690,0,NaN
66691,0,NaN
66692,0,NaN
66693,0,NaN
66694,0,NaN
66695,0,NaN
66696,0,NaN
66697,0,NaN
66698,0,NaN
66699,0,NaN
66700,0,NaN
66701,0,NaN
66702,0,NaN
66703,0,NaN
66704,0,NaN
66705,0,NaN
66706,0,NaN
66707,0,NaN
66708,0,NaN
66709,0,NaN
66710,0,NaN
66711,0,NaN
66712,0,NaN
66713,0,NaN
66714,0,NaN
66715,0,NaN
66716,0,NaN
66717,0,NaN
66718,0,NaN
66719,0,NaN
66720,0,NaN
66721,0,NaN
66722,0,NaN
66723,0,NaN
66724,1405.54374101428,5622.17496405714
66725,0,NaN
66726,0,NaN
66727,0,NaN
66728,0,NaN
66729,0,NaN
66730,0,NaN
66731,-7145.84684329682,-3090.09593223646
66732,0,NaN
66733,0,NaN
66734,0,NaN
66735,0,NaN
66736,0,NaN
66737,0,NaN
66738,0,NaN
66739,0,NaN
66740,-45374.5087970065,-3841.22825794764
66741,0,NaN
66742,0,NaN
66743,0,NaN
66744,11888.873853386,7045.25857978432
66746,-13516.9142936384,-3327.24044151099
66747,0,NaN
66752,0,NaN
66753,10937.0971503523,5833.11848018787
66754,0,NaN
66755,0,NaN
66756,53505.9583578772,5559.06060861062
66763,77059.7950398408,2692.04524156649
66764,50323.1047063358,2447.32424103761
66765,239243.987222377,2611.1212793711
66976,998945.159191781,18245.5736838682
66977,1853159.86426919,20590.6651585465
66978,4676385.96281696,20766.6320857816
66979,5665539.52905159,20315.6953081187
66980,4898120.66218644,20688.9996290874
66981,6482065.66293475,21651.9938636652
66982,5557409.65258888,23705.2931062176
66983,0,NaN
66984,6236022.68778223,21183.9411899184
66985,6230018.79564532,21294.6594168608
66986,6723815.92826817,21256.8770702017
66987,8704615.69383206,22963.5368674877
66988,7788412.65671894,22236.7242161854
66989,7554896.32619025,22998.1623323904
66990,7876145.20369381,23894.2592451841
66991,7201427.92577107,22508.8585294661
66992,6813296.25872232,21655.2920420256
66993,6264957.73629311,20629.6200413027
66994,4833562.79364132,22058.4725323049
67048,3729806.88105069,21851.6697535009
67049,5823937.96901381,22650.2205892613
67050,6944986.13968815,22691.3984551788
67051,7625176.57398491,23671.4833495845
67052,8472780.650499,24255.5896239012
67053,6554570.56747834,24922.3215493473
67054,5396528.72143154,25246.9179950014
67055,7271235.6562811,23962.8775490211
67056,4243596.87677813,24609.4780820769
67057,5090732.51706223,26232.4380911419
67058,6146987.30833639,24899.1890970588
67059,6726135.92558498,24836.8739463096
67060,9116659.00265592,25474.4226410225
67061,7816586.4642728,25098.4112840387
67062,6520971.27434284,24034.9090968637
67063,7145883.03970506,23564.3298918551
67064,4443149.3627627,19969.2106191582
67065,2347620.7855725,17413.9696658136
67066,950779.308927176,17131.1587194086
67067,4661344.94489358,19904.3285610615
67068,2076779.03941777,23123.4966114714
67069,5262717.47004853,26158.2726066407
67070,7073347.13703136,24048.7790464305
67071,4340661.14158436,20265.707109819
67222,3319207.40631876,19403.4777132262
67223,4855443.86852602,19757.6556196379
67224,7137612.78128942,20447.9506715543
67225,7437818.75899745,21258.503062515
67226,7421621.21868582,21613.7494537629
67227,7990089.02753145,22318.6844344454
67228,7888609.32256984,22619.668308444
67229,6251611.09440063,21830.1565932803
67230,2045994.37341555,23366.1027656308
67234,1215602.74173965,9928.35317398391
67235,172432.167581559,2248.50422274242
67236,32563.48676144,1894.60286612014
67237,13373.7624897462,823.000768599763
67238,1710442.87333314,10315.5243020468
67239,4922912.69309965,20954.1375604135
67278,3057862.19493125,20225.6284079785
67279,5148212.66034397,21115.4582326335
67280,1391927.21162443,19416.5958029562
67281,1647045.68914699,18972.4485430899
67282,4238474.17836249,18239.8028116729
67283,873856.582816739,18181.6714240154
67284,1195451.94843116,15475.1061285587
67286,-41347.48520867,-1709.45675281323
67287,-11217.8689128786,-2942.39184600094
67288,-8035.11267713843,-2921.85915532307
67290,-14110.383657252,-3701.08423796773
67291,-10568.088371372,-2012.96921359467
67292,0,NaN
67293,0,NaN
67294,0,NaN
67295,-2725.33075896459,-3114.66372453096
67296,-35366.8773164076,-3126.35379592553
67297,-12124.8182263379,-2984.57064032934
67298,-13172.2197362533,-2968.38754619792
67299,-5413.46459448356,-2014.3124072497
67301,42110.2603031118,13211.0620558782
67302,314482.577726312,11811.5522150727
67303,10715.7694451777,9525.12839571352
67304,0,NaN
67305,-1607.65770457586,-233.841120665579
67306,-42288.5393452891,-3007.18502010945
67307,-65400.1578161253,-3142.34992509911
67308,0,NaN
67309,0,NaN
67310,4508.26261997958,242.869366732907
67311,175054.106033546,4584.06824310431
67312,346070.714769001,11008.2135910617
67313,31689.3616691097,2755.59666687911
67314,0,NaN
67315,0,NaN
67316,-7849.50704754458,-1697.19071298261
67317,-19559.0907454608,-3259.84845757681
67320,0,NaN
67321,0,NaN
67322,0,NaN
67323,-126958.789378735,-4504.08121964472
67324,-26264.5082496048,-2642.96938360803
67325,0,NaN
67326,0,NaN
67327,0,NaN
67328,0,NaN
67330,0,NaN
67331,0,NaN
67332,0,NaN
67333,0,NaN
67334,0,NaN
67336,-31704.6466317133,-2427.14998137518
67337,0,NaN
67338,6488.90185868761,2662.11358305133
67339,0,NaN
67340,0,NaN
67341,0,NaN
67342,0,NaN
67343,0,NaN
67344,0,NaN
67345,0,NaN
67346,0,NaN
67347,0,NaN
67348,0,NaN
67349,0,NaN
67350,0,NaN
67351,0,NaN
67352,0,NaN
67353,0,NaN
67354,0,NaN
67355,0,NaN
67356,0,NaN
67357,0,NaN
67358,0,NaN
67359,0,NaN
67360,0,NaN
67361,0,NaN
67362,0,NaN
67363,0,NaN
67364,0,NaN
67365,0,NaN
67366,0,NaN
67367,0,NaN
67368,0,NaN
67369,0,NaN
67370,0,NaN
67371,0,NaN
67372,0,NaN
67373,0,NaN
67374,0,NaN
67375,0,NaN
67376,0,NaN
67377,0,NaN
67378,0,NaN
67379,0,NaN
67380,0,NaN
67381,0,NaN
67382,0,NaN
67383,0,NaN
67384,0,NaN
67385,0,NaN
67386,0,NaN
67387,0,NaN
67388,0,NaN
67389,-23322.0688890296,-4784.01413108299
67390,-31047.356413881,-3104.7356413881
67391,0,NaN
67392,0,NaN
67393,0,NaN
67394,7407.27842265038,5152.88933749592
67396,0,NaN
67397,0,NaN
67401,-11159.9958083894,-3799.14750923895
67402,0,NaN
67403,0,NaN
67404,0,NaN
67405,32068.6527473006,3691.3557119195
67406,121188.14074744,14363.0389034003
67407,0,NaN
67411,0,NaN
67412,11282.7134662828,1569.76883009152
67413,0,NaN
67414,0,NaN
67415,9865.7658601718,2321.3566729816
67625,1637886.36487409,17309.2350316945
67626,4099653.66130188,19112.6044815938
67627,5888798.49248969,21830.5782854113
67628,6570450.81443099,21774.4848862668
67629,5250301.38993872,21556.2797636694
67630,5957285.237565,20577.8419259585
67631,5165634.35970005,22319.7811923308
67632,3003639.77139744,22776.4153281323
67633,1683886.86743945,21536.5226850768
67634,6155733.77378134,21378.7150815067
67635,7151834.60305111,20980.8129169083
67636,5844047.83174016,22120.833997597
67637,6801561.12129906,22047.1997448916
67638,5451606.51937109,20718.6946104365
67639,5460102.14151328,19609.7944476347
67640,7104496.87269736,22398.4137858439
67641,7998910.51880833,23316.1902534038
67642,7482368.4210851,20766.330396767
67643,6701211.80375215,17678.382334713
67644,6738044.46699117,22394.829969227
67645,3992664.45507031,23572.9266720018
67699,6906490.4558658,22746.7779526251
67700,7802799.65145677,22911.5056750428
67701,8617655.01527641,23846.8488835044
67702,8448566.78479214,24568.7147503952
67703,7576795.83090892,25062.7937346584
67704,6908962.35288677,25267.0623191288
67705,6363232.88775967,24281.3561183293
67706,6440771.97956603,25445.0251044584
67707,7190319.77920207,25719.9008422162
67708,7068015.2721573,25069.4401140583
67709,5613857.44907633,25230.8199958487
67710,7422470.99708748,25633.3986517159
67711,4895355.18350616,25233.7896057019
67712,7117095.13304442,23483.918772677
67713,7605904.39201282,23593.3443722771
67714,3524008.83718524,19080.9277140317
67715,113022.744377932,8257.36945226902
67716,1285438.45366666,17548.6478316268
67717,6362401.38825359,21696.168416892
67718,3762357.70048892,23774.7721989821
67719,4835609.38804794,24491.8487523796
67720,4843387.69102299,23662.3520782803
67721,5950455.33092526,20421.9831177186
67867,3702219.30467963,19575.515160236
67871,4871701.11670299,17310.0639278809
67872,6457060.73643276,19008.8264549999
67873,6723648.66193323,19383.4916380057
67874,5652085.51548336,20581.1033790928
67875,6910735.58668111,20586.8123974861
67876,7398874.34261354,20396.6212063778
67877,5237401.00475425,14871.058753517
67878,5978529.85826894,19953.3745791204
67879,5537939.98105261,21845.9170850202
67880,6043011.91289232,23605.5152847356
67881,6199272.61699759,23476.5353543104
67882,3990118.98769774,18521.0048747212
67883,798128.467916783,5825.75524026849
67884,19334.5344084887,1737.93567716753
67885,2490.52661331364,699.095189702073
67886,378.272206068449,403.490353139679
67887,4248.45983055654,738.862579227224
67888,24839.021390244,1040.37785927724
67889,2762930.55997106,15532.9897960425
67890,5860346.80857904,23318.9626802449
67891,6756597.42497886,26005.6672599619
67892,4057566.0177266,26107.6577853384
67926,1523464.47735854,18382.6784598315
67927,3590864.80127751,20067.7040937618
67928,5689388.59996205,20179.6093104396
67929,1720578.08543397,19091.0189784629
67930,1909815.23944955,18735.158694784
67931,3846550.57032465,20152.1968320872
67932,772569.887810665,17264.131571188
67937,5474.8212586282,274.59918538574
67938,-20316.8125439514,-4334.25334270964
67939,-22807.4517843089,-3882.11945264832
67940,0,NaN
67941,-31872.5990793635,-2930.81370844722
67942,0,NaN
67943,-9338.34505606653,-2929.6768803346
67944,-53223.0189708865,-3801.64421220618
67945,-52999.4545485889,-4463.11196198644
67946,0,NaN
67947,0,NaN
67948,0,NaN
67949,-63422.9134511441,-2511.79855252056
67950,-20404.7289412247,-949.057160056964
67951,-758.771562994189,-91.9723106659623
67954,384100.977177719,12645.2996601718
67955,371149.239971384,10274.0274040521
67956,4334.34880450123,1118.54162696806
67957,-156798.943650517,-2541.82684742479
67958,-21188.2489860999,-3291.37848327766
67959,0,NaN
67960,7942.63608641001,316.913160555013
67961,33097.9259642161,1450.86798747249
67962,59572.7875982443,2569.17682364396
67963,-8450.65640309621,-2704.21004899079
67964,0,NaN
67965,0,NaN
67966,0,NaN
67967,0,NaN
67968,0,NaN
67969,0,NaN
67971,-4198.9745086015,-4798.82800983029
67972,0,NaN
67973,0,NaN
67974,0,NaN
67975,0,NaN
67976,0,NaN
67977,0,NaN
67978,0,NaN
67980,-73640.199820361,-3592.2048692859
