"","scenario","total_benefits","total_other_ben","total_rec","total_costs","sr_chg","sr_perc_chg","sr","sr_ha"
"1","local_offset",34671155242.0335,35008337433.7233,-337182191.689777,4381049837.43782,1.71604431678293,0.0814625616465727,20.5203118588428,-4.08050214363072
"2","max_bio",15938585802.62,16000781278.1518,-62195475.53177,4667515059.97447,2.27327812563119,0.109955103201368,22.7955968491214,-4.00588521144966
"3","max_es",64133561774.336,64256538415.9355,-122976641.599477,4280835510.19,1.63926479499091,0.0787883642872871,22.5413047869117,-4.01586240148945
"4","max_es_equity_weighted",64169646562.494,64290065484.4407,-120418921.946743,4280678732.32,1.63865885679661,0.0787632779947144,22.5409008281155,-4.01551958093907
"5","max_rec",17663146111.3321,17468077487.2132,195068624.118861,4334654798.73,1.34235507978186,0.0658161436528708,20.5709957584326,-4.02098822824684
"6","max_rec_equity_weighted",16752591912.0705,16550052927.5939,202538984.476576,4372609667.71,1.29589981821854,0.0633268189121422,20.3918400323167,-4.0208233640187
"7","min_cost",18751811175.8047,19079285279.3068,-327474103.502179,3810195499.22,1.61179559684912,0.0737182719327135,23.1569379923248,-4.01042553025285
