"","scenario","total_benefits","total_other_ben","total_rec","total_costs","sr_chg","sr_perc_chg","sr","sr_ha"
"1","local_offset",3166944732.74214,3506048309.17579,-339103576.433652,4379435056.4824,1.70584615384615,0.0809394233893831,20.4629743589744,-4.07975739148112
"2","max_bio",3421446665.08623,3372604502.65954,48842162.4266855,4743122334.27996,1.7103615431226,0.0891610718605608,21.1904665724096,-4.01340014179751
"3","max_es",5429389068.27978,5387630714.60458,41758353.6752022,5167763305.89427,1.09048677034942,0.0585813391757754,19.8931528984044,-4.02398945370993
"4","max_rec_equity_weighted",3714089636.73825,3489130350.95108,224959285.787174,4373591063.99818,1.2320743284185,0.0610265222755933,20.1815794788932,-4.02155962411926
"5","min_cost",3056716909.00124,3581068705.7985,-524351796.797257,3933352169.81689,2.3049888911331,0.0956916809139178,24.972126843062,-3.99887479426404
