"","scenario","total_benefits","total_other_ben","total_rec","total_costs","sr_chg","sr_perc_chg","sr","sr_ha"
"1","local_offset",3178721063.37337,3506458122.94619,-327737059.572821,4375790729.31403,1.69850989997959,0.080609602262445,20.4782608695652,-4.05983118097752
"2","max_bio",3914860047.6051,3472478412.85163,442381634.753471,4279065980.2811,2.0666801374015,0.100961609145195,20.1297231763993,0.0274796282859392
"3","max_es",3914860047.6051,3472478412.85163,442381634.753471,4279065980.2811,2.0666801374015,0.100961609145195,20.1297231763993,0.0274796282859392
"4","max_rec_equity_weighted",3914860047.6051,3472478412.85163,442381634.753471,4279065980.2811,2.0666801374015,0.100961609145195,20.1297231763993,0.0274796282859392
"5","min_cost",3914860047.6051,3472478412.85163,442381634.753471,4279065980.2811,2.0666801374015,0.100961609145195,20.1297231763993,0.0274796282859392
