"","scenario","total_benefits","total_other_ben","total_rec","total_costs","sr_chg","sr_perc_chg","sr","sr_ha"
"1","local_offset",3178721063.37337,3506458122.94619,-327737059.572821,4375790729.31403,1.69850989997959,0.080609602262445,20.4782608695652,-4.05983118097752
"2","max_bio",3405714841.4775,3494012821.13412,-88297979.6566163,4542642537.50868,2.74207230862452,0.12745585845552,24.3914360735205,-3.99164750362906
"3","max_es",6136876610.2407,6189372528.87305,-52495918.6323434,5545328294.14158,1.42658048879014,0.0709999693093205,20.7109674813169,-4.0165684829422
"4","max_rec_equity_weighted",3763931464.82104,3532207691.99533,231723772.825709,4373735271.80423,1.33043829529388,0.0646946465723925,20.3057968087255,-4.01894746965044
"5","min_cost",2957723899.46296,3323913582.30719,-366189682.844228,3579916300.93295,1.80024237527772,0.0781150288956257,23.9915168652797,-4.00672271627861
