"","scenario","total_benefits","total_other_ben","total_rec","total_costs","sr_chg","sr_perc_chg","sr","sr_ha"
"1","local_offset",29644580035.6029,29981762227.2926,-337182191.689777,4381049837.43782,1.71604431678293,0.0814625616465727,20.5203118588428,-4.08050214363072
"2","max_bio",11031403304.2487,11093598779.7804,-62195475.53177,4667515059.97447,2.27327812563119,0.109955103201368,22.7955968491214,-4.00588521145289
"3","max_es",58843726074.9359,58968266497.1887,-124540422.252737,4273985216.01755,1.64067865077762,0.0788769878479883,22.5431226014946,-4.01480908699426
"4","max_es_equity_weighted",58847510397.2462,58970404593.4458,-122894196.199652,4273846661.76719,1.64047667137952,0.078850502748753,22.5509997980206,-4.01415969962394
"5","max_rec",12583969518.6278,12388900901.3356,195068617.292138,4334654547.88616,1.34235507978186,0.0658161436528708,20.5709957584326,-4.02098823771095
"6","max_rec_equity_weighted",11672851617.3048,11470312629.0266,202538988.278187,4372609677.75206,1.29589981821854,0.0633268189121422,20.3918400323167,-4.02082336398379
"7","min_cost",13834872120.1672,14162346158.048,-327474037.880849,3810195590.22934,1.61179559684912,0.0737182719327135,23.1569379923248,-4.01042553874333
