new2kid,grass_ha,sng_ha,wood_ha,urban_ha,arable_ha,freshwater_ha,marine_ha,coast_ha,ocean_ha
"113506",184.0625,74.0625,50,0,91.875,0,0,0,0
"113507",201.3125,79.5,47,0,72.1875,0,0,0,0
"113508",124.8125,96.1875,140.75,0.875,36.5625,0.8125,0,0,0
"113509",66.5625,243.6875,58.75,0,29.375,1.625,0,0,0
"113510",71.625,312.8125,8.1875,0,7.375,0,0,0,0
"113511",127,142.5625,89.0625,3.375,38,0,0,0,0
"113512",128.4375,117.625,96,1.9375,56,0,0,0,0
"113513",222.1875,90.6875,9.25,5.0625,72.8125,0,0,0,0
"113514",97.0625,246.125,36.8125,0.625,19.375,0,0,0,0
"113515",5.0625,46.5625,347.8125,0.5625,0,0,0,0,0
"113516",124.0625,59.5625,214.4375,1.9375,0,0,0,0,0
"113517",184,133.5625,27.75,0,54.6875,0,0,0,0
"113518",210.3125,76.375,86.9375,0,26.375,0,0,0,0
"113519",141.25,191.5625,34.875,1.125,31.1875,0,0,0,0
"113520",80.4375,69.4375,168.375,0.875,78.3125,2.5625,0,0,0
"113521",73.875,52.9375,188.4375,6.1875,78.5625,0,0,0,0
"113522",131.8125,55.1875,119.125,0,93.875,0,0,0,0
"113523",170.5625,42.8125,27.625,0.875,158.125,0,0,0,0
"113524",79.4375,92.625,156.8125,0.5,70.625,0,0,0,0
"113525",59.5,50.3125,117.75,0,172.4375,0,0,0,0
"113526",110.625,85.5,66.625,2.0625,135.1875,0,0,0,0
"113527",149.875,49.25,8.0625,1.25,191.5625,0,0,0,0
"113528",135.8125,37.875,102.125,0,124.1875,0,0,0,0
"113529",54.3125,49.125,163.9375,0,132.625,0,0,0,0
"113530",128.5625,39.9375,100.0625,1.3125,130.125,0,0,0,0
"113531",35.4375,23.25,175.75,0.5,165.0625,0,0,0,0
"113532",44.3125,5.0625,349.375,0,1.25,0,0,0,0
"113533",199.875,21.6875,86.0625,0,83.75,0,0,5.625,3
"113601",201.125,175.5,3.5625,3.625,16.1875,0,0,0,0
"113602",172.6875,203.875,0,0,23.4375,0,0,0,0
"113603",121.25,243.3125,0.875,5.1875,29.375,0,0,0,0
"113608",135.3125,137.9375,0.9375,0.6875,13.4375,3.0625,10.0625,11.625,86.9375
"113609",170.1875,171.375,0.5625,1.4375,7.875,1.125,3.625,0.75,43.0625
"113621",155.1875,90.5,0,7,2.875,2.1875,20.625,7.1875,114.4375
"113622",166.1875,108.8125,0,3.875,4.8125,0,14.875,4.5,96.9375
"113794",132.1875,27.0625,8.75,1.625,223.0625,0,0,5.0625,2.25
"113795",178.0625,13.875,18.0625,0.5,188.6875,0.8125,0,0,0
"113796",276.625,26.3125,0.5625,3.9375,92.5625,0,0,0,0
"113797",135.875,32.8125,15.375,2.125,213.3125,0.5,0,0,0
"113798",237.1875,70.0625,25.1875,0.875,66.6875,0,0,0,0
"113799",213.25,38.625,91.9375,1.875,54.3125,0,0,0,0
"113800",137.875,47.1875,33.875,2.3125,178.5625,0.1875,0,0,0
"113801",130.5625,47,4.8125,1,216.625,0,0,0,0
"113802",158.6875,103.8125,20.4375,3.5,113.5625,0,0,0,0
"113803",99,60.8125,47.4375,6,186.75,0,0,0,0
"113804",94.5625,69.25,86.4375,0.75,149,0,0,0,0
"113805",163.375,47.3125,1.875,10.6875,176.75,0,0,0,0
"113806",176.1875,18.8125,7.8125,19.875,177.3125,0,0,0,0
"113807",116,29.375,2.5625,30.875,221.1875,0,0,0,0
"113808",119.5625,51.5625,8.4375,2.125,218.3125,0,0,0,0
"113809",183.6875,23.0625,1.5,9.25,182.5,0,0,0,0
"113810",138.75,11.875,0,4.1875,245.1875,0,0,0,0
"113811",171.4375,12.25,5.25,10.8125,200.25,0,0,0,0
"113812",87,9.25,7.5,3.25,293,0,0,0,0
"113813",94.9375,9.4375,110.125,1.6875,183.8125,0,0,0,0
"113814",71.125,7.5625,41.5,6.6875,272.25,0.875,0,0,0
"113815",10.625,11.375,201.5,0,176.5,0,0,0,0
"113816",52.0625,21.125,140.5,8.9375,177.375,0,0,0,0
"113817",156.375,32.375,10.125,2.375,198.75,0,0,0,0
"113818",306.125,17,1.6875,0.8125,74.375,0,0,0,0
"113819",194.4375,38.375,3.4375,98.6875,65.0625,0,0,0,0
"113820",265.5625,23.75,4.375,20.25,85.25,0,0,0.8125,0
"113821",253.125,2.4375,0.875,1.125,141.25,1.1875,0,0,0
"113822",243.6875,36,18.4375,23.75,78.125,0,0,0,0
"113823",302.8125,9,0.875,5.875,81.4375,0,0,0,0
"113824",323.3125,14.9375,15.5625,17.0625,29.125,0,0,0,0
"113825",285.1875,19.3125,8.0625,1.1875,86.25,0,0,0,0
"113826",211.125,35.25,6.8125,1.125,145.6875,0,0,0,0
"113827",226.8125,48.5625,9.25,3.3125,112.0625,0,0,0,0
"113828",194.9375,25.375,6.3125,0.5,172.875,0,0,0,0
"113829",133.5625,43.875,13.5,29.0625,97.5,82.5,0,0,0
"113830",171.25,32.125,31.5625,3.3125,124.125,37.625,0,0,0
"113831",237.25,3.125,11.75,1.25,146.625,0,0,0,0
"113832",209.1875,15,4.3125,92.8125,78.6875,0,0,0,0
"113833",148.4375,65.875,45.375,1.4375,138.875,0,0,0,0
"113834",102.125,45.75,75.375,27.3125,149.4375,0,0,0,0
"113835",110.4375,10.4375,115.5625,20.0625,143.5,0,0,0,0
"113836",136.6875,39,58.3125,11.875,154.125,0,0,0,0
"113837",116.0625,31.6875,47,70.8125,132.875,1.5625,0,0,0
"113838",20,17.3125,3.9375,242.375,40.5625,20,41.625,14.1875,0
"113839",0,7.125,0,213.4375,1.125,33,25.4375,37.8125,82.0625
"113844",133.6875,20,15.375,22.1875,161.9375,0,26.5,20.3125,0
"113845",121.9375,90.375,22.375,8.5625,152.1875,4.5625,0,0,0
"113846",77.6875,19.5625,149.9375,26.0625,126.75,0,0,0,0
"113847",80.75,35.375,133.5625,3.4375,146.875,0,0,0,0
"113848",198.625,11.875,45.4375,19.75,124.3125,0,0,0,0
"113849",79.3125,35.0625,252.875,1.375,30.375,1,0,0,0
"113850",61.75,50.6875,208.25,0,79.3125,0,0,0,0
"113851",120.5,56.9375,116.75,9.375,96.4375,0,0,0,0
"113852",64.0625,56.625,175.6875,3.3125,100.3125,0,0,0,0
"113853",83.4375,44.5625,208.375,1.875,61,0.75,0,0,0
"113854",108.0625,85.125,60.625,5.3125,140.875,0,0,0,0
"113855",67.875,96.4375,68,10.4375,152.25,5,0,0,0
"113856",104.875,21.5,13.25,173.25,69.4375,17.6875,0,0,0
"113857",181.4375,23.4375,58.6875,36.6875,99.75,0,0,0,0
"113858",119.0625,39.625,146.25,4.5,90.5625,0,0,0,0
"113859",80.4375,32.125,13.375,2.6875,271.375,0,0,0,0
"113860",88.8125,20.875,6.6875,1.5625,282.0625,0,0,0,0
"113861",92.8125,27.0625,3.375,1.125,274.875,0.75,0,0,0
"113862",84.5,13.8125,4.3125,4.75,291.8125,0.8125,0,0,0
"113863",66.0625,37.6875,5.0625,7,283.5625,0.625,0,0,0
"113864",63.75,19.375,12.125,3.9375,300.8125,0,0,0,0
"113865",67.5625,48.875,36.5,21.25,225.8125,0,0,0,0
"113866",56.9375,20.125,133.25,4.4375,185.25,0,0,0,0
"113867",62,72.3125,18.75,7.0625,239.875,0,0,0,0
"113868",35.375,10.8125,2.0625,49.5,302.25,0,0,0,0
"113869",70.125,13.9375,0,299.5625,0.4375,15.9375,0,0,0
"113870",46.8125,6.9375,0,343.3125,2.9375,0,0,0,0
"113871",62.0625,19.8125,5.25,45.125,267.75,0,0,0,0
"113872",63.6875,28.9375,8.9375,30.3125,268.125,0,0,0,0
"113873",85.5,37.125,9.0625,63.0625,185.125,20.125,0,0,0
"113874",88.375,8.125,0.625,3.625,294.1875,5.0625,0,0,0
"113875",74.0625,5.875,175.875,0.8125,141.9375,1.4375,0,0,0
"113876",211.6875,3.9375,84.875,10.375,86.5,1.5,0,0,1.125
"113877",197.9375,4.8125,28.875,4.1875,163.375,0.8125,0,0,0
"113878",195,2.4375,8,4.5,190.0625,0,0,0,0
"113879",167.6875,10.0625,20.4375,41.0625,160.75,0,0,0,0
"113880",158.8125,0.75,38.3125,2.375,199.75,0,0,0,0
"113881",156.875,10.5625,45.25,0,183.375,3.9375,0,0,0
"113882",93.75,2.4375,22.875,1.4375,277.5,2,0,0,0
"113883",173.1875,30.875,10.5625,1.875,183.25,0.25,0,0,0
"113884",236.75,5,5,4.0625,146.9375,2.25,0,0,0
"113885",186.375,9.1875,38.125,2.625,162.75,0.9375,0,0,0
"113886",152.1875,1.875,23.8125,4.25,216.0625,1.8125,0,0,0
"113887",140.4375,0.8125,31.0625,174.1875,42.8125,10.6875,0,0,0
"113888",198.875,0.75,17.375,6.1875,176.8125,0,0,0,0
"113889",199.125,4.9375,79.4375,0,116.5,0,0,0,0
"113890",249.1875,15,34.75,0.75,100.3125,0,0,0,0
"113891",253.5,0,0.5,0,145.4375,0.5625,0,0,0
"113892",222.8125,3.625,4.9375,2.4375,164.25,1.9375,0,0,0
"113893",128.625,6.5625,11.8125,1.25,251.75,0,0,0,0
"113894",107.5,18.5,123.3125,0,150.6875,0,0,0,0
"113895",165,3.9375,67.375,1.4375,162.25,0,0,0,0
"113896",208.5,5.0625,10.375,3.625,171.25,1.1875,0,0,0
"113897",224.125,13.9375,3.375,5.1875,153.375,0,0,0,0
"113898",254.0625,35.75,24.4375,0.5,85.25,0,0,0,0
"113899",203.3125,58.3125,77.4375,1.4375,59.5,0,0,0,0
"113900",213.1875,11.6875,0.8125,2.0625,172.25,0,0,0,0
"113901",61.375,2.4375,34.8125,2.9375,298.4375,0,0,0,0
"113902",184.8125,12.5,30.3125,6.1875,166.1875,0,0,0,0
"113903",61.3125,0,24.875,2.8125,297.625,13.375,0,0,0
"113904",129.8125,4.0625,21.8125,1.8125,240.875,1.625,0,0,0
"113905",104.875,2.125,6.6875,179.625,103.75,2.9375,0,0,0
"113906",39.4375,0,4.4375,271.8125,75.75,8.5625,0,0,0
"113907",47.625,0,0.8125,292.3125,51.5625,7.6875,0,0,0
"113908",67.3125,0.6875,10.1875,84.75,237.0625,0,0,0,0
"113909",137.4375,2.6875,54.125,3.0625,202.6875,0,0,0,0
"113910",123.3125,9.9375,36.625,3.1875,226.9375,0,0,0,0
"113911",182.375,4.5,43.4375,5.5625,163.1875,0.9375,0,0,0
"113912",122.3125,0,3.5625,6.8125,267.3125,0,0,0,0
"113913",175.25,0.9375,2.0625,4.4375,217.3125,0,0,0,0
"113914",195.1875,3.375,0,132.5625,68.875,0,0,0,0
"113915",334.3125,1.8125,2.0625,2.75,58.5625,0.5,0,0,0
"113916",302,6.8125,0,9.625,81.5625,0,0,0,0
"113917",309.0625,0.75,1.25,3.75,85.1875,0,0,0,0
"113918",192.25,76.875,36.0625,0.5625,92,2.25,0,0,0
"113919",257.5,22.9375,41.25,5.3125,66.6875,6.3125,0,0,0
"113920",276.4375,30.4375,25.125,2.125,64.25,1.625,0,0,0
"113921",297,29.625,14.8125,2.1875,56.375,0,0,0,0
"113922",292.6875,26.1875,5.75,2.125,73.25,0,0,0,0
"113923",263.25,43.75,8.875,11.875,72.25,0,0,0,0
"113924",241.75,39.6875,2.3125,1.125,113.625,1.5,0,0,0
"113925",183.375,30,10.6875,1.0625,170.75,4.125,0,0,0
"113926",147.5,33,57.0625,1.875,160.5625,0,0,0,0
"113927",189.25,44.1875,71,1.9375,93.625,0,0,0,0
"113928",217.9375,30.1875,14.6875,3.9375,131.125,2.125,0,0,0
"113929",225.125,9.625,0,2.8125,162.4375,0,0,0,0
"113930",234.5625,25.125,2.25,0.5625,137.5,0,0,0,0
"113931",247.0625,11.3125,4.5625,0,137.0625,0,0,0,0
"113932",126.25,33.875,9.4375,6.1875,224.25,0,0,0,0
"113933",217.0625,40.4375,0.5,0.75,141.25,0,0,0,0
"113934",56.625,32.75,17.5625,29.625,263.375,0.0625,0,0,0
"113935",124.1875,41.5625,27.75,3.9375,201.4375,1.125,0,0,0
"113936",130.3125,40.6875,44.5,0.625,183.875,0,0,0,0
"113937",66,42.8125,66.4375,2.8125,221.9375,0,0,0,0
"113938",69.875,12.25,29.4375,81.9375,203.625,2.875,0,0,0
"113939",63.6875,47.4375,1,40.75,174.375,66.8125,5.9375,0,0
"113940",106.1875,4.125,9,248.625,22.875,2.625,6.5625,0,0
"113941",23.625,0,1.625,220.875,3.1875,26.25,7.5,116.9375,0
"113942",29.6875,1.625,1.25,274.125,66.875,1.0625,2.125,23.25,0
"113943",59.375,5.4375,0,261.25,73.9375,0,0,0,0
"113944",26.375,6.125,0,92.6875,274.8125,0,0,0,0
"113945",25.75,13.0625,7.8125,108.375,245,0,0,0,0
"113946",83.6875,19.375,16.8125,132.8125,146.3125,1,0,0,0
"113947",24.9375,1.625,1.625,355.625,15.5625,0.625,0,0,0
"113948",55.5,5.375,23.5,233.4375,82.1875,0,0,0,0
"113949",51.8125,6.5625,46.875,34.25,260.5,0,0,0,0
"113950",31.125,8.5625,3.3125,7.4375,349.5625,0,0,0,0
"113951",22.0625,3.5625,9.75,39.875,323.5,1.25,0,0,0
"113952",29.9375,37.5,13,163.5625,156,0,0,0,0
"113953",48.3125,47.625,51.75,17.75,233.375,1.1875,0,0,0
"113954",85.625,42.375,70.75,5.25,193.9375,2.0625,0,0,0
"113955",142,23.875,62.25,10.125,161.75,0,0,0,0
"113956",138.4375,30.0625,40.75,5.6875,183.75,1.3125,0,0,0
"113957",160.875,41.25,9.1875,22.25,163.1875,3.25,0,0,0
"113958",122.4375,57.9375,2.5,40,177.125,0,0,0,0
"113959",169.375,19.9375,5.5625,13.5,191.625,0,0,0,0
"113960",221.5,22.4375,7.4375,97.3125,51.125,0.1875,0,0,0
"113961",155.5625,48.4375,29.5,66.5,100,0,0,0,0
"113962",178.4375,18,18.0625,101.125,84.375,0,0,0,0
"113963",158.8125,17.3125,22.9375,167.875,33.0625,0,0,0,0
"113964",122.25,10.25,21.1875,166.375,25.5,11.5625,21.4375,21.4375,0
"113965",86.5625,17.5,29.75,253.5,11.875,0.8125,0,0,0
"113966",143.5,17.75,21,180.6875,35.3125,1.75,0,0,0
"113967",281,32.25,11,53.125,22.625,0,0,0,0
"113968",282.3125,37.9375,9.625,52.0625,18.0625,0,0,0,0
"113969",268.125,45.375,8.875,32,39.125,6.5,0,0,0
"113970",241.1875,7.25,17.5,43,91.0625,0,0,0,0
"113971",255.0625,39.6875,28.8125,46.625,23.9375,5.875,0,0,0
"113972",316.75,32.3125,22.1875,20.875,7.875,0,0,0,0
"113973",266.3125,19.875,85.1875,14.5,14.125,0,0,0,0
"113974",193.5625,75.375,92.125,23.3125,1.8125,13.8125,0,0,0
"113975",229.0625,27.6875,86.875,20.375,6.3125,29.6875,0,0,0
"113976",307.625,23.0625,44.125,7.25,11.5,6.4375,0,0,0
"113977",278.4375,43.5625,46,1.5,30.5,0,0,0,0
"113978",282.3125,91.1875,10.875,1.125,14.5,0,0,0,0
"113979",319.1875,54.25,14.75,1.1875,9.375,1.25,0,0,0
"113980",309.9375,63.4375,17,4.0625,5.5625,0,0,0,0
"113981",192.4375,72.625,126,2.9375,5.4375,0.5625,0,0,0
"113982",257.3125,32.5625,32.25,50.125,9.375,18.375,0,0,0
"113983",314.125,35.75,21,12.25,16.875,0,0,0,0
"113984",196.375,105.1875,30.0625,61.8125,5.5625,1,0,0,0
"113985",241.8125,35.0625,11.625,80.6875,28.1875,2.625,0,0,0
"113986",204.1875,26.375,46.4375,58.75,20.0625,44.1875,0,0,0
"113987",277.1875,50.8125,39.6875,16.8125,15.5,0,0,0,0
"113988",237.8125,15.6875,66.8125,11.3125,68.375,0,0,0,0
"113989",293.8125,25.5625,35.875,15.4375,28.4375,0.875,0,0,0
"113990",289.6875,44.9375,1.3125,31.25,32.8125,0,0,0,0
"113991",296.875,66.5,17.75,10.3125,8.5625,0,0,0,0
"113992",249.3125,90.1875,38.8125,13.4375,8.25,0,0,0,0
"113993",240.0625,37.5,71.5625,13.0625,37.8125,0,0,0,0
"113994",259.4375,84.875,38.75,12.25,4.6875,0,0,0,0
"113995",224.625,15.5625,17.75,128.75,11.625,1.6875,0,0,0
"113996",82.25,66.75,30,210.4375,10,0.5625,0,0,0
"113997",290.4375,21.4375,5.875,78.375,3.875,0,0,0,0
"113998",326.375,39.6875,10.75,3.5625,19.625,0,0,0,0
"113999",147.625,242.5625,5.9375,0,0,3.875,0,0,0
"114000",106.8125,244.8125,42.8125,1.9375,3.625,0,0,0,0
"114001",50.9375,318.3125,30.75,0,0,0,0,0,0
"114002",3.5,394.5,2,0,0,0,0,0,0
"114003",0,400,0,0,0,0,0,0,0
"114004",0,395.1875,4.8125,0,0,0,0,0,0
"114005",5,392.5625,1.75,0.6875,0,0,0,0,0
"114006",46.75,326.25,26.1875,0.8125,0,0,0,0,0
"114007",18.25,235.5,130.6875,0,0.75,14.8125,0,0,0
"114008",254.8125,102.9375,36.5625,0.6875,3.875,1.125,0,0,0
"114009",270.8125,117,7.5625,3.3125,1.3125,0,0,0,0
"114010",287.5625,91.125,12.625,2.125,6.5625,0,0,0,0
"114011",292.25,36,51.5625,9.8125,10.375,0,0,0,0
"114012",241.375,44.125,59.9375,0,54.5625,0,0,0,0
"114013",242.125,67.625,11.4375,17.9375,60.875,0,0,0,0
"114014",152.75,39.9375,21.125,163.5625,22.625,0,0,0,0
"114015",152.0625,34.8125,17.8125,174.6875,20.625,0,0,0,0
"114016",223,16.875,6.0625,5.3125,148.75,0,0,0,0
"114017",182.125,57.8125,29.3125,1.4375,129.3125,0,0,0,0
"114018",209.75,99.5,12.875,2.25,75.625,0,0,0,0
"114019",37.875,172.875,156.9375,0,32.3125,0,0,0,0
"114020",81.3125,61.375,184.875,1.8125,70.625,0,0,0,0
"114021",210.75,36.875,108.5,0,35.5625,8.3125,0,0,0
"114022",151.1875,35.875,162.1875,2.875,30.5625,17.3125,0,0,0
"114023",223.5,38.25,63,8.25,51.4375,15.5625,0,0,0
"114024",189.6875,39.0625,78.75,2.0625,69.5625,20.875,0,0,0
"114025",200.125,31.6875,47.1875,0.875,120.125,0,0,0,0
"114026",164.5,63.625,45.9375,1.8125,124.125,0,0,0,0
"114027",159.9375,81.5,40.4375,2.4375,115.6875,0,0,0,0
"114028",122,85.375,55.4375,3.125,134.0625,0,0,0,0
"114029",167.3125,66.5,59.6875,0.4375,106.0625,0,0,0,0
"114030",167.3125,55.625,18.6875,3.375,155,0,0,0,0
"114031",171.875,81.5625,49,0.75,96.8125,0,0,0,0
"114032",122.0625,188.625,62.125,0.125,27.0625,0,0,0,0
"114033",73.875,274.5,21.4375,0,30.1875,0,0,0,0
"114034",148.9375,148.25,18.875,0,83.9375,0,0,0,0
"114035",186.6875,91,38.5625,0.625,83.125,0,0,0,0
"114036",117.125,144.3125,40.0625,0,98.5,0,0,0,0
"114037",177.25,136.25,22.375,0,64.125,0,0,0,0
"114038",99.25,141.75,67.4375,0,91.5625,0,0,0,0
"114039",59.5625,132.8125,153.5625,1.1875,52.875,0,0,0,0
"114040",14.75,76.125,297,1.125,11,0,0,0,0
"114041",7.875,34,358.125,0,0,0,0,0,0
"114042",13.4375,121.8125,263,0,1.75,0,0,0,0
"114043",45.8125,33.6875,301.375,5.875,13.25,0,0,0,0
"114044",33.25,116.3125,240.125,0,10.3125,0,0,0,0
"114045",104.25,232.9375,37.75,0,25.0625,0,0,0,0
"114046",65.25,241.5625,77.5625,0,15.625,0,0,0,0
"114047",82.875,176.0625,116.4375,1,23.625,0,0,0,0
"114048",2.125,300.9375,90.625,0,6.3125,0,0,0,0
"114049",0,250.6875,148.625,0.6875,0,0,0,0,0
"114050",0,198.1875,201.8125,0,0,0,0,0,0
"114051",1.5625,23.3125,375.125,0,0,0,0,0,0
"114052",14.375,262.125,118.1875,0,5.3125,0,0,0,0
"114053",70.375,279.3125,42.5,0.75,7.0625,0,0,0,0
"114054",85.1875,225.4375,61.5,0,27.875,0,0,0,0
"114055",110.5,199.1875,18.6875,0,71.625,0,0,0,0
"114056",115.625,168.5625,31.3125,8,76.5,0,0,0,0
"114057",73,30,38.6875,231,27.3125,0,0,0,0
"114058",93.25,74.4375,20.3125,49.3125,162.6875,0,0,0,0
"114059",166.3125,55.6875,120.4375,0,55.875,1.6875,0,0,0
"114060",142.625,146,35.5,0.5,75.375,0,0,0,0
"114061",158.75,54,42.3125,0.75,144.1875,0,0,0,0
"114062",187.5,33.625,97,0,79.6875,2.1875,0,0,0
"114063",94.1875,103.8125,55.875,0,143.6875,2.4375,0,0,0
"114064",113.875,112.6875,71.8125,0,99.875,1.75,0,0,0
"114065",110.625,182.4375,16.9375,0,90,0,0,0,0
"114066",122.125,78.0625,96.5,3.8125,87.625,11.875,0,0,0
"114067",54.375,42.6875,89.0625,160.5,46.4375,6.9375,0,0,0
"114068",96.625,92.5625,57.5625,0,153.25,0,0,0,0
"114069",145.375,90.6875,101.6875,0.8125,61.4375,0,0,0,0
"114070",210.6875,87.125,43.25,0,58.9375,0,0,0,0
"114071",196.9375,78.8125,85.625,0,38.625,0,0,0,0
"114072",160.625,144.4375,55.1875,1,38.75,0,0,0,0
"114073",106.9375,227.3125,25.375,0,40.375,0,0,0,0
"114074",117.4375,87.0625,16.5,0,179,0,0,0,0
"114075",66.5625,58.6875,6.9375,1.375,266.4375,0,0,0,0
"114076",114.25,71.9375,18.625,0,195.1875,0,0,0,0
"114077",185.75,140.5,21.625,0,52.125,0,0,0,0
"114078",187.875,143.1875,35.75,0,33.1875,0,0,0,0
"114079",40.5625,337.25,21.25,0,0.9375,0,0,0,0
"114080",9.375,282.9375,106.5625,0,1.125,0,0,0,0
"114081",97.625,248.375,29.625,0,21.75,2.625,0,0,0
"114082",88.6875,66.625,0.6875,0.625,243.375,0,0,0,0
"114083",43,16.125,45,0,295.875,0,0,0,0
"114084",34.75,8.875,100.9375,12.375,243.0625,0,0,0,0
"114085",43,30.25,68.75,3.375,254.625,0,0,0,0
"114086",52.8125,22.625,57.5,99.4375,165.8125,1.8125,0,0,0
"114087",28.125,38.4375,3.4375,84.625,245.375,0,0,0,0
"114088",48.5625,62.875,48.375,1,239.1875,0,0,0,0
"114089",29.875,29.3125,2.6875,2.1875,335.9375,0,0,0,0
"114090",39.875,11.1875,5.75,10.4375,332.75,0,0,0,0
"114091",32.125,4.75,40.0625,3,320.0625,0,0,0,0
"114092",10.75,158.6875,71.25,9.5625,140.4375,0,1.8125,7.4375,0.0625
"114100",84.9375,16.375,2.875,2.6875,152.0625,4.4375,15.1875,19,102.4375
"114101",95.1875,4.875,19.5,1.8125,278.625,0,0,0,0
"114102",24.25,9.5625,11.4375,0,354.75,0,0,0,0
"114103",222.5625,47.625,3.9375,0,123.875,2,0,0,0
"114104",249.6875,48.5,12.6875,0,87.875,1.25,0,0,0
"114105",117.75,14.9375,56.5625,0,210.75,0,0,0,0
"114106",59.75,24.9375,4,0,311.3125,0,0,0,0
"114107",48.25,3.375,0.5625,101.5,245.6875,0,0,0.625,0
"114116",100.125,23.5,21.0625,31.625,126.0625,0,0,97.625,0
"114117",24.375,24.125,9.1875,10.625,331.6875,0,0,0,0
"114118",46.9375,15.6875,55.625,5.6875,261.5625,14.5,0,0,0
"114119",75.625,26.3125,30.625,11.875,218,37.5625,0,0,0
"114120",107.1875,35.6875,84.75,8.875,162.1875,1.3125,0,0,0
"114121",42.9375,32.9375,42.4375,0,281.6875,0,0,0,0
"114122",47.625,6.375,53.375,0.1875,292.4375,0,0,0,0
"114123",28.25,19.125,11.9375,3.375,337.3125,0,0,0,0
"114124",66.0625,22.625,49,2.4375,259.875,0,0,0,0
"114125",64.5625,22.875,75.75,2.6875,194.0625,40.0625,0,0,0
"114126",223.875,24.5,6.25,0.4375,140.375,4.5625,0,0,0
"114127",176,34.5,56.3125,0,132.3125,0.875,0,0,0
"114128",78.8125,10,33,1.6875,275.9375,0.5625,0,0,0
"114129",23.4375,24.5625,52.5,4.8125,294.6875,0,0,0,0
"114130",44.4375,7.75,125.25,0.5625,222,0,0,0,0
"114131",121.6875,11.875,4.3125,0.8125,261.3125,0,0,0,0
"114132",186.6875,76.1875,65.5,0.875,69.5,1.25,0,0,0
"114133",157.375,210,22.8125,0,9.8125,0,0,0,0
"114134",57.0625,306.8125,11.5625,2.5625,22,0,0,0,0
"114135",54.3125,340.0625,3.5,0,2.125,0,0,0,0
"114136",14.75,381.5,3.75,0,0,0,0,0,0
"114137",0,399.9375,0.0625,0,0,0,0,0,0
"114138",9.25,379.3125,8.625,2.8125,0,0,0,0,0
"114139",47.125,303.25,15.1875,1.25,30.125,3.0625,0,0,0
"114140",0,400,0,0,0,0,0,0,0
"114141",1.5625,398.4375,0,0,0,0,0,0,0
"114142",0,400,0,0,0,0,0,0,0
"114143",0,380.25,19.75,0,0,0,0,0,0
"114144",0,399.125,0.875,0,0,0,0,0,0
"114145",10.5,357.125,29.25,0,3.125,0,0,0,0
"114146",0,393.25,6.75,0,0,0,0,0,0
"114147",0,235.9375,164.0625,0,0,0,0,0,0
"114148",16.0625,59.125,309.625,0.875,4.3125,10,0,0,0
"114149",115.375,79.25,143.0625,28.4375,20.5625,13.3125,0,0,0
"114150",87.875,85.9375,203.0625,2.6875,20.4375,0,0,0,0
"114151",185.25,59.0625,47.875,0.6875,107.125,0,0,0,0
"114152",143.375,54.1875,67.0625,0.8125,134.5625,0,0,0,0
"114153",113.125,107.5625,120,0,57.5625,1.75,0,0,0
"114154",91.3125,170.5,137.25,0.9375,0,0,0,0,0
"114155",197.875,72.875,86.25,0,43,0,0,0,0
"114156",155.6875,72.125,154,1.6875,16.5,0,0,0,0
"114157",5.5625,239.4375,155,0,0,0,0,0,0
"114158",74.75,67.25,252.3125,0,5.6875,0,0,0,0
"114159",22.8125,252.625,101.375,0,23.1875,0,0,0,0
"114160",0,380.5625,19.4375,0,0,0,0,0,0
"114161",1.1875,375.4375,23.375,0,0,0,0,0,0
"114162",193.4375,105.5,23,0,78.0625,0,0,0,0
"114163",268.9375,28.0625,21.125,1.875,80,0,0,0,0
"114164",160.25,70.9375,14.3125,0,154.5,0,0,0,0
"114165",89.3125,62.625,220.125,0,27.9375,0,0,0,0
"114166",147.75,65.6875,145,1.3125,40.25,0,0,0,0
"114167",217.625,10.5625,63.6875,1.3125,106.8125,0,0,0,0
"114168",212.0625,39.875,14.875,0,133.1875,0,0,0,0
"114169",213.9375,99.8125,17.3125,3.875,65.0625,0,0,0,0
"114170",164.875,33.875,75,2.125,124.125,0,0,0,0
"114171",9.375,48.375,334.9375,0,7.3125,0,0,0,0
"114172",107.125,97.75,147.8125,0,47.3125,0,0,0,0
"114173",161.625,141.625,53.0625,0.8125,42.875,0,0,0,0
"114174",159.875,55.0625,97.8125,0.5625,86.6875,0,0,0,0
"114175",92.125,23.25,90.9375,2.0625,188.1875,3.4375,0,0,0
"114176",60.5625,34.25,217.4375,2.8125,84.75,0.1875,0,0,0
"114177",143.625,122,86.125,1.375,46.875,0,0,0,0
"114178",99.6875,133.4375,145.75,0.625,20.5,0,0,0,0
"114179",55.0625,28.6875,264.375,0.8125,51.0625,0,0,0,0
"114180",72.625,7.625,44,1.1875,274.5625,0,0,0,0
"114181",74,0,34.25,1.6875,290.0625,0,0,0,0
"114182",91,6.8125,207.6875,0,94.5,0,0,0,0
"114183",112.4375,28.25,39.75,42.6875,69.4375,0,1.8125,19.1875,86.4375
"114250",193.625,84.0625,0,8.4375,3.5625,0,11.25,6.1875,92.875
"114251",179.75,208.1875,0,2,10.0625,0,0,0,0
"114252",193.375,184.625,2,3.5,12.4375,1.8125,0,2.25,0
"114253",193.6875,153,0,1.8125,12.9375,1.0625,15.0625,12.625,9.8125
