new2kid,grass_ha,sng_ha,wood_ha,urban_ha,arable_ha,freshwater_ha,marine_ha,coast_ha,ocean_ha
"97190",100,25.4375,40.6875,168,1.375,1.25,45.75,17.5,0
"97193",114.4375,12.4375,25.1875,6.5625,240.8125,0.5625,0,0,0
"97194",69.125,48.75,92.6875,0.625,188.8125,0,0,0,0
"97195",118.0625,51.0625,129,2.0625,99.0625,0.75,0,0,0
"97196",277.0625,27.0625,69.1875,0.625,25.5625,0.5,0,0,0
"97197",171.875,44.9375,119.4375,4.5625,59.1875,0,0,0,0
"97198",220.375,38.8125,99.3125,1.6875,39.25,0.5625,0,0,0
"97199",263.375,25.25,78.5625,0.625,31,1.1875,0,0,0
"97200",147.8125,203.25,37.1875,1.375,10.375,0,0,0,0
"97201",40.5625,220.875,106.75,3.5,7.1875,21.125,0,0,0
"97202",67.875,292.0625,31.125,0,8.3125,0.625,0,0,0
"97203",0,380.6875,19.3125,0,0,0,0,0,0
"97204",51.6875,339.875,8.375,0.0625,0,0,0,0,0
"97205",26.25,243.875,129.875,0,0,0,0,0,0
"97206",111.625,91.125,153.1875,2.6875,41.375,0,0,0,0
"97207",76.75,9,8.9375,10.5625,294.75,0,0,0,0
"97208",59.3125,36.9375,0.875,12.6875,290.0625,0.125,0,0,0
"97209",20.625,18,180.375,0,181,0,0,0,0
"97210",58.4375,7.1875,139.3125,2.625,192.4375,0,0,0,0
"97211",181.9375,18.25,19.4375,1.75,178.625,0,0,0,0
"97212",164.1875,21.4375,9.125,1,204.25,0,0,0,0
"97213",120.75,25.5625,200.3125,0,47.875,5.5,0,0,0
"97214",292.625,8.75,87.375,0.5,10.3125,0.4375,0,0,0
"97215",102.8125,287.375,8.875,0,0.9375,0,0,0,0
"97216",185.9375,204.3125,7.125,0,0.375,2.25,0,0,0
"97217",27.6875,372.3125,0,0,0,0,0,0,0
"97218",0,393.3125,6.6875,0,0,0,0,0,0
"97219",16,354.3125,29.6875,0,0,0,0,0,0
"97220",159.5,128.9375,103.1875,0,7.1875,1.1875,0,0,0
"97221",0,17.1875,382.8125,0,0,0,0,0,0
"97222",18.25,34.1875,341.0625,0,6.5,0,0,0,0
"97223",67.1875,31.75,240.875,0.5,54.9375,4.75,0,0,0
"97224",106.4375,49.625,139.375,0.5625,83.9375,20.0625,0,0,0
"97225",208.125,20.375,81.5625,0,79.8125,10.125,0,0,0
"97226",210.5625,68.1875,97.8125,0.5,22.9375,0,0,0,0
"97227",95,163.5,134.875,0.5625,6.0625,0,0,0,0
"97228",0,209.9375,190.0625,0,0,0,0,0,0
"97229",0,214.5625,185.4375,0,0,0,0,0,0
"97230",0,398.375,1.625,0,0,0,0,0,0
"97231",6.6875,257.125,136.1875,0,0,0,0,0,0
"97232",0,387.9375,12.0625,0,0,0,0,0,0
"97233",0,400,0,0,0,0,0,0,0
"97234",0,400,0,0,0,0,0,0,0
"97235",0,400,0,0,0,0,0,0,0
"97236",0,395,0,0,0,5,0,0,0
"97237",0,374.5,0,0,0,25.5,0,0,0
"97238",0,400,0,0,0,0,0,0,0
"97239",0,398.5,1.5,0,0,0,0,0,0
"97240",0,400,0,0,0,0,0,0,0
"97241",0,393.375,0,0,0,6.625,0,0,0
"97242",0,400,0,0,0,0,0,0,0
"97243",0,399.375,0.625,0,0,0,0,0,0
"97244",0,400,0,0,0,0,0,0,0
"97245",0,400,0,0,0,0,0,0,0
"97246",0,399.5,0,0,0,0.5,0,0,0
"97247",0,400,0,0,0,0,0,0,0
"97248",0,400,0,0,0,0,0,0,0
"97249",0,400,0,0,0,0,0,0,0
"97250",0,400,0,0,0,0,0,0,0
"97251",0,400,0,0,0,0,0,0,0
"97252",0,400,0,0,0,0,0,0,0
"97253",0,358,42,0,0,0,0,0,0
"97254",0,124.8125,275.1875,0,0,0,0,0,0
"97255",0,278.75,121.25,0,0,0,0,0,0
"97256",0,400,0,0,0,0,0,0,0
"97257",17.6875,233.6875,147.9375,0.6875,0,0,0,0,0
"97258",40.25,24.875,330.875,2.5625,1.4375,0,0,0,0
"97259",0,173.875,223.625,1.3125,1.1875,0,0,0,0
"97260",130.6875,171.375,60.5625,10.0625,20.375,6.9375,0,0,0
"97261",103.0625,101.125,158.5,5.75,16.1875,15.375,0,0,0
"97262",129.5625,63.8125,163.6875,14.8125,28.125,0,0,0,0
"97263",36.4375,334,25.625,1.5625,2.375,0,0,0,0
"97264",4.625,394.625,0.75,0,0,0,0,0,0
"97265",7,390.3125,1.9375,0.75,0,0,0,0,0
"97266",5.4375,394.5625,0,0,0,0,0,0,0
"97267",6.25,385.8125,7.9375,0,0,0,0,0,0
"97268",14.75,356.0625,17.0625,1.0625,0,11.0625,0,0,0
"97269",18.5,351.75,13.25,0.625,1.0625,14.8125,0,0,0
"97270",31.25,338.625,22.75,0,1.25,6.125,0,0,0
"97271",24.9375,330.1875,37.5625,0,7.3125,0,0,0,0
"97272",18.5625,272.6875,107.75,0,1,0,0,0,0
"97273",53.5625,25.625,305.1875,0,15.625,0,0,0,0
"97274",115.8125,25.125,216.75,0.75,38.4375,3.125,0,0,0
"97275",16.0625,16.875,364.6875,0,2.375,0,0,0,0
"97276",79.4375,6.5,313.375,0,0.6875,0,0,0,0
"97277",211,13.6875,134.5625,0,40.75,0,0,0,0
"97278",98.125,42.75,144.1875,0.9375,114,0,0,0,0
"97279",43.25,32.875,114.8125,2.75,206.3125,0,0,0,0
"97280",51.8125,13.8125,322.8125,1.9375,9.625,0,0,0,0
"97281",0,0,328.6875,0,0,0,5.25,65.8125,0.25
"97306",59.375,315.375,5.8125,0,0,0,0,7.625,11.8125
"97307",0,400,0,0,0,0,0,0,0
"97308",0,400,0,0,0,0,0,0,0
"97309",15,373.0625,3.5,0.75,0,7.6875,0,0,0
"97310",0,400,0,0,0,0,0,0,0
"97311",0,400,0,0,0,0,0,0,0
"97312",0,400,0,0,0,0,0,0,0
"97313",0,400,0,0,0,0,0,0,0
"97314",0,400,0,0,0,0,0,0,0
"97315",0,393.3125,0,0,0,6.6875,0,0,0
"97316",0,395.3125,0,0,0,4.6875,0,0,0
"97317",0,400,0,0,0,0,0,0,0
"97318",2.375,392.5,2.875,0,0,2.25,0,0,0
"97319",0,388.875,0,0,0,11.125,0,0,0
"97320",17.0625,380.125,0,0,0,2.8125,0,0,0
"97321",0,251.3125,143.8125,0,0,4.875,0,0,0
"97322",1.125,278.125,118,0,0,2.75,0,0,0
"97323",0.4375,198.9375,199.3125,0,0,1.3125,0,0,0
"97324",4.6875,324.75,67.875,0,0,2.6875,0,0,0
"97325",0,398.375,0,0,0,1.625,0,0,0
"97326",0,391.4375,0,0,0,8.5625,0,0,0
"97327",0,382.9375,5.0625,0,0,12,0,0,0
"97328",0,311.75,87.6875,0,0,0.5625,0,0,0
"97329",0.8125,141.75,257.4375,0,0,0,0,0,0
"97330",0,64.25,334.5625,0,0,1.1875,0,0,0
"97331",12.75,131.4375,255.8125,0,0,0,0,0,0
"97332",166,221.625,8.25,0.875,3.25,0,0,0,0
"97333",130.375,97.875,0.1875,74.5,12.1875,0,2.3125,15.3125,67.25
"97540",23.3125,1.25,16.3125,296.25,46.125,0,8.9375,7.8125,0
"97541",61.0625,3.8125,47.8125,239.5,47.8125,0,0,0,0
"97542",111.6875,17.625,59.25,0.75,210.6875,0,0,0,0
"97543",133.3125,7.5,36.375,32.125,190.6875,0,0,0,0
"97544",153.1875,26.25,16,7.1875,197.375,0,0,0,0
"97545",28.9375,20.75,11.1875,16.9375,322.1875,0,0,0,0
"97546",119.25,3.0625,18.0625,51.875,207.75,0,0,0,0
"97547",129.9375,15.75,2.125,5.3125,246.875,0,0,0,0
"97548",148.0625,34.6875,18.625,8.125,190.5,0,0,0,0
"97549",132.25,12,139.75,0,116,0,0,0,0
"97550",109.5625,7.3125,134.8125,0,148.3125,0,0,0,0
"97551",156.25,13.8125,22.8125,23.1875,183.9375,0,0,0,0
"97552",140.1875,38.625,17.5625,13.125,190.5,0,0,0,0
"97553",127.4375,30.875,12.8125,79.5625,148.625,0.6875,0,0,0
"97554",80.25,19.3125,17,1.1875,282.25,0,0,0,0
"97555",153,11.8125,12.625,0.625,221.9375,0,0,0,0
"97556",221.3125,19.4375,12.375,22,124.875,0,0,0,0
"97557",275.625,19.4375,4.125,8.9375,91.875,0,0,0,0
"97558",300.6875,9.8125,11.25,0,78.25,0,0,0,0
"97559",262.4375,9.6875,87.75,3.0625,37.0625,0,0,0,0
"97560",257.9375,14.8125,24.625,1.0625,101.5625,0,0,0,0
"97561",268.625,32.25,50.875,1.3125,46.9375,0,0,0,0
"97562",292.3125,11.0625,59.9375,1.375,35.3125,0,0,0,0
"97563",252.5,10.0625,86.9375,0.9375,49.5625,0,0,0,0
"97564",281.9375,38.5,69.75,1.25,8.5625,0,0,0,0
"97565",351.625,12.9375,35.4375,0,0,0,0,0,0
"97566",335.125,24.8125,40.0625,0,0,0,0,0,0
"97567",257.8125,76.4375,64.9375,0.8125,0,0,0,0,0
"97568",124.9375,64.4375,130,1.3125,79.3125,0,0,0,0
"97569",114.875,32.125,7.875,2.5625,242.5625,0,0,0,0
"97570",55.6875,43.3125,49.0625,3.25,248.6875,0,0,0,0
"97571",73.125,4.875,9.625,39.125,239.9375,1.5625,8.3125,23.4375,0
"97583",71.6875,5.4375,2.3125,22.875,211.0625,0,0,56.5625,30.0625
"97584",134.9375,18.4375,1.375,189.875,55.375,0,0,0,0
"97585",283.3125,54.5,13,11.1875,38,0,0,0,0
"97586",297.625,15.3125,31.5,4.6875,50.875,0,0,0,0
"97587",242.9375,75.8125,12.125,31.9375,37.1875,0,0,0,0
"97588",323.3125,47.75,3.8125,14.125,11,0,0,0,0
"97589",280.25,42.3125,17.9375,5.25,54.25,0,0,0,0
"97590",181.8125,55.4375,35.875,75.4375,51.4375,0,0,0,0
"97591",202.4375,31.5625,109.3125,36.25,20.4375,0,0,0,0
"97592",163.1875,124.5625,89.3125,9.875,13.0625,0,0,0,0
"97593",166.0625,88.0625,34,96.5625,15.3125,0,0,0,0
"97594",107.5,119.125,46.5,112.625,14.25,0,0,0,0
"97595",50.0625,180.625,12,140.8125,15.9375,0.5625,0,0,0
"97596",86,241.125,8,58.25,6.625,0,0,0,0
"97597",72.75,170.9375,55.25,93.25,7.75,0,0,0,0.0625
"97598",27.8125,217.375,132,21.8125,1,0,0,0,0
"97599",9.8125,107.8125,239.25,36.375,6.75,0,0,0,0
"97600",52.4375,122.1875,76.75,142.3125,6.3125,0,0,0,0
"97601",145.6875,22.3125,90.5,123.0625,17.8125,0.625,0,0,0
"97602",76.8125,143.4375,137.4375,28.75,13.5625,0,0,0,0
"97603",35.1875,239.4375,106.1875,18.5625,0.625,0,0,0,0
"97604",20.9375,145.6875,230,2,1.375,0,0,0,0
"97605",94.25,101.375,159.125,8.5,8.9375,27.8125,0,0,0
"97606",39.8125,173.1875,151.6875,13.6875,0,21.625,0,0,0
"97607",21.5,293,77.75,3.1875,4.5625,0,0,0,0
"97608",5.6875,377.8125,16.5,0,0,0,0,0,0
"97609",0,389.1875,10.8125,0,0,0,0,0,0
"97610",0,397.875,2.125,0,0,0,0,0,0
"97611",25.25,365,7.875,1.875,0,0,0,0,0
"97612",202.8125,142.125,51.75,2.6875,0.625,0,0,0,0
"97613",314.25,28.6875,26.25,1.6875,29.125,0,0,0,0
"97614",207.0625,40,109.9375,9.9375,33.0625,0,0,0,0
"97615",345.9375,27,12.25,7.625,7.1875,0,0,0,0
"97616",307.75,57.875,30.3125,0,4.0625,0,0,0,0
"97617",261.3125,68,66.375,3.0625,1.25,0,0,0,0
"97618",311,61.75,25.8125,0,1.4375,0,0,0,0
"97619",281.9375,72.4375,27.4375,4.6875,13.5,0,0,0,0
"97620",279.6875,92,21.75,3,3.5625,0,0,0,0
"97621",120.5,275.9375,3.125,0.25,0,0.1875,0,0,0
"97622",94.8125,281.125,20.25,1,2,0.8125,0,0,0
"97623",215.75,109.375,28.75,2.0625,44.0625,0,0,0,0
"97624",148.4375,169.1875,46.5625,0,35.8125,0,0,0,0
"97625",174.5625,64.625,42.9375,4.625,113.25,0,0,0,0
"97626",175.5625,51.6875,69.25,1.5625,92.1875,9.75,0,0,0
"97627",163.75,76.9375,47.8125,4.1875,95.0625,12.25,0,0,0
"97628",182.375,28.9375,84.3125,6.8125,94.6875,2.875,0,0,0
"97629",176.6875,47.375,67,22.25,80.25,6.4375,0,0,0
"97630",172,76,89.3125,2.5,55,5.1875,0,0,0
"97631",173.1875,131.875,83.375,4.6875,6.875,0,0,0,0
"97632",214.0625,102.125,55.25,6.75,16.375,5.4375,0,0,0
"97633",216.25,120.9375,21.8125,0,41,0,0,0,0
"97634",169.5625,172.375,26.8125,0,31.25,0,0,0,0
"97635",93.9375,289.125,15.5,0,1.4375,0,0,0,0
"97636",106.8125,201.8125,69.0625,0,22.3125,0,0,0,0
"97637",173.1875,215.0625,2.5625,0,9.1875,0,0,0,0
"97638",187.8125,84.625,112,0,15.5625,0,0,0,0
"97639",121.6875,230,32.25,0,16.0625,0,0,0,0
"97640",98,260.3125,22.9375,0,18.75,0,0,0,0
"97641",169.875,132.875,70.6875,0.4375,26.125,0,0,0,0
"97642",205.1875,78.5625,75.0625,0.625,40.5625,0,0,0,0
"97643",252.75,30.4375,94.8125,2,19.3125,0.6875,0,0,0
"97644",251.4375,33.1875,85.0625,0,30.3125,0,0,0,0
"97645",318.25,13.4375,41.6875,0.5625,26.0625,0,0,0,0
"97646",343.3125,6.4375,5.4375,4.3125,39.6875,0.8125,0,0,0
"97647",285.8125,48.4375,49.9375,0,15.8125,0,0,0,0
"97648",177.1875,187.0625,7.5625,0,13,15.1875,0,0,0
"97649",76,316.4375,3.25,0,4.3125,0,0,0,0
"97650",129.1875,262.3125,2.9375,3.1875,2.375,0,0,0,0
"97651",74.4375,301.375,22,0,2.1875,0,0,0,0
"97652",62.25,283.5625,48.8125,0,3.3125,2.0625,0,0,0
"97653",209.625,134.1875,19.625,0,36.5625,0,0,0,0
"97654",245.6875,89.25,28,0,37.0625,0,0,0,0
"97655",314.25,18.6875,1.8125,4.8125,60.4375,0,0,0,0
"97656",148.375,113.8125,121.0625,0,16.75,0,0,0,0
"97657",29.75,101.75,268.125,0,0.375,0,0,0,0
"97658",78.9375,66.75,237.625,0,16.6875,0,0,0,0
"97659",47.125,116.3125,163.4375,0.6875,13.9375,58.5,0,0,0
"97660",62.625,123.8125,111.375,0,7.625,94.5625,0,0,0
"97661",14.4375,346.625,38.9375,0,0,0,0,0,0
"97662",4.6875,250.25,141.25,0,0,3.8125,0,0,0
"97663",7.5,373.9375,13.0625,0,5.5,0,0,0,0
"97664",0,400,0,0,0,0,0,0,0
"97665",0,355.9375,44.0625,0,0,0,0,0,0
"97666",5.9375,296,97,0,1.0625,0,0,0,0
"97667",42.625,179.0625,171.25,0,7.0625,0,0,0,0
"97668",148.1875,51.25,153.625,0,41.5625,5.375,0,0,0
"97669",102.375,251,32.9375,0,13.6875,0,0,0,0
"97670",162.75,159.0625,50.75,2.1875,22.375,2.875,0,0,0
"97671",204.25,119.0625,24.125,1.625,50.125,0.8125,0,0,0
"97672",238.8125,66.9375,50.5,4.375,38.625,0.75,0,0,0
"97673",227.8125,101.5,36.3125,0,34.375,0,0,0,0
"97674",248,99.3125,29.3125,1.4375,21.375,0.5625,0,0,0
"97675",38.5,49.375,312.125,0,0,0,0,0,0
"97676",0,111.4375,288.5625,0,0,0,0,0,0
"97677",36.5625,42.3125,319.75,0.5625,0.8125,0,0,0,0
"97678",14.25,86.875,297.3125,0.5625,0,1,0,0,0
"97679",221.5625,35.4375,139.25,3.6875,0.0625,0,0,0,0
"97680",275.5,17.5625,44.3125,1.25,61.375,0,0,0,0
"97681",204.25,35.8125,42.3125,1.25,116.375,0,0,0,0
"97682",281.125,16,21.5,2.0625,79.3125,0,0,0,0
"97683",292.5625,21.0625,26.625,0,59.75,0,0,0,0
"97684",233.3125,29.125,48.3125,0.625,88.625,0,0,0,0
"97685",224.1875,16.5625,96.625,0.6875,61.9375,0,0,0,0
"97686",192.75,22.0625,40.375,4.875,139.9375,0,0,0,0
"97687",164,15.875,17.4375,29.0625,172.4375,1.1875,0,0,0
"97688",171.0625,24.75,6.9375,14.1875,183.0625,0,0,0,0
"97689",198.125,32.6875,0.5625,12.25,117.625,5.0625,9.875,23.8125,0
"97690",41.9375,8.1875,0,266.5625,26.1875,8,1.0625,48.0625,0
"97752",79,100.25,3.8125,4.5625,54.5625,1.3125,0,95.125,61.375
"97753",229.625,59.4375,2,21.625,85.8125,1.25,0,0.25,0
"97754",168.5625,41,3.9375,25.0625,161.4375,0,0,0,0
"97755",154,66.375,9.3125,113.375,56.9375,0,0,0,0
"97756",207.1875,63.0625,25.5625,22.9375,75.5,5.75,0,0,0
"97757",139.625,80.125,16.3125,92.4375,71.5,0,0,0,0
"97758",127.375,71.6875,115.8125,1.625,79.6875,3.8125,0,0,0
"97759",113,106.625,124.9375,0,55.4375,0,0,0,0
"97760",189.75,91.9375,24,0,94.3125,0,0,0,0
"97761",167,78.875,35.25,38.6875,80.1875,0,0,0,0
"97762",134.0625,68.5625,38.75,94.4375,64.1875,0,0,0,0
"97763",112.5,76.5,22.125,83.9375,104.9375,0,0,0,0
"97764",55.75,62.625,39.25,138.5,89.75,14.125,0,0,0
"97765",107.625,47.875,12.25,130.0625,86.75,4.875,1.1875,9.375,0
"97783",153.75,23.4375,14.25,0,166.375,0,0,42.1875,0
"97784",166.8125,10.5,17.625,0,205.0625,0,0,0,0
"97785",142.625,69.0625,23.6875,0.625,164,0,0,0,0
"97786",102.9375,45.875,186.375,1.25,63.5625,0,0,0,0
"97787",110,35.75,133.1875,9.625,111.4375,0,0,0,0
"97788",91.3125,95.25,81.375,30,102.0625,0,0,0,0
"97789",95.6875,106.9375,72.8125,48.8125,75.75,0,0,0,0
"97790",123.4375,39.125,15.1875,0.625,221.625,0,0,0,0
"97791",218.75,49.125,24.8125,0.625,106.6875,0,0,0,0
"97792",195.5,48.4375,20.0625,0,136,0,0,0,0
"97793",167.3125,41.75,24.9375,10.0625,155.3125,0.625,0,0,0
"97794",117.3125,82.1875,72,2.5625,125.9375,0,0,0,0
"97795",7.25,30.0625,340.8125,0,21.875,0,0,0,0
"97796",0,85.9375,310.5625,0,2.875,0.625,0,0,0
"97797",0,49.1875,350.8125,0,0,0,0,0,0
"97798",1.25,32.875,363.75,0,2.125,0,0,0,0
"97799",0,15.5625,384.4375,0,0,0,0,0,0
"97800",0,368.0625,31.9375,0,0,0,0,0,0
"97801",10.6875,183.3125,206,0,0,0,0,0,0
"97802",1.375,78.0625,320.5625,0,0,0,0,0,0
"97803",1.4375,28.125,364.4375,0,4.25,1.75,0,0,0
"97804",0,172.6875,227.3125,0,0,0,0,0,0
"97805",1.0625,320.25,78.6875,0,0,0,0,0,0
"97806",6.125,90.9375,286.875,5.25,7.1875,3.625,0,0,0
"97807",0,25.6875,372,2.0625,0.25,0,0,0,0
"97808",0,201.4375,198.5625,0,0,0,0,0,0
"97809",8.5,389.1875,2.3125,0,0,0,0,0,0
"97810",4.625,345.5625,39.3125,0,0,10.5,0,0,0
"97811",5.0625,233.3125,100.8125,0,0,60.8125,0,0,0
"97812",7.4375,347.6875,44.875,0,0,0,0,0,0
"97813",0,390.25,6.5625,0,0,3.1875,0,0,0
"97814",17.375,358.4375,22.1875,0,0,2,0,0,0
"97815",50.875,299.75,49.375,0,0,0,0,0,0
"97816",177.75,94,71.4375,0.6875,55.4375,0.6875,0,0,0
"97817",208.0625,54.125,37.5625,3.5625,96.6875,0,0,0,0
"97818",172.5,86.875,18.0625,1.25,120.4375,0.875,0,0,0
"97819",91.25,120,156.5,0,32.25,0,0,0,0
"97820",220.9375,52.3125,62.375,0,64.375,0,0,0,0
"97821",106.3125,33.3125,187.3125,0,71.1875,1.875,0,0,0
"97822",195.875,83.0625,30.1875,1.375,89.5,0,0,0,0
"97823",209.75,40.0625,50.1875,1.125,98.875,0,0,0,0
"97824",143.4375,186.5,43.25,0,26.8125,0,0,0,0
"97825",73.8125,200.125,68,1.0625,57,0,0,0,0
"97826",22.75,255,113.5625,0,8.6875,0,0,0,0
"97827",98.9375,192.6875,34.625,0.625,73.125,0,0,0,0
"97828",61.75,168.125,69.4375,3.4375,39.75,57.5,0,0,0
"97829",7.125,47.75,283.75,0,31.75,29.625,0,0,0
"97830",133.0625,50.5,59,0,157.4375,0,0,0,0
"97831",80.75,71.625,44.75,69,132.8125,1.0625,0,0,0
"97832",88,70.125,61.75,26.375,153.75,0,0,0,0
"97833",49.375,100.1875,83.75,40.3125,125.1875,1.1875,0,0,0
"97834",71.5,33.375,48.125,157.625,89.375,0,0,0,0
"97835",138.3125,17.5625,59.6875,0.6875,180.3125,3.4375,0,0,0
"97836",95.6875,78.25,73.0625,1.375,151.625,0,0,0,0
"97837",83.5,50.5,101.1875,1.125,155.3125,8.375,0,0,0
"97838",57.625,24,15.6875,137.0625,137.875,27.75,0,0,0
"97839",107.9375,24.125,16.1875,5.875,245.875,0,0,0,0
"97840",51.625,10.5625,14.6875,174.875,107.75,1.375,37.9375,1.1875,0
"97843",113.375,19,107.375,53.4375,83.4375,2.1875,14.3125,6.875,0
"97844",65.5625,22.1875,58.3125,27.5625,226.375,0,0,0,0
"97845",183.875,60.4375,80.5625,0.9375,74.1875,0,0,0,0
"97846",242.25,22.3125,25.5625,8,101.875,0,0,0,0
"97847",274.3125,49.25,39.3125,1.1875,35.9375,0,0,0,0
"97848",276.0625,24.375,48.875,0,49.9375,0.75,0,0,0
"97849",254.4375,53,44.125,1.3125,47.125,0,0,0,0
"97850",294.9375,45.1875,39.3125,3.625,16.125,0.8125,0,0,0
"97851",112.5,215.125,60,0,5.75,6.625,0,0,0
"97852",26.9375,191.5625,178.125,2.625,0.75,0,0,0,0
"97853",1.5625,213.9375,184.5,0,0,0,0,0,0
"97854",80.3125,224.875,94.0625,0,0.75,0,0,0,0
"97855",30.6875,331,33.0625,0,5.25,0,0,0,0
"97856",183.9375,55.6875,103.8125,1.4375,55.125,0,0,0,0
"97857",102.0625,40.6875,27.3125,12.9375,217,0,0,0,0
"97858",82,44.6875,15.9375,11.9375,245.4375,0,0,0,0
"97859",38.4375,23.0625,177.625,1.25,159.625,0,0,0,0
"97860",93.0625,24,12.6875,0.6875,269.5625,0,0,0,0
"97861",190.5,93.75,40.625,0,75.125,0,0,0,0
"97862",47.1875,63.5,66.5,0,222.8125,0,0,0,0
"97863",113.5625,11.8125,165.75,8.125,100.75,0,0,0,0
"97864",185.5625,10.5625,132.375,3.5625,63.8125,4.125,0,0,0
"97865",229.3125,101.5,38.0625,0,31.125,0,0,0,0
"97866",233.3125,132.5625,10.3125,0,23.8125,0,0,0,0
"97867",101.5,275.9375,17.625,0,0.3125,4.625,0,0,0
"97868",32.1875,359.125,8.6875,0,0,0,0,0,0
"97869",11.25,383.5,5.25,0,0,0,0,0,0
"97870",71.3125,93.0625,222.25,2.0625,10.0625,1.25,0,0,0
"97871",30.0625,28.1875,299.5,5.8125,10.3125,26.125,0,0,0
"97872",25.0625,72.9375,236.4375,0,46.875,18.6875,0,0,0
"97873",102.6875,119.375,122.625,0,33.875,21.4375,0,0,0
"97874",78.0625,222.0625,67.0625,0,32.8125,0,0,0,0
"97875",92.625,286.0625,6.5625,0,14.75,0,0,0,0
"97876",127.4375,233.5625,39,0,0,0,0,0,0
"97877",19.75,347.0625,33.1875,0,0,0,0,0,0
"97878",0,373,3.375,0,0,23.625,0,0,0
"97879",0,92.0625,289.0625,0,0,18.875,0,0,0
"97880",0,302.125,97.875,0,0,0,0,0,0
"97881",36.75,355.625,7.625,0,0,0,0,0,0
"97882",19.6875,343.8125,35.8125,0,0,0.6875,0,0,0
"97883",0,391.6875,8.3125,0,0,0,0,0,0
"97884",0,400,0,0,0,0,0,0,0
"97885",0,400,0,0,0,0,0,0,0
"97886",0,400,0,0,0,0,0,0,0
"97887",0,400,0,0,0,0,0,0,0
"97888",0,400,0,0,0,0,0,0,0
"97889",0,400,0,0,0,0,0,0,0
"97890",0,400,0,0,0,0,0,0,0
"97891",0,400,0,0,0,0,0,0,0
"97892",0,400,0,0,0,0,0,0,0
"97893",0,372.9375,25.125,1.0625,0,0.875,0,0,0
"97894",0,390.375,7.125,0.75,0,1.75,0,0,0
"97895",0,400,0,0,0,0,0,0,0
"97896",0,400,0,0,0,0,0,0,0
"97897",0,400,0,0,0,0,0,0,0
"97898",0,400,0,0,0,0,0,0,0
"97899",0,400,0,0,0,0,0,0,0
"97900",0,400,0,0,0,0,0,0,0
"97901",0,400,0,0,0,0,0,0,0
"97902",0,400,0,0,0,0,0,0,0
"97903",0,400,0,0,0,0,0,0,0
"97904",0,378.6875,19.875,0,0,1.4375,0,0,0
"97905",0,389.75,4.25,0,0,6,0,0,0
"97906",0,262,137.9375,0,0,0.0625,0,0,0
"97907",0,101.75,297.0625,1.1875,0,0,0,0,0
"97908",0,22.75,376.375,0.875,0,0,0,0,0
"97909",31.1875,105.6875,248.5625,6.75,7.8125,0,0,0,0
"97910",61.4375,50.9375,219.3125,60.9375,7.375,0,0,0,0
"97911",140.625,71.4375,139.1875,2.1875,37,9.5625,0,0,0
"97912",181.375,47.0625,124.75,1.9375,33.25,11.625,0,0,0
"97913",45.6875,232.6875,90,3.4375,28.1875,0,0,0,0
"97914",76.25,256.1875,52.0625,1.5625,13.9375,0,0,0,0
"97915",0.75,323.5,75.5,0,0,0.25,0,0,0
"97916",9,368.6875,18.25,3.5625,0,0.5,0,0,0
"97917",11.3125,383,2.8125,0.8125,0,2.0625,0,0,0
"97918",6.1875,385.625,6.125,1.4375,0.625,0,0,0,0
"97919",0,354,41,1.875,0,3.125,0,0,0
"97920",0,391,5.9375,0,3.0625,0,0,0,0
"97921",4.75,342.125,53.125,0,0,0,0,0,0
"97922",66.1875,204.0625,128.375,1.375,0,0,0,0,0
"97923",144.1875,50.25,181.9375,0,23.625,0,0,0,0
"97924",109.3125,49.9375,213.1875,0.5625,26.875,0.125,0,0,0
"97925",145.9375,57,173.9375,3.8125,19.3125,0,0,0,0
"97926",66.75,24.375,286.9375,0.625,5.4375,15.875,0,0,0
"97927",50.125,50.625,261.75,1.375,21.125,15,0,0,0
"97928",53.6875,33.875,145.75,10.8125,142.8125,13.0625,0,0,0
"97929",95.875,42.1875,39.1875,3.8125,218.9375,0,0,0,0
"97930",67.8125,10.75,64.25,10.75,241.3125,0,1.0625,4.0625,0
"97931",1.1875,0.125,381.4375,0,2.8125,0,3.0625,11.375,0
"97957",29.8125,356.75,4.125,1.3125,0,0,0,3.3125,4.6875
"97958",62.9375,326.625,6.5625,0,0,3.875,0,0,0
"97959",4.0625,395.9375,0,0,0,0,0,0,0
"97960",0,400,0,0,0,0,0,0,0
"97961",0,400,0,0,0,0,0,0,0
"97962",0,397.4375,2.5625,0,0,0,0,0,0
"97963",0,393.3125,6.6875,0,0,0,0,0,0
"97964",0,400,0,0,0,0,0,0,0
"97965",0,400,0,0,0,0,0,0,0
"97966",0,400,0,0,0,0,0,0,0
"97967",0,400,0,0,0,0,0,0,0
"97968",3.4375,396.5625,0,0,0,0,0,0,0
"97969",5.0625,394.9375,0,0,0,0,0,0,0
"97970",3.4375,388.625,0,0,0,7.9375,0,0,0
"97971",0.8125,265.6875,118.125,0,0,15.375,0,0,0
"97972",5.8125,93.4375,300.75,0,0,0,0,0,0
"97973",7.0625,128,251.3125,0,0,13.625,0,0,0
"97974",1.3125,364.4375,32.3125,0,0,1.9375,0,0,0
"97975",0,377.5,0,0,0,22.5,0,0,0
"97976",0.6875,386.9375,0,0,0,12.375,0,0,0
"97977",0,358.125,5.625,0,0,36.25,0,0,0
"97978",0,200.1875,199.0625,0,0,0.75,0,0,0
