new2kid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"82377",0,0,0,0,0,0,0,0,0,6374,0,0,0,26,0,0,0,0,0,0,0
"82378",0,0,0,0,0,0,0,0,0,6350,0,0,0,50,0,0,0,0,0,0,0
"82379",0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0
"82380",0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0,0
"82381",0,0,0,0,0,0,0,0,0,6342,0,0,0,58,0,0,0,0,0,0,0
"82382",0,0,0,0,0,0,0,0,0,6337,0,0,0,63,0,0,0,0,0,0,0
"82383",0,0,0,0,0,0,0,0,1,6355,0,0,0,44,0,0,0,0,0,0,0
"82573",757,0,4423,0,0,172,0,0,0,0,0,0,9,0,142,0,0,261,0,32,604
"82574",1736,0,2911,0,0,0,0,0,0,0,0,0,52,0,0,0,0,605,107,27,962
"82575",1196,0,3043,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1328,547,90,175
"82576",462,0,3705,1007,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,164,889
"82577",458,0,1978,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2203
"82578",830,73,339,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,3389
"82579",1971,728,1009,2341,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,232
"82580",772,101,802,3951,0,0,0,0,183,0,0,269,0,0,0,0,0,0,0,0,322
"82581",465,0,26,2140,0,0,0,0,2642,0,0,957,0,0,0,0,0,0,0,0,170
"82582",632,0,0,1599,0,0,279,0,2392,0,0,1444,0,30,0,0,0,0,0,0,24
"82583",1248,0,0,3015,0,0,454,0,881,0,0,567,0,16,0,0,0,0,0,0,219
"82584",1103,638,0,1534,0,0,1093,0,1067,0,0,56,0,818,0,0,0,0,0,0,91
"82585",556,0,0,2272,0,0,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"82586",2066,0,0,1357,0,0,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"82587",187,0,0,498,0,0,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"82588",0,0,0,176,0,0,6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82589",0,0,0,153,0,0,6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82590",93,23,0,1325,0,0,4460,0,0,0,499,0,0,0,0,0,0,0,0,0,0
"82591",0,0,0,196,0,0,4897,0,0,0,1307,0,0,0,0,0,0,0,0,0,0
"82592",0,0,0,0,0,0,2568,0,0,0,3832,0,0,0,0,0,0,0,0,0,0
"82593",0,0,0,0,0,0,4615,0,0,0,1785,0,0,0,0,0,0,0,0,0,0
"82594",0,0,0,0,0,0,4029,0,0,0,2371,0,0,0,0,0,0,0,0,0,0
"82595",202,0,0,2726,0,0,3141,0,0,0,0,0,0,139,0,0,0,0,0,0,192
"82596",318,0,0,5893,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,113
"82597",867,0,17,5326,0,0,0,0,0,0,0,39,0,15,0,0,0,0,0,0,136
"82598",1088,0,0,5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,101
"82599",486,0,62,5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
"82600",1129,0,591,4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"82601",692,13,938,4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"82602",817,34,343,4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,534
"82603",796,0,247,5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36
"82604",706,230,1105,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
"82605",1023,493,1953,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
"82606",1647,235,1403,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"82607",780,121,1010,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
"82608",707,31,1382,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
"82609",615,325,1072,4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
"82610",972,476,600,4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
"82611",602,354,797,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
"82612",663,0,1885,3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"82613",229,34,2373,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
"82614",753,0,1115,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,223
"82615",1289,112,1781,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,166,648
"82616",40,0,78,311,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,1202,1908,1813
"82617",223,0,160,4763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,144,890
"82618",267,0,1352,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,383
"82619",467,611,552,4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,243
"82620",1467,12,371,4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"82621",592,5,373,5299,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,10,50
"82622",1458,345,513,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"82623",1326,0,356,4119,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
"82644",1473,0,603,2270,0,0,0,0,0,0,0,0,0,0,0,804,0,0,44,0,1206
"82645",1223,0,147,2732,0,0,0,0,0,2172,0,0,0,0,0,0,0,0,0,0,126
"82646",1705,0,761,2660,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,175
"82647",1981,0,217,2591,0,0,0,9,0,107,0,0,0,0,0,104,0,0,143,79,1169
"82648",0,0,4,2,0,0,0,80,0,0,0,0,0,179,0,86,19,2402,3592,0,36
"82649",130,0,44,753,193,0,0,233,0,0,0,0,0,75,0,1300,0,28,1737,717,1190
"82650",491,0,472,3174,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,92,2042
"82651",1177,58,214,4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,633
"82652",1365,13,2,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"82653",874,0,588,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"82654",1605,258,196,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
"82655",1071,205,325,3807,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,795
"82656",2002,0,98,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344
"82657",1763,0,30,3656,0,0,49,0,0,0,0,75,0,0,0,0,0,0,0,0,827
"82658",994,0,0,5260,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,131
"82659",1471,35,0,4820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
"82660",439,0,0,5654,0,0,0,13,0,0,0,19,0,0,0,0,0,0,6,0,268
"82661",1074,0,38,4899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
"82662",635,0,28,5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
"82663",1036,0,0,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"82664",1207,243,0,3458,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"82665",1719,2618,0,1695,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"82666",2640,1934,0,1756,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"82667",1745,2856,0,1750,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"82668",645,2834,0,1378,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"82669",146,3744,0,330,0,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"82670",677,3865,0,1440,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"82671",921,0,0,5251,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,144
"82672",1268,33,0,4984,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"82673",415,0,0,5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
"82674",659,14,0,5604,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"82675",389,338,0,5466,0,0,128,0,0,0,0,48,0,0,0,0,0,0,0,0,31
"82676",275,0,0,5804,0,0,95,0,0,0,0,29,0,0,0,0,0,0,0,0,197
"82677",1133,21,0,5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
"82678",474,0,240,5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370
"82679",498,406,0,5209,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"82680",679,268,0,5186,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"82681",1000,16,20,4854,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"82682",978,517,29,4502,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,322
"82683",410,0,58,5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
"82684",1341,0,206,4218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635
"82685",500,0,1151,3934,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,237
"82686",51,0,208,2335,0,0,0,0,0,0,0,0,0,0,1106,0,0,0,0,0,47
"82718",1470,0,0,172,14,0,0,0,0,0,0,0,0,18,0,1687,0,1470,156,0,920
"82719",3349,0,111,1217,455,0,654,0,33,188,0,0,0,0,0,70,0,0,155,0,168
"82720",1536,0,35,2411,1150,0,784,0,0,244,0,0,0,0,0,0,0,0,0,0,240
"82721",73,0,0,1594,4296,0,156,0,0,271,0,10,0,0,0,0,0,0,0,0,0
"82722",19,0,0,669,662,0,4573,0,49,237,0,0,0,191,0,0,0,0,0,0,0
"82723",0,0,0,216,54,0,5515,0,333,282,0,0,0,0,0,0,0,0,0,0,0
"82724",148,852,0,35,0,0,2858,0,1902,605,0,0,0,0,0,0,0,0,0,0,0
"82725",0,2383,0,0,0,0,2988,0,985,22,22,0,0,0,0,0,0,0,0,0,0
"82726",204,0,0,134,7,0,4157,0,562,719,0,565,0,52,0,0,0,0,0,0,0
"82727",394,783,0,169,196,0,911,0,3014,156,0,58,0,719,0,0,0,0,0,0,0
"82728",829,340,0,103,255,0,3568,0,275,921,0,109,0,0,0,0,0,0,0,0,0
"82729",0,1341,0,41,27,0,4580,0,274,93,0,44,0,0,0,0,0,0,0,0,0
"82730",219,0,0,53,501,0,1130,0,3625,808,0,61,0,3,0,0,0,0,0,0,0
"82731",2080,0,0,1139,2372,0,0,0,0,50,0,52,0,95,0,0,0,0,0,0,612
"82732",733,0,0,5241,207,0,0,51,0,0,0,40,0,0,0,0,0,0,0,0,128
"82733",1090,0,0,4926,0,0,0,46,0,0,0,60,0,4,0,0,0,0,0,0,274
"82734",1787,0,0,3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125
"82735",1422,0,236,1530,0,0,0,0,0,0,0,0,0,0,0,0,44,1398,103,126,1541
"82736",611,0,182,3810,0,0,0,15,0,0,0,0,0,0,0,0,0,59,0,156,1567
"82737",517,0,0,5739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
"82738",113,0,0,6188,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,59
"82739",3252,415,29,1722,0,0,0,118,500,105,0,0,0,23,0,23,0,13,128,0,72
"82826",677,0,266,3529,0,0,0,0,0,1133,0,0,0,0,0,0,609,0,92,0,94
"82827",552,148,0,1309,0,0,0,0,0,4391,0,0,0,0,0,0,0,0,0,0,0
"82828",1722,187,0,2765,0,0,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,28
"82829",382,5,0,2587,0,0,0,0,1121,613,1682,0,0,0,0,0,0,0,0,0,10
"82830",0,135,0,11,0,0,1313,0,1972,11,2958,0,0,0,0,0,0,0,0,0,0
"82831",103,3228,0,96,0,0,271,0,0,0,2646,0,0,0,0,0,0,0,0,0,56
"82832",427,3957,0,0,0,0,754,0,0,0,1234,0,0,0,0,0,0,0,0,0,28
"82833",3,6200,0,0,0,0,69,0,0,0,128,0,0,0,0,0,0,0,0,0,0
"82834",0,4634,0,0,0,0,912,0,0,0,113,0,0,741,0,0,0,0,0,0,0
"82835",0,4499,0,0,0,0,1002,0,0,0,120,0,0,779,0,0,0,0,0,0,0
"82836",0,6388,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"82837",0,4760,0,0,0,0,223,0,0,0,672,0,0,745,0,0,0,0,0,0,0
"82838",65,2342,0,118,0,0,119,0,0,0,281,0,0,3464,0,0,0,0,0,0,11
"82839",23,5384,0,254,0,0,599,0,0,0,116,0,0,24,0,0,0,0,0,0,0
"82840",0,1589,0,0,0,0,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82841",0,2207,0,0,0,0,4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82842",490,5867,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82843",956,4142,0,21,0,0,1036,0,0,0,208,0,0,0,0,0,0,0,0,0,37
"82844",0,6374,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82845",0,5474,0,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82846",149,782,0,1468,0,0,3970,0,0,0,18,0,0,0,0,0,0,0,0,0,13
"82847",121,183,0,549,0,0,4924,0,0,0,602,0,0,0,0,0,0,0,0,0,21
"82848",0,4937,0,81,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82849",0,4398,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82850",0,4354,0,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82851",5,6280,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82852",0,5844,0,0,0,0,326,0,211,0,19,0,0,0,0,0,0,0,0,0,0
"82853",0,5321,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82854",0,1869,0,0,0,0,4531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82855",0,1618,0,911,0,0,1583,0,0,81,22,2185,0,0,0,0,0,0,0,0,0
"82856",0,1591,0,70,0,0,0,0,0,0,432,4307,0,0,0,0,0,0,0,0,0
"82857",0,3290,0,0,0,0,2059,0,0,0,402,649,0,0,0,0,0,0,0,0,0
"82858",149,9,0,2465,0,0,693,0,0,0,670,2405,0,0,0,0,0,0,0,0,9
"82859",862,24,0,5072,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,89
"82860",1724,85,0,3486,0,0,0,0,0,0,87,10,0,0,0,0,0,0,0,49,959
"82861",1604,602,0,2895,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,19,1139
"82862",482,101,18,5061,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,102
"82863",1727,41,216,4084,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,307
"82864",428,185,0,5475,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,51
"82865",100,1265,0,2430,0,0,67,0,0,0,2528,10,0,0,0,0,0,0,0,0,0
"82866",75,1673,0,489,0,0,0,0,0,0,4124,39,0,0,0,0,0,0,0,0,0
"82867",266,3184,0,1879,0,0,197,0,0,0,768,88,0,0,0,0,0,0,0,0,18
"82868",1300,0,121,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736
"82869",94,1229,557,3610,0,0,0,0,0,0,866,0,0,0,0,0,0,0,0,0,44
"82870",83,3138,0,1613,0,0,0,0,0,0,883,674,0,0,0,0,0,0,0,0,9
"82871",0,5116,0,44,0,0,0,0,0,0,986,246,0,0,0,0,0,0,0,0,8
"82872",347,4065,0,3,0,0,0,0,0,0,1893,92,0,0,0,0,0,0,0,0,0
"82873",0,348,0,0,0,0,0,0,0,0,5794,0,0,258,0,0,0,0,0,0,0
"82874",0,92,0,853,0,0,460,0,0,0,4151,12,0,832,0,0,0,0,0,0,0
"82875",20,0,0,3932,0,0,252,0,0,0,2129,0,0,48,0,0,0,0,0,0,19
"82876",268,9,30,6027,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,20
"82877",51,0,128,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2876
"82878",400,0,87,2125,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,112,3641
"82879",903,0,2,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,4644
"82880",2300,0,436,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1551
"82881",1846,0,172,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,2654
"82882",337,0,193,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,4,5030,685
"82883",182,0,57,0,0,0,0,0,0,0,0,0,370,25,0,0,0,0,7,3330,2429
"82884",1081,0,200,65,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,752,4272
"82885",572,0,105,388,0,0,0,0,0,28,0,0,0,36,0,0,0,0,0,82,5189
"82886",659,0,190,1148,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,84,4304
"82887",1205,0,40,898,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,112,3789
"82888",3629,0,0,2034,0,0,0,0,0,441,0,0,0,166,0,0,0,0,0,0,130
"82889",1848,1064,36,2131,0,0,23,0,0,540,0,0,0,129,0,0,0,0,0,0,629
"82890",1455,142,0,1279,0,0,2895,0,0,501,18,0,0,0,0,0,0,0,0,0,110
"82891",0,0,0,0,0,0,5424,0,0,299,677,0,0,0,0,0,0,0,0,0,0
"82892",134,342,0,0,0,0,1014,0,27,1982,2901,0,0,0,0,0,0,0,0,0,0
"82893",1300,149,140,3448,0,0,0,0,0,1137,155,0,0,0,0,0,0,0,0,19,52
"82894",718,0,563,3873,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,1064
"82895",194,0,227,4473,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,60
"82896",1216,0,546,4537,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,70
"82897",546,0,478,2887,0,0,0,0,0,182,2213,0,0,0,0,0,0,0,0,0,94
"82898",789,1735,1456,296,0,0,0,0,0,16,2073,0,0,0,0,0,0,0,0,0,35
"82899",584,645,207,1572,0,0,0,0,0,80,3312,0,0,0,0,0,0,0,0,0,0
"82900",1952,2162,4,734,0,0,0,0,0,139,1381,0,0,0,0,0,0,0,0,0,28
"82901",44,5197,0,46,0,0,83,0,250,121,608,0,0,51,0,0,0,0,0,0,0
"82902",1726,2683,0,89,0,0,0,0,19,0,0,0,0,1883,0,0,0,0,0,0,0
"82903",2472,2653,0,192,0,0,84,0,750,0,0,0,0,219,0,0,0,0,0,0,30
"82904",0,1235,0,0,0,0,1848,0,3251,0,0,66,0,0,0,0,0,0,0,0,0
"82905",0,93,0,0,0,0,5860,0,276,0,0,171,0,0,0,0,0,0,0,0,0
"82906",0,1606,0,0,0,0,4357,0,437,0,0,0,0,0,0,0,0,0,0,0,0
"82907",460,4944,0,459,0,0,248,0,103,0,99,0,0,87,0,0,0,0,0,0,0
"82908",961,2821,0,151,0,0,2089,0,291,0,0,0,0,0,0,0,0,0,0,0,87
"82909",1756,3209,0,203,0,0,218,0,1003,0,0,0,0,0,0,0,0,0,0,0,11
"82910",1822,984,0,1122,0,0,2371,0,0,0,0,0,0,0,0,0,0,0,0,0,101
"82911",0,0,0,0,0,0,3714,0,1863,0,0,823,0,0,0,0,0,0,0,0,0
"82912",0,0,0,0,0,0,461,0,4809,0,0,1130,0,0,0,0,0,0,0,0,0
"82913",0,549,0,0,0,0,824,0,4823,0,0,58,0,146,0,0,0,0,0,0,0
"82914",1587,3327,0,16,0,0,137,0,1240,0,0,0,0,36,0,0,0,0,0,0,57
"82915",2074,700,0,1225,0,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"82916",305,113,0,37,0,0,5879,0,14,0,52,0,0,0,0,0,0,0,0,0,0
"82917",2784,9,0,845,0,0,2711,0,15,0,0,0,0,0,0,0,0,0,0,0,36
"82918",0,0,0,0,0,0,6036,0,8,0,0,356,0,0,0,0,0,0,0,0,0
"82919",0,0,0,0,0,0,5544,0,508,0,0,348,0,0,0,0,0,0,0,0,0
"82920",0,0,0,0,0,0,2806,0,95,0,313,3186,0,0,0,0,0,0,0,0,0
"82921",0,0,0,0,0,0,4846,0,201,0,0,1353,0,0,0,0,0,0,0,0,0
"82922",1505,1774,0,570,0,0,2197,0,322,0,0,0,0,0,0,0,0,0,0,0,32
"82923",397,1492,0,331,0,0,999,0,3074,0,0,85,0,0,0,0,0,0,0,0,22
"82924",0,0,0,0,0,0,0,0,6221,0,0,179,0,0,0,0,0,0,0,0,0
"82925",0,0,0,0,0,0,0,0,6279,0,0,121,0,0,0,0,0,0,0,0,0
"82926",0,3999,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0,0,0,0,0
"82927",480,5019,0,156,0,0,406,0,324,0,15,0,0,0,0,0,0,0,0,0,0
"82928",1421,52,0,1094,0,0,7,0,15,0,0,0,0,3792,0,0,0,0,0,0,19
"82929",880,4075,0,299,0,0,1039,0,70,0,0,0,0,37,0,0,0,0,0,0,0
"82930",0,2587,0,0,0,0,3559,0,254,0,0,0,0,0,0,0,0,0,0,0,0
"82931",0,2,0,0,0,0,5706,0,692,0,0,0,0,0,0,0,0,0,0,0,0
"82932",0,0,0,0,0,0,687,0,4953,0,74,686,0,0,0,0,0,0,0,0,0
"82933",0,0,0,0,0,0,149,0,4669,0,0,1582,0,0,0,0,0,0,0,0,0
"82934",0,0,0,0,0,0,2160,0,3784,0,0,456,0,0,0,0,0,0,0,0,0
"82935",0,676,0,0,0,0,2224,0,2592,0,0,283,0,625,0,0,0,0,0,0,0
"82936",46,5,0,0,0,0,1152,0,1878,0,0,0,0,3319,0,0,0,0,0,0,0
"82937",0,706,0,0,0,0,810,0,47,0,3333,0,0,1504,0,0,0,0,0,0,0
"82938",0,414,0,0,0,0,583,0,589,0,4791,0,0,23,0,0,0,0,0,0,0
"82939",0,1634,0,0,0,0,1126,0,1516,0,1691,0,0,433,0,0,0,0,0,0,0
"82940",0,17,0,0,0,0,672,0,4934,0,777,0,0,0,0,0,0,0,0,0,0
"82941",0,1044,0,0,0,0,2388,0,2699,0,221,0,0,48,0,0,0,0,0,0,0
"82942",0,424,0,0,0,0,5161,0,815,0,0,0,0,0,0,0,0,0,0,0,0
"82943",0,3183,0,0,0,0,2848,0,330,0,39,0,0,0,0,0,0,0,0,0,0
"82944",1216,3056,0,464,0,0,1316,0,318,0,0,0,0,0,0,0,0,0,0,0,30
"82945",65,374,0,96,0,0,3986,0,1861,0,0,0,0,18,0,0,0,0,0,0,0
"82946",360,1542,0,608,0,0,1846,819,950,0,0,0,0,193,0,0,0,0,0,0,82
"82947",10,240,0,17,0,0,5262,0,871,0,0,0,0,0,0,0,0,0,0,0,0
"82948",0,0,0,0,0,0,4,0,4517,0,111,1768,0,0,0,0,0,0,0,0,0
"82949",0,0,0,0,0,0,0,0,2817,0,27,3556,0,0,0,0,0,0,0,0,0
"82950",0,0,0,0,0,0,0,0,206,0,4136,2058,0,0,0,0,0,0,0,0,0
"82951",0,0,0,0,0,0,1,0,0,0,5427,972,0,0,0,0,0,0,0,0,0
"82952",0,0,0,0,0,0,285,0,1452,0,3006,1657,0,0,0,0,0,0,0,0,0
"82953",0,0,0,0,0,0,1020,0,2975,0,2405,0,0,0,0,0,0,0,0,0,0
"82954",0,0,0,0,0,0,165,0,1384,0,146,4654,0,51,0,0,0,0,0,0,0
"82955",0,0,0,0,0,0,0,0,329,0,423,5648,0,0,0,0,0,0,0,0,0
"82956",0,0,0,0,0,0,85,0,2452,0,2550,1313,0,0,0,0,0,0,0,0,0
"82957",0,0,0,0,0,0,16,0,4880,0,1504,0,0,0,0,0,0,0,0,0,0
"82958",0,0,0,0,0,0,75,0,6325,0,0,0,0,0,0,0,0,0,0,0,0
"82959",640,698,0,1420,0,0,243,0,2151,196,0,0,0,1052,0,0,0,0,0,0,0
"82960",790,948,0,3342,0,0,264,0,0,208,0,0,0,843,0,0,0,0,0,0,5
"82961",1030,4731,0,284,0,0,21,0,43,73,0,0,0,186,0,0,0,0,0,0,32
"82962",1250,2230,0,2006,0,0,246,0,174,430,0,0,0,55,0,0,0,0,0,0,9
"82963",190,2531,0,58,0,0,178,0,2635,0,0,0,0,808,0,0,0,0,0,0,0
"82964",362,1038,0,0,0,0,0,0,279,0,0,0,0,4721,0,0,0,0,0,0,0
"82965",201,1567,0,0,0,0,0,0,378,0,0,0,0,4254,0,0,0,0,0,0,0
"82966",554,2291,0,0,0,0,152,0,3179,0,0,0,0,224,0,0,0,0,0,0,0
"82967",893,1811,0,212,0,0,848,26,2344,0,0,0,0,245,0,0,0,0,0,0,21
"82968",105,4600,0,210,0,0,1304,0,181,0,0,0,0,0,0,0,0,0,0,0,0
"82969",437,2446,0,2204,0,0,496,26,346,406,0,0,0,0,0,0,0,0,0,0,39
"82970",2339,535,0,3354,0,0,0,0,88,0,0,0,0,27,0,0,0,0,0,0,57
"82971",1852,1450,339,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
"82972",491,166,3184,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936
"82973",88,0,2858,115,0,0,0,0,0,0,0,0,231,0,0,241,71,603,2129,13,51
"82974",512,96,2850,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,817,887,57,64
"82975",901,1586,163,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"82976",650,0,1472,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
"82977",562,0,1450,2775,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,97,1463
"82978",250,67,677,2073,0,0,0,0,0,0,0,0,186,0,0,0,352,732,1325,67,671
"82979",272,0,40,1325,0,0,0,0,0,0,0,0,0,0,0,0,10,614,954,799,2386
"82980",462,232,0,4184,0,0,143,0,0,814,0,0,0,0,0,0,0,15,46,0,504
"82981",19,2112,0,1311,0,0,1895,0,0,986,77,0,0,0,0,0,0,0,0,0,0
"82982",484,5098,0,805,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"82983",16,5475,0,138,0,0,0,0,96,660,15,0,0,0,0,0,0,0,0,0,0
"82984",1080,3200,0,988,0,0,10,0,1051,71,0,0,0,0,0,0,0,0,0,0,0
"82985",0,1732,0,0,0,0,35,0,3648,0,985,0,0,0,0,0,0,0,0,0,0
"82986",0,0,0,0,0,0,0,0,5599,0,801,0,0,0,0,0,0,0,0,0,0
"82987",852,3359,0,111,0,0,31,0,1377,198,0,0,0,472,0,0,0,0,0,0,0
"82988",5,1604,0,0,0,0,0,0,2613,0,2178,0,0,0,0,0,0,0,0,0,0
"82989",3,5349,0,0,0,0,0,0,348,0,618,0,0,82,0,0,0,0,0,0,0
"82990",0,2644,0,0,0,0,409,0,305,0,3042,0,0,0,0,0,0,0,0,0,0
"82991",0,672,0,0,0,0,0,0,46,0,5682,0,0,0,0,0,0,0,0,0,0
"82992",0,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,0,0,0,0,0
"82993",0,155,0,0,0,0,0,0,0,1297,4948,0,0,0,0,0,0,0,0,0,0
