new2kid,farm_ha,wood_ha,sng_ha,urban_ha,water_ha
"25121",140.25,0,7.25,0,252.5
"25122",164.1875,0,2.1875,0,233.625
"25123",141.25,0,0,0,258.75
"25125",281.8125,0,0,0,118.1875
"25126",248,0,81,0,71
"25127",261.375,0,0,15.5,123.125
"25133",214.375,0,37,0,148.625
"25134",67.125,0,293.25,0,39.625
"25135",11.875,101.8125,286.3125,0,0
"25136",27.1875,298.6875,41.125,0,33
"25757",94.75,0,258.75,0,46.5
"25758",94.25,0,258.625,0,47.125
"25760",70.0625,0,290.9375,0,39
"25761",0,0,358.1875,0,41.8125
"25762",0,0,381.0625,0,18.9375
"25763",0,0,318.4375,0,81.5625
"25764",11.5625,0,308.125,0,80.3125
"25765",0,0,394.75,0,5.25
"25766",0,0,400,0,0
"25767",0,0,388.0625,0,11.9375
"25768",0,0,267.125,0,132.875
"25769",1.5625,0,337.9375,0,60.5
"25770",40.0625,0,290,0,69.9375
"25771",30,0,202.8125,0,167.1875
"25772",217.625,0,96.3125,0,86.0625
"25773",206.125,0,0,0,193.875
"25775",362.125,0,0.9375,0,36.9375
"25776",119.875,0,208.1875,0,71.9375
"25777",349.375,0,0,0.625,50
"25778",178.4375,0,0,0,221.5625
"25782",189.25,0,26.5625,0,184.1875
"25783",12.0625,0,369.25,0,18.6875
"25784",33.625,0,354,0,12.375
"25785",0,102.1875,297.125,0,0.6875
"25786",147.3125,89.1875,85.5,0,78
"26407",0,0,378.625,0,21.375
"26408",1.0625,0,368.75,0,30.1875
"26409",0,0,210.625,0,189.375
"26410",0,0,399.125,0,0.875
"26411",0,0,373,0,27
"26412",0,0,364.4375,0,35.5625
"26414",0,0,354.8125,0,45.1875
"26415",0,0,400,0,0
"26416",0,0,400,0,0
"26417",0,0,399.3125,0,0.6875
"26418",0,0,366.375,0,33.625
"26419",15.4375,0,348.3125,0,36.25
"26420",0,0,328.1875,0,71.8125
"26421",95.5625,0,246.875,0,57.5625
"26422",260.75,0,5.0625,0,134.1875
"26424",244.75,0,97.375,0,57.875
"26425",52,0,268.125,0,79.875
"26426",112.1875,0,226.8125,0,61
"26427",253.0625,0,40.5,0,106.4375
"26431",270.0625,0,3.9375,0.9375,125.0625
"26432",151,0,194.875,0,54.125
"26433",0,0,333.5,0,66.5
"26434",0,0,399.1875,0,0.8125
"26435",0,0,396.1875,0,3.8125
"26436",67.75,0,313,0,19.25
"26437",339,0,9.5625,0,51.4375
"27057",0,0,337.375,0,62.625
"27060",0,0,179.8125,0,220.1875
"27064",0,0,221.3125,0,178.6875
"27065",0,0,339.5,0,60.5
"27066",0,0,378.625,0,21.375
"27067",0,0,400,0,0
"27068",0,0,369.25,0,30.75
"27069",6.9375,0,285.125,0,107.9375
"27070",28.5625,0,272.0625,0,99.375
"27074",80.4375,0,227.9375,0,91.625
"27075",0,0,312.6875,0,87.3125
"27076",13.0625,0,320.9375,0,66
"27077",169.3125,0,105.8125,0,124.875
"27080",108.5625,0,226.125,0,65.3125
"27081",51.5,0,241.3125,0,107.1875
"27082",201.0625,3.6875,91,0,104.25
"27083",2.9375,0,297.5,0,99.5625
"27084",0,0,373.875,0,26.125
"27085",0,0,395.8125,0,4.1875
"27086",25.625,0,336.4375,0,37.9375
"27087",171.6875,0,74.4375,0,153.875
"27716",0,0,250.75,0,149.25
"27717",0,0,388.0625,0,11.9375
"27718",0,0,301.9375,0,98.0625
"27724",57.375,0,237.125,0,105.5
"27726",0,0,287.25,0,112.75
"27728",223,0,13.5625,0,163.4375
"27730",17.3125,0,247.75,0,134.9375
"27731",136.625,0,110.5625,0,152.8125
"27733",0,0,254.75,0,145.25
"27734",0,0,199.8125,0,200.1875
"27735",0,0,316.6875,0,83.3125
"27736",103.5,0,177.1875,0,119.3125
"28367",0,0,184.4375,0,215.5625
"28374",141.3125,0,120.9375,0,137.75
"28379",53.875,0,161.1875,0,184.9375
"28380",0,0,322.1875,0,77.8125
"28381",127.1875,0,141.4375,0,131.375
"28382",0.6875,0,283.125,0,116.1875
"28383",0,0,285.0625,0,114.9375
"28384",0,0,298.625,0,101.375
"28385",0,0,226,0,174
"28386",29.3125,0,352.25,0,18.4375
"28387",276.25,0,13.8125,0,109.9375
"29029",0,0,246.3125,0,153.6875
"29030",7.625,0,254.3125,0,138.0625
"29031",95.3125,0,81.25,0,223.4375
"29032",0,0,300.875,0,99.125
"29033",20.5,0,287.125,0,92.375
"29034",30.75,0,247.25,0,122
"29035",66.875,4.9375,260.4375,0,67.75
"29036",13.375,11.125,186.4375,0,189.0625
"29037",90.5625,0,237.875,0,71.5625
"29038",222,0,114.875,0,63.125
"29679",0,0,285.0625,0,114.9375
"29680",11.375,0,284.3125,0,104.3125
"29681",1.625,0,184.625,0,213.75
"29682",0,0,298.5625,0,101.4375
"29683",30.4375,0,271.625,0,97.9375
"29684",224.875,0.5,21.25,10.6875,142.6875
"29688",1.875,0,367.8125,0,30.3125
"30332",0,0,373.1875,0,26.8125
"30333",0,0,240.375,0,159.625
"30336",30,0,255.0625,0,114.9375
"30920",224.75,0,14.8125,1.4375,159
"30921",371.375,0,0,0,28.625
"30922",377.75,0,22.25,0,0
"30923",276.125,0,32.5625,0,91.3125
"30985",20.3125,0,289.0625,0,90.625
"30986",69.9375,8.25,186.375,0,135.4375
"31569",43.75,0,205.875,1.8125,148.5625
"31570",328.3125,0,69.0625,0,2.625
"31571",387.5,0,7,0,5.5
"31572",361.3125,0,32.9375,0,5.75
"31573",351.5,0,0,0.625,47.875
"31636",44.4375,27.9375,165.25,0,162.375
"31646",0,0,392.6875,0,7.3125
"32221",271.3125,0,0,0,128.6875
"32222",397.6875,0,0,0,2.3125
"32223",313,0,0,2.1875,84.8125
"32294",85.125,5,120.3125,0,189.5625
"32295",104.9375,0,34.875,0,260.1875
"32312",106.625,0,124.375,0,169
"32313",120.4375,0,233.5,0,46.0625
"32872",398.3125,0,0,0,1.6875
"32873",280.25,0,1.4375,2.75,115.5625
"32943",136.875,4.25,50.5,9.375,199
"32944",7.25,6.625,381.1875,0,4.9375
"32945",19.25,0,380.75,0,0
"32946",223.5625,0,66.125,0,110.3125
"32954",41.8125,0,264.6875,0,93.5
"32955",0.8125,0,397.625,0,1.5625
"32956",26.875,0,301.75,0,71.375
"32960",0,0,392.5,0,7.5
"32961",0,0,395.9375,0,4.0625
"32962",0,0,390.4375,0,9.5625
"32963",0,0,382.3125,0,17.6875
"32964",1.1875,0,362.4375,0,36.375
"32965",93.5625,0,196.6875,0,109.75
"32966",26.8125,0,186.3125,0,186.875
"33522",390.375,1.875,0.6875,0,7.0625
"33523",352.1875,0,24.8125,0,23
"33592",133.5625,0,209,0,57.4375
"33593",103.0625,2.125,283,1.0625,10.75
"33594",0,0,377.3125,0,22.6875
"33595",0,0,400,0,0
"33596",81.6875,0,314.875,0,3.4375
"33604",11.5625,0,368.5,0,19.9375
"33605",0,0,400,0,0
"33606",0,0,350.75,0,49.25
"33607",0,0,275.1875,0,124.8125
"33608",0,0,310.3125,0,89.6875
"33610",4.75,0,296.6875,0,98.5625
"33611",0,0,399.6875,0,0.3125
"33612",0,0,394.6875,0,5.3125
"33613",0,0,368.1875,0,31.8125
"33614",0,0,365.375,0,34.625
"33615",74.3125,0,296.9375,0,28.75
"33617",12.25,0,168.4375,0,219.3125
"34241",133.25,0.625,93.25,0,172.875
"34242",27.3125,0,366.75,0,5.9375
"34243",0.1875,0.25,394.75,0,4.8125
"34244",50.75,2.75,247.625,0,98.875
"34245",0,0,340.5,0,59.5
"34246",0,0,398.8125,0,1.1875
"34247",33.9375,0,365.3125,0,0.75
"34248",125.8125,5.4375,101.25,0,167.5
"34254",19.1875,0,354,0,26.8125
"34255",0,0,400,0,0
"34256",0,0,398.125,0,1.875
"34257",0,0,372.125,0,27.875
"34258",0,0,288.5,0,111.5
"34259",0,0,373.9375,0,26.0625
"34260",2,0,392.0625,0,5.9375
"34261",0,0,382.0625,0,17.9375
"34262",0,0,399.8125,0,0.1875
"34263",0,0,397.0625,0,2.9375
"34264",0,0,391.75,0,8.25
"34265",25,0,346.1875,0,28.8125
"34266",200.75,0,63.8125,0,135.4375
"34267",187.625,0,194.375,0,18
"34268",54.3125,0,321,0,24.6875
"34892",60.625,10.3125,157.625,0,171.4375
"34893",98.4375,1.6875,261.3125,0,38.5625
"34894",0,0,369.1875,0,30.8125
"34895",0,0,393.5625,0,6.4375
"34896",0,0,396.5,0,3.5
"34897",0,0,399.3125,0,0.6875
"34898",91.0625,0,154.4375,0,154.5
"34903",50.4375,0,270.6875,0,78.875
"34904",0.3125,0,384.5,0,15.1875
"34905",0,0,389.625,0,10.375
"34906",0,0,396.8125,0,3.1875
"34907",0,0,386.6875,0,13.3125
"34909",0,0,360.0625,0,39.9375
"34910",0,0,336.4375,0,63.5625
"34911",0,0,398.375,0,1.625
"34912",0,0,374.1875,0,25.8125
"34913",0,0,347.9375,0,52.0625
"34914",0,0,262.75,0,137.25
"34915",0,0,314,0,86
"34916",2.625,0,389.8125,0,7.5625
"34917",27.5,0,363.125,0,9.375
"34918",8.5625,0,271.625,0,119.8125
"35544",58.25,1.625,294.5,1.0625,44.5625
"35545",0,0,389.25,0,10.75
"35546",0,0,400,0,0
"35547",0,0,397.625,0,2.375
"35548",5.6875,0,284.6875,0,109.625
"35549",3.5625,0,395.25,0,1.1875
"35550",0,0,338.5,0,61.5
"35553",7.9375,0,389.875,0,2.1875
"35554",0,0,397.25,0,2.75
"35555",0,0,400,0,0
"35556",0,0,398.8125,0,1.1875
"35557",0,0,390.0625,0,9.9375
"35558",0,0,357,0,43
"35559",0,0,317.5,0,82.5
"35560",0,0,355.375,0,44.625
"35561",0,0,392.625,0,7.375
"35562",0,0,380,0,20
"35563",0,0,287.6875,0,112.3125
"35564",0,0,357.625,0,42.375
"35565",0,0,381.3125,0,18.6875
"35566",26.75,0,340.9375,1.125,31.1875
"35567",112.25,0,233.375,0.875,53.5
"36195",97.125,0.6875,231.875,1.125,69.1875
"36196",32.3125,0,347.125,1.5,19.0625
"36197",0,0,394.0625,0,5.9375
"36198",0,0,398.25,0,1.75
"36199",0,0,400,0,0
"36202",5.25,0,339.25,0,55.5
"36203",6.8125,0,388.6875,0,4.5
"36204",0,0,389.75,0,10.25
"36205",0,0,400,0,0
"36206",0,0,371.1875,0,28.8125
"36207",0,0,400,0,0
"36208",14.625,0,373.4375,0,11.9375
"36209",0,0,361.5625,0,38.4375
"36210",0,0,392.75,0,7.25
"36211",0,0,394.5,0,5.5
"36212",0,0,396.5625,0,3.4375
"36213",0.125,0,358.5625,0,41.3125
"36214",17.625,0,359.0625,0,23.3125
"36215",56.125,0,334.9375,0,8.9375
"36776",175.8125,0,44.8125,0,179.375
"36846",87.25,0.6875,265.1875,0.5625,46.3125
"36847",0,0,384.25,0,15.75
"36848",0,0,385.375,0,14.625
"36849",0,0,389.6875,0,10.3125
"36851",131.875,0,149.6875,1.25,117.1875
"36852",25.375,0,372.625,0,2
"36853",0,0,393.375,0,6.625
"36854",0,0,400,0,0
"36855",0,0,395.9375,0,4.0625
"36856",0,0,392.375,0,7.625
"36857",0,0,400,0,0
"36858",0,0,400,0,0
"36859",0,0,389.5625,0,10.4375
"36860",0,0,371.4375,0,28.5625
"36861",47.8125,0,325.5,0.75,25.9375
"36862",67.9375,0,258.0625,2.1875,71.8125
"36863",124.625,0,179.125,0,96.25
"36864",66.375,0,252.0625,0,81.5625
"37426",153.875,0,83.25,0,162.875
"37427",146.3125,0,125.75,0,127.9375
"37473",43.8125,0,232.9375,0,123.25
"37474",126.375,0,256.9375,0,16.6875
"37496",71.0625,13.5,260.6875,0.8125,53.9375
"37497",0.1875,0,376.875,0,22.9375
"37498",41.9375,3.3125,210.875,0.625,143.25
"37499",94,8.6875,242.9375,9.375,45
"37500",32.3125,1.75,319.4375,17.25,29.25
"37501",4.5625,0,395.4375,0,0
"37502",1.25,0,384.125,0,14.625
"37503",0,0,400,0,0
"37504",0,0,395.125,0,4.875
"37505",0,0,399.3125,0,0.6875
"37506",0,0,342.875,0,57.125
"37507",0,0,266.25,0,133.75
"37508",0,0,330.8125,0,69.1875
"37509",0,0,393.6875,0,6.3125
"37510",0,0,389.3125,0,10.6875
"37511",2.625,0,395.6875,0,1.6875
"37512",9.125,0,377.75,0,13.125
"37513",4.625,0,388.8125,0,6.5625
"37514",0,0,365.375,0,34.625
"37515",0,0,378.9375,0,21.0625
"38026",206.5625,11.0625,98.1875,12.6875,71.5
"38077",298.5,0,99.4375,0,2.0625
"38078",212.5625,0.75,91.8125,0,94.875
"38120",0,0,186.0625,0,213.9375
"38121",22.375,0,377.1875,0,0.4375
"38122",74.0625,0,323,0,2.9375
"38123",0.5,0,399.5,0,0
"38124",179.125,1.8125,209.8125,0,9.25
"38125",100.5625,0.4375,239.9375,0,59.0625
"38126",0,0,400,0,0
"38127",16.3125,0,380.9375,0,2.75
"38146",99.125,4.125,217.5625,0,79.1875
"38147",80,0,176.75,3.8125,139.4375
"38150",30.0625,0,368.6875,0.125,1.125
"38151",0,0,400,0,0
"38152",0,0,395.75,0,4.25
"38153",0,0,400,0,0
"38154",0,0,400,0,0
"38155",0,0,398.875,0,1.125
"38156",0,0,400,0,0
"38157",0,0,370.4375,0,29.5625
"38158",0,0,238.4375,0,161.5625
"38159",9.875,0,283.3125,0,106.8125
"38160",0,0,307.5625,0,92.4375
"38161",0,0,381.875,0,18.125
"38162",0,0,371.1875,0,28.8125
"38163",0,0,386,0,14
"38164",0,0,371.3125,0,28.6875
"38165",0,0,379.9375,0,20.0625
"38166",108.3125,0,232.5,1.125,58.0625
"38676",70.375,202.8125,84.1875,0,42.625
"38677",69.5,105.1875,224.375,0,0.9375
"38678",129,0.6875,266.3125,0.6875,3.3125
"38679",77.6875,9.5625,169.9375,0,142.8125
"38727",100.8125,3.0625,289.6875,0,6.4375
"38728",0.25,0,389.0625,0,10.6875
"38729",100.4375,0.5625,249.625,0,49.375
"38770",0,0,379.8125,0,20.1875
"38771",0,0,396.875,0,3.125
"38772",0,0,400,0,0
"38773",41.375,17.3125,341.3125,0,0
"38774",189.875,4.3125,205.8125,0,0
"38775",71.5625,3.625,324.8125,0,0
"38776",157.0625,4.75,151.5,0,86.6875
"38799",59.8125,0,215.75,0,124.4375
"38800",0,0,364,0,36
"38801",0,0,373.0625,0,26.9375
"38802",24.0625,0,358.8125,0,17.125
"38803",15.25,0,382.25,0,2.5
"38804",0.875,0,399.125,0,0
"38805",77.5,0,193.5,4.875,124.125
"38806",3.125,0,396.875,0,0
"38807",0,6.9375,393.0625,0,0
"38808",0,0,400,0,0
"38809",0,0,303.1875,0,96.8125
"38810",0,0,231.6875,0,168.3125
"38811",0,0,370.375,0,29.625
"38812",0,0,361.5,0,38.5
"38813",10.75,0,336.375,0,52.875
"38814",12.125,0,350.25,0,37.625
"38815",2,0,387,0,11
"38819",140.4375,0,160.25,0,99.3125
"38820",205,0,149.3125,0,45.6875
"38821",154.1875,0,166.5,0,79.3125
"39327",39.75,256.5625,102,1.125,0.5625
"39328",9,118.4375,272.5625,0,0
"39329",7.1875,168.25,221.3125,0,3.25
"39330",87.75,15.1875,272.375,0.75,23.9375
"39331",103.875,6.125,104.625,0,185.375
"39332",91.875,1,283.1875,0,23.9375
"39333",110.1875,1.4375,54.875,0,233.5
"39334",42.75,0.5,130.75,0,226
"39377",0,0,267.4375,0,132.5625
"39378",62.625,1.1875,321.5625,0,14.625
"39379",152.75,0,229.9375,0,17.3125
"39380",255.4375,0.625,6,0,137.9375
"39419",0,0,226.6875,0,173.3125
"39420",0,0,399.375,0,0.625
"39421",0,0,400,0,0
"39422",0,0,400,0,0
"39423",23.25,0,376.75,0,0
"39424",125.25,7.5,180.4375,3.5625,83.25
"39449",92.5625,0,295,1,11.4375
"39450",0.375,0,362.3125,0,37.3125
"39451",5.125,0,382.75,0,12.125
"39452",38.125,0,278.8125,0,83.0625
"39456",3.0625,23.375,271.75,0,101.8125
"39457",0,128.5625,260.875,0,10.5625
"39458",0,0,391.75,0,8.25
"39459",0,0,398.75,0,1.25
"39460",0,0,247.625,0,152.375
"39461",0,0,273.8125,0,126.1875
"39462",0,0,320.0625,0,79.9375
"39463",6.9375,0,323.875,0,69.1875
"39464",42.5,0,313.3125,0,44.1875
"39465",91.4375,0,195,0.5625,113
"39468",87.8125,0,263.4375,0,48.75
"39469",40.9375,0,331.4375,0,27.625
"39470",65.0625,0,297.0625,0,37.875
"39471",285.25,0,96.6875,2.1875,15.875
"39472",62.75,0,198.9375,0,138.3125
"39978",29,22.5,341.1875,0,7.3125
"39979",45.25,143,204.875,0,6.875
"39980",0,13.4375,386.5625,0,0
"39981",43.3125,6.0625,347.1875,3.4375,0
"39982",20.75,3,186.125,0,190.125
"39983",87.875,2.6875,242.8125,0.625,66
"39984",86.5625,9.1875,291.875,0,12.375
"39985",42.75,0,231.125,0,126.125
"40029",27,0,359.4375,0,13.5625
"40030",34.6875,0,358.4375,0,6.875
"40069",0,0,394.625,0,5.375
"40070",0,48.375,350.375,0,1.25
"40071",0,9.625,390.375,0,0
"40072",1.5,0,398.5,0,0
"40073",83.625,1.3125,300.5625,0,14.5
"40076",130,13.4375,88.5625,0,168
"40080",176.5,3.9375,106.3125,0,113.25
"40081",4,1.5,252.5,0,142
"40099",0.875,0,269.8125,0,129.3125
"40102",0,0,225.5,0,174.5
"40103",0,0,376.8125,0,23.1875
"40104",0,0,399.9375,0,0.0625
"40105",0,0,396,0,4
"40106",0,0,337.75,0,62.25
"40107",4.125,56.375,258.25,0,81.25
"40108",66.125,0,313.4375,0,20.4375
"40109",0.6875,0,398.75,0,0.5625
"40110",0,0,362.25,0,37.75
"40111",0,0,318.125,0,81.875
"40112",0,0,325.75,0,74.25
"40113",0,0,345.25,0,54.75
"40114",22.1875,0,354.3125,0,23.5
"40115",130,0,156.3125,2.5,111.1875
"40116",122.875,0,246.25,0,30.875
"40117",120.9375,0,256.5,0,22.5625
"40118",0,0,375.5625,0,24.4375
"40119",0,0,334.25,0,65.75
"40120",0,0,397,0,3
"40121",34,0,361.625,0,4.375
"40122",81.9375,0,289.9375,0,28.125
"40629",204.5,47.625,63.375,17.625,66.875
"40630",115.3125,4.75,278.6875,0,1.25
"40631",5.1875,1.9375,392.875,0,0
"40632",106.625,12.75,271.1875,1.1875,8.25
"40633",107,10.6875,279.5625,0,2.75
"40634",40.6875,11,346,0.8125,1.5
"40635",23.375,1.25,263.3125,0,112.0625
"40679",0,0,261.5,0,138.5
"40680",0,0,374.1875,0,25.8125
"40681",88.75,0,279.6875,0,31.5625
"40719",0,17.9375,287.375,0,94.6875
"40720",0,158.4375,146.1875,0,95.375
"40721",64.8125,73.8125,220.375,2.3125,38.6875
"40722",24.25,0,375.75,0,0
"40723",231.9375,3.25,64.625,13.4375,86.75
"40724",91.625,123.25,94.125,5.3125,85.6875
"40725",64,72.5625,256.8125,0,6.625
"40726",5.4375,13.6875,380.875,0,0
"40727",14.625,0,251.375,0,134
"40729",206.375,3.125,105.5625,0,84.9375
"40730",43.1875,1.9375,354.875,0,0
"40731",0.625,0,399.375,0,0
"40732",5.4375,0,334.875,0,59.6875
"40751",0,0,377.0625,0,22.9375
"40752",0,0,353.4375,0,46.5625
"40753",0,0,384.875,0,15.125
"40754",0,0,400,0,0
"40755",0,0,397.4375,0,2.5625
"40756",0,0,399.3125,0,0.6875
"40757",0,0,330.4375,0,69.5625
"40758",143.5,0,167,0,89.5
"40759",35,0,317.375,0,47.625
"40760",7.9375,0,357.75,0,34.3125
"40761",0,0,312.8125,0,87.1875
"40762",0,0,325.625,0,74.375
"40763",0,0,349.8125,0,50.1875
"40764",0,0,371,0,29
"40765",0.625,18.25,364.0625,0,17.0625
"40766",0,40.3125,317.125,0,42.5625
"40767",0,0,349.6875,0,50.3125
"40768",0,0,356.4375,0,43.5625
"40769",0,0,347.6875,0,52.3125
"40770",0,0,370.75,0,29.25
"40771",0,0,379.1875,0,20.8125
"40772",65.625,0,325.875,0,8.5
"40773",284.25,0,29.8125,1.5625,84.375
"41281",112.9375,10.25,185.25,2.875,88.6875
"41282",70,22,308,0,0
"41283",140.625,13.0625,234,1.875,10.4375
"41284",78.0625,10.5625,302.875,0,8.5
"41285",1.4375,0,372.5,0,26.0625
"41286",5.4375,0,223.9375,0,170.625
"41331",62.375,0,195.6875,0,141.9375
"41372",103.625,4.8125,259.75,2.4375,29.375
"41373",178.875,1.5,216.875,2.75,0
"41374",31.1875,46.375,322.4375,0,0
"41375",0,77.5625,322.4375,0,0
"41376",34.25,118.375,246.875,0,0.5
"41377",143.125,10.4375,106.0625,0.5625,139.8125
"41378",144.625,50.9375,182.5,2.5,19.4375
"41379",43.6875,91.5625,241.4375,0,23.3125
"41380",104,15.375,52.375,0.8125,227.4375
"41402",0,0,284.3125,0,115.6875
"41403",0,0,387.125,0,12.875
"41404",0,0,400,0,0
"41405",0,0,400,0,0
"41406",0,0,400,0,0
"41407",1.1875,0,391.625,0,7.1875
"41408",11.6875,0,291.1875,0,97.125
"41409",53.25,0,301.375,0,45.375
"41410",109.25,0,244.4375,0,46.3125
"41411",0,0,259.625,0,140.375
"41412",0,0,330.5,0,69.5
"41413",0,0,357.3125,0,42.6875
"41414",0,8.625,335.875,0,55.5
"41415",0,92.125,282.4375,0,25.4375
"41416",0,12.1875,380.4375,0,7.375
"41417",0,0,373,0,27
"41418",0,0,376.875,0,23.125
"41419",0,0,358.0625,0,41.9375
"41420",0,0,398.9375,0,1.0625
"41421",0,0,400,0,0
"41422",107.5625,0,277.375,0,15.0625
"41423",298.4375,0,82.8125,1.8125,16.9375
"41920",21.4375,0,241.25,0,137.3125
"41921",166.875,1.9375,216.25,0.875,14.0625
"41922",15.625,0,371.8125,0,12.5625
"41923",0,0,241.0625,0,158.9375
"41928",46.125,0,324.125,0,29.75
"41932",160,8.6875,231.3125,0,0
"41933",101.8125,1.1875,153.75,6.8125,136.4375
"41936",99.9375,13.375,26.0625,0,260.625
"42021",252.1875,17.4375,30.5625,0.8125,99
"42022",201.125,4.625,192.0625,2.1875,0
"42023",5.375,0,394.625,0,0
"42024",0,10.4375,389.5625,0,0
"42025",0,73.25,326.75,0,0
"42026",0,8.6875,391.3125,0,0
"42027",0,1.625,396.375,0,2
"42028",0,158.625,239.6875,0,1.6875
"42029",4.5625,157.375,99.3125,0,138.75
"42051",0,0,393.25,0,6.75
"42052",0,0,399.4375,0,0.5625
"42053",0,0,400,0,0
"42054",0,0,396.375,0,3.625
"42055",0,0,387.6875,0,12.3125
"42056",0,0,367.625,0,32.375
"42057",0,0,390.375,0,9.625
"42058",43.1875,0,319.1875,2.25,35.375
"42059",118.0625,0,240.25,0,41.6875
"42060",227.875,0,116.3125,0,55.8125
"42061",0,0,337.6875,0,62.3125
"42062",0,0,332.5625,0,67.4375
"42063",0,0,349.8125,0,50.1875
"42064",46.8125,0,281.5,0,71.6875
"42065",12.3125,0,384.1875,0,3.5
"42066",0,0,350.1875,0,49.8125
"42067",0,0,382.4375,0,17.5625
"42068",0,0,379.9375,0,20.0625
"42069",0,0,388.375,0,11.625
"42070",0,0,397.375,0,2.625
"42071",0,0,390.3125,0,9.6875
"42072",0,0,393.1875,0,6.8125
"42073",227.0625,0,132.125,0,40.8125
"42074",205.75,0,10.4375,0,183.8125
"42570",10.5625,0,298.375,0,91.0625
"42571",174.25,0.125,187.375,0,38.25
"42572",58.5625,9.25,327.1875,0,5
"42573",0,106.625,286.0625,0,7.3125
"42577",46.875,14.3125,220.5625,0,118.25
"42578",91.375,26.375,280.75,1.5,0
"42579",228.25,18.3125,73.9375,32.1875,47.3125
"42581",145.875,23.375,49.0625,0,181.6875
"42582",136,3.875,260.125,0,0
"42583",39.1875,0.6875,360.125,0,0
"42584",2.0625,2.5625,395.375,0,0
"42585",24.6875,0,285.5625,0,89.75
"42610",280,14.75,35,0.1875,70.0625
"42611",184.4375,8.25,163,4,40.3125
"42649",0,0,343.3125,0,56.6875
"42665",11.0625,0.8125,223.125,0,165
"42666",4.375,0,317.125,0,78.5
"42670",192.375,21.0625,19.8125,0,166.75
"42671",203.3125,13.75,93.125,2.625,87.1875
"42672",69.625,3.4375,326.9375,0,0
"42673",7.1875,1,391.8125,0,0
"42674",0,196.9375,203.0625,0,0
"42675",9,267.875,123.125,0,0
"42676",0.375,285.9375,113.6875,0,0
"42677",0,150.625,249.375,0,0
"42678",0,159.1875,111,0,129.8125
"42701",0,0,233.6875,0,166.3125
"42702",0,0,354.375,0,45.625
"42703",0,0,376.375,0,23.625
"42704",0,0,393.5,0,6.5
"42705",0,0,324.6875,0,75.3125
"42706",0,0,385.8125,0,14.1875
"42707",0,0,396.625,0,3.375
"42708",0,0,321.1875,0,78.8125
"42709",87.25,0,283.0625,1,28.6875
"42710",160.3125,0,114.25,0.5625,124.875
"42711",63.3125,0,324.5,0,12.1875
"42712",0,0,365.5625,0,34.4375
"42713",0,0,339,0,61
"42714",176.6875,0,179.375,0.8125,43.125
"42715",18.375,0,380.3125,0,1.3125
"42716",0,0,371.625,0,28.375
"42717",0,0,385.0625,0,14.9375
"42718",0,0,371.25,0,28.75
"42719",0,0,384.75,0,15.25
"42720",0,0,388,0,12
"42721",0,0,396,0,4
"42722",0,0,379.25,0,20.75
"42723",181.25,0.5,193.0625,0,25.1875
