new2kid,farm_ha,wood_ha,sng_ha,urban_ha,water_ha
"30985",17.8125,0.5,300.125,0,81.5625
"30986",36.75,11,238.6875,0,113.5625
"31569",175.1875,0,0,0,224.8125
"31570",396.375,0,1,0,2.625
"31571",391.0625,0,3.4375,0,5.5
"31572",343.4375,0,54.625,0,1.9375
"31573",352.125,0,0,0,47.875
"31636",31.0625,18.6875,197.875,0,152.375
"31646",0,0,393.25,0,6.75
"32221",264.75,0,0,0,135.25
"32222",391,0,9,0,0
"32223",309.5625,0,0,2.125,88.3125
"32294",44,7.4375,159.25,1,188.3125
"32295",136.0625,0,78.625,1.1875,184.125
"32312",65.125,0,114.9375,1.4375,218.5
"32313",150.3125,0,190.4375,0.8125,58.4375
"32872",398.3125,0,1.6875,0,0
"32873",271.6875,0,0.4375,0,127.875
"32943",56.75,38.5,78.75,28.375,197.625
"32944",0,0,393.125,1.8125,5.0625
"32945",12.1875,0,387.8125,0,0
"32946",139.1875,1.1875,144.25,0,115.375
"32954",19.125,0,272.125,0,108.75
"32955",4.375,0,395.0625,0,0.5625
"32956",23.25,1.5625,293.375,0,81.8125
"32960",0,0,392.5,0,7.5
"32961",0,0,395.9375,0,4.0625
"32962",0,0,391,0,9
"32963",0.25,0,382.0625,0,17.6875
"32964",0,0,364.625,0,35.375
"32965",98.0625,2.125,190.3125,0,109.5
"32966",45.25,0,179.375,1.625,173.75
"33522",393.3125,0,3.125,0,3.5625
"33523",296.25,0,76.25,0,27.5
"33592",75.5625,0,267,2.75,54.6875
"33593",45.1875,7.1875,338.5,1.0625,8.0625
"33594",0,0,377.3125,0,22.6875
"33595",0,0,400,0,0
"33596",28.875,0,367.6875,0,3.4375
"33604",13.125,0,365.875,0,21
"33605",0,0,400,0,0
"33606",0,0,350.75,0,49.25
"33607",0,0,269,0,131
"33608",0,0,313.9375,0,86.0625
"33610",0,0,289.1875,0,110.8125
"33611",0,0,399.6875,0,0.3125
"33612",0,0,395.3125,0,4.6875
"33613",0,0,365.75,0,34.25
"33614",0,0,365.375,0,34.625
"33615",42.75,0,325.4375,2.5625,29.25
"33617",9.0625,0,164.5625,0,226.375
"34241",103.875,2.875,123.8125,0,169.4375
"34242",20.5,1.4375,372.875,0,5.1875
"34243",0,0.1875,394.75,0,5.0625
"34244",0,1.0625,298.5,0,100.4375
"34245",0,0,341.5,0,58.5
"34246",0,0,398.8125,0,1.1875
"34247",24.5,0,374.75,0,0.75
"34248",83.625,1.6875,129.0625,2.375,183.25
"34254",16.6875,0.9375,351.5625,5.25,25.5625
"34255",0,0,400,0,0
"34256",0,0,398.125,0,1.875
"34257",0,0,371.125,0,28.875
"34258",0,0,277.75,0,122.25
"34259",0,0,372.5,0,27.5
"34260",0,0,393.75,0,6.25
"34261",0,0,382.0625,0,17.9375
"34262",0,0,399.8125,0,0.1875
"34263",0,0,397.0625,0,2.9375
"34264",0,0,389.6875,0,10.3125
"34265",21.5,0,348.5625,0,29.9375
"34266",157.1875,1.4375,89.9375,1.4375,150
"34267",136.375,0,241.8125,4.5,17.3125
"34268",43.6875,0,331.125,0.0625,25.125
"34892",29.875,0,194.75,1.75,173.625
"34893",68.9375,8,279.25,3.3125,40.5
"34894",0,0,368.75,0,31.25
"34895",0,0,395.5,0,4.5
"34896",0,0,397.8125,0,2.1875
"34897",0,0,394.5625,0,5.4375
"34898",67.3125,0,188.1875,0.75,143.75
"34903",17.3125,0,303.8125,0,78.875
"34904",0,1.125,380.9375,0.3125,17.625
"34905",0,0,361.1875,0,38.8125
"34906",0,0,396.8125,0,3.1875
"34907",0,0,383.4375,0,16.5625
"34909",0,0,361.75,0,38.25
"34910",0,0,337.125,0,62.875
"34911",0,0,399,0,1
"34912",0,0,374.1875,0,25.8125
"34913",0,0,347.1875,0,52.8125
"34914",0,0,262.75,0,137.25
"34915",0,0,310.875,0,89.125
"34916",2.625,0,390.5,0,6.875
"34917",30.875,1.6875,358.0625,0,9.375
"34918",7.25,0,274.8125,0,117.9375
"35544",32.3125,1.125,319.0625,1.1875,46.3125
"35545",0,0,389.3125,0,10.6875
"35546",0,0,399.25,0,0.75
"35547",0,0,397.625,0,2.375
"35548",19,0,292.75,0,88.25
"35549",4.1875,0,395.0625,0,0.75
"35550",0,0,338.5,0,61.5
"35553",4.1875,0,394.8125,0,1
"35554",0,0,397.25,0,2.75
"35555",0,0,400,0,0
"35556",0,0,398.8125,0,1.1875
"35557",0,0,390.0625,0,9.9375
"35558",0,0,359.1875,0,40.8125
"35559",0,0,318.1875,0,81.8125
"35560",0,0,354.625,0,45.375
"35561",0,0,392.625,0,7.375
"35562",0,0,380,0,20
"35563",0,0,287.6875,0,112.3125
"35564",0,0,357,0,43
"35565",0,0,381.5625,0,18.4375
"35566",24.9375,0,341.625,2.25,31.1875
"35567",75.625,0.6875,262.5,7.25,53.9375
"36195",48.9375,0.75,281.6875,4.6875,63.9375
"36196",10.6875,1.125,365.6875,5.5,17
"36197",0,0,393.75,0,6.25
"36198",0,0,398.25,0,1.75
"36199",0,0,400,0,0
"36202",0.9375,0.125,348.125,0,50.8125
"36203",6,0,391.25,0,2.75
"36204",0,0,389.75,0,10.25
"36205",0,0,400,0,0
"36206",0,0,371.1875,0,28.8125
"36207",0,0,400,0,0
"36208",5.625,0,381.5,0,12.875
"36209",0,0,362.8125,0,37.1875
"36210",0,0,393,0,7
"36211",0,0,396.4375,0,3.5625
"36212",0,0,396,0,4
"36213",0.125,0,356.625,0,43.25
"36214",15.1875,0,360.0625,0,24.75
"36215",34.125,4.9375,352,0,8.9375
"36776",84.0625,0,1.4375,0,314.5
"36846",64.3125,1.0625,282.4375,4.125,48.0625
"36847",0,0,383.8125,0,16.1875
"36848",0,0,387.5625,0,12.4375
"36849",0,0,389.125,0,10.875
"36851",82,1.25,185.125,11.5625,120.0625
"36852",6.6875,0,386.6875,5.125,1.5
"36853",0,0,393.375,0,6.625
"36854",0,0,400,0,0
"36855",0,0,395.9375,0,4.0625
"36856",0,0,392.375,0,7.625
"36857",0,0,400,0,0
"36858",0,0,400,0,0
"36859",0,0,389.5,0,10.5
"36860",0,0,373.75,0,26.25
"36861",9.1875,2,361.875,1.1875,25.75
"36862",29.375,1.9375,290.4375,8,70.25
"36863",66.625,0.5625,235.8125,1.0625,95.9375
"36864",55.4375,0,258.5,0,86.0625
"37426",150.3125,0,0.8125,3.5,245.375
"37427",154.0625,0,50.375,0,195.5625
"37473",20.375,0,229.1875,0,150.4375
"37474",110.1875,3.25,269.875,0,16.6875
"37496",24.375,5,309.8125,6.25,54.5625
"37497",0.1875,0.125,379.9375,0,19.75
"37498",21.5,5.8125,227.0625,8.625,137
"37499",76.5625,2.375,262.625,14.125,44.3125
"37500",23.1875,1.75,325.9375,23.5625,25.5625
"37501",0,0,400,0,0
"37502",0,0,384.75,0,15.25
"37503",0,0,400,0,0
"37504",0,0,396,0,4
"37505",0,0,399.3125,0,0.6875
"37506",0,0,342.875,0,57.125
"37507",0,0,266.25,0,133.75
"37508",0,0,330.8125,0,69.1875
"37509",0,0,393.6875,0,6.3125
"37510",0,0,389.875,0,10.125
"37511",0.375,0,398.5625,0,1.0625
"37512",3.875,0,381.625,0,14.5
"37513",10.75,1.125,384.625,0,3.5
"37514",0,0,364.5625,0,35.4375
"37515",0,0,380,0,20
"38026",154.8125,3.125,157.75,18.1875,66.125
"38077",258.75,0,140.6875,0,0.5625
"38078",214.3125,0,63,0,122.6875
"38120",0,0,186.625,0,213.375
"38121",22.375,0,375.375,0,2.25
"38122",37,0,360.0625,0,2.9375
"38123",0,0,400,0,0
"38124",110.0625,19.8125,265.0625,0,5.0625
"38125",76.25,0.375,264.6875,0,58.6875
"38126",0,0,400,0,0
"38127",10,0,388.25,0,1.75
"38146",63.6875,12.0625,243.8125,2.375,78.0625
"38147",50.5625,1.125,202.875,5,140.4375
"38150",40.75,0,358.125,0.5625,0.5625
"38151",0,0,400,0,0
"38152",0,0,395.75,0,4.25
"38153",0,0,400,0,0
"38154",0,0,399.4375,0,0.5625
"38155",0,9.0625,389.8125,0,1.125
"38156",0,0,400,0,0
"38157",0,0,371,0,29
"38158",0,0,239.1875,0,160.8125
"38159",0,0,294.0625,0,105.9375
"38160",0,0,307.5625,0,92.4375
"38161",0,0,382.5625,0,17.4375
"38162",0,0,372.75,0,27.25
"38163",0,0,389.1875,0,10.8125
"38164",0,0,372.8125,0,27.1875
"38165",0,0,380.75,0,19.25
"38166",91.9375,0,252.1875,1.0625,54.8125
"38676",40.625,185.6875,135.9375,0,37.75
"38677",175.125,106.125,117.8125,0,0.9375
"38678",218.75,0,177.9375,0,3.3125
"38679",126.1875,0,127.1875,0,146.625
"38727",61.875,0.875,329.25,0,8
"38728",5.75,0,380.625,0,13.625
"38729",84.6875,0,268.3125,1.1875,45.8125
"38770",0,0,380.8125,0,19.1875
"38771",0,0,396.875,0,3.125
"38772",0,0,400,0,0
"38773",25.625,18.75,355.625,0,0
"38774",141.875,14.25,243.875,0,0
"38775",44.25,4.875,350.875,0,0
"38776",148.3125,13,152,0,86.6875
"38799",50.3125,0,227.4375,0,122.25
"38800",0,0,362.625,0,37.375
"38801",0,0,372.1875,0,27.8125
"38802",4.75,2.75,377.875,1,13.625
"38803",14.375,0.125,383.125,0,2.375
"38804",0,0,400,0,0
"38805",57.6875,37.75,177.375,5.9375,121.25
"38806",3.1875,0,396.8125,0,0
"38807",0,37.6875,362.3125,0,0
"38808",0,0,400,0,0
"38809",0,0,303.1875,0,96.8125
"38810",0,0,231.6875,0,168.3125
"38811",0,0,369.9375,0,30.0625
"38812",0,0,363.125,0,36.875
"38813",7.625,0,339.625,0,52.75
"38814",8.75,0,348.6875,0,42.5625
"38815",2,0,387.625,0,10.375
"38819",114.625,0,179.4375,0,105.9375
"38820",120.625,3.375,221.6875,6.375,47.9375
"38821",147.75,1.75,172.3125,0,78.1875
"39327",46.0625,259.25,90.375,0.8125,3.5
"39328",70.875,117,212.125,0,0
"39329",22.5625,166.375,207.8125,0,3.25
"39330",174.0625,14.8125,186.4375,0.75,23.9375
"39331",150.75,2,82.8125,0,164.4375
"39332",134.3125,0,255.3125,1.4375,8.9375
"39333",112,0,124.25,1.75,162
"39334",51.25,0,151,0,197.75
"39377",1.625,0,267.8125,0,130.5625
"39378",33.375,9.75,343.5625,0,13.3125
"39379",130.0625,0,252.1875,0,17.75
"39380",256.375,0.625,6,0,137
"39419",0,0,240,0,160
"39420",0,0,400,0,0
"39421",0,0,400,0,0
"39422",0,0,400,0,0
"39423",5,0.25,394.75,0,0
"39424",67.25,31.25,224.125,1.375,76
"39449",81,0,307.5625,0,11.4375
"39450",0,0,361.125,0,38.875
"39451",0,0,388.375,0,11.625
"39452",16.625,0.75,300.625,0,82
"39456",13,42.6875,243.6875,0,100.625
"39457",0,165.0625,224.375,0,10.5625
"39458",0,0,391.75,0,8.25
"39459",0,0,399.375,0,0.625
"39460",0,0,250.125,0,149.875
"39461",0,0,274.4375,0,125.5625
"39462",0,0,321.8125,0,78.1875
"39463",0,0,333.125,0,66.875
"39464",21.3125,0.5,333.75,0,44.4375
"39465",70.3125,4.4375,213.125,1.5625,110.5625
"39468",50.9375,0,299.9375,0.375,48.75
"39469",40.9375,0,331.625,0,27.4375
"39470",27.0625,2.75,328.9375,4.0625,37.1875
"39471",249.625,1.25,129.6875,2.8125,16.625
"39472",45.9375,0,215.3125,0.4375,138.3125
"39978",47.3125,22.125,324.25,0,6.3125
"39979",60.0625,143.375,189.6875,0,6.875
"39980",3.9375,14.8125,381.25,0,0
"39981",49.375,10.3125,339.0625,1.25,0
"39982",28.0625,0,181.8125,0,190.125
"39983",152.8125,0,173.625,5.8125,67.75
"39984",159.5625,5.9375,220.375,1.75,12.375
"39985",42.1875,0,246.375,0,111.4375
"40029",9.125,1.25,373.125,0,16.5
"40030",100.4375,0,296.8125,0,2.75
"40069",0,0,394.875,0,5.125
"40070",0,44.75,354,0,1.25
"40071",0,9.625,390.375,0,0
"40072",1.5,0,398.5,0,0
"40073",62.625,0,323.25,0.875,13.25
"40076",104.4375,1.875,126.4375,0,167.25
"40080",172.75,2.75,122.375,0,102.125
"40081",2.6875,0,255.3125,0,142
"40099",0.375,0,272,0,127.625
"40102",0,0,225.5,0,174.5
"40103",0,0,376.8125,0,23.1875
"40104",0,0,400,0,0
"40105",0,0,396.75,0,3.25
"40106",0,0,343.875,0,56.125
"40107",0,42.4375,280.9375,0,76.625
"40108",59.125,0,306.6875,0,34.1875
"40109",0.0625,0,398.4375,0,1.5
"40110",0,0,361.75,0,38.25
"40111",0,0,319.3125,0,80.6875
"40112",0,0,325.9375,0,74.0625
"40113",0,0,348.25,0,51.75
"40114",20.875,9.4375,349.125,0,20.5625
"40115",115.3125,2,168.4375,0,114.25
"40116",85.25,0,284.5625,0.1875,30
"40117",114.125,0.75,257.1875,0.875,27.0625
"40118",0,0,376.75,0,23.25
"40119",0,0,331.8125,0,68.1875
"40120",0.25,0,396.75,0,3
"40121",17.875,0,377.1875,0.5625,4.375
"40122",48.4375,3.5,320.5,0,27.5625
"40629",198.9375,40.5,74.625,14.3125,71.625
"40630",97.25,2.3125,298.125,0,2.3125
"40631",6,0.25,393.75,0,0
"40632",126.625,6.1875,257.75,1.1875,8.25
"40633",205.375,0,191.625,0.25,2.75
"40634",55.625,6.625,336.5,1.25,0
"40635",27.3125,0,265.8125,3.4375,103.4375
"40679",0,0,266.75,0,133.25
"40680",0,0,381.125,0,18.875
"40681",73,0,295.4375,0,31.5625
"40719",0,89.4375,211.625,0,98.9375
"40720",0,153.125,134.75,0,112.125
"40721",77.375,64.375,218.8125,0,39.4375
"40722",17.9375,0,379.9375,0,2.125
"40723",147.6875,1.0625,153.1875,8.375,89.6875
"40724",59.4375,141.375,113.625,0.6875,84.875
"40725",38.8125,80.9375,275.9375,0,4.3125
"40726",3.0625,16.4375,380.5,0,0
"40727",0,16.9375,260.6875,0,122.375
"40729",215.125,0.8125,109.1875,0,74.875
"40730",41.3125,0,358.6875,0,0
"40731",0,0,400,0,0
"40732",1,0,339.75,0,59.25
"40751",0,0,380.8125,0,19.1875
"40752",0,0,354.0625,0,45.9375
"40753",0,0,384.875,0,15.125
"40754",0,0,400,0,0
"40755",0,0,397.4375,0,2.5625
"40756",0,0,400,0,0
"40757",0,0,334.1875,0,65.8125
"40758",115.3125,0,198.125,0,86.5625
"40759",26.125,0,328.125,0,45.75
"40760",9.0625,0,357.25,0,33.6875
"40761",0,0,312.3125,0,87.6875
"40762",0,0,327.5625,0,72.4375
"40763",0,0,353,0,47
"40764",0,0,371,0,29
"40765",0.5,18.25,364.1875,0,17.0625
"40766",0,56.625,300.375,0,43
"40767",0,0.375,350.6875,0,48.9375
"40768",0,0,355.6875,0,44.3125
"40769",0,0,347.125,0,52.875
"40770",0,0,373.9375,0,26.0625
"40771",0,0,379.75,0,20.25
"40772",39.9375,0,351.5625,0,8.5
"40773",244.875,1.25,70.1875,2,81.6875
"41281",71.6875,0.5625,237,2.6875,88.0625
"41282",27.75,16.75,355.5,0,0
"41283",205,6.375,187.3125,1.3125,0
"41284",109.8125,1.25,280.6875,0,8.25
"41285",48.4375,0,326.6875,0,24.875
"41286",9.6875,0,223.75,0,166.5625
"41331",46.4375,2.25,207.6875,0,143.625
"41372",107.1875,0,263.4375,1.3125,28.0625
"41373",53,2,342.6875,2.3125,0
"41374",24,50.6875,325.3125,0,0
"41375",0,78.5625,321.4375,0,0
"41376",20.0625,150.125,229.8125,0,0
"41377",61.5,9.125,196.75,0.5625,132.0625
"41378",144.375,69.0625,167.6875,0.875,18
"41379",28.5625,116.25,232.25,0,22.9375
"41380",98.8125,17.125,57.9375,0,226.125
"41402",0,0,260.125,0,139.875
"41403",0,0,384.5625,0,15.4375
"41404",0,0,400,0,0
"41405",0,0,400,0,0
"41406",0,0,400,0,0
"41407",0,0,392.8125,0,7.1875
"41408",15.75,0,282.0625,0,102.1875
"41409",27.9375,5.5625,321.0625,0,45.4375
"41410",108.5625,0,244.9375,0,46.5
"41411",0,0,260.375,0,139.625
"41412",0,0,331.8125,0,68.1875
"41413",0,0,358.6875,0,41.3125
"41414",0,7.25,337.8125,0,54.9375
"41415",0,88.875,285.6875,0,25.4375
"41416",0,12.0625,381.25,0,6.6875
"41417",0,0,373,0,27
"41418",0,0,377.75,0,22.25
"41419",0,0,359.625,0,40.375
"41420",0,0,400,0,0
"41421",0,0,400,0,0
"41422",67.6875,0,316.5625,0,15.75
"41423",237.625,0.6875,140,3.1875,18.5
"41920",16.0625,0.6875,266.0625,0,117.1875
"41921",57.3125,0.75,326.5625,1.3125,14.0625
"41922",2.375,0,386.8125,0.125,10.6875
"41923",0.9375,0,240,0,159.0625
"41928",37.8125,0,349.9375,0.125,12.125
"41932",70.9375,7.3125,321.1875,0.5625,0
"41933",254.5625,1.1875,57.875,1.0625,85.3125
"41936",108.0625,1,23.1875,0,267.75
"42021",207,3.25,93.4375,0.75,95.5625
"42022",186.0625,0.875,213.0625,0,0
"42023",1.875,0,398.125,0,0
"42024",0,11.8125,388.1875,0,0
"42025",0,82.25,317.75,0,0
"42026",0,8.6875,391.3125,0,0
"42027",0,1.625,396.375,0,2
"42028",0,170.125,228.1875,0,1.6875
"42029",0,186.375,67.5625,0,146.0625
"42051",0,0,387.9375,0,12.0625
"42052",0,0,400,0,0
"42053",0,0,400,0,0
"42054",0,0,396.375,0,3.625
"42055",0,0,390.0625,0,9.9375
"42056",0,0,369,0,31
"42057",0,0,390.375,0,9.625
"42058",29.5625,3.125,332.6875,0.5,34.125
"42059",105.75,0,253,0,41.25
"42060",191.5625,2.125,148.9375,3.4375,53.9375
"42061",0,0,338.5625,0,61.4375
"42062",0,0,337.75,0,62.25
"42063",0,0,350.3125,0,49.6875
"42064",24.9375,0,303.375,0,71.6875
"42065",0.4375,0,396.0625,0,3.5
"42066",0,0,350.1875,0,49.8125
"42067",0,0,382.4375,0,17.5625
"42068",0,0,380.8125,0,19.1875
"42069",0,0,389.0625,0,10.9375
"42070",0,0,397.375,0,2.625
"42071",0,0,390.3125,0,9.6875
"42072",0,0,393.1875,0,6.8125
"42073",196.3125,0,161,2.75,39.9375
"42074",178.9375,0,15.6875,0,205.375
"42570",0.9375,0,318.6875,0,80.375
"42571",36.4375,0,325.3125,0,38.25
"42572",5.375,9.25,380.375,0,5
"42573",10,114.0625,270.8125,0,5.125
"42577",104.5625,9,257.4375,0,29
"42578",67.625,11.9375,317.0625,3.375,0
"42579",181.8125,1.5,138.75,29.6875,48.25
"42581",154.25,21.375,55,5.5,163.875
"42582",54.3125,2.75,341.4375,1.5,0
"42583",34.1875,0,365.8125,0,0
"42584",0,0,400,0,0
"42585",52.9375,0,290.375,1.1875,55.5
"42610",90.125,9.5,229.3125,0.4375,70.625
"42611",88.5625,7.125,260.4375,3.75,40.125
"42649",0,0,337.8125,0,62.1875
"42665",17.5,0,229.9375,0,152.5625
"42666",1.375,0,309.625,0,89
"42670",178.125,14.9375,55.5,0,151.4375
"42671",159.6875,15.75,136.1875,2.125,86.25
"42672",66.125,2.75,331.125,0,0
"42673",1.375,1,397.625,0,0
"42674",0,214.8125,185.1875,0,0
"42675",7.25,288,104.75,0,0
"42676",0,290.75,109.25,0,0
"42677",0,158.5625,241.4375,0,0
"42678",0,198.5,70,0,131.5
"42701",0,0,236.125,0,163.875
"42702",0,0,356,0,44
"42703",0,0,376.375,0,23.625
"42704",0,0,393.5,0,6.5
"42705",0,0,322.1875,0,77.8125
"42706",0,0,385.8125,0,14.1875
"42707",0,0,396.625,0,3.375
"42708",0,0,321.1875,0,78.8125
"42709",58.9375,5.375,310.5625,0.4375,24.6875
