new2kid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"68020",60,15,0,0,207,0,0,2570,0,969,891,0,1624,0,0,64,0,0,0,0,0,0,0
"68021",0,35,0,0,63,0,0,1062,0,18,3199,0,1526,0,0,471,0,26,0,0,0,0,0
"68022",0,0,0,1,0,0,0,526,0,210,7,0,5324,332,0,0,0,0,0,0,0,0,0
"68023",0,0,0,0,0,0,0,2239,0,443,2294,98,1324,2,0,0,0,0,0,0,0,0,0
"68024",0,0,0,0,0,0,0,2197,0,157,74,20,3922,30,0,0,0,0,0,0,0,0,0
"68025",0,0,0,0,12,0,0,1007,0,2659,1380,358,984,0,0,0,0,0,0,0,0,0,0
"68026",96,1143,0,45,581,0,0,227,0,1670,1757,377,0,0,0,504,0,0,0,0,0,0,0
"68027",0,0,0,0,0,0,0,166,0,2437,2086,1110,468,0,0,133,0,0,0,0,0,0,0
"68028",47,306,0,18,26,0,0,14,0,2603,1672,1555,0,0,0,159,0,0,0,0,0,0,0
"68029",67,356,0,24,174,0,0,1764,0,289,1548,1979,0,0,0,199,0,0,0,0,0,0,0
"68030",0,0,0,0,0,0,0,0,0,424,303,5673,0,0,0,0,0,0,0,0,0,0,0
"68031",0,0,0,0,0,0,0,10,0,232,10,6137,0,0,0,11,0,0,0,0,0,0,0
"68032",0,0,0,0,223,0,0,2077,0,600,1779,1721,0,0,0,0,0,0,0,0,0,0,0
"68033",0,0,0,0,0,0,0,1266,0,73,993,4058,0,0,0,10,0,0,0,0,0,0,0
"68034",0,0,0,0,0,0,0,2078,0,144,1043,3122,0,13,0,0,0,0,0,0,0,0,0
"68035",0,0,0,0,0,0,0,1332,0,119,4113,99,737,0,0,0,0,0,0,0,0,0,0
"68036",0,0,0,0,0,0,0,2190,0,318,3882,0,10,0,0,0,0,0,0,0,0,0,0
"68037",10,0,0,0,0,0,0,2503,0,1039,363,0,2229,0,0,256,0,0,0,0,0,0,0
"68038",317,0,0,62,225,0,0,2660,0,634,2435,31,0,36,0,0,0,0,0,0,0,0,0
"68039",29,0,0,25,693,0,0,530,0,1251,3597,222,0,53,0,0,0,0,0,0,0,0,0
"68040",0,0,0,0,0,0,0,1611,0,34,2187,2414,4,31,0,119,0,0,0,0,0,0,0
"68041",33,0,0,0,0,0,0,1892,0,1475,2457,183,28,332,0,0,0,0,0,0,0,0,0
"68042",0,0,0,0,0,0,0,437,0,148,4796,0,897,122,0,0,0,0,0,0,0,0,0
"68043",10,0,0,309,87,0,0,730,0,1373,3830,17,36,0,0,0,0,0,0,0,8,0,0
"68044",69,27,0,538,1302,0,0,29,0,989,1479,249,0,0,138,62,0,119,173,194,521,0,0
"68045",0,0,0,0,552,0,0,0,0,2350,2535,963,0,0,0,0,0,0,0,0,0,0,0
"68046",0,17,0,0,0,0,0,500,0,168,3197,2437,0,0,0,81,0,0,0,0,0,0,0
"68047",0,25,0,0,0,0,0,419,0,0,5096,0,0,0,0,0,0,0,0,0,0,0,0
"68051",20,0,0,0,0,0,0,1138,0,1099,3711,0,285,0,2,0,0,9,0,0,0,0,0
"68052",0,140,0,0,0,0,0,1503,0,1650,1992,113,778,199,0,25,0,0,0,0,0,0,0
"68053",60,0,0,0,0,0,0,114,0,720,1921,3381,41,0,0,163,0,0,0,0,0,0,0
"68054",400,136,0,0,432,0,0,60,0,128,1427,1190,0,9,0,2618,0,0,0,0,0,0,0
"68055",244,19,0,0,440,0,0,1059,0,155,3773,283,0,0,0,427,0,0,0,0,0,0,0
"68056",76,0,0,0,173,0,0,42,0,523,5023,8,0,16,0,539,0,0,0,0,0,0,0
"68057",290,89,11,0,166,0,0,0,0,90,4881,0,0,25,0,848,0,0,0,0,0,0,0
"68058",818,55,0,15,181,0,0,0,0,579,4484,25,0,0,0,243,0,0,0,0,0,0,0
"68059",1435,113,0,29,559,0,0,0,0,2129,1613,9,0,0,0,513,0,0,0,0,0,0,0
"68060",1165,328,0,72,453,0,0,0,0,1265,2296,0,0,0,41,301,0,11,16,0,0,0,6
"68061",756,507,0,46,207,0,0,0,0,502,2811,0,0,0,0,25,0,55,180,0,0,74,159
"68062",1263,8,10,146,58,0,0,0,0,2048,2316,277,0,0,0,274,0,0,0,0,0,0,0
"68063",22,0,0,0,0,0,0,0,0,1327,4423,28,0,0,0,600,0,0,0,0,0,0,0
"68064",28,14,0,0,0,0,0,0,0,132,5665,34,0,0,0,527,0,0,0,0,0,0,0
"68065",208,41,0,45,134,0,0,0,0,307,4711,0,0,0,0,954,0,0,0,0,0,0,0
"68066",748,217,0,22,76,0,0,58,0,1938,1611,25,0,0,0,194,0,19,55,0,0,0,0
"68275",1369,0,1771,1155,42,0,0,12,0,13,0,0,0,0,69,17,0,0,227,12,9,0,257
"68276",457,0,3710,2053,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
"68277",501,0,4029,1815,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12
"68278",1271,64,2229,1843,129,0,0,0,0,0,0,0,0,0,206,0,0,0,267,371,20,0,0
"68279",902,17,2147,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51,0,112,642
"68280",696,633,1836,2759,309,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,154
"68281",1629,135,2590,1901,31,0,0,31,0,9,0,0,0,27,0,0,0,0,0,0,0,0,47
"68282",1769,400,1216,2968,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"68283",1619,1003,1510,2162,75,0,0,0,0,14,0,0,0,17,0,0,0,0,0,0,0,0,0
"68284",1357,289,693,3884,118,0,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0
"68285",568,0,2016,3669,77,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,14,19
"68286",926,0,901,4280,271,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20
"68287",696,0,889,3863,611,0,0,0,0,244,0,0,0,47,0,0,0,0,0,0,0,12,38
"68288",450,0,785,3524,1532,0,0,0,0,98,0,0,0,0,0,11,0,0,0,0,0,0,0
"68289",377,25,622,3844,1343,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0
"68290",418,0,622,5136,174,0,0,0,0,7,0,3,0,30,0,0,0,0,0,0,0,0,10
"68291",803,0,1287,3661,97,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,520
"68292",553,6,2532,2990,88,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,24,74
"68293",309,0,2282,3627,17,0,0,0,0,25,0,114,0,0,0,0,0,0,0,0,0,15,11
"68294",145,0,2703,3410,81,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68295",1503,0,1161,3236,72,0,0,103,0,0,0,0,0,0,18,0,0,0,134,0,0,24,20
"68349",235,0,397,2663,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,706
"68350",1215,0,1032,2887,419,447,0,0,0,39,0,0,0,0,0,30,0,0,0,0,0,31,300
"68351",603,0,385,4602,689,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,17,78
"68352",390,15,584,3850,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
"68353",252,18,929,3447,1164,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,505
"68354",146,34,855,4915,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,107
"68355",337,163,490,3720,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,492
"68356",492,16,1513,3819,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
"68357",160,0,449,4143,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1030
"68358",357,0,308,5157,370,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
"68359",295,0,578,5079,352,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
"68360",527,0,826,4441,483,74,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40
"68361",957,2,567,4626,177,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"68362",1073,368,134,4078,486,216,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15
"68363",832,18,171,4949,314,14,0,10,0,55,0,0,0,9,0,0,0,0,0,0,0,19,9
"68364",314,628,255,4504,629,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,13,13
"68365",110,364,49,2748,1906,0,0,1180,0,14,0,0,0,19,0,0,0,0,0,0,0,0,10
"68366",0,0,0,260,3148,0,0,2222,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0
"68367",352,26,17,2260,3498,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,98
"68368",947,34,468,3995,853,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,10,0
"68369",1234,287,447,4111,226,40,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,44
"68370",207,97,2121,3357,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"68371",47,13,1369,4624,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"68372",581,11,230,3685,873,0,0,32,0,0,0,0,0,0,29,33,10,0,0,0,0,22,79
"68516",57,23,1320,3712,361,0,0,0,0,0,36,0,0,0,0,69,0,0,21,0,0,0,0
"68517",195,21,952,4578,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68518",152,12,891,5024,190,0,0,0,0,0,36,0,0,0,0,0,0,18,49,0,0,0,12
"68519",142,0,525,5657,26,0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,0,0,0
"68520",77,60,3113,2883,226,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,13,10
"68521",555,178,1228,3242,594,0,0,0,0,0,0,0,0,17,125,187,0,51,28,1,0,0,0
"68522",646,505,629,1793,97,0,0,0,0,76,0,0,0,13,563,94,0,24,22,78,20,14,22
"68526",350,55,944,1416,729,0,0,0,0,25,170,664,0,370,75,128,0,651,0,620,52,151,0
"68527",217,129,1097,1339,2484,0,0,0,0,75,0,565,0,77,0,0,0,0,0,0,0,417,0
"68528",169,409,2102,2190,1401,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,13,11
"68529",1018,680,1567,2094,506,0,0,0,0,0,0,0,0,43,0,315,0,0,0,0,0,101,76
"68530",1776,502,458,1488,359,0,0,10,0,13,0,0,0,24,0,1690,0,0,0,0,0,60,20
"68531",848,1692,716,1522,674,0,0,0,0,3,0,749,0,0,0,196,0,0,0,0,0,0,0
"68532",9,491,0,450,1192,0,0,35,0,601,60,3562,0,0,0,0,0,0,0,0,0,0,0
"68533",21,0,0,131,545,0,0,1397,0,74,1487,2729,0,0,0,0,0,0,0,0,0,16,0
"68534",10,902,0,30,523,0,0,727,0,108,2727,904,0,0,0,380,0,0,0,0,0,17,72
"68535",39,4815,0,0,760,0,0,0,0,5,149,446,0,0,0,45,0,0,0,0,0,31,110
"68536",0,736,0,0,1721,0,0,917,0,750,1438,838,0,0,0,0,0,0,0,0,0,0,0
"68537",0,1602,0,6,0,0,0,84,0,598,391,3719,0,0,0,0,0,0,0,0,0,0,0
"68538",562,586,0,60,87,0,0,937,0,553,1871,1735,0,9,0,0,0,0,0,0,0,0,0
"68539",121,670,0,219,496,0,0,3492,0,457,887,19,0,39,0,0,0,0,0,0,0,0,0
"68540",877,919,500,3352,491,0,0,147,0,50,53,0,0,0,0,0,0,0,0,0,0,0,11
"68541",923,395,1298,3111,470,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,14,8
"68542",1006,247,299,3404,761,0,0,564,0,0,1,71,0,0,0,47,0,0,0,0,0,0,0
"68543",390,35,414,4909,261,0,0,0,0,0,287,0,0,0,0,9,0,0,38,0,0,9,0
"68578",466,298,1614,1695,565,0,0,0,0,0,0,0,0,0,88,0,0,0,189,225,0,9,0
"68579",1551,728,869,838,126,0,0,13,0,0,0,0,0,0,42,51,0,0,114,0,0,0,34
"68580",634,758,525,866,152,0,0,0,0,11,0,0,0,0,0,26,0,0,159,61,0,0,0
"68584",1159,1152,496,2509,381,0,0,0,0,23,282,0,0,52,0,12,0,48,38,79,0,87,32
"68585",564,3431,98,846,1160,0,0,16,0,49,163,0,0,0,0,33,0,0,0,0,0,0,40
"68586",46,4102,0,0,123,0,0,309,0,943,831,0,0,0,0,0,0,0,0,0,0,0,46
"68587",32,1682,0,33,43,0,0,863,0,912,2835,0,0,0,0,0,0,0,0,0,0,0,0
"68588",31,1,0,267,753,0,0,2786,0,414,2148,0,0,0,0,0,0,0,0,0,0,0,0
"68589",0,496,0,61,2,0,0,2762,0,38,2855,186,0,0,0,0,0,0,0,0,0,0,0
"68590",149,4118,0,145,525,0,0,836,0,402,225,0,0,0,0,0,0,0,0,0,0,0,0
"68591",39,1607,0,0,53,0,0,2459,0,428,1736,78,0,0,0,0,0,0,0,0,0,0,0
"68592",23,1526,10,0,0,0,0,1907,0,372,2562,0,0,0,0,0,0,0,0,0,0,0,0
"68593",159,2951,25,71,564,0,0,1280,0,319,1008,0,0,0,0,0,0,0,0,0,0,0,23
"68594",9,2080,0,4,0,0,0,3231,0,12,973,0,91,0,0,0,0,0,0,0,0,0,0
"68595",0,454,0,18,0,0,0,3283,0,20,807,0,1818,0,0,0,0,0,0,0,0,0,0
"68596",9,4856,0,25,34,0,0,344,0,132,978,0,0,0,0,0,0,0,0,0,0,0,22
"68597",80,5064,0,0,75,0,0,91,0,621,469,0,0,0,0,0,0,0,0,0,0,0,0
"68598",753,4458,1,717,200,0,0,157,0,20,56,0,0,0,0,0,0,0,0,0,0,0,38
"68599",962,3584,23,836,406,0,0,306,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0
"68600",527,3335,12,719,1419,0,0,166,0,115,69,0,0,0,0,0,0,0,0,0,0,36,2
"68601",247,540,0,157,538,0,0,4202,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0
"68602",573,2670,35,367,551,0,0,1010,0,507,364,0,0,0,0,30,0,0,88,0,0,0,0
"68605",1487,547,98,1595,256,0,0,1712,0,0,26,0,0,0,332,0,0,0,225,0,31,0,0
"68606",205,935,4,38,2691,0,0,2273,0,0,194,0,0,60,0,0,0,0,0,0,0,0,0
"68607",57,2272,0,0,0,0,0,3907,0,0,144,0,0,20,0,0,0,0,0,0,0,0,0
"68608",72,3102,0,0,113,0,0,2931,0,0,154,0,0,28,0,0,0,0,0,0,0,0,0
"68609",0,627,0,14,57,0,0,4173,0,175,333,0,0,1021,0,0,0,0,0,0,0,0,0
"68610",234,3341,0,398,685,0,0,1283,0,16,398,0,0,45,0,0,0,0,0,0,0,0,0
"68611",999,1562,26,853,1640,0,0,0,0,0,327,0,0,0,0,993,0,0,0,0,0,0,0
"68612",286,51,143,148,126,0,0,0,0,0,591,0,0,0,0,5055,0,0,0,0,0,0,0
"68613",543,17,0,178,1127,0,0,2867,0,34,627,0,28,48,0,931,0,0,0,0,0,0,0
"68614",0,0,0,0,0,0,0,3895,0,37,1417,0,1028,23,0,0,0,0,0,0,0,0,0
"68615",0,0,0,0,0,0,0,3097,0,0,1503,0,1800,0,0,0,0,0,0,0,0,0,0
"68616",0,0,0,0,0,0,0,2219,0,0,154,0,4027,0,0,0,0,0,0,0,0,0,0
"68617",0,0,0,12,326,0,0,4748,0,73,359,866,0,16,0,0,0,0,0,0,0,0,0
"68618",522,10,10,40,644,0,0,3848,0,0,689,584,0,40,0,13,0,0,0,0,0,0,0
"68619",0,0,0,0,75,0,0,3465,0,29,2738,0,0,93,0,0,0,0,0,0,0,0,0
"68620",0,2,0,0,684,0,0,1880,0,619,1819,0,963,433,0,0,0,0,0,0,0,0,0
"68621",42,0,19,0,887,0,0,721,0,1092,1512,0,446,262,0,1339,0,0,80,0,0,0,0
"68623",18,5133,16,0,51,0,0,650,0,29,482,0,0,12,0,9,0,0,0,0,0,0,0
"68624",8,831,0,0,0,0,0,4379,0,0,74,0,583,525,0,0,0,0,0,0,0,0,0
"68625",0,0,0,0,0,0,0,2594,0,327,212,0,2689,578,0,0,0,0,0,0,0,0,0
"68626",0,0,0,0,0,0,0,2185,0,182,1869,0,2022,142,0,0,0,0,0,0,0,0,0
"68627",0,207,0,31,486,0,1136,2192,0,104,1411,310,500,7,0,16,0,0,0,0,0,0,0
"68628",856,1557,83,290,739,0,5,398,0,30,2033,63,314,0,0,21,0,0,0,0,0,11,0
"68629",1425,1618,104,655,609,0,0,420,0,400,1044,0,0,0,0,89,0,0,36,0,0,0,0
"68630",466,168,0,56,422,0,0,1579,0,355,1376,0,47,0,0,1758,0,0,60,100,13,0,0
"68631",0,0,0,6,0,0,0,1228,0,1463,2530,93,1046,34,0,0,0,0,0,0,0,0,0
"68632",22,681,0,0,0,0,0,2459,0,488,483,0,1992,275,0,0,0,0,0,0,0,0,0
"68633",20,857,24,44,22,0,0,3024,0,0,180,0,2152,77,0,0,0,0,0,0,0,0,0
"68634",152,3250,8,751,196,0,0,760,0,85,1146,0,52,0,0,0,0,0,0,0,0,0,0
"68635",16,832,0,358,501,0,435,1529,0,339,2378,0,0,0,0,12,0,0,0,0,0,0,0
"68636",780,1223,0,245,714,0,0,689,0,563,969,0,0,858,0,0,0,0,21,0,0,156,161
"68638",497,92,0,1975,859,0,0,445,0,376,872,0,0,0,0,0,0,0,197,0,0,558,454
"68639",41,1055,0,2,638,0,0,3188,0,69,1371,0,0,36,0,0,0,0,0,0,0,0,0
"68640",13,1363,0,0,110,0,0,3172,0,1123,619,0,0,0,0,0,0,0,0,0,0,0,0
"68641",1029,945,0,43,744,0,0,1621,0,116,1885,0,0,17,0,0,0,0,0,0,0,0,0
"68642",123,1419,0,11,1076,0,0,1675,0,0,1382,0,695,19,0,0,0,0,0,0,0,0,0
"68643",0,315,0,0,851,0,0,1831,0,2089,792,0,93,429,0,0,0,0,0,0,0,0,0
"68644",9,905,0,0,858,0,0,2240,0,902,1359,53,0,16,0,58,0,0,0,0,0,0,0
"68645",58,2123,96,20,812,0,0,147,0,49,98,0,0,175,0,2822,0,0,0,0,0,0,0
"68646",0,391,0,0,41,0,0,5847,0,29,92,0,0,0,0,0,0,0,0,0,0,0,0
"68647",0,0,0,0,0,0,0,3247,0,0,60,3002,91,0,0,0,0,0,0,0,0,0,0
"68648",0,0,0,0,0,0,0,6108,0,0,164,128,0,0,0,0,0,0,0,0,0,0,0
"68649",0,1805,0,0,119,0,0,4072,0,0,296,0,0,0,0,108,0,0,0,0,0,0,0
"68650",0,3147,15,0,1483,0,0,207,0,0,0,1125,0,70,0,353,0,0,0,0,0,0,0
"68651",0,0,0,0,193,0,0,5939,0,0,29,0,85,154,0,0,0,0,0,0,0,0,0
"68652",0,0,0,0,0,0,0,5141,0,40,392,221,0,11,0,595,0,0,0,0,0,0,0
"68653",0,0,0,0,0,0,0,6064,0,0,314,6,16,0,0,0,0,0,0,0,0,0,0
"68654",0,0,0,0,0,0,0,4738,0,147,584,0,0,22,0,909,0,0,0,0,0,0,0
"68655",0,23,0,0,0,0,0,2038,0,93,209,0,668,484,0,2885,0,0,0,0,0,0,0
"68656",0,0,0,0,0,0,0,787,0,0,0,220,5309,84,0,0,0,0,0,0,0,0,0
"68657",0,0,0,0,0,0,0,1019,0,0,3,0,3732,1646,0,0,0,0,0,0,0,0,0
"68658",0,684,0,0,0,0,0,1723,0,0,304,0,2704,985,0,0,0,0,0,0,0,0,0
"68659",0,315,10,0,0,0,0,2911,0,0,979,0,1881,276,0,28,0,0,0,0,0,0,0
"68660",21,0,0,0,0,0,0,5096,0,0,100,869,220,73,0,21,0,0,0,0,0,0,0
"68661",0,0,0,0,0,0,0,1013,0,0,51,56,3621,1659,0,0,0,0,0,0,0,0,0
"68662",0,0,0,0,0,0,0,1034,0,0,0,0,3608,1758,0,0,0,0,0,0,0,0,0
"68663",0,0,0,0,0,0,0,2889,0,0,21,0,3328,162,0,0,0,0,0,0,0,0,0
"68664",161,0,0,184,0,0,0,3110,0,77,34,0,1208,13,0,1583,0,0,0,30,0,0,0
"68665",0,0,0,0,0,0,0,710,0,0,3047,860,852,36,0,895,0,0,0,0,0,0,0
"68666",0,0,0,0,0,0,0,24,0,76,216,116,5792,176,0,0,0,0,0,0,0,0,0
"68667",17,0,0,0,0,0,0,1812,0,15,138,1365,3053,0,0,0,0,0,0,0,0,0,0
"68668",0,0,0,0,0,0,0,530,0,2455,2702,617,96,0,0,0,0,0,0,0,0,0,0
"68669",0,0,0,0,0,0,0,1806,0,344,3470,52,0,0,0,728,0,0,0,0,0,0,0
"68670",21,35,0,25,99,0,0,1285,0,388,3100,0,35,18,0,1394,0,0,0,0,0,0,0
"68671",0,84,0,0,0,0,0,2320,0,1216,336,0,2074,45,0,325,0,0,0,0,0,0,0
"68672",0,0,0,0,0,0,0,876,0,1023,493,0,3805,203,0,0,0,0,0,0,0,0,0
"68673",36,44,0,0,0,0,0,1231,0,911,3564,76,513,25,0,0,0,0,0,0,0,0,0
"68674",0,0,0,0,0,0,0,748,0,0,1040,9,4602,1,0,0,0,0,0,0,0,0,0
"68675",0,19,0,0,0,0,0,1000,0,330,62,1806,2889,64,0,230,0,0,0,0,0,0,0
"68676",820,223,0,37,174,0,0,2092,0,1628,838,143,0,0,0,445,0,0,0,0,0,0,0
"68677",0,26,0,0,0,0,0,2425,0,1327,766,1856,0,0,0,0,0,0,0,0,0,0,0
"68678",0,0,0,0,0,0,0,1009,0,1257,1454,2680,0,0,0,0,0,0,0,0,0,0,0
"68679",18,59,101,11,310,0,0,706,0,508,2727,413,0,0,0,1547,0,0,0,0,0,0,0
"68680",0,0,0,0,0,0,0,805,0,2175,1794,1626,0,0,0,0,0,0,0,0,0,0,0
"68681",14,0,0,0,10,0,0,115,0,178,1665,4399,0,0,0,19,0,0,0,0,0,0,0
"68682",0,0,0,0,276,0,0,1771,0,11,1874,2458,0,0,0,10,0,0,0,0,0,0,0
"68683",0,0,0,0,0,0,0,1320,0,55,208,4817,0,0,0,0,0,0,0,0,0,0,0
"68684",0,0,0,0,0,0,0,2127,0,0,1881,1423,969,0,0,0,0,0,0,0,0,0,0
"68685",0,0,0,0,0,0,0,3224,0,99,2300,20,757,0,0,0,0,0,0,0,0,0,0
"68686",0,0,0,0,0,0,0,2559,0,6,3496,330,9,0,0,0,0,0,0,0,0,0,0
"68687",0,0,0,0,0,0,0,1845,0,270,1037,390,2858,0,0,0,0,0,0,0,0,0,0
"68688",0,0,0,0,0,0,0,385,0,108,2457,3343,107,0,0,0,0,0,0,0,0,0,0
"68689",0,0,0,0,0,0,0,102,0,63,3153,2842,0,0,0,240,0,0,0,0,0,0,0
"68690",0,0,0,0,0,0,0,224,0,334,3282,2415,0,0,0,145,0,0,0,0,0,0,0
"68691",572,142,0,0,0,0,0,404,0,1363,3628,84,0,20,0,187,0,0,0,0,0,0,0
"68692",1191,438,0,484,348,0,0,131,0,751,3051,0,0,6,0,0,0,0,0,0,0,0,0
"68693",750,689,0,1632,236,0,0,5,0,1988,1080,0,0,0,0,20,0,0,0,0,0,0,0
"68694",116,646,0,390,468,0,0,1412,0,1814,737,754,0,0,0,63,0,0,0,0,0,0,0
"68695",0,0,0,0,0,0,0,353,0,1295,4433,319,0,0,0,0,0,0,0,0,0,0,0
"68696",444,245,0,0,0,0,0,0,0,219,3740,362,0,0,143,106,0,11,0,0,0,0,0
"68698",45,102,0,299,648,0,0,22,0,231,4202,1,0,0,35,33,0,80,16,0,11,0,0
"68700",138,67,0,202,505,0,0,1904,0,198,1005,344,0,0,6,75,0,207,27,0,19,0,0
"68701",0,0,0,0,0,0,0,3352,0,0,2897,0,0,0,0,151,0,0,0,0,0,0,0
"68702",0,65,0,0,0,0,0,1182,0,980,2881,560,204,177,0,351,0,0,0,0,0,0,0
"68703",0,0,0,0,21,0,0,24,0,724,5554,77,0,0,0,0,0,0,0,0,0,0,0
"68704",215,32,0,11,189,0,0,502,0,396,2221,1086,0,50,0,1698,0,0,0,0,0,0,0
"68705",102,76,0,0,503,0,0,1123,0,229,3834,533,0,0,0,0,0,0,0,0,0,0,0
"68706",210,62,0,0,18,0,0,0,0,65,3881,19,0,0,0,2145,0,0,0,0,0,0,0
"68707",184,68,0,0,1141,0,0,0,0,836,1528,0,0,25,0,2618,0,0,0,0,0,0,0
"68708",82,46,0,0,643,0,0,0,0,373,4758,0,0,23,0,475,0,0,0,0,0,0,0
"68709",125,0,0,0,238,0,0,24,0,603,5177,0,0,0,0,233,0,0,0,0,0,0,0
"68710",336,95,0,40,374,0,0,0,0,122,4689,252,0,0,0,492,0,0,0,0,0,0,0
"68711",943,367,13,23,859,0,0,0,0,547,3222,138,0,0,0,288,0,0,0,0,0,0,0
"68712",80,0,0,0,1724,0,0,0,0,124,4089,0,0,0,0,383,0,0,0,0,0,0,0
"68713",39,10,0,0,409,0,0,0,0,42,4637,0,0,0,0,1263,0,0,0,0,0,0,0
"68714",22,10,0,0,271,0,0,112,0,240,5217,60,0,0,0,468,0,0,0,0,0,0,0
"68715",784,56,0,0,1,0,0,0,0,734,3822,0,0,0,0,1003,0,0,0,0,0,0,0
"68716",1265,264,24,777,28,0,0,0,0,2494,244,0,0,0,0,474,0,110,169,16,0,0,9
"68926",1093,66,2625,1546,0,0,0,42,0,0,0,0,0,0,560,0,0,0,159,10,0,70,229
"68927",1220,9,1942,1701,10,0,0,15,0,0,0,0,0,73,815,46,0,0,347,199,0,0,23
"68928",1365,554,1925,2076,0,0,0,19,0,12,0,0,0,0,122,0,0,0,193,115,0,0,19
"68929",432,0,2040,3537,72,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0
"68930",1698,158,2675,1664,94,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
"68931",1092,182,2234,2697,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68932",2888,323,1214,1851,30,0,0,0,0,42,0,0,0,26,0,0,0,0,0,0,0,0,26
"68933",769,23,848,4431,208,0,0,0,0,111,0,0,0,10,0,0,0,0,0,0,0,0,0
"68934",913,0,980,4107,271,0,0,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
"68935",887,0,238,1602,1858,0,0,70,0,93,1374,278,0,0,0,0,0,0,0,0,0,0,0
"68936",135,0,427,1950,2756,0,0,0,0,52,596,415,0,0,0,58,0,0,0,0,0,0,11
"68937",397,0,714,2555,2382,0,0,0,0,65,14,273,0,0,0,0,0,0,0,0,0,0,0
"68938",137,0,566,3006,2397,0,0,0,0,172,0,122,0,0,0,0,0,0,0,0,0,0,0
"68939",113,22,337,1194,2965,0,0,0,0,12,159,1598,0,0,0,0,0,0,0,0,0,0,0
"68940",32,0,342,1914,2772,0,0,79,0,242,0,31,0,567,48,353,0,0,20,0,0,0,0
"68941",143,0,590,5135,398,0,0,0,0,59,44,19,0,0,0,12,0,0,0,0,0,0,0
"68942",87,24,1714,3822,421,0,0,0,0,42,0,275,0,0,0,0,0,0,0,0,0,15,0
"68943",176,0,2077,3742,47,0,0,193,0,0,0,42,0,61,0,0,0,0,0,0,0,62,0
"68944",270,0,951,5060,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"68945",929,0,1970,3232,132,0,0,109,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16
"68946",446,214,3417,2021,0,0,0,26,0,43,0,0,0,0,55,0,0,0,41,24,13,0,12
"68947",548,267,1358,840,81,0,0,28,0,0,0,0,0,0,85,0,0,0,347,363,0,82,130
"69000",313,26,207,1424,119,0,0,0,0,8,0,0,0,0,39,0,0,141,0,488,0,476,1983
"69001",434,312,649,3601,743,0,0,0,0,1,0,0,0,0,0,29,0,0,0,35,0,33,521
