new2kid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"113305",167,0,3258,883,134,85,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,59,1778
"113306",60,19,4296,1626,112,137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,140
"113307",228,0,3966,994,437,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,478
"113308",446,90,4986,544,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"113309",151,0,2581,1946,62,456,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,68,992
"113310",249,23,4313,1397,45,137,0,0,0,20,0,0,0,43,0,25,0,0,0,0,0,57,91
"113311",63,0,1889,4034,5,197,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,101,103
"113312",36,19,720,3994,50,368,0,0,0,0,8,0,0,12,0,32,0,0,0,0,0,88,1073
"113313",109,19,153,4724,8,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1005
"113314",87,22,2399,2404,236,26,0,0,0,10,0,0,0,0,223,0,0,20,72,223,192,103,383
"113315",21,7,1518,3164,22,428,0,0,0,80,16,0,0,0,0,0,0,0,0,0,0,85,1059
"113316",45,0,1836,3699,0,425,0,0,0,53,0,0,0,0,0,17,0,0,0,0,0,27,298
"113317",38,0,394,5218,49,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,438
"113318",0,0,268,5600,35,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,130
"113319",132,27,757,4987,0,330,0,0,0,7,20,0,0,4,0,0,0,0,0,0,0,9,127
"113320",259,36,1264,4114,11,414,0,0,0,9,0,0,0,68,0,0,0,0,0,0,0,45,180
"113321",78,52,1027,3455,54,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,816
"113322",85,86,266,3458,15,247,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,195,2025
"113323",111,45,475,4075,154,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,888
"113324",262,33,464,4105,46,640,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,84,536
"113325",131,8,243,5113,219,238,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,12,385
"113326",252,91,84,4727,832,111,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,284
"113327",217,18,293,4405,398,160,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,111,772
"113328",463,21,135,4062,538,75,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,361,732
"113329",191,2,34,3623,588,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,37,1577
"113330",576,166,47,2540,218,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,548,2286
"113331",645,18,29,2955,205,0,0,0,0,0,0,0,0,0,142,230,0,7,0,0,0,812,1357
"113332",221,52,300,4371,510,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,118,631
"113333",182,0,113,4380,883,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,807
"113334",328,201,156,3626,802,0,0,0,0,0,43,0,0,0,0,0,0,0,0,41,113,4,1086
"113335",62,12,170,2705,186,141,0,0,0,15,5,55,0,0,0,14,0,43,0,302,1005,542,1143
"113336",2939,79,80,2286,473,3,0,44,0,0,110,41,0,46,0,0,0,0,0,0,43,22,234
"113337",2081,64,48,2325,566,0,0,0,994,0,0,39,0,0,0,275,0,0,0,0,0,0,8
"113338",2560,63,71,2485,763,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,161
"113339",3843,157,31,1730,366,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,265
"113340",940,153,185,2832,546,56,0,15,0,0,0,0,0,148,0,0,0,0,0,282,622,78,543
"113341",306,11,318,3571,375,562,0,0,0,0,0,0,0,0,30,0,0,0,0,395,421,0,411
"113342",583,22,377,4120,169,640,0,0,0,49,0,0,0,0,46,13,0,0,0,0,0,0,381
"113343",1058,20,331,4063,287,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,357
"113344",1220,28,113,3929,833,12,0,0,0,0,132,0,0,53,0,0,0,0,0,0,0,0,80
"113345",1185,165,0,1099,2076,0,0,717,0,0,403,0,0,755,0,0,0,0,0,0,0,0,0
"113346",1016,0,210,3938,820,0,0,303,0,0,48,0,0,0,0,13,0,0,0,0,0,0,52
"113347",809,85,63,3844,1361,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,199
"113348",662,96,39,4507,897,0,0,0,0,18,28,0,0,0,0,0,0,0,0,0,0,10,143
"113349",622,21,0,1801,557,0,0,2250,0,191,958,0,0,0,0,0,0,0,0,0,0,0,0
"113350",6,0,0,20,0,0,0,3448,0,1219,1660,0,0,47,0,0,0,0,0,0,0,0,0
"113351",396,30,0,774,65,0,0,2367,0,283,1428,1034,0,0,0,23,0,0,0,0,0,0,0
"113352",459,0,0,2015,49,0,0,1814,0,251,1812,0,0,0,0,0,0,0,0,0,0,0,0
"113353",0,0,0,372,0,0,0,3216,0,156,1230,394,1014,0,0,0,0,0,0,0,0,0,18
"113354",109,0,0,0,0,0,0,1906,0,492,1612,534,1737,10,0,0,0,0,0,0,0,0,0
"113355",200,0,0,0,0,0,0,3051,0,94,613,400,2025,17,0,0,0,0,0,0,0,0,0
"113356",393,0,11,0,0,0,0,1195,0,419,2345,1858,0,6,0,173,0,0,0,0,0,0,0
"113357",281,505,12,26,0,0,0,810,0,112,2152,0,0,0,0,2502,0,0,0,0,0,0,0
"113358",84,13,0,415,0,0,0,1977,0,204,3658,14,0,35,0,0,0,0,0,0,0,0,0
"113359",76,0,0,2168,0,0,0,2841,0,44,1256,0,0,15,0,0,0,0,0,0,0,0,0
"113360",29,0,0,1200,0,0,0,1650,0,27,3447,0,0,47,0,0,0,0,0,0,0,0,0
"113361",89,175,1,892,0,0,0,2461,0,96,2686,0,0,0,0,0,0,0,0,0,0,0,0
"113362",235,58,410,4502,318,0,0,784,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
"113363",433,0,526,4313,933,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
"113364",74,0,601,4727,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,454
"113365",100,0,1391,3941,748,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,55,154
"113366",303,0,239,4582,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,161
"113367",218,53,1603,3418,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
"113368",65,1,1003,4426,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,272
"113369",218,39,1268,4234,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,111
"113370",92,46,2967,2311,840,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,3,8
"113371",96,0,1619,3024,964,0,0,358,0,0,305,0,0,34,0,0,0,0,0,0,0,0,0
"113372",268,15,873,4585,628,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,5
"113373",857,897,1249,2382,914,0,0,0,0,43,0,0,0,39,0,0,0,0,0,0,0,11,8
"113374",1327,2360,742,1079,657,0,0,0,0,180,0,0,0,0,0,55,0,0,0,0,0,0,0
"113375",760,438,2342,2047,494,0,0,0,0,0,0,0,0,115,0,204,0,0,0,0,0,0,0
"113376",925,209,1855,2703,142,292,0,116,0,0,0,0,0,43,0,111,0,0,0,0,0,4,0
"113377",292,257,2090,2335,127,782,0,152,0,0,10,0,0,92,0,0,0,0,0,0,0,24,239
"113378",323,139,1943,2926,669,307,0,22,0,0,41,0,0,6,0,0,0,0,0,0,0,5,19
"113379",530,395,1404,3015,406,537,0,0,0,63,0,0,0,1,0,22,0,0,0,0,0,5,22
"113380",244,93,1576,2602,761,434,0,141,0,46,87,0,0,280,0,0,0,0,0,0,0,112,24
"113381",63,15,1344,4226,379,321,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,13,11
"113382",260,174,2157,2050,146,602,0,0,0,12,43,795,0,139,0,0,0,0,0,0,0,0,22
"113383",436,225,1852,2164,309,350,0,34,0,0,11,966,0,53,0,0,0,0,0,0,0,0,0
"113384",222,15,367,608,167,76,0,0,0,39,0,879,0,3934,0,44,0,0,0,0,0,49,0
"113385",235,195,1077,3231,586,1042,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
"113386",634,87,1484,2369,1187,437,0,157,0,11,0,0,0,0,0,0,0,0,0,0,0,34,0
"113387",709,1362,1526,1431,1252,0,0,56,0,28,26,0,0,0,0,0,0,0,0,0,0,10,0
"113388",151,5181,581,171,221,0,0,0,0,68,20,0,0,0,0,0,0,0,0,0,0,0,7
"113389",0,6033,13,35,202,0,0,0,0,49,68,0,0,0,0,0,0,0,0,0,0,0,0
"113390",33,5842,23,70,130,0,0,10,0,22,270,0,0,0,0,0,0,0,0,0,0,0,0
"113391",231,2730,191,395,2095,0,0,651,0,94,13,0,0,0,0,0,0,0,0,0,0,0,0
"113392",174,274,926,1213,1259,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113393",932,461,957,1834,1610,0,0,129,0,1,0,0,0,5,0,0,0,0,0,0,0,14,457
"113394",931,1093,1049,1266,1473,0,0,446,0,91,0,0,0,31,0,0,0,0,0,0,0,0,20
"113395",207,203,258,823,3422,0,0,1402,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"113396",256,24,5,315,1611,0,0,3957,0,32,200,0,0,0,0,0,0,0,0,0,0,0,0
"113397",466,0,25,69,589,0,0,3606,0,31,1614,0,0,0,0,0,0,0,0,0,0,0,0
"113398",127,74,61,605,621,0,0,3462,0,0,840,610,0,0,0,0,0,0,0,0,0,0,0
"113399",0,18,0,173,0,0,0,3127,0,260,400,2422,0,0,0,0,0,0,0,0,0,0,0
"113400",0,2618,0,0,0,0,0,3221,0,258,153,150,0,0,0,0,0,0,0,0,0,0,0
"113401",182,5403,0,25,0,0,0,788,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"113402",208,1656,0,329,0,0,0,4031,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0
"113403",99,164,99,1511,0,0,0,3492,0,697,319,0,0,19,0,0,0,0,0,0,0,0,0
"113404",95,512,927,1045,564,0,0,2858,0,8,306,0,0,31,0,54,0,0,0,0,0,0,0
"113405",241,541,2010,1678,132,0,0,1418,0,58,77,0,0,27,0,218,0,0,0,0,0,0,0
"113406",513,442,955,1763,296,0,0,1619,0,91,53,0,0,201,0,33,0,0,0,0,0,43,391
"113407",177,476,1082,1461,932,0,0,922,0,106,108,0,0,71,0,4,0,0,0,0,0,175,886
"113408",98,141,1533,1719,84,0,0,2428,0,29,177,0,0,171,0,20,0,0,0,0,0,0,0
"113409",184,644,1042,1782,56,0,0,2454,0,0,189,0,0,3,0,0,0,0,0,0,0,0,46
"113410",388,497,1214,2292,198,0,0,1571,48,0,127,0,0,0,0,65,0,0,0,0,0,0,0
"113411",256,196,1275,3442,441,0,0,730,0,0,42,0,0,0,0,0,0,0,0,0,0,0,18
"113412",155,430,2033,2493,20,0,0,1240,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0
"113413",260,125,1460,1604,0,0,0,2792,0,0,142,0,0,0,0,17,0,0,0,0,0,0,0
"113414",510,386,1020,2200,161,0,0,1850,0,28,159,0,0,53,0,33,0,0,0,0,0,0,0
"113415",663,362,1939,2564,515,0,0,228,0,60,24,0,0,0,0,21,0,0,0,0,0,0,24
"113416",563,620,1724,1753,1356,0,0,91,0,35,5,0,0,11,0,217,0,0,0,0,0,11,14
"113417",435,1073,1226,1938,515,0,0,183,0,70,38,0,0,0,0,0,0,0,0,0,0,52,870
"113418",204,354,248,1060,687,0,0,1650,0,149,217,0,0,0,0,0,0,0,0,0,0,292,1539
"113419",43,557,275,2070,276,0,0,2629,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0
"113420",24,96,698,2556,1068,0,0,629,0,665,595,0,0,69,0,0,0,0,0,0,0,0,0
"113421",353,279,177,3031,1857,0,0,465,0,0,155,0,0,83,0,0,0,0,0,0,0,0,0
"113422",434,472,18,1492,145,0,0,2025,0,696,1118,0,0,0,0,0,0,0,0,0,0,0,0
"113423",233,663,103,1117,0,0,0,2171,0,262,1851,0,0,0,0,0,0,0,0,0,0,0,0
"113424",110,373,230,2239,1311,0,0,2049,0,30,35,0,0,23,0,0,0,0,0,0,0,0,0
"113425",202,35,1562,2424,560,0,0,1260,0,0,324,0,0,33,0,0,0,0,0,0,0,0,0
"113426",149,89,1806,2609,305,0,0,1159,0,0,208,0,0,22,0,0,0,0,0,0,0,0,53
"113427",124,233,1228,3153,0,0,0,1367,0,0,231,0,0,64,0,0,0,0,0,0,0,0,0
"113428",0,137,81,2303,0,0,0,3068,0,198,593,0,0,20,0,0,0,0,0,0,0,0,0
"113429",339,1666,0,564,0,0,0,1395,0,402,1973,0,0,61,0,0,0,0,0,0,0,0,0
"113430",319,962,441,2232,0,0,0,1684,0,161,572,0,0,29,0,0,0,0,0,0,0,0,0
"113431",471,670,2684,2101,98,0,0,301,0,23,31,0,0,21,0,0,0,0,0,0,0,0,0
"113432",178,241,5140,672,92,0,0,11,0,13,15,0,0,38,0,0,0,0,0,0,0,0,0
"113433",156,219,5326,447,91,0,0,0,0,36,0,0,0,125,0,0,0,0,0,0,0,0,0
"113434",0,34,5488,677,65,54,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,13,0
"113435",92,64,5877,309,9,29,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0
"113436",232,134,4911,402,307,9,0,0,0,12,0,0,0,96,0,0,0,0,0,0,0,241,56
"113437",110,25,4933,785,178,71,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,46,73
"113438",52,85,5677,370,149,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,12,0
"113439",60,79,5504,308,156,0,0,0,0,0,11,0,0,167,0,12,0,0,0,0,0,103,0
"113440",192,143,5021,412,540,0,0,0,0,41,0,0,0,51,0,0,0,0,0,0,0,0,0
"113441",241,36,2706,1833,189,0,0,0,0,0,13,0,0,149,0,0,0,40,0,47,0,268,878
"113450",964,339,2484,1050,636,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,108,196
"113451",361,125,3493,1395,912,61,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,33
"113452",652,226,3697,1580,83,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113453",148,21,2037,3587,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113454",276,116,933,3839,1113,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0
"113455",327,439,1013,4278,268,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
"113456",132,141,5037,701,309,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113457",176,230,2896,1565,86,206,0,0,0,0,26,0,0,0,0,46,0,0,0,0,0,4,1165
"113458",391,132,2121,2890,112,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,81,643
"113461",18,3031,56,58,2736,0,0,0,0,67,0,0,0,0,0,0,0,236,0,198,0,0,0
"113462",18,5272,114,30,387,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0
"113463",0,6337,0,0,11,0,0,0,0,5,15,0,0,0,0,0,0,18,0,14,0,0,0
"113466",176,24,1112,1682,295,0,0,0,0,0,0,0,0,82,0,0,0,0,0,106,0,329,2594
"113467",417,195,3714,1307,133,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,41,159
"113468",69,861,3350,1080,311,0,0,0,0,0,0,0,0,516,0,53,0,0,0,0,0,26,134
"113469",159,230,4683,1030,169,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,115
"113470",145,819,2419,1128,848,0,0,111,0,99,818,0,0,0,0,0,0,0,0,0,0,0,13
"113471",309,407,3956,1137,294,0,0,4,0,35,258,0,0,0,0,0,0,0,0,0,0,0,0
"113472",602,486,2004,2430,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"113473",386,200,3921,1369,506,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"113474",325,589,4484,785,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,131
"113475",583,248,3237,950,719,0,0,0,0,0,0,367,0,0,0,145,0,0,0,0,0,20,131
"113476",74,20,2206,3550,391,0,0,129,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23
"113477",342,455,3935,1259,236,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12
"113478",491,152,4420,643,559,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,18,93
"113479",118,541,4504,1138,57,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,21
"113480",88,231,4243,1381,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"113481",210,173,2068,3070,185,0,0,401,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0
"113482",271,1389,1089,1019,241,0,0,1778,0,74,516,0,0,0,0,0,0,0,0,0,0,9,14
"113483",0,459,0,107,0,0,0,992,0,2145,2464,233,0,0,0,0,0,0,0,0,0,0,0
"113484",0,390,0,96,0,0,0,1027,0,951,3860,76,0,0,0,0,0,0,0,0,0,0,0
"113485",0,0,0,2,0,0,0,1817,0,1677,2734,170,0,0,0,0,0,0,0,0,0,0,0
"113486",0,62,21,572,0,0,0,1094,0,2792,1859,0,0,0,0,0,0,0,0,0,0,0,0
"113487",158,327,0,40,0,0,0,817,0,2682,2360,0,16,0,0,0,0,0,0,0,0,0,0
"113488",0,0,0,39,0,0,0,873,0,2097,3356,0,35,0,0,0,0,0,0,0,0,0,0
"113489",154,303,156,790,463,0,0,1611,0,461,2452,0,0,0,0,0,0,0,0,0,0,0,10
"113490",26,82,110,329,22,0,0,2859,0,908,2064,0,0,0,0,0,0,0,0,0,0,0,0
"113491",0,84,0,496,0,0,0,2111,0,1394,2315,0,0,0,0,0,0,0,0,0,0,0,0
"113492",0,0,0,0,0,0,0,1371,0,1366,3574,6,83,0,0,0,0,0,0,0,0,0,0
"113493",0,0,0,0,0,0,0,0,0,448,40,118,5794,0,0,0,0,0,0,0,0,0,0
"113494",28,41,0,0,0,0,0,0,0,2081,17,2035,2198,0,0,0,0,0,0,0,0,0,0
"113495",0,2005,0,0,0,0,0,0,0,2969,400,1026,0,0,0,0,0,0,0,0,0,0,0
"113496",7,3642,0,0,0,0,0,0,0,2675,76,0,0,0,0,0,0,0,0,0,0,0,0
"113497",27,3917,2,0,25,0,0,54,0,1996,379,0,0,0,0,0,0,0,0,0,0,0,0
"113498",736,2840,238,1162,540,0,0,163,0,0,655,0,0,0,0,0,0,0,0,0,0,66,0
"113499",371,630,326,2102,1158,0,0,114,0,217,1222,10,0,0,0,205,0,0,0,0,0,26,19
"113500",180,1140,221,1129,494,0,0,424,0,214,2485,103,0,0,0,0,0,0,0,0,0,10,0
"113501",57,35,2295,2193,1537,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0
"113502",346,684,1666,2938,403,0,0,67,0,32,57,0,0,0,0,0,0,0,0,0,0,0,207
"113503",242,894,770,2670,0,0,0,614,0,664,546,0,0,0,0,0,0,0,0,0,0,0,0
"113504",186,2249,0,62,0,0,0,174,0,3253,420,0,56,0,0,0,0,0,0,0,0,0,0
"113505",166,3332,0,548,0,0,0,683,0,1601,62,0,0,8,0,0,0,0,0,0,0,0,0
"113506",343,457,1470,2945,0,0,0,750,0,280,92,0,0,63,0,0,0,0,0,0,0,0,0
"113507",9,743,1155,3221,21,0,0,926,0,292,33,0,0,0,0,0,0,0,0,0,0,0,0
"113508",1410,842,585,1997,2,0,0,430,0,759,348,0,0,0,0,13,0,0,0,0,0,0,14
"113509",548,392,470,1065,245,0,0,458,0,1319,1851,0,0,26,0,26,0,0,0,0,0,0,0
"113510",97,34,118,1146,260,0,0,509,0,3104,1132,0,0,0,0,0,0,0,0,0,0,0,0
"113511",112,1313,608,2032,133,0,0,438,0,1342,368,0,0,0,0,0,0,0,0,0,0,54,0
"113512",293,1243,896,2055,1102,0,0,228,0,0,552,0,0,0,0,0,0,0,0,0,0,31,0
"113513",93,55,1165,3555,562,0,0,637,0,11,241,0,0,0,0,0,0,0,0,0,0,13,68
"113514",249,340,310,1553,0,0,0,603,0,1600,1735,0,0,0,0,0,0,0,0,0,0,10,0
"113515",10,5555,0,81,0,0,0,309,0,421,15,0,0,0,0,0,0,0,0,0,0,0,9
"113516",290,3141,0,1985,102,0,0,720,0,23,108,0,0,0,0,0,0,0,0,0,0,31,0
"113517",232,212,875,2944,423,0,0,1575,0,123,16,0,0,0,0,0,0,0,0,0,0,0,0
"113518",102,1289,422,3365,0,0,0,1132,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
"113519",80,478,499,2260,14,0,0,1449,0,1432,158,0,0,12,0,0,0,0,0,0,0,18,0
"113520",295,2399,1253,1287,623,0,0,137,0,234,117,0,0,0,0,41,0,0,0,0,0,0,14
"113521",338,2677,1257,1182,385,0,0,0,0,332,130,0,0,0,0,0,0,0,0,0,0,99,0
"113522",304,1602,1502,2109,735,0,0,0,0,9,139,0,0,0,0,0,0,0,0,0,0,0,0
"113523",331,111,2530,2729,580,0,0,66,0,0,2,37,0,0,0,0,0,0,0,0,0,14,0
"113524",58,2451,1130,1271,468,0,0,0,0,500,514,0,0,0,0,0,0,0,0,0,0,0,8
"113525",107,1777,2759,952,667,0,0,0,0,0,123,0,0,15,0,0,0,0,0,0,0,0,0
"113526",751,315,2163,1770,1147,0,0,0,0,137,62,0,0,22,0,0,0,0,0,0,0,11,22
"113527",60,69,3065,2398,733,0,0,0,0,45,10,0,0,0,0,0,0,0,0,0,0,9,11
"113528",142,1492,1987,2173,367,0,0,228,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"113529",217,2406,2122,869,486,0,0,84,0,111,105,0,0,0,0,0,0,0,0,0,0,0,0
"113530",357,1244,2082,2057,636,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21
"113531",65,2747,2641,567,343,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0
"113532",87,5503,20,709,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
"113533",232,1145,1340,3198,313,0,0,0,0,0,0,0,0,34,0,0,0,0,0,90,0,0,0
"113601",0,57,259,3218,2632,0,0,0,169,7,0,0,0,0,0,0,0,0,0,0,0,38,20
"113602",0,0,375,2763,2117,0,0,0,0,0,188,957,0,0,0,0,0,0,0,0,0,0,0
"113603",0,14,470,1940,2580,0,0,0,0,0,215,1098,0,0,0,0,0,0,0,0,0,46,37
"113608",0,15,215,2165,2069,0,0,0,138,0,0,0,0,0,161,49,0,37,66,83,0,0,11
"113609",0,9,126,2723,2663,0,0,0,11,0,68,0,0,0,58,18,0,0,12,0,0,15,8
"113621",0,0,46,2483,1195,0,0,0,111,0,0,0,0,142,330,35,0,35,63,17,0,112,0
"113622",0,0,77,2659,1729,0,0,0,0,0,12,0,0,0,238,0,0,20,52,0,0,52,10
"113794",140,0,3569,2115,433,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,26
"113795",289,0,3019,2849,135,87,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8
"113796",9,0,1481,4426,368,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"113797",246,0,3413,2174,396,0,0,81,0,0,0,0,0,48,0,8,0,0,0,0,0,0,34
"113798",403,0,1067,3795,943,0,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"113799",1319,152,869,3412,468,0,0,105,0,0,45,0,0,0,0,0,0,0,0,0,0,0,30
"113800",514,28,2857,2206,745,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37
"113801",77,0,3466,2089,735,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,16
"113802",327,0,1817,2539,1552,0,0,38,0,0,71,0,0,0,0,0,0,0,0,0,0,0,56
"113803",657,102,2988,1584,759,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"113804",682,701,2384,1513,596,503,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12
"113805",30,0,2828,2614,450,159,0,0,0,131,17,0,0,0,0,0,0,0,0,0,0,0,171
"113806",86,39,2837,2819,268,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,18,300
"113807",15,26,3539,1856,468,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,494
"113808",124,11,3493,1913,746,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"113809",24,0,2920,2939,192,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"113810",0,0,3923,2220,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"113811",15,69,3204,2743,159,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,24,149
"113812",91,29,4688,1392,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"113813",1434,328,2941,1519,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"113814",456,208,4356,1138,98,0,0,23,0,0,0,0,0,0,0,14,0,0,0,0,0,0,107
"113815",2479,745,2824,170,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113816",1420,828,2838,833,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
"113817",104,58,3180,2502,449,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9
"113818",27,0,1190,4898,160,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"113819",23,32,1041,3111,462,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579
"113820",70,0,1364,4249,124,190,0,0,66,0,0,0,0,0,0,0,0,13,0,0,0,95,229
"113821",0,14,2260,4050,30,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,18
"113822",218,77,1250,3899,457,112,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"113823",14,0,1303,4845,125,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"113824",249,0,466,5173,222,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,273
"113825",129,0,1380,4563,245,0,0,42,0,22,0,0,0,0,0,0,0,0,0,0,0,0,19
"113826",109,0,2331,3378,531,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,18
"113827",112,36,1793,3629,512,0,0,0,0,10,255,0,0,0,0,0,0,0,0,0,0,15,38
"113828",101,0,2766,3119,359,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"113829",149,67,1560,2137,650,33,0,19,0,0,0,0,0,0,0,1320,0,0,0,0,0,43,422
"113830",317,188,1986,2740,505,0,0,9,0,0,0,0,0,0,0,602,0,0,0,0,0,0,53
"113831",188,0,2346,3796,41,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20
"113832",69,0,1259,3347,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,843
"113833",554,172,2222,2375,297,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,23
"113834",926,280,2391,1634,309,32,0,87,0,0,0,0,0,304,0,0,0,0,0,0,0,0,437
"113835",1520,329,2296,1767,165,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,299
"113836",742,191,2466,2187,608,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,61,129
